Time,root.InsectEPGRegularTrain.d0.s0
38396,2.439
38397,2.439
38398,2.439
38399,2.4426
38400,2.4414
38401,2.4402
38402,2.439
38403,2.439
38404,2.4426
38405,2.4414
38406,2.439
38407,2.439
38408,2.4365
38409,2.4377
38410,2.4377
38411,2.439
38412,2.439
38413,2.4414
38414,2.4414
38415,2.439
38416,2.4402
38417,2.4365
38418,2.4377
38419,2.439
38420,2.4377
38421,2.4402
38422,2.4402
38423,2.439
38424,2.439
38425,2.4414
38426,2.4402
38427,2.439
38428,2.439
38429,2.4365
38430,2.4377
38431,2.4353
38432,2.4365
38433,2.4353
38434,2.4377
38435,2.4365
38436,2.4365
38437,2.4377
38438,2.4353
38439,2.4377
38440,2.4377
38441,2.4365
38442,2.439
38443,2.4365
38444,2.4402
38445,2.4426
38446,2.4426
38447,2.4438
38448,2.4438
38449,2.4451
38450,2.4414
38451,2.4438
38452,2.4463
38453,2.4463
38454,2.4463
38455,2.4451
38456,2.4451
38457,2.4438
38458,2.4463
38459,2.45
38460,2.4463
38461,2.4463
38462,2.4451
38463,2.4451
38464,2.644
38465,2.644
38466,2.6465
38467,2.6489
38468,2.6465
38469,2.6465
38470,2.644
38471,2.6465
38472,2.6489
38473,2.6465
38474,2.6453
38475,2.6465
38476,2.6453
38477,2.6501
38478,2.6477
38479,2.6465
38480,2.6465
38481,2.6465
38482,2.6477
38483,2.6453
38484,2.6489
38485,2.6477
38486,2.6514
38487,2.6526
38488,2.6526
38489,2.6526
38490,2.6489
38491,2.6514
38492,2.6538
38493,2.6538
38494,2.655
38495,2.655
38496,2.655
38497,2.6563
38498,2.6538
38499,2.6538
38500,2.6526
38501,2.6538
38502,2.6538
38503,2.6538
38504,2.655
38505,2.655
38506,2.655
38507,2.6563
38508,2.6575
38509,2.6587
38510,2.655
38511,2.6563
38512,2.6587
38513,2.6599
38514,2.6563
38515,2.6575
38516,2.6575
38517,2.6575
38518,2.655
38519,2.6587
38520,2.655
38521,2.655
38522,2.6575
38523,2.6587
38524,2.6587
38525,2.6587
38526,2.6575
38527,2.6599
38528,2.6575
38529,2.6599
38530,2.6599
38531,2.6587
38532,2.6599
38533,2.6611
38534,2.6624
38535,2.6636
38536,2.6624
38537,2.6648
38538,2.6636
38539,2.6624
38540,2.666
38541,2.6648
38542,2.6648
38543,2.666
38544,2.6648
38545,2.666
38546,2.6648
38547,2.6672
38548,2.6672
38549,2.6685
38550,2.6685
38551,2.6672
38552,2.6697
38553,2.6697
38554,2.666
38555,2.6697
38556,2.6672
38557,2.6697
38558,2.666
38559,2.6685
38560,2.6685
38561,2.666
38562,2.6685
38563,2.6685
38564,2.6697
38565,2.6697
38566,2.6685
38567,2.6685
38568,2.6685
38569,2.6685
38570,2.6685
38571,2.6697
38572,2.6697
38573,2.6672
38574,2.6685
38575,2.6697
38576,2.6672
38577,2.6697
38578,2.6697
38579,2.6709
38580,2.6697
38581,2.6685
38582,2.6733
38583,2.6685
38584,2.6697
38585,2.6672
38586,2.6648
38587,2.6697
38588,2.6685
38589,2.6721
38590,2.6685
38591,2.6672
38592,2.6709
38593,2.666
38594,2.6685
38595,2.6685
38596,2.6685
38597,2.6697
38598,2.6685
38599,2.6709
38600,2.6685
38601,2.666
38602,2.6685
38603,2.6721
38604,2.6709
38605,2.6685
38606,2.6697
38607,2.6685
38608,2.6697
38609,2.6697
38610,2.666
38611,2.6672
38612,2.6709
38613,2.6709
38614,2.6697
38615,2.6697
38616,2.6685
38617,2.6685
38618,2.666
38619,2.6648
38620,2.666
38621,2.6672
38622,2.6685
38623,2.6672
38624,2.6697
38625,2.6672
38626,2.666
38627,2.6697
38628,2.6685
38629,2.6697
38630,2.666
38631,2.6697
38632,2.6697
38633,2.6697
38634,2.6733
38635,2.6721
38636,2.6697
38637,2.6709
38638,2.6709
38639,2.6733
38640,2.6721
38641,2.6746
38642,2.677
38643,2.6733
38644,2.6746
38645,2.6733
38646,2.6733
38647,2.6733
38648,2.6733
38649,2.6733
38650,2.6733
38651,2.6721
38652,2.6758
38653,2.6746
38654,2.6746
38655,2.6758
38656,2.6758
38657,2.6758
38658,2.6746
38659,2.6758
38660,2.6733
38661,2.6746
38662,2.6758
38663,2.6782
38664,2.6794
38665,2.6782
38666,2.6733
38667,2.6782
38668,2.677
38669,2.677
38670,2.6782
38671,2.6758
38672,2.6794
38673,2.677
38674,2.6794
38675,2.6807
38676,2.6794
38677,2.6794
38678,2.6782
38679,2.6794
38680,2.677
38681,2.677
38682,2.6794
38683,2.6782
38684,2.6807
38685,2.677
38686,2.6794
38687,2.6819
38688,2.6782
38689,2.6782
38690,2.677
38691,2.677
38692,2.6794
38693,2.6782
38694,2.6794
38695,2.6831
38696,2.6794
38697,2.6807
38698,2.6794
38699,2.6819
38700,2.6807
38701,2.6807
38702,2.6831
38703,2.6819
38704,2.6819
38705,2.6831
38706,2.6819
38707,2.6807
38708,2.6794
38709,2.6807
38710,2.6819
38711,2.6831
38712,2.6831
38713,2.6843
38714,2.6855
38715,2.6831
38716,2.6819
38717,2.6855
38718,2.6843
38719,2.6855
38720,2.6868
38721,2.6855
38722,2.6892
38723,2.688
38724,2.688
38725,2.6855
38726,2.6843
38727,2.6892
38728,2.6929
38729,2.7063
38730,2.7087
38731,2.6855
38732,2.6453
38733,2.6245
38734,2.6147
38735,2.6099
38736,2.6025
38737,2.5928
38738,2.5879
38739,2.5903
38740,2.5928
38741,2.5928
38742,2.594
38743,2.5977
38744,2.5964
38745,2.6013
38746,2.6099
38747,2.6428
38748,2.6465
38749,2.6257
38750,2.6282
38751,2.6355
38752,2.6306
38753,2.6184
38754,2.6086
38755,2.605
38756,2.6038
38757,2.6111
38758,2.6111
38759,2.6135
38760,2.6147
38761,2.6172
38762,2.6172
38763,2.6294
38764,2.6538
38765,2.6465
38766,2.6416
38767,2.6404
38768,2.6379
38769,2.6416
38770,2.6379
38771,2.6306
38772,2.6257
38773,2.6208
38774,2.6221
38775,2.6221
38776,2.6184
38777,2.6208
38778,2.6208
38779,2.6208
38780,2.6208
38781,2.6184
38782,2.6196
38783,2.6208
38784,2.6477
38785,2.644
38786,2.6294
38787,2.6453
38788,2.6526
38789,2.655
38790,2.6379
38791,2.6294
38792,2.627
38793,2.6257
38794,2.6245
38795,2.6257
38796,2.6221
38797,2.6245
38798,2.6233
38799,2.6257
38800,2.6233
38801,2.6208
38802,2.6245
38803,2.6208
38804,2.6208
38805,2.6196
38806,2.6172
38807,2.6184
38808,2.616
38809,2.6184
38810,2.6147
38811,2.6135
38812,2.6379
38813,2.6501
38814,2.6245
38815,2.616
38816,2.6086
38817,2.5989
38818,2.5769
38819,2.5671
38820,2.5659
38821,2.5659
38822,2.5696
38823,2.572
38824,2.5769
38825,2.5745
38826,2.5769
38827,2.5781
38828,2.5793
38829,2.5806
38830,2.5793
38831,2.5806
38832,2.5842
38833,2.5854
38834,2.5867
38835,2.5854
38836,2.5867
38837,2.5867
38838,2.5867
38839,2.5891
38840,2.5879
38841,2.5879
38842,2.5903
38843,2.5867
38844,2.5879
38845,2.5891
38846,2.5903
38847,2.5903
38848,2.5916
38849,2.5928
38850,2.5928
38851,2.5879
38852,2.5916
38853,2.5879
38854,2.5879
38855,2.5879
38856,2.5879
38857,2.5891
38858,2.5867
38859,2.616
38860,2.6306
38861,2.5928
38862,2.5757
38863,2.5708
38864,2.5635
38865,2.5464
38866,2.5354
38867,2.5354
38868,2.5366
38869,2.5391
38870,2.5403
38871,2.5427
38872,2.5452
38873,2.5439
38874,2.5488
38875,2.5464
38876,2.5488
38877,2.5525
38878,2.5513
38879,2.5537
38880,2.5525
38881,2.5549
38882,2.5562
38883,2.5586
38884,2.5598
38885,2.561
38886,2.561
38887,2.5623
38888,2.5623
38889,2.5635
38890,2.5647
38891,2.5647
38892,2.561
38893,2.5647
38894,2.5647
38895,2.5671
38896,2.5659
38897,2.5647
38898,2.5659
38899,2.5647
38900,2.5659
38901,2.5623
38902,2.5647
38903,2.5647
38904,2.5647
38905,2.5635
38906,2.5647
38907,2.5659
38908,2.5647
38909,2.5671
38910,2.5635
38911,2.5635
38912,2.5647
38913,2.5659
38914,2.5647
38915,2.5647
38916,2.5659
38917,2.5684
38918,2.5659
38919,2.5659
38920,2.5671
38921,2.5635
38922,2.5671
38923,2.5647
38924,2.5623
38925,2.5671
38926,2.5671
38927,2.5647
38928,2.5635
38929,2.5647
38930,2.5647
38931,2.5647
38932,2.5684
38933,2.5647
38934,2.5659
38935,2.5647
38936,2.5647
38937,2.5659
38938,2.5635
38939,2.5647
38940,2.5635
38941,2.5635
38942,2.5659
38943,2.5659
38944,2.5635
38945,2.5647
38946,2.5647
38947,2.5659
38948,2.5647
38949,2.5635
38950,2.5647
38951,2.5671
38952,2.5635
38953,2.5684
38954,2.5647
38955,2.5671
38956,2.5659
38957,2.5684
38958,2.5684
38959,2.5684
38960,2.5684
38961,2.5684
38962,2.5659
38963,2.5671
38964,2.5696
38965,2.5647
38966,2.5647
38967,2.5671
38968,2.5659
38969,2.5659
38970,2.5647
38971,2.5659
38972,2.5671
38973,2.5684
38974,2.5708
38975,2.5696
38976,2.5659
38977,2.5696
38978,2.5684
38979,2.5684
38980,2.5659
38981,2.5684
38982,2.5696
38983,2.5696
38984,2.5659
38985,2.5647
38986,2.5684
38987,2.5696
38988,2.5696
38989,2.5671
38990,2.5708
38991,2.5684
38992,2.572
38993,2.5696
38994,2.5708
38995,2.5696
38996,2.5708
38997,2.572
38998,2.572
38999,2.572
39000,2.572
39001,2.5708
39002,2.572
39003,2.5732
39004,2.5732
39005,2.5708
39006,2.5696
39007,2.572
39008,2.5745
39009,2.5745
39010,2.572
39011,2.572
39012,2.5745
39013,2.5745
39014,2.5732
39015,2.5732
39016,2.572
39017,2.5696
39018,2.5708
39019,2.5696
39020,2.5696
39021,2.572
39022,2.5696
39023,2.5708
39024,2.5708
39025,2.5696
39026,2.5708
39027,2.572
39028,2.572
39029,2.572
39030,2.572
39031,2.5732
39032,2.572
39033,2.5757
39034,2.5745
39035,2.5696
39036,2.5696
39037,2.5696
39038,2.5696
39039,2.5696
39040,2.5684
39041,2.5684
39042,2.5696
39043,2.5684
39044,2.5696
39045,2.5684
39046,2.5647
39047,2.5684
39048,2.5708
39049,2.5708
39050,2.5671
39051,2.5659
39052,2.5671
39053,2.5659
39054,2.5659
39055,2.5671
39056,2.5659
39057,2.5684
39058,2.5671
39059,2.5708
39060,2.5659
39061,2.5647
39062,2.5659
39063,2.5671
39064,2.5659
39065,2.4268
39066,2.4231
39067,2.4243
39068,2.4255
39069,2.4255
39070,2.4255
39071,2.4243
39072,2.4243
39073,2.4268
39074,2.4255
39075,2.4268
39076,2.4231
39077,2.4243
39078,2.4231
39079,2.4219
39080,2.4255
39081,2.4243
39082,2.4231
39083,2.4255
39084,2.4255
39085,2.4255
39086,2.4243
39087,2.4268
39088,2.428
39089,2.428
39090,2.4255
39091,2.4255
39092,2.4255
39093,2.4268
39094,2.4243
39095,2.4243
39096,2.4255
39097,2.4255
39098,2.4255
39099,2.4243
39100,2.4268
39101,2.428
39102,2.4268
39103,2.4255
39104,2.428
39105,2.4255
39106,2.428
39107,2.428
39108,2.4304
39109,2.4268
39110,2.4292
39111,2.4268
39112,2.4268
39113,2.4292
39114,2.428
39115,2.4292
39116,2.428
39117,2.4292
39118,2.4268
39119,2.4268
39120,2.428
39121,2.4255
39122,2.428
39123,2.4292
39124,2.4304
39125,2.4304
39126,2.4304
39127,2.4304
39128,2.4304
39129,2.4292
39130,2.4304
39131,2.428
39132,2.4304
39133,2.4292
39134,2.4316
39135,2.4341
39136,2.4329
39137,2.4341
39138,2.4365
39139,2.4316
39140,2.4329
39141,2.4329
39142,2.4316
39143,2.4329
39144,2.4353
39145,2.4353
39146,2.4353
39147,2.4316
39148,2.4341
39149,2.4341
39150,2.4341
39151,2.4341
39152,2.4353
39153,2.4365
39154,2.4329
39155,2.4341
39156,2.4353
39157,2.4341
39158,2.4365
39159,2.4353
39160,2.4353
39161,2.4353
39162,2.4353
39163,2.4377
39164,2.4365
39165,2.4377
39166,2.4365
39167,2.4365
39168,2.4402
39169,2.439
39170,2.4402
39171,2.439
39172,2.4377
39173,2.439
39174,2.439
39175,2.4402
39176,2.4402
39177,2.4402
39178,2.4377
39179,2.4377
39180,2.439
39181,2.439
39182,2.4402
39183,2.4414
39184,2.4402
39185,2.4426
39186,2.4426
39187,2.4438
39188,2.4438
39189,2.4438
39190,2.4451
39191,2.4426
39192,2.4451
39193,2.4438
39194,2.4426
39195,2.4426
39196,2.4414
39197,2.4426
39198,2.4438
39199,2.4451
39200,2.4451
39201,2.4463
39202,2.4475
39203,2.4487
39204,2.4487
39205,2.4475
39206,2.4475
39207,2.4451
39208,2.4463
39209,2.4475
39210,2.4463
39211,2.4463
39212,2.4475
39213,2.4475
39214,2.4451
39215,2.4463
39216,2.4451
39217,2.4438
39218,2.4512
39219,2.4512
39220,2.4548
39221,2.4536
39222,2.4548
39223,2.4548
39224,2.4561
39225,2.4573
39226,2.4561
39227,2.4573
39228,2.4573
39229,2.4573
39230,2.4585
39231,2.4585
39232,2.4597
39233,2.4609
39234,2.4609
39235,2.4609
39236,2.4561
39237,2.4573
39238,2.4597
39239,2.4573
39240,2.4597
39241,2.4597
39242,2.4597
39243,2.4597
39244,2.4585
39245,2.4597
39246,2.4597
39247,2.4585
39248,2.4622
39249,2.4609
39250,2.4646
39251,2.4634
39252,2.4597
39253,2.4646
39254,2.4634
39255,2.4634
39256,2.4609
39257,2.4609
39258,2.4634
39259,2.4622
39260,2.4646
39261,2.4634
39262,2.4634
39263,2.4634
39264,2.4622
39265,2.4646
39266,2.4634
39267,2.4658
39268,2.4622
39269,2.4634
39270,2.4646
39271,2.4683
39272,2.4707
39273,2.4707
39274,2.4695
39275,2.4695
39276,2.4707
39277,2.4695
39278,2.4719
39279,2.4683
39280,2.4731
39281,2.4719
39282,2.4719
39283,2.4707
39284,2.4707
39285,2.4707
39286,2.4719
39287,2.4731
39288,2.4756
39289,2.4731
39290,2.4719
39291,2.4756
39292,2.4756
39293,2.4768
39294,2.4744
39295,2.4744
39296,2.4744
39297,2.4744
39298,2.4768
39299,2.4768
39300,2.4768
39301,2.4756
39302,2.4744
39303,2.4768
39304,2.4756
39305,2.4768
39306,2.4768
39307,2.478
39308,2.4792
39309,2.4756
39310,2.4744
39311,2.4756
39312,2.4731
39313,2.4768
39314,2.4731
39315,2.4756
39316,2.4744
39317,2.4731
39318,2.4756
39319,2.4731
39320,2.4731
39321,2.4731
39322,2.4707
39323,2.4719
39324,2.4756
39325,2.478
39326,2.5
39327,2.5073
39328,2.4829
39329,2.4622
39330,2.4561
39331,2.4487
39332,2.4414
39333,2.4524
39334,2.4585
39335,2.4451
39336,2.439
39337,2.4377
39338,2.4414
39339,2.4426
39340,2.4438
39341,2.4426
39342,2.4414
39343,2.4451
39344,2.4451
39345,2.4451
39346,2.4451
39347,2.45
39348,2.4854
39349,2.5
39350,2.4756
39351,2.467
39352,2.4695
39353,2.4683
39354,2.4573
39355,2.4512
39356,2.45
39357,2.4512
39358,2.4524
39359,2.4548
39360,2.4585
39361,2.4573
39362,2.4573
39363,2.4573
39364,2.4585
39365,2.4573
39366,2.4744
39367,2.5122
39368,2.5146
39369,2.489
39370,2.478
39371,2.4878
39372,2.4915
39373,2.478
39374,2.4707
39375,2.4731
39376,2.4744
39377,2.4744
39378,2.4756
39379,2.4756
39380,2.478
39381,2.4768
39382,2.4768
39383,2.478
39384,2.4768
39385,2.511
39386,2.5244
39387,2.5012
39388,2.5024
39389,2.5012
39390,2.4976
39391,2.5085
39392,2.5098
39393,2.4988
39394,2.4902
39395,2.4927
39396,2.4927
39397,2.489
39398,2.4902
39399,2.4915
39400,2.489
39401,2.4878
39402,2.4854
39403,2.4854
39404,2.4841
39405,2.4854
39406,2.4841
39407,2.4817
39408,2.4829
39409,2.4792
39410,2.4817
39411,2.4805
39412,2.4817
39413,2.4817
39414,2.4805
39415,2.4792
39416,2.4792
39417,2.4768
39418,2.4792
39419,2.478
39420,2.4768
39421,2.4744
39422,2.4744
39423,2.4756
39424,2.4744
39425,2.4756
39426,2.4756
39427,2.4756
39428,2.4756
39429,2.4707
39430,2.4756
39431,2.4744
39432,2.4731
39433,2.4731
39434,2.4719
39435,2.4731
39436,2.4719
39437,2.4719
39438,2.4731
39439,2.4719
39440,2.4744
39441,2.4731
39442,2.4719
39443,2.4719
39444,2.467
39445,2.4719
39446,2.4707
39447,2.4695
39448,2.4683
39449,2.4683
39450,2.467
39451,2.4658
39452,2.4634
39453,2.4683
39454,2.4683
39455,2.4695
39456,2.4695
39457,2.4658
39458,2.4695
39459,2.4658
39460,2.4683
39461,2.4683
39462,2.4658
39463,2.4695
39464,2.4683
39465,2.4658
39466,2.4658
39467,2.4634
39468,2.4683
39469,2.467
39470,2.4658
39471,2.4646
39472,2.4634
39473,2.4683
39474,2.4646
39475,2.4634
39476,2.4658
39477,2.4634
39478,2.4634
39479,2.4646
39480,2.4658
39481,2.4609
39482,2.4597
39483,2.4622
39484,2.4634
39485,2.4634
39486,2.4597
39487,2.4609
39488,2.4646
39489,2.4622
39490,2.4609
39491,2.4585
39492,2.4585
39493,2.4597
39494,2.4573
39495,2.4573
39496,2.4597
39497,2.4597
39498,2.4597
39499,2.4573
39500,2.4585
39501,2.4585
39502,2.4561
39503,2.4585
39504,2.4561
39505,2.4561
39506,2.4561
39507,2.4561
39508,2.4548
39509,2.4548
39510,2.4585
39511,2.4585
39512,2.4585
39513,2.4573
39514,2.4585
39515,2.4597
39516,2.4597
39517,2.4597
39518,2.4622
39519,2.4597
39520,2.4597
39521,2.4609
39522,2.4609
39523,2.4634
39524,2.4622
39525,2.4609
39526,2.4573
39527,2.4548
39528,2.4524
39529,2.4573
39530,2.4609
39531,2.4597
39532,2.4609
39533,2.4609
39534,2.4622
39535,2.4609
39536,2.4634
39537,2.4585
39538,2.4597
39539,2.4573
39540,2.4585
39541,2.4585
39542,2.4573
39543,2.4573
39544,2.4573
39545,2.4548
39546,2.4561
39547,2.4548
39548,2.4573
39549,2.4548
39550,2.4573
39551,2.4536
39552,2.4548
39553,2.4548
39554,2.4573
39555,2.4561
39556,2.4561
39557,2.4536
39558,2.4561
39559,2.4561
39560,2.4585
39561,2.4561
39562,2.4561
39563,2.4585
39564,2.4561
39565,2.4573
39566,2.4561
39567,2.4561
39568,2.4573
39569,2.4585
39570,2.4585
39571,2.4536
39572,2.4561
39573,2.4585
39574,2.4573
39575,2.4597
39576,2.4573
39577,2.4585
39578,2.4597
39579,2.4573
39580,2.4573
39581,2.4597
39582,2.4585
39583,2.4585
39584,2.4548
39585,2.4573
39586,2.4585
39587,2.4548
39588,2.4573
39589,2.4573
39590,2.4585
39591,2.4573
39592,2.4573
39593,2.4573
39594,2.4561
39595,2.4585
39596,2.4597
39597,2.4561
39598,2.4561
39599,2.4561
39600,2.4561
39601,2.4561
39602,2.4561
39603,2.4561
39604,2.4561
39605,2.4573
39606,2.4561
39607,2.4548
39608,2.4548
39609,2.4548
39610,2.4548
39611,2.4561
39612,2.4548
39613,2.4548
39614,2.4548
39615,2.4573
39616,2.4561
39617,2.4548
39618,2.4585
39619,2.4573
39620,2.4585
39621,2.4585
39622,2.4597
39623,2.4597
39624,2.4561
39625,2.4573
39626,2.4573
39627,2.4585
39628,2.4573
39629,2.4573
39630,2.4585
39631,2.4573
39632,2.4548
39633,2.4548
39634,2.4548
39635,2.4585
39636,2.4585
39637,2.4573
39638,2.4524
39639,2.4524
39640,2.4536
39641,2.4536
39642,2.4524
39643,2.4512
39644,2.4512
39645,2.4487
39646,2.45
39647,2.4512
39648,2.4512
39649,2.4536
39650,2.45
39651,2.4463
39652,2.4487
39653,2.4463
39654,2.4487
39655,2.4561
39656,2.4561
39657,2.4524
39658,2.4548
39659,2.4536
39660,2.4548
39661,2.4548
39662,2.4548
39663,2.4573
39664,2.4536
39665,2.4548
39666,2.5085
39667,2.511
39668,2.5122
39669,2.5098
39670,2.5098
39671,2.511
39672,2.511
39673,2.5122
39674,2.5098
39675,2.511
39676,2.5146
39677,2.5122
39678,2.5134
39679,2.5122
39680,2.511
39681,2.5122
39682,2.5134
39683,2.5122
39684,2.511
39685,2.5122
39686,2.511
39687,2.511
39688,2.5122
39689,2.511
39690,2.511
39691,2.5134
39692,2.5122
39693,2.511
39694,2.5085
39695,2.5073
39696,2.5122
39697,2.511
39698,2.511
39699,2.5134
39700,2.511
39701,2.5098
39702,2.511
39703,2.5122
39704,2.511
39705,2.5122
39706,2.5159
39707,2.5134
39708,2.5146
39709,2.5146
39710,2.5146
39711,2.5134
39712,2.5134
39713,2.5122
39714,2.511
39715,2.5098
39716,2.5159
39717,2.5171
39718,2.5159
39719,2.5159
39720,2.5122
39721,2.5134
39722,2.5195
39723,2.5208
39724,2.5208
39725,2.5195
39726,2.5195
39727,2.5195
39728,2.522
39729,2.5183
39730,2.5208
39731,2.522
39732,2.522
39733,2.522
39734,2.522
39735,2.5195
39736,2.5195
39737,2.522
39738,2.5244
39739,2.5232
39740,2.5208
39741,2.5256
39742,2.5244
39743,2.5244
39744,2.5232
39745,2.5208
39746,2.5256
39747,2.5232
39748,2.5232
39749,2.5244
39750,2.5232
39751,2.5244
39752,2.5244
39753,2.5232
39754,2.5232
39755,2.522
39756,2.5232
39757,2.5256
39758,2.5244
39759,2.5244
39760,2.5256
39761,2.5281
39762,2.5256
39763,2.5269
39764,2.5269
39765,2.5232
39766,2.5256
39767,2.5244
39768,2.5256
39769,2.5256
39770,2.5244
39771,2.5281
39772,2.5269
39773,2.5281
39774,2.5281
39775,2.5281
39776,2.5269
39777,2.5281
39778,2.5293
39779,2.5269
39780,2.5281
39781,2.5293
39782,2.5293
39783,2.5305
39784,2.5305
39785,2.5305
39786,2.5305
39787,2.533
39788,2.5317
39789,2.5293
39790,2.5293
39791,2.5317
39792,2.5305
39793,2.5305
39794,2.5293
39795,2.5293
39796,2.5317
39797,2.533
39798,2.533
39799,2.533
39800,2.5317
39801,2.533
39802,2.533
39803,2.533
39804,2.5305
39805,2.533
39806,2.533
39807,2.533
39808,2.5549
39809,2.5732
39810,2.5574
39811,2.5085
39812,2.4951
39813,2.4841
39814,2.4805
39815,2.4756
39816,2.4658
39817,2.4744
39818,2.4634
39819,2.4548
39820,2.4463
39821,2.4426
39822,2.4402
39823,2.4377
39824,2.4377
39825,2.4353
39826,2.4329
39827,2.467
39828,2.4915
39829,2.4756
39830,2.4634
39831,2.4609
39832,2.4634
39833,2.4573
39834,2.4426
39835,2.4329
39836,2.4304
39837,2.4255
39838,2.4231
39839,2.4207
39840,2.4194
39841,2.4158
39842,2.4207
39843,2.467
39844,2.489
39845,2.4744
39846,2.4731
39847,2.4768
39848,2.4609
39849,2.4438
39850,2.4341
39851,2.4316
39852,2.428
39853,2.4268
39854,2.4243
39855,2.4243
39856,2.4207
39857,2.4219
39858,2.4194
39859,2.4268
39860,2.4719
39861,2.489
39862,2.4683
39863,2.4634
39864,2.4683
39865,2.4585
39866,2.4438
39867,2.4316
39868,2.4292
39869,2.4268
39870,2.4219
39871,2.4194
39872,2.4182
39873,2.4207
39874,2.417
39875,2.4133
39876,2.4121
39877,2.4158
39878,2.4146
39879,2.4231
39880,2.4719
39881,2.4695
39882,2.4597
39883,2.4561
39884,2.4426
39885,2.4353
39886,2.4243
39887,2.4121
39888,2.4072
39889,2.4011
39890,2.3987
39891,2.3975
39892,2.4011
39893,2.4011
39894,2.3975
39895,2.3999
39896,2.3987
39897,2.3975
39898,2.3987
39899,2.4084
39900,2.4561
39901,2.4646
39902,2.4402
39903,2.4365
39904,2.4255
39905,2.4194
39906,2.4048
39907,2.3926
39908,2.3877
39909,2.3853
39910,2.3865
39911,2.3828
39912,2.3816
39913,2.3828
39914,2.3816
39915,2.3816
39916,2.3816
39917,2.384
39918,2.3828
39919,2.3828
39920,2.384
39921,2.3804
39922,2.3779
39923,2.3804
39924,2.3792
39925,2.3792
39926,2.3779
39927,2.3792
39928,2.3792
39929,2.3792
39930,2.3779
39931,2.3779
39932,2.3779
39933,2.3804
39934,2.3755
39935,2.3767
39936,2.3779
39937,2.3767
39938,2.3767
39939,2.3767
39940,2.3755
39941,2.3755
39942,2.3779
39943,2.3779
39944,2.373
39945,2.3743
39946,2.3767
39947,2.3767
39948,2.3767
39949,2.3743
39950,2.373
39951,2.3755
39952,2.3767
39953,2.3767
39954,2.3755
39955,2.3755
39956,2.3743
39957,2.3779
39958,2.3779
39959,2.3755
39960,2.3743
39961,2.3718
39962,2.3755
39963,2.3743
39964,2.3743
39965,2.3755
39966,2.3743
39967,2.3743
39968,2.3755
39969,2.3743
39970,2.3755
39971,2.373
39972,2.3718
39973,2.3755
39974,2.3743
39975,2.3743
39976,2.373
39977,2.3743
39978,2.3755
39979,2.3743
39980,2.3755
39981,2.3743
39982,2.3706
39983,2.3743
39984,2.3718
39985,2.3706
39986,2.3706
39987,2.3743
39988,2.373
39989,2.3694
39990,2.3718
39991,2.3718
39992,2.3743
39993,2.3718
39994,2.3718
39995,2.3706
39996,2.3694
39997,2.3706
39998,2.3718
39999,2.373
40000,2.3706
40001,2.3718
40002,2.3706
40003,2.3706
40004,2.3706
40005,2.3682
40006,2.3694
40007,2.3694
40008,2.3718
40009,2.3706
40010,2.3682
40011,2.3694
40012,2.3682
40013,2.3694
40014,2.3669
40015,2.3706
40016,2.3694
40017,2.3694
40018,2.3718
40019,2.3718
40020,2.373
40021,2.3706
40022,2.373
40023,2.3694
40024,2.3694
40025,2.3718
40026,2.3694
40027,2.3694
40028,2.3718
40029,2.3694
40030,2.3694
40031,2.3694
40032,2.3682
40033,2.3718
40034,2.3706
40035,2.3682
40036,2.3682
40037,2.3694
40038,2.3706
40039,2.3694
40040,2.3682
40041,2.3682
40042,2.3694
40043,2.3657
40044,2.3657
40045,2.3682
40046,2.3682
40047,2.3669
40048,2.3682
40049,2.3694
40050,2.3669
40051,2.3657
40052,2.3669
40053,2.3694
40054,2.3657
40055,2.3645
40056,2.3657
40057,2.3669
40058,2.3669
40059,2.3657
40060,2.3657
40061,2.3669
40062,2.3682
40063,2.3669
40064,2.3657
40065,2.3657
40066,2.3669
40067,2.3682
40068,2.3645
40069,2.3657
40070,2.3669
40071,2.3669
40072,2.3657
40073,2.3633
40074,2.3657
40075,2.3694
40076,2.3669
40077,2.3657
40078,2.3682
40079,2.3669
40080,2.3682
40081,2.3657
40082,2.3669
40083,2.3645
40084,2.3669
40085,2.3669
40086,2.3633
40087,2.3657
40088,2.3657
40089,2.3657
40090,2.3645
40091,2.3657
40092,2.3657
40093,2.3657
40094,2.3657
40095,2.3682
40096,2.3657
40097,2.3657
40098,2.3682
40099,2.3682
40100,2.3657
40101,2.3669
40102,2.3694
40103,2.3669
40104,2.3669
40105,2.3669
40106,2.3669
40107,2.3694
40108,2.3694
40109,2.3682
40110,2.3657
40111,2.3669
40112,2.3669
40113,2.3694
40114,2.3669
40115,2.3682
40116,2.3694
40117,2.3682
40118,2.3694
40119,2.3682
40120,2.3669
40121,2.3669
40122,2.3682
40123,2.3669
40124,2.3694
40125,2.3694
40126,2.3657
40127,2.3682
40128,2.3669
40129,2.3706
40130,2.3682
40131,2.3669
40132,2.3694
40133,2.3706
40134,2.3694
40135,2.3706
40136,2.3706
40137,2.3694
40138,2.3706
40139,2.3682
40140,2.3682
40141,2.3706
40142,2.3718
40143,2.3669
40144,2.3682
40145,2.3694
40146,2.3682
40147,2.3682
40148,2.3657
40149,2.3682
40150,2.3694
40151,2.3669
40152,2.3669
40153,2.3694
40154,2.3706
40155,2.3706
40156,2.3694
40157,2.3706
40158,2.373
40159,2.3718
40160,2.3706
40161,2.3682
40162,2.3706
40163,2.3682
