Time,root.GunPointMaleVersusFemale.d0.s0
8740,1117.0701
8741,1117.0422
8742,1181.7527
8743,1181.7598
8744,1238.5054
8745,1238.5054
8746,1296.2474
8747,1296.2474
8748,1333.6201
8749,1348.3379
8750,1358.3341
8751,1365.6081
8752,1365.5661
8753,1371.6029
8754,1371.5905
8755,1372.6877
8756,1372.7489
8757,1372.9896
8758,1372.9231
8759,1372.9514
8760,1373.0372
8761,1372.2898
8762,1371.8269
8763,1371.3955
8764,1370.8603
8765,1370.8517
8766,1365.7964
8767,1365.7901
8768,1359.1533
8769,1326.102
8770,1326.1087
8771,1297.4985
8772,1224.4119
8773,1184.4753
8774,1184.4766
8775,1142.4181
8776,1071.0267
8777,1071.0202
8778,1038.759
8779,986.02507
8780,967.05336
8781,952.27884
8782,942.13195
8783,942.13195
8784,934.85518
8785,927.75194
8786,927.18384
8787,927.18796
8788,927.52042
8789,929.26019
8790,931.78453
8791,931.77027
8792,940.93951
8793,940.93703
8794,943.0063
8795,942.14422
8796,941.89058
8797,943.69283
8798,943.68967
8799,953.3242
8800,953.32372
8801,959.94455
8802,959.94455
8803,958.40432
8804,938.66146
8805,919.22407
8806,919.21845
8807,895.45708
8808,870.25579
8809,845.84993
8810,823.2956
8811,796.28725
8812,793.91891
8813,796.41658
8814,801.39949
8815,804.90478
8816,803.34397
8817,800.62703
8818,800.61178
8819,799.24443
8820,800.04299
8821,801.36104
8822,802.43125
8823,802.43972
8824,802.61466
8825,802.00104
8826,801.99331
8827,802.00678
8828,802.12817
8829,802.35425
8830,802.76082
8831,802.79824
8832,802.74567
8833,802.72837
8834,802.47633
8835,802.46166
8836,802.4958
8837,802.50185
8838,802.51664
8839,802.41839
8840,801.79267
8841,801.47429
8842,801.19743
8843,801.14745
8844,800.8991
8845,800.49712
8846,800.48819
8847,800.25237
8848,800.24499
8849,799.99134
8850,833.9327
8851,833.75492
8852,833.5479
8853,833.49181
8854,833.43804
8855,833.44987
8856,833.46166
8857,833.68573
8858,833.82937
8859,834.05044
8860,834.25451
8861,834.45248
8862,834.9045
8863,836.11279
8864,838.60271
8865,842.41805
8866,849.4843
8867,862.39621
8868,881.34991
8869,902.9064
8870,924.01893
8871,941.58886
8872,953.18587
8873,959.36148
8874,960.07221
8875,955.89467
8876,948.12188
8877,939.20243
8878,930.11074
8879,924.52452
8880,923.59701
8881,925.84226
8882,929.03992
8883,929.45208
8884,927.06518
8885,925.51061
8886,927.90243
8887,932.48069
8888,942.3669
8889,959.72382
8890,893.262
8891,890.20869
8892,886.39332
8893,882.60454
8894,879.09071
8895,1182.9291
8896,1213.34
8897,1241.0044
8898,1269.6851
8899,1292.765
8900,1312.4516
8901,1330.1938
8902,1343.8776
8903,1353.293
8904,1358.4766
8905,1360.3647
8906,1360.9041
8907,1360.9671
8908,1361.0564
8909,1360.9806
8910,1360.9409
8911,1360.944
8912,1360.6
8913,1360.7477
8914,1360.8278
8915,1360.92
8916,1360.8992
8917,1360.5153
8918,1357.5187
8919,1348.2842
8920,1330.6697
8921,1302.8969
8922,1267.1889
8923,1227.6258
8924,1185.8449
8925,1141.8701
8926,1100.5228
8927,1063.2315
8928,1029.7649
8929,1003.6149
8930,982.13136
8931,966.18875
8932,952.8863
8933,942.33361
8934,934.94261
8935,930.20607
8936,927.75753
8937,926.6505
8938,926.05009
8939,926.34288
8940,927.2209
8941,929.55199
8942,932.08073
8943,935.60522
8944,939.30834
8945,941.80921
8946,942.71121
8947,943.30241
8948,949.44217
8949,956.94432
8950,963.43928
8951,967.16183
8952,964.78296
8953,953.84268
8954,935.92464
8955,912.72771
8956,886.85884
8957,861.74337
8958,840.77653
8959,827.16938
8960,820.5626
8961,819.27933
8962,820.77263
8963,821.06008
8964,821.41186
8965,823.9917
8966,826.9744
8967,829.93614
8968,831.76362
8969,832.47062
8970,832.58269
8971,832.1749
8972,830.96238
8973,829.71773
8974,828.5652
8975,828.02431
8976,828.11347
8977,829.04933
8978,830.61656
8979,832.15021
8980,833.60968
8981,834.80277
8982,835.71894
8983,836.0268
8984,835.97144
8985,835.56881
8986,835.04747
8987,834.67332
8988,834.29672
8989,834.10697
8990,834.08492
8991,834.07986
8992,834.00419
8993,833.55061
8994,832.7979
8995,832.00547
8996,831.30306
8997,830.86736
8998,830.4435
8999,830.27949
9000,281.77739
9001,281.62816
9002,281.24783
9003,281.14366
9004,280.7812
9005,280.51409
9006,280.28026
9007,280.01579
9008,279.6966
9009,279.37882
9010,279.29105
9011,279.17968
9012,279.47658
9013,279.51046
9014,280.02014
9015,280.6203
9016,280.8817
9017,281.13394
9018,281.4248
9019,281.66104
9020,281.76164
9021,282.00548
9022,282.31393
9023,282.63666
9024,282.93643
9025,283.08636
9026,283.37969
9027,283.4561
9028,283.72066
9029,283.85157
9030,284.11619
9031,284.44097
9032,284.94558
9033,284.98879
9034,285.28923
9035,285.51218
9036,285.75013
9037,285.88723
9038,285.94415
9039,286.18373
9040,286.35957
9041,286.6414
9042,286.58324
9043,286.7369
9044,286.66108
9045,286.75554
9046,286.6518
9047,286.62621
9048,286.44658
9049,286.46471
9050,286.25668
9051,286.33767
9052,286.08383
9053,285.89918
9054,285.53783
9055,285.46012
9056,285.39135
9057,285.29537
9058,285.39114
9059,285.37998
9060,285.26846
9061,285.30666
9062,285.2233
9063,285.29577
9064,285.21303
9065,285.21548
9066,285.32727
9067,285.62622
9068,287.22033
9069,290.56458
9070,297.45495
9071,306.97456
9072,316.25043
9073,325.48338
9074,336.5848
9075,350.25926
9076,373.53456
9077,392.03826
9078,402.61187
9079,413.21886
9080,425.45259
9081,441.45025
9082,460.52869
9083,481.67208
9084,499.58961
9085,514.54383
9086,524.17695
9087,528.86398
9088,529.4702
9089,531.24146
9090,532.24938
9091,533.02861
9092,533.99247
9093,534.98321
9094,534.91646
9095,535.01685
9096,535.76988
9097,536.59862
9098,536.13753
9099,536.23583
9100,536.15819
9101,536.04571
9102,535.58703
9103,532.6962
9104,530.39075
9105,525.75854
9106,518.20155
9107,507.51569
9108,494.33787
9109,478.82461
9110,464.8952
9111,451.98366
9112,439.57195
9113,425.60902
9114,413.13812
9115,409.7766
9116,383.93056
9117,375.51
9118,344.02143
9119,324.62741
9120,310.93787
9121,296.15699
9122,283.71911
9123,275.84341
9124,271.93012
9125,271.06886
9126,271.19079
9127,272.16851
9128,274.10214
9129,275.7351
9130,277.18702
9131,278.68622
9132,279.33666
9133,280.2153
9134,281.03231
9135,281.31916
9136,281.64817
9137,281.84369
9138,282.57752
9139,283.00947
9140,283.11501
9141,283.51793
9142,283.73987
9143,283.53341
9144,283.61581
9145,283.67934
9146,283.55623
9147,283.75138
9148,283.64351
9149,283.51157
9150,825.43959
9151,825.46199
9152,825.5695
9153,825.45056
9154,825.38754
9155,825.16166
9156,824.93117
9157,824.59091
9158,824.33974
9159,824.09668
9160,823.52479
9161,824.71578
9162,827.82638
9163,835.02667
9164,846.49262
9165,863.7981
9166,884.51934
9167,904.51604
9168,920.96453
9169,933.73508
9170,940.86842
9171,943.33598
9172,942.16657
9173,939.50953
9174,936.97311
9175,934.56584
9176,932.78546
9177,933.36148
9178,937.73867
9179,942.27676
9180,944.18951
9181,945.03424
9182,944.93486
9183,942.56817
9184,941.45399
9185,942.4218
9186,943.71899
9187,944.80321
9188,946.15819
9189,950.1819
9190,956.93802
9191,969.17819
9192,884.15008
9193,882.16533
9194,879.55207
9195,877.59538
9196,874.69048
9197,871.75043
9198,1181.6374
9199,1209.3098
9200,1237.6568
9201,1261.9332
9202,1282.7507
9203,1301.4511
9204,1318.1206
9205,1331.9459
9206,1341.9809
9207,1347.3747
9208,1348.7202
9209,1349.1657
9210,1349.4181
9211,1349.293
9212,1349.9531
9213,1350.4431
9214,1350.7561
9215,1351.0321
9216,1351.0913
9217,1351.3263
9218,1351.4766
9219,1351.9714
9220,1352.0857
9221,1351.5321
9222,1346.9969
9223,1334.0266
9224,1309.6756
9225,1274.4564
9226,1236.6743
9227,1198.002
9228,884.46413
9229,888.58124
9230,892.05489
9231,895.81664
9232,1023.5985
9233,999.27886
9234,980.51411
9235,966.97732
9236,956.87483
9237,949.89798
9238,944.68455
9239,944.66118
9240,939.24682
9241,940.07635
9242,941.68217
9243,941.89869
9244,941.89558
9245,945.43634
9246,949.71299
9247,953.07102
9248,955.35895
9249,957.77378
9250,962.94556
9251,969.28496
9252,975.57548
9253,979.90385
9254,980.38926
9255,974.01254
9256,960.55363
9257,940.48259
9258,916.43331
9259,889.86908
9260,863.12136
9261,839.77183
9262,822.14171
9263,812.08832
9264,808.91149
9265,810.61807
9266,814.13639
9267,813.07601
9268,809.18594
9269,806.71602
9270,806.07195
9271,806.62637
9272,808.53921
9273,810.86676
9274,813.18551
9275,815.01873
9276,816.29599
9277,817.01527
9278,817.54117
9279,817.85404
9280,818.10338
9281,818.45615
9282,818.95189
9283,819.66901
9284,820.1288
9285,820.36288
9286,820.50623
9287,820.74445
9288,820.84908
9289,821.02295
9290,821.05486
9291,821.23179
9292,821.2998
9293,821.27963
9294,821.15967
9295,820.98821
9296,820.7499
9297,820.58771
9298,820.50697
9299,820.43819
9300,282.9006
9301,282.81083
9302,282.71541
9303,282.48443
9304,282.24262
9305,282.31026
9306,282.18479
9307,282.04519
9308,281.89499
9309,281.77101
9310,281.55517
9311,281.40896
9312,281.60293
9313,281.62622
9314,281.68255
9315,281.93096
9316,282.11931
9317,282.28735
9318,282.77689
9319,282.78446
9320,282.74296
9321,282.77816
9322,282.94256
9323,282.69042
9324,282.62493
9325,282.60391
9326,283.14327
9327,284.91132
9328,287.79469
9329,290.72616
9330,292.68273
9331,293.15142
9332,293.5054
9333,292.75862
9334,291.48559
9335,292.73678
9336,294.55713
9337,295.54649
9338,296.64404
9339,297.08327
9340,298.44856
9341,302.16847
9342,309.82658
9343,317.52785
9344,347.76471
9345,370.25
9346,370.25
9347,410.04248
9348,429.7215
9349,451.07783
9350,468.79806
9351,482.52309
9352,489.83096
9353,493.36549
9354,495.26363
9355,496.08025
9356,496.33964
9357,496.97601
9358,496.6177
9359,497.35538
9360,496.96494
9361,497.06649
9362,497.78501
9363,497.59878
9364,497.81227
9365,497.78957
9366,497.82353
9367,497.61643
9368,497.62776
9369,497.70909
9370,497.23354
9371,496.63366
9372,495.95672
9373,495.19005
9374,494.58311
9375,493.71507
9376,492.68643
9377,490.43119
9378,485.59872
9379,479.48177
9380,469.30739
9381,458.20437
9382,444.9868
9383,430.63371
9384,415.90256
9385,400.36588
9386,384.80851
9387,370.25
9388,357.34865
9389,344.75544
9390,333.25112
9391,322.30126
9392,315.806
9393,308.10627
9394,302.40291
9395,298.56538
9396,297.02741
9397,295.25323
9398,294.0306
9399,292.21281
9400,290.92611
9401,290.23628
9402,290.1915
9403,290.81768
9404,291.99401
9405,292.8064
9406,293.04019
9407,293.08912
9408,293.23836
9409,291.56735
9410,288.80432
9411,284.14479
9412,279.45059
9413,274.64641
9414,269.81393
9415,266.69619
9416,265.03617
9417,264.60019
9418,264.70365
9419,265.13073
9420,265.24988
9421,265.43977
9422,266.09333
9423,266.47467
9424,267.8806
9425,268.82359
9426,269.4715
9427,269.90834
9428,269.95429
9429,269.75083
9430,269.64153
9431,269.56661
9432,269.5272
9433,269.52465
9434,269.75376
9435,270.09075
9436,270.30525
9437,270.94511
9438,271.43101
9439,272.05677
9440,272.88999
9441,273.5704
9442,274.2091
9443,274.66706
9444,274.76622
9445,274.77302
9446,274.87704
9447,274.82787
9448,274.99236
9449,275.31311
9450,271.19394
9451,271.0298
9452,271.62887
9453,271.70471
9454,271.44929
9455,271.35267
9456,271.35648
9457,271.89399
9458,272.01639
9459,272.21948
9460,272.6095
9461,272.77047
9462,272.8139
9463,273.25272
9464,273.86441
9465,274.2935
9466,274.61397
9467,274.80909
9468,275.29299
9469,275.17019
9470,275.64474
9471,275.80702
9472,276.51893
9473,278.66438
9474,282.2179
9475,287.23094
9476,289.59447
9477,294.61414
9478,292.57022
9479,291.20571
9480,289.64937
9481,291.41636
9482,292.65017
9483,294.50222
9484,297.31844
9485,300.01596
9486,303.14789
9487,307.50665
9488,313.87926
9489,323.98621
9490,333.76383
9491,349.08767
9492,367.64682
9493,387.8497
9494,403.053
9495,419.05606
9496,436.48796
9497,453.91316
9498,470.39836
9499,485.04603
9500,497.03414
9501,504.33815
9502,506.74361
9503,507.57753
9504,508.18852
9505,508.1127
9506,508.31508
9507,509.07524
9508,508.43404
9509,509.02766
9510,509.06305
9511,508.865
9512,508.98268
9513,509.38964
9514,508.99855
9515,509.60517
9516,509.36869
9517,509.28241
9518,508.6727
9519,507.47571
9520,505.8032
9521,503.11845
9522,499.14205
9523,492.78273
9524,486.49515
9525,478.73795
9526,469.00478
9527,458.47924
9528,447.19961
9529,433.92524
9530,421.93608
9531,410.2678
9532,398.4832
9533,385.21412
9534,370.94286
9535,358.57272
9536,344.24524
9537,332.6902
9538,323.60626
9539,313.101
9540,305.35382
9541,299.26528
9542,295.25
9543,293.11238
9544,290.60083
9545,290.07328
9546,288.89069
9547,288.15789
9548,286.96818
9549,287.72061
9550,287.76463
9551,286.8691
9552,286.57751
9553,285.88558
9554,286.23901
9555,286.63272
9556,287.99791
9557,288.74312
9558,289.32925
9559,289.16511
9560,286.17066
9561,285.14453
9562,283.14456
9563,278.79203
9564,275.26935
9565,271.39399
9566,268.97138
9567,266.8744
9568,266.25881
9569,266.40472
9570,266.87298
9571,267.01787
9572,266.94508
9573,266.6535
9574,266.5
9575,266.82944
9576,267.33583
9577,267.5363
9578,268.66068
9579,269.80821
9580,270.7195
9581,271.23256
9582,271.79083
9583,272.92654
9584,273.26342
9585,273.93073
9586,274.96641
9587,274.95845
9588,276.1019
9589,277.0406
9590,277.67717
9591,277.38641
9592,277.63636
9593,277.54112
9594,277.65005
9595,277.67847
9596,277.73548
9597,277.27762
9598,277.87524
9599,277.90839
9600,289.14959
9601,288.99176
9602,288.90864
9603,288.93278
9604,288.82548
9605,288.92735
9606,289.00434
9607,288.90312
9608,288.90241
9609,289.04576
9610,288.97312
9611,289.02041
9612,288.91043
9613,288.78179
9614,288.86232
9615,288.66852
9616,288.69252
9617,288.76658
9618,288.94486
9619,288.8521
9620,288.81412
9621,288.77342
9622,288.81913
9623,288.49533
9624,288.55605
9625,288.2148
9626,288.21338
9627,288.04585
9628,288.15478
9629,288.20712
9630,288.23353
9631,288.17124
9632,288.22871
9633,288.19494
9634,288.3371
9635,288.32935
9636,289.10466
9637,291.319
9638,294.64063
9639,302.91967
9640,311.78197
9641,319.80372
9642,331.43672
9643,340.46789
9644,369.67829
9645,389.65857
9646,399.81576
9647,408.61583
9648,422.73134
9649,437.35474
9650,456.61786
9651,477.55363
9652,495.19521
9653,511.62232
9654,520.81425
9655,526.05479
9656,528.88656
9657,529.54019
9658,532.92787
9659,533.8483
9660,534.72626
9661,534.56148
9662,534.85642
9663,535.45337
9664,535.55556
9665,535.42388
9666,536.40909
9667,535.57986
9668,534.84908
9669,535.31476
9670,533.53646
9671,531.49414
9672,527.72414
9673,521.09436
9674,511.73263
9675,498.17945
9676,482.37197
9677,467.58732
9678,452.5585
9679,439.80414
9680,428.28701
9681,417.45217
9682,406.08784
9683,393.62366
9684,387.89163
9685,362.98504
9686,344.63846
9687,327.81064
9688,314.9862
9689,303.07131
9690,289.85805
9691,280.29825
9692,274.60023
9693,272.85971
9694,272.5258
9695,272.65792
9696,273.29911
9697,274.84863
9698,276.57975
9699,278.02295
9700,278.59916
9701,278.64144
9702,278.45316
9703,278.0217
9704,277.45887
9705,277.05958
9706,276.71232
9707,275.96128
9708,275.82179
9709,275.81849
9710,275.75701
9711,275.69846
9712,276.0854
9713,276.62849
9714,277.07912
9715,277.65364
9716,277.994
9717,277.97556
9718,277.99891
9719,278.05747
9720,277.99286
9721,278.05101
9722,277.93157
9723,277.66648
9724,277.85839
9725,277.84919
9726,278.1902
9727,278.56723
9728,278.9312
9729,279.36278
9730,279.93665
9731,280.48051
9732,280.76349
9733,281.02651
9734,281.16139
9735,281.24762
9736,281.23408
9737,281.27616
9738,281.06434
9739,281.29779
9740,280.98998
9741,281.20075
9742,281.38416
9743,281.14354
9744,281.38863
9745,281.35647
9746,281.6586
9747,281.70799
9748,282.27614
9749,282.34472
9750,292.89845
9751,293.03899
9752,293.23467
9753,293.3872
9754,293.59936
9755,293.89366
9756,293.94111
9757,294.07804
9758,293.88144
9759,293.99572
9760,293.97792
9761,294.06936
9762,294.25054
9763,293.9822
9764,294.1672
9765,294.18372
9766,294.21333
9767,294.17209
9768,294.43547
9769,294.42872
9770,294.294
9771,294.2827
9772,294.38826
9773,294.32452
9774,294.50572
9775,294.90632
9776,294.8797
9777,294.7931
9778,294.90511
9779,294.80106
9780,294.8847
9781,294.65933
9782,295.1268
9783,295.2086
9784,295.53094
9785,295.8988
9786,296.24917
9787,297.69405
9788,300.5565
9789,306.78226
9790,316.95437
9791,336.75353
9792,357.33131
9793,376.57449
9794,396.07823
9795,410.63126
9796,421.88497
9797,429.42838
9798,438.78814
9799,452.62367
9800,471.0056
9801,490.6078
9802,511.2376
9803,528.36105
9804,539.73768
9805,541.39549
9806,541.37658
9807,542.43904
9808,542.55698
9809,540.9474
9810,540.8961
9811,541.48428
9812,540.55714
9813,540.97782
9814,541.02289
9815,541.00883
9816,540.46452
9817,540.73667
9818,539.79556
9819,539.83366
9820,540.10343
9821,538.77569
9822,532.79987
9823,522.39537
9824,508.58426
9825,493.07847
9826,477.36253
9827,463.36792
9828,448.4956
9829,430.59839
9830,409.70412
9831,383.98401
9832,357.85951
9833,336.68554
9834,312.63191
9835,297.33857
9836,285.48459
9837,280.06902
9838,279.25106
9839,280.08564
9840,282.439
9841,284.24225
9842,285.58487
9843,286.41141
9844,287.20942
9845,287.74646
9846,288.52412
9847,289.63095
9848,290.97191
9849,292.97309
9850,295.01249
9851,297.41322
9852,299.05114
9853,299.52349
9854,299.28446
9855,298.48871
9856,297.40757
9857,296.02746
9858,294.58268
9859,293.52296
9860,292.97101
9861,292.59548
9862,292.44734
9863,292.39421
9864,292.50441
9865,292.5431
9866,292.55066
9867,292.32071
9868,292.63697
9869,292.10706
9870,291.88751
9871,291.73214
9872,291.72697
9873,291.28899
9874,291.29425
9875,290.77459
9876,290.28791
9877,289.83407
9878,289.41057
9879,288.76855
9880,288.70917
9881,288.16774
9882,288.01737
9883,287.70043
9884,287.71473
9885,287.53927
9886,287.47166
9887,287.47107
9888,287.55414
9889,287.8539
9890,287.76652
9891,288.38389
9892,288.86446
9893,289.45105
9894,290.02589
9895,290.61556
9896,291.03733
9897,291.5673
9898,292.12584
9899,292.40965
9900,265.75586
9901,265.97364
9902,266.34719
9903,266.55819
9904,266.66702
9905,266.91896
9906,266.98183
9907,267.09785
9908,267.5086
9909,267.42636
9910,267.6688
9911,267.7603
9912,267.91134
9913,267.90924
9914,267.55016
9915,267.73897
9916,267.46843
9917,267.61226
9918,267.41934
9919,267.43774
9920,267.20914
9921,267.28641
9922,267.31803
9923,267.44968
9924,267.30016
9925,267.26714
9926,267.22486
9927,267.43917
9928,267.7326
9929,268.37335
9930,269.77666
9931,272.0439
9932,273.9604
9933,273.98466
9934,274.06985
9935,272.80833
9936,271.36774
9937,269.76435
9938,269.52665
9939,269.99496
9940,271.99255
9941,273.79098
9942,274.57858
9943,275.61859
9944,276.61983
9945,279.65596
9946,285.29356
9947,294.07001
9948,301.43288
9949,314.07955
9950,339.54572
9951,361.57702
9952,377.44159
9953,405.80453
9954,431.69121
9955,457.05652
9956,478.4843
9957,494.68655
9958,500.98769
9959,503.98404
9960,505.51582
9961,505.38831
9962,505.50131
9963,505.49826
9964,505.51852
9965,504.89694
9966,504.58237
9967,504.49423
9968,503.63936
9969,503.14148
9970,502.9017
9971,502.18761
9972,501.69031
9973,501.11796
9974,499.81429
9975,498.39075
9976,496.22232
9977,492.28855
9978,486.74104
9979,479.3142
9980,469.05128
9981,456.01663
9982,443.08099
9983,429.93864
9984,414.72343
9985,400.32085
9986,385.91929
9987,371.94737
9988,358.52075
9989,345.69851
9990,333.31419
9991,319.35214
9992,311.23367
9993,301.15939
9994,291.8152
9995,284.98423
9996,280.05842
9997,275.44171
9998,271.66861
9999,269.27016
10000,268.53634
10001,266.65044
10002,266.34366
10003,266.36812
10004,266.37544
10005,265.97081
10006,266.08078
10007,265.95507
10008,265.87659
10009,266.06164
10010,266.13715
10011,266.01775
10012,266.67133
10013,267.42294
10014,267.86415
10015,266.97519
10016,265.85475
10017,263.74751
10018,260.65987
10019,257.65059
10020,254.62703
10021,252.70515
10022,252.08674
10023,251.4065
10024,250.72664
10025,249.48212
10026,248.69269
10027,248.34387
10028,248.15541
10029,248.24941
10030,248.68735
10031,249.02267
10032,249.51803
10033,249.50212
10034,249.86447
10035,250.24308
10036,251.00422
10037,251.34182
10038,252.09852
10039,252.64077
10040,253.27363
10041,253.83904
10042,254.10878
10043,254.41301
10044,254.55115
10045,254.60742
10046,254.73971
10047,254.61016
10048,254.84848
10049,255.33285
10050,820.49971
10051,820.41362
10052,820.34651
10053,820.23965
10054,820.12759
10055,820.05716
10056,820.01391
10057,820.08277
10058,820.15566
10059,820.3377
10060,820.12578
10061,819.57326
10062,821.10641
10063,825.8479
10064,834.72448
10065,849.2527
10066,869.5962
10067,893.07535
10068,914.67151
10069,932.49297
10070,943.63363
10071,947.93559
10072,946.11505
10073,941.02918
10074,935.84521
10075,931.58077
10076,927.77506
10077,923.16024
10078,921.61885
10079,924.92507
10080,931.70046
10081,936.49983
10082,940.65063
10083,942.04209
10084,938.55692
10085,936.18248
10086,935.93106
10087,935.58509
10088,938.36287
10089,937.92913
10090,937.21742
10091,938.26166
10092,940.30892
10093,946.86629
10094,961.79807
10095,893.6539
10096,891.38409
10097,888.46984
10098,886.04131
10099,883.07032
10100,880.50137
10101,1200.345
10102,1226.9084
10103,1254.8271
10104,1278.5845
10105,1299.0964
10106,1317.0248
10107,1332.0566
10108,1344.5342
10109,1352.2598
10110,1355.2495
10111,1357.1873
10112,1357.569
10113,1357.2705
10114,1356.9747
10115,1356.7446
10116,1356.9957
10117,1357.0539
10118,1356.9107
10119,1356.9282
10120,1356.7225
10121,1356.3941
10122,1355.8183
10123,1354.0375
10124,1347.0097
10125,1331.5911
10126,1304.6521
10127,1268.6201
10128,1227.3579
10129,886.02618
10130,890.11327
10131,894.14903
10132,897.02392
10133,900.64968
10134,1004.1556
10135,981.17084
10136,964.14671
10137,953.06849
10138,947.84308
10139,947.18094
10140,949.13063
10141,950.97814
10142,952.68814
10143,954.52818
10144,956.02517
10145,958.23892
10146,960.12187
10147,960.70063
10148,960.01132
10149,956.71197
10150,951.57093
10151,946.42799
10152,942.40323
10153,936.82135
10154,936.05636
10155,945.18019
10156,952.8303
10157,953.7962
10158,952.9664
10159,952.97051
10160,952.02626
10161,951.08196
10162,951.61933
10163,955.31653
10164,959.17003
10165,962.32207
10166,963.50151
10167,958.30668
10168,946.09166
10169,928.74871
10170,907.41581
10171,882.81614
10172,858.80878
10173,838.78267
10174,825.59928
10175,819.24872
10176,818.73089
10177,822.66423
10178,826.25252
10179,824.98075
10180,823.42135
10181,823.47527
10182,824.81681
10183,827.22744
10184,829.76081
10185,831.92456
10186,833.55455
10187,834.88021
10188,835.99708
10189,837.19928
10190,838.61055
10191,839.86518
10192,840.67629
10193,841.1508
10194,841.57072
10195,842.09572
10196,842.57739
10197,842.84312
10198,843.20629
10199,843.4668
10200,934.92435
10201,935.14398
10202,935.63917
10203,936.02022
10204,936.53736
10205,936.73731
10206,936.89015
10207,936.92558
10208,936.97519
10209,936.88047
10210,936.78116
10211,936.64009
10212,936.50799
10213,936.21419
10214,935.85241
10215,935.36918
10216,935.05801
10217,935.14479
10218,938.29009
10219,947.41145
10220,965.47861
10221,992.98571
10222,1026.5307
10223,1064.0727
10224,1100.5875
10225,1133.8958
10226,1161.7194
10227,1185.351
10228,1206.7065
10229,1224.9951
10230,1244.3474
10231,1263.2515
10232,1284.604
10233,1307.1916
10234,1328.2738
10235,1347.537
10236,1365.538
10237,1379.2214
10238,1390.6055
10239,1396.9092
10240,1398.284
10241,1398.0582
10242,1398.0243
10243,1397.0101
10244,1396.8533
10245,1396.9709
10246,1396.5647
10247,1396.1759
10248,1396.3239
10249,1395.874
10250,1393.5026
10251,1386.142
10252,1371.2664
10253,1348.5169
10254,1320.0842
10255,1288.6204
10256,1256.6476
10257,1226.8681
10258,1202.703
10259,1185.5625
10260,1172.6871
10261,1158.765
10262,1140.7102
10263,1122.0491
10264,1100.858
10265,1078.2856
10266,1055.48
10267,1032.4672
10268,1008.6165
10269,984.94593
10270,963.03724
10271,944.48156
10272,932.97761
10273,930.95607
10274,935.11095
10275,942.223
10276,948.16036
10277,951.17969
10278,952.18148
10279,952.16417
10280,951.51719
10281,951.35052
10282,952.01442
10283,952.96612
10284,953.37933
10285,953.10588
10286,952.29822
10287,951.46148
10288,951.07177
10289,951.142
10290,951.21907
10291,951.19469
10292,951.19981
10293,951.17653
10294,951.21644
10295,951.25443
10296,951.31296
10297,951.55145
10298,951.80191
10299,952.05456
10300,952.17474
10301,952.4971
10302,952.57171
10303,952.57184
10304,952.56027
10305,952.43212
10306,952.20126
10307,951.92879
10308,951.70239
10309,951.4614
10310,951.20452
10311,951.12193
10312,951.00309
10313,950.94728
10314,950.86218
10315,950.81997
10316,950.75973
10317,950.62337
10318,950.38413
10319,950.2064
10320,950.0626
10321,949.89117
10322,949.7439
10323,949.57998
10324,949.45279
10325,949.28842
10326,949.01425
10327,948.71085
10328,948.31342
10329,947.93439
10330,947.60242
10331,947.33977
10332,947.1177
10333,946.94198
10334,946.74309
10335,946.57874
10336,946.30738
10337,946.16737
10338,946.03566
10339,945.94368
10340,945.81717
10341,945.94614
10342,946.16126
10343,946.35826
10344,946.4662
10345,946.489
10346,946.52279
10347,946.43198
10348,946.25398
10349,946.01507
10350,255.48043
10351,255.87524
10352,256.16853
10353,256.41659
10354,256.82066
10355,257.07081
10356,257.6534
10357,257.71159
10358,257.8713
10359,257.93674
10360,258.23598
10361,258.36328
10362,258.70487
10363,258.68041
10364,258.87005
10365,259.03535
10366,259.58764
10367,260.07038
10368,260.58421
10369,261.05817
10370,261.26897
10371,261.67489
10372,261.45375
10373,261.75728
10374,261.91352
10375,261.82825
10376,261.94995
10377,261.73596
10378,261.93854
10379,261.89054
10380,261.7984
10381,261.89051
10382,263.81614
10383,266.24062
10384,269.44192
10385,272.03046
10386,273.00357
10387,272.60574
10388,271.70323
10389,271.06047
10390,270.0691
10391,269.19433
10392,269.97059
10393,272.26199
10394,274.41198
10395,275.05992
10396,274.95675
10397,276.75869
10398,278.95984
10399,283.74051
10400,288.84944
10401,295.57186
10402,305.035
10403,322.264
10404,340.91608
10405,364.97194
10406,385.16557
10407,410.84144
10408,437.28797
10409,462.63673
10410,482.76018
10411,498.69556
10412,503.71914
10413,506.46647
10414,508.19495
10415,509.48491
10416,511.24953
10417,511.5506
10418,511.57753
10419,511.87029
10420,512.00735
10421,512.00266
10422,511.66515
10423,511.72801
10424,511.09734
10425,511.08727
10426,510.17921
10427,509.47121
10428,508.71884
10429,507.97285
10430,506.93472
10431,506.2207
10432,504.59621
10433,504.55336
10434,503.5913
10435,501.98319
10436,501.04316
10437,497.66137
10438,493.53486
10439,486.13754
10440,476.02152
10441,461.93205
10442,447.74411
10443,431.76489
10444,416.34311
10445,398.96711
10446,384.24202
10447,369.45
10448,356.46546
10449,344.48526
10450,330.11697
10451,319.95053
10452,311.03957
10453,300.8125
10454,292.71095
10455,286.77371
10456,283.2896
10457,279.48598
10458,276.56591
10459,276.06238
10460,275.90224
10461,275.67426
10462,274.88171
10463,274.44175
10464,273.9566
10465,274.04958
10466,274.00485
10467,273.99276
10468,274.2505
