Time,root.Wine.d0.s0
5957,-0.39148265
5958,-0.3807758
5959,-0.37185342
5960,-0.36516164
5961,-0.36070045
5962,-0.36159269
5963,-0.36739223
5964,-0.38211416
5965,-0.39995891
5966,-0.41468083
5967,-0.42984887
5968,-0.44055573
5969,-0.44412468
5970,-0.44323244
5971,-0.4352023
5972,-0.41200412
5973,-0.3642694
5974,-0.30850454
5975,-0.2719228
5976,-0.2531858
5977,-0.25987759
5978,-0.27326115
5979,-0.28084517
5980,-0.27549175
5981,-0.26121594
5982,-0.24649402
5983,-0.23623329
5984,-0.23311045
5985,-0.24515566
5986,-0.26210818
5987,-0.28352189
5988,-0.31296573
5989,-0.3406251
5990,-0.36739223
5991,-0.36962283
5992,-0.34687077
5993,-0.30627395
5994,-0.28664472
5995,-0.35177807
5996,-0.4137886
5997,-0.4659845
5998,-0.49810506
5999,-0.51862653
6000,-0.52710279
6001,-0.52174936
6002,-0.52219548
6003,-0.53825576
6004,-0.55743887
6005,-0.56546901
6006,-0.5676996
6007,-0.55788499
6008,-0.55074709
6009,-0.53959412
6010,-0.51862653
6011,-0.49944342
6012,-0.48204478
6013,-0.4610772
6014,-0.43698678
6015,-0.40754293
6016,-0.37631461
6017,-0.33928674
6018,-0.30092052
6019,-0.25452416
6020,-0.20009766
6021,-0.13764102
6022,-0.059124095
6023,-0.00068252374
6024,0.090771844
6025,0.17464219
6026,0.29643264
6027,0.41063907
6028,0.54090578
6029,0.68589441
6030,0.85006616
6031,1.0352055
6032,1.2404202
6033,1.4630335
6034,1.7137523
6035,1.9577793
6036,2.1995757
6037,2.4699238
6038,2.6746923
6039,2.9066741
6040,3.0427404
6041,3.0891368
6042,3.1582852
6043,3.1480244
6044,2.9611006
6045,2.7929138
6046,2.5854686
6047,2.5042749
6048,2.3061981
6049,2.0840309
6050,1.8368811
6051,1.5745632
6052,1.3416891
6053,1.1070306
6054,0.79742413
6055,0.59845512
6056,0.41643862
6057,0.188918
6058,-0.046186648
6059,-0.21571182
6060,-0.38389863
6061,-0.51684205
6062,-0.67833708
6063,-0.82689467
6064,-0.92147187
6065,-1.019618
6066,-1.1119646
6067,-1.2257249
6068,-1.3002268
6069,-1.3782976
6070,-1.4412003
6071,-1.5107949
6072,-1.5594218
6073,-1.6044799
6074,-1.6486456
6075,-1.6856735
6076,-1.7209169
6077,-1.7606215
6078,-1.7856041
6079,-1.811479
6080,-1.833785
6081,-1.8520758
6082,-1.8730434
6083,-1.8899959
6084,1.6855866
6085,1.5509878
6086,1.428383
6087,1.315551
6088,1.2120477
6089,1.1116539
6090,1.0125927
6091,0.91930646
6092,0.8286855
6093,0.74028565
6094,0.65810488
6095,0.5821432
6096,0.5124006
6097,0.44621176
6098,0.38357669
6099,0.32538383
6100,0.2747427
6101,0.22943223
6102,0.18900817
6103,0.15524742
6104,0.12459622
6105,0.093056573
6106,0.065514911
6107,0.045969214
6108,0.033086824
6109,0.021092874
6110,0.0064336018
6111,-0.0077814499
6112,-0.012223654
6113,-0.0028950259
6114,0.024202416
6115,0.075287759
6116,0.15968963
6117,0.28762509
6118,0.48086095
6119,0.79048255
6120,1.2746827
6121,1.8552788
6122,2.0742794
6123,1.5838601
6124,0.88998791
6125,0.41156258
6126,0.16502027
6127,0.060628487
6128,0.043303892
6129,0.091723912
6130,0.18856395
6131,0.30983611
6132,0.39645908
6133,0.35958879
6134,0.19300616
6135,-0.0051161277
6136,-0.15481839
6137,-0.24588357
6138,-0.29563625
6139,-0.32228947
6140,-0.3382814
6141,-0.35427334
6142,-0.37293059
6143,-0.39336473
6144,-0.41557575
6145,-0.44045209
6146,-0.46754953
6147,-0.49153743
6148,-0.50797358
6149,-0.51730221
6150,-0.52218863
6151,-0.52885194
6152,-0.54040167
6153,-0.55372828
6154,-0.56394535
6155,-0.56838755
6156,-0.57016443
6157,-0.5714971
6158,-0.57238554
6159,-0.57238554
6160,-0.57016443
6161,-0.56616645
6162,-0.55994737
6163,-0.55283984
6164,-0.54573231
6165,-0.53995745
6166,-0.53551525
6167,-0.53107304
6168,-0.52663084
6169,-0.52130019
6170,-0.51508111
6171,-0.51019468
6172,-0.50664092
6173,-0.50308716
6174,-0.49908918
6175,-0.49331431
6176,-0.4844299
6177,-0.47154751
6178,-0.45422292
6179,-0.43023502
6180,-0.40447024
6181,-0.38581298
6182,-0.38492454
6183,-0.39958381
6184,-0.41601997
6185,-0.42668126
6186,-0.43067924
6187,-0.4297908
6188,-0.42446015
6189,-0.41513153
6190,-0.40447024
6191,-0.39292051
6192,-0.381815
6193,-0.37293059
6194,-0.36626729
6195,-0.36138086
6196,-0.3622693
6197,-0.36804417
6198,-0.38225922
6199,-0.40091647
6200,-0.41557575
6201,-0.4297908
6202,-0.44045209
6203,-0.44489429
6204,-0.44400585
6205,-0.43556566
6206,-0.41291042
6207,-0.36537885
6208,-0.3098513
6209,-0.27253679
6210,-0.25387953
6211,-0.25921018
6212,-0.27253679
6213,-0.28053276
6214,-0.27475789
6215,-0.26143128
6216,-0.24721623
6217,-0.2378876
6218,-0.23522228
6219,-0.24632779
6220,-0.26276394
6221,-0.28408652
6222,-0.31384928
6223,-0.34139095
6224,-0.36804417
6225,-0.37026527
6226,-0.34716581
6227,-0.30718598
6228,-0.2880845
6229,-0.35116379
6230,-0.41379886
6231,-0.46621687
6232,-0.49864495
6233,-0.51952331
6234,-0.52707506
6235,-0.52130019
6236,-0.52174441
6237,-0.53684791
6238,-0.55550516
6239,-0.56350113
6240,-0.56572223
6241,-0.55683782
6242,-0.54884186
6243,-0.53595947
6244,-0.51552533
6245,-0.49686807
6246,-0.47821082
6247,-0.45733246
6248,-0.43245612
6249,-0.40224914
6250,-0.36982105
6251,-0.33117388
6252,-0.29474781
6253,-0.25032577
6254,-0.19835199
6255,-0.13482847
6256,-0.05620147
6257,0.0019913981
6258,0.095277675
6259,0.1787911
6260,0.29961904
6261,0.41245102
6262,0.54171914
6263,0.68564654
6264,0.8504523
6265,1.0365806
6266,1.2413662
6267,1.4634764
6268,1.7153494
6269,1.9578937
6270,2.2013264
6271,2.4727451
6272,2.6815286
6273,2.916077
6274,3.0493431
6275,3.1093129
6276,3.178167
6277,3.1652846
6278,2.9778236
6279,2.8125737
6280,2.6051227
6281,2.5096154
6282,2.3079393
6283,2.0889387
6284,1.8419522
6285,1.5789737
6286,1.3439811
6287,1.1116539
6288,0.80292072
6289,0.59902357
6290,0.41733744
6291,0.19345038
6292,-0.041097977
6293,-0.21301126
6294,-0.38314766
6295,-0.51596955
6296,-0.67588888
6297,-0.82381426
6298,-0.91798898
6299,-1.0161617
6300,-1.1076711
6301,-1.2196146
6302,-1.2946879
6303,-1.3728706
6304,-1.4350615
6305,-1.5039156
6306,-1.5523357
6307,-1.5967577
6308,-1.6411797
6309,-1.6784942
6310,-1.7126992
6311,-1.7522348
6312,-1.7779996
6313,-1.8033202
6314,-1.8255312
6315,-1.8437442
6316,-1.8646226
6317,-1.881503
6318,1.6937241
6319,1.556963
6320,1.4328399
6321,1.3177439
6322,1.2125778
6323,1.1119252
6324,1.0139808
6325,0.91784178
6326,0.82486227
6327,0.73549363
6328,0.65244398
6329,0.57706739
6330,0.50620437
6331,0.43940356
6332,0.37892175
6333,0.32114808
6334,0.26788798
6335,0.2227523
6336,0.18348426
6337,0.1496325
6338,0.11758616
6339,0.087345257
6340,0.060263849
6341,0.040855506
6342,0.028217516
6343,0.016482239
6344,0.0029415347
6345,-0.0083423854
6346,-0.010599169
6347,0.0002333939
6348,0.029571586
6349,0.081477619
6350,0.16813812
6351,0.29993431
6352,0.49717724
6353,0.81583514
6354,1.3172925
6355,1.916243
6356,2.1346997
6357,1.6287287
6358,0.92054992
6359,0.42902236
6360,0.17761662
6361,0.075158623
6362,0.062069276
6363,0.11578074
6364,0.21823873
6365,0.34552135
6366,0.43669542
6367,0.40058688
6368,0.22952265
6369,0.024606661
6370,-0.13020872
6371,-0.22589636
6372,-0.27870511
6373,-0.30668923
6374,-0.3247435
6375,-0.34324913
6376,-0.36265748
6377,-0.38251718
6378,-0.40463366
6379,-0.42990964
6380,-0.45699105
6381,-0.48181567
6382,-0.49986994
6383,-0.51160522
6384,-0.51837557
6385,-0.52604864
6386,-0.53823527
6387,-0.55267869
6388,-0.56351125
6389,-0.56892754
6390,-0.57118432
6391,-0.57253839
6392,-0.57298975
6393,-0.57298975
6394,-0.57073296
6395,-0.56486532
6396,-0.55719226
6397,-0.54861648
6398,-0.54139477
6399,-0.53462442
6400,-0.52920814
6401,-0.52424321
6402,-0.51837557
6403,-0.51295929
6404,-0.50754301
6405,-0.50167537
6406,-0.49671045
6407,-0.49174552
6408,-0.48632924
6409,-0.47955889
6410,-0.46917768
6411,-0.45428291
6412,-0.43442321
6413,-0.40959858
6414,-0.38251718
6415,-0.36265748
6416,-0.36130341
6417,-0.37619818
6418,-0.3938011
6419,-0.40689044
6420,-0.4136608
6421,-0.41501487
6422,-0.41140401
6423,-0.4041823
6424,-0.39470381
6425,-0.38341989
6426,-0.37349004
6427,-0.36491426
6428,-0.35724119
6429,-0.35227627
6430,-0.35227627
6431,-0.35814391
6432,-0.37258733
6433,-0.3906416
6434,-0.40598773
6435,-0.42178522
6436,-0.43352049
6437,-0.43713135
6438,-0.43667999
6439,-0.42810421
6440,-0.40373095
6441,-0.3540817
6442,-0.2976621
6443,-0.2611022
6444,-0.24214521
6445,-0.24981828
6446,-0.26606712
6447,-0.2746429
6448,-0.27058069
6449,-0.25839405
6450,-0.24530471
6451,-0.23537486
6452,-0.23311807
6453,-0.24485335
6454,-0.26155355
6455,-0.28321868
6456,-0.31210551
6457,-0.34008964
6458,-0.36491426
6459,-0.36491426
6460,-0.34144371
6461,-0.29946752
6462,-0.28141325
6463,-0.34866542
6464,-0.41320944
6465,-0.46872633
6466,-0.50393216
6467,-0.52559728
6468,-0.53417306
6469,-0.52965949
6470,-0.53056221
6471,-0.54681105
6472,-0.56486532
6473,-0.57253839
6474,-0.57434382
6475,-0.56441397
6476,-0.55583819
6477,-0.54229748
6478,-0.52198643
6479,-0.50302944
6480,-0.48542653
6481,-0.46601818
6482,-0.44209627
6483,-0.41636894
6484,-0.38928753
6485,-0.35272763
6486,-0.31571637
6487,-0.27238612
6488,-0.22273687
6489,-0.16315777
6490,-0.084621685
6491,-0.027299371
6492,0.064777417
6493,0.146473
6494,0.26653391
6495,0.38433803
6496,0.51658558
6497,0.6637279
6498,0.83118127
6499,1.0189457
6500,1.2301807
6501,1.4567618
6502,1.7072648
6503,1.9482894
6504,2.1938275
6505,2.466447
6506,2.6718143
6507,2.8970414
6508,3.0288375
6509,3.0816463
6510,3.1434822
6511,3.1299415
6512,2.9475933
6513,2.7873617
6514,2.5856052
6515,2.4944311
6516,2.2949314
6517,2.075572
6518,1.8282285
6519,1.5668929
6520,1.3335414
6521,1.0988359
6522,0.7932673
6523,0.59557302
6524,0.41457894
6525,0.18754647
6526,-0.045353643
6527,-0.21370973
6528,-0.38116311
6529,-0.51431336
6530,-0.67635046
6531,-0.82439549
6532,-0.92008313
6533,-1.0207357
6534,-1.1146179
6535,-1.2288112
6536,-1.3055418
6537,-1.3863347
6538,-1.4517814
6539,-1.5249012
6540,-1.5759046
6541,-1.623297
6542,-1.6684327
6543,-1.7063467
6544,-1.7415525
6545,-1.7808206
6546,-1.8069992
6547,-1.8331779
6548,-1.8561971
6549,-1.8747028
6550,-1.8954652
6551,-1.9121654
6552,1.6850313
6553,1.5484115
6554,1.4252739
6555,1.3111245
6556,1.2041656
6557,1.1034983
6558,1.0064264
6559,0.91070264
6560,0.81767534
6561,0.72959152
6562,0.64735
6563,0.5727484
6564,0.50309028
6565,0.436578
6566,0.37455981
6567,0.31748509
6568,0.26625266
6569,0.22041312
6570,0.1817641
6571,0.14850797
6572,0.11660005
6573,0.086489767
6574,0.060424147
6575,0.041549043
6576,0.028516234
6577,0.016831645
6578,0.0033494283
6579,-0.0092339743
6580,-0.011031603
6581,0.0011023921
6582,0.030313863
6583,0.082445102
6584,0.16738307
6585,0.29681235
6586,0.49320332
6587,0.81003542
6588,1.3070798
6589,1.8993986
6590,2.1209563
6591,1.6230131
6592,0.91834256
6593,0.42758986
6594,0.17637121
6595,0.074355772
6596,0.060873555
6597,0.1134542
6598,0.21502024
6599,0.34040486
6600,0.43163453
6601,0.39703017
6602,0.22580601
6603,0.021775125
6604,-0.13237156
6605,-0.22674708
6606,-0.28022654
6607,-0.30853919
6608,-0.32606608
6609,-0.34359296
6610,-0.36291747
6611,-0.38403961
6612,-0.40561116
6613,-0.43077796
6614,-0.4581918
6615,-0.4829092
6616,-0.5013349
6617,-0.51212067
6618,-0.51841237
6619,-0.52695111
6620,-0.53998392
6621,-0.55346614
6622,-0.5633531
6623,-0.56874598
6624,-0.57144243
6625,-0.57368946
6626,-0.57503769
6627,-0.57368946
6628,-0.57054361
6629,-0.56560013
6630,-0.55796021
6631,-0.54942147
6632,-0.54178155
6633,-0.53548985
6634,-0.53009696
6635,-0.52470408
6636,-0.5197606
6637,-0.51481712
6638,-0.50807601
6639,-0.50223371
6640,-0.49818905
6641,-0.49369498
6642,-0.48830209
6643,-0.48066217
6644,-0.46987639
6645,-0.45549536
6646,-0.43662026
6647,-0.41235227
6648,-0.38583724
6649,-0.36516451
6650,-0.36426569
6651,-0.37999494
6652,-0.39752183
6653,-0.40965582
6654,-0.41594752
6655,-0.41729575
6656,-0.41414989
6657,-0.40650997
6658,-0.3957242
6659,-0.38538783
6660,-0.37595028
6661,-0.36741154
6662,-0.35977162
6663,-0.35527755
6664,-0.35617636
6665,-0.36156925
6666,-0.37639969
6667,-0.39437598
6668,-0.40920642
6669,-0.42448626
6670,-0.43572144
6671,-0.43976611
6672,-0.43841789
6673,-0.42987915
6674,-0.40516175
6675,-0.35662577
6676,-0.30134868
6677,-0.26404788
6678,-0.24517277
6679,-0.25236329
6680,-0.26629491
6681,-0.27618187
6682,-0.27303602
6683,-0.26000321
6684,-0.246521
6685,-0.23708344
6686,-0.234387
6687,-0.246521
6688,-0.26314906
6689,-0.2842712
6690,-0.31303327
6691,-0.34134592
6692,-0.36741154
6693,-0.36786095
6694,-0.34404237
6695,-0.3026969
6696,-0.2842712
6697,-0.35168229
6698,-0.41549812
6699,-0.46942698
6700,-0.50358193
6701,-0.5265017
6702,-0.53504044
6703,-0.52919815
6704,-0.52919815
6705,-0.54447799
6706,-0.56425191
6707,-0.57144243
6708,-0.57279065
6709,-0.5633531
6710,-0.55346614
6711,-0.54043333
6712,-0.52021
6713,-0.50178431
6714,-0.48425742
6715,-0.4640341
6716,-0.44021551
6717,-0.41325108
6718,-0.3835902
6719,-0.34539059
6720,-0.31123564
6721,-0.26944076
6722,-0.21820834
6723,-0.15753836
6724,-0.081139132
6725,-0.024064413
6726,0.06806407
6727,0.15255263
6728,0.27164555
6729,0.38579499
6730,0.51792071
6731,0.6657757
6732,0.83295519
6733,1.020358
6734,1.2306806
6735,1.4571818
6736,1.7088499
6737,1.9519792
6738,2.1973556
6739,2.4665505
6740,2.6764237
6741,2.9078684
6742,3.0417918
6743,3.0943724
6744,3.154593
6745,3.1451554
6746,2.9658419
6747,2.8049541
6748,2.5964292
6749,2.4989078
6750,2.2944275
6751,2.0733192
6752,1.8288416
6753,1.5699831
6754,1.3353925
6755,1.1030489
6756,0.79745202
6757,0.59566817
6758,0.41500646
6759,0.19030284
6760,-0.042939517
6761,-0.21236605
6762,-0.38134317
6763,-0.51526652
6764,-0.67435669
6765,-0.82221167
6766,-0.917486
6767,-1.0172544
6768,-1.1093829
6769,-1.2226335
6770,-1.2999316
6771,-1.3808249
6772,-1.4455395
6773,-1.5178941
6774,-1.5691265
6775,-1.6158648
6776,-1.661255
6777,-1.6990052
6778,-1.7336095
6779,-1.7731574
6780,-1.7996724
6781,-1.8252886
6782,-1.847759
6783,-1.8657353
6784,-1.8868574
6785,-1.9039349
6786,1.686264
6787,1.5480411
6788,1.4241789
6789,1.31378
6790,1.2083177
6791,1.1059968
6792,1.0086124
6793,0.91392067
6794,0.82237038
6795,0.73396152
6796,0.6504892
6797,0.5759924
6798,0.50598335
6799,0.43911574
6800,0.37718466
6801,0.32019012
6802,0.26992721
6803,0.22415207
6804,0.18376224
6805,0.15055282
6806,0.12048483
6807,0.089968067
6808,0.062143959
6809,0.042846594
6810,0.029832092
6811,0.018163918
6812,0.0047006402
6813,-0.006518758
6814,-0.0087626377
6815,0.0015592087
6816,0.030280868
6817,0.083236428
6818,0.16850385
6819,0.29685377
6820,0.49252007
6821,0.80935588
6822,1.3043557
6823,1.8985351
6824,2.1197816
6825,1.6198452
6826,0.91481822
6827,0.42655001
6828,0.17613304
6829,0.073363357
6830,0.060797631
6831,0.11330441
6832,0.21472777
6833,0.34038503
6834,0.42969144
6835,0.39378937
6836,0.22325452
6837,0.020856574
6838,-0.13262479
6839,-0.22731651
6840,-0.2798233
6841,-0.30899373
6842,-0.32739355
6843,-0.34444703
6844,-0.3637444
6845,-0.38438809
6846,-0.40592933
6847,-0.43106079
6848,-0.45798734
6849,-0.48356757
6850,-0.50151861
6851,-0.51228923
6852,-0.51991842
6853,-0.52754761
6854,-0.53966456
6855,-0.55402539
6856,-0.56524479
6857,-0.57018132
6858,-0.5724252
6859,-0.57422031
6860,-0.57601541
6861,-0.57556664
6862,-0.5724252
6863,-0.56703989
6864,-0.55985948
6865,-0.55223029
6866,-0.5446011
6867,-0.53786946
6868,-0.53248415
6869,-0.52709883
6870,-0.52126475
6871,-0.51587944
6872,-0.51004535
6873,-0.50421126
6874,-0.4997235
6875,-0.49568452
6876,-0.49074798
6877,-0.48356757
6878,-0.47324572
6879,-0.45843612
6880,-0.43913875
6881,-0.41490485
6882,-0.3879783
6883,-0.36823216
6884,-0.3673346
6885,-0.38304176
6886,-0.40054402
6887,-0.41266097
6888,-0.41894384
6889,-0.41984139
6890,-0.41625118
6891,-0.40951954
6892,-0.3991977
6893,-0.3879783
6894,-0.37810523
6895,-0.37002726
6896,-0.36284685
6897,-0.35835909
6898,-0.35835909
6899,-0.3637444
6900,-0.37765645
6901,-0.39695382
6902,-0.41266097
6903,-0.42747058
6904,-0.4382412
6905,-0.44183141
6906,-0.44048508
6907,-0.43150956
6908,-0.40727566
6909,-0.35835909
6910,-0.30226209
6911,-0.26591124
6912,-0.24751143
6913,-0.25424307
6914,-0.26815512
6915,-0.27713064
6916,-0.27264288
6917,-0.26007716
6918,-0.24751143
6919,-0.23808714
6920,-0.23449693
6921,-0.24706266
6922,-0.26411614
6923,-0.28475983
6924,-0.31393027
6925,-0.34220315
6926,-0.36912971
6927,-0.37092481
6928,-0.34758846
6929,-0.30630108
6930,-0.28655494
6931,-0.352525
6932,-0.41669996
6933,-0.46965552
6934,-0.50421126
6935,-0.52620128
6936,-0.53427925
6937,-0.52889394
6938,-0.52844516
6939,-0.54325477
6940,-0.56300091
6941,-0.5706301
6942,-0.57197643
6943,-0.56300091
6944,-0.55402539
6945,-0.54011334
6946,-0.51857209
6947,-0.49927473
6948,-0.48267002
6949,-0.46337265
6950,-0.43958753
6951,-0.41176342
6952,-0.38079788
6953,-0.34265193
6954,-0.30854496
6955,-0.26636002
6956,-0.21519956
6957,-0.15192216
6958,-0.076976579
6959,-0.021328364
6960,0.070670702
6961,0.15414302
6962,0.27441497
6963,0.38885283
6964,0.52034418
6965,0.66664513
6966,0.83403856
6967,1.0211781
6968,1.2294101
6969,1.4542469
6970,1.7060102
6971,1.9496955
6972,2.1960735
6973,2.4657878
6974,2.6767125
6975,2.9046907
6976,3.0352845
6977,3.0936254
6978,3.1591466
6979,3.1461321
6980,2.9603389
6981,2.7992283
6982,2.5972792
6983,2.5007924
6984,2.299292
6985,2.0784942
6986,1.8339113
6987,1.5749676
6988,1.3389115
6989,1.1073431
6990,0.80082914
6991,0.59753364
6992,0.41667694
6993,0.19228898
6994,-0.042420832
6995,-0.21295569
6996,-0.38124666
6997,-0.51453311
6998,-0.67339979
6999,-0.82149584
7000,-0.91663634
7001,-1.015367
7002,-1.1082637
7003,-1.221804
7004,-1.2985447
7005,-1.3784268
7006,-1.4426017
7007,-1.5153034
7008,-1.5664639
7009,-1.6126878
7010,-1.6589117
7011,-1.6970577
7012,-1.7311647
7013,-1.7711057
7014,-1.7966859
7015,-1.8227149
7016,-1.8456025
7017,-1.8635535
7018,-1.884646
7019,-1.9012507
7020,1.7771582
7021,1.6358363
7022,1.5058383
7023,1.3885231
7024,1.2775491
7025,1.16884
7026,1.0651134
7027,0.9668222
7028,0.87170171
7029,0.77839303
7030,0.69142572
7031,0.61215865
7032,0.53742111
7033,0.46721313
7034,0.40108174
7035,0.33902694
7036,0.28421942
7037,0.23530031
7038,0.19317552
7039,0.15648618
7040,0.12115571
7041,0.087637063
7042,0.05864796
7043,0.036453178
7044,0.02331749
7045,0.011087712
7046,-0.0038597938
7047,-0.017901391
7048,-0.022883893
7049,-0.012918888
7050,0.01471135
7051,0.063630462
7052,0.14652118
7053,0.27289555
7054,0.46358949
7055,0.77341053
7056,1.2635076
7057,1.8523487
7058,2.0702199
7059,1.5724227
7060,0.87351353
7061,0.39156969
7062,0.14561527
7063,0.045512272
7064,0.033282494
7065,0.084013425
7066,0.18547529
7067,0.31184966
7068,0.40108174
7069,0.36620422
7070,0.19544029
7071,-0.0074834316
7072,-0.16012918
7073,-0.2529849
7074,-0.30416878
7075,-0.33089311
7076,-0.34629357
7077,-0.36033517
7078,-0.37664154
7079,-0.39430677
7080,-0.41468974
7081,-0.43960225
7082,-0.46587362
7083,-0.48897431
7084,-0.50528068
7085,-0.51524569
7086,-0.52249296
7087,-0.5301932
7088,-0.54197002
7089,-0.55691752
7090,-0.56733548
7091,-0.57367685
7092,-0.57730049
7093,-0.58001822
7094,-0.58137708
7095,-0.58183003
7096,-0.58001822
7097,-0.57548867
7098,-0.5691473
7099,-0.56190003
7100,-0.55465275
7101,-0.54921729
7102,-0.54378184
7103,-0.53879934
7104,-0.53336388
7105,-0.52838138
7106,-0.52204001
7107,-0.51660455
7108,-0.51207501
7109,-0.50799841
7110,-0.50346887
7111,-0.49758045
7112,-0.48897431
7113,-0.47583863
7114,-0.45862635
7115,-0.43552566
7116,-0.40970724
7117,-0.39068314
7118,-0.38977723
7119,-0.40517769
7120,-0.42284292
7121,-0.43326088
7122,-0.43688452
7123,-0.4350727
7124,-0.42873133
7125,-0.41921929
7126,-0.40698951
7127,-0.39385382
7128,-0.38162404
7129,-0.37165904
7130,-0.36395881
7131,-0.35897631
7132,-0.35897631
7133,-0.36486472
7134,-0.3780004
7135,-0.39521268
7136,-0.4110661
7137,-0.42556065
7138,-0.43643157
7139,-0.44050816
7140,-0.43960225
7141,-0.43190202
7142,-0.40925428
7143,-0.36078812
7144,-0.30462174
7145,-0.26883831
7146,-0.25072012
7147,-0.25887331
7148,-0.27608559
7149,-0.28514468
7150,-0.27970923
7151,-0.26612058
7152,-0.25162603
7153,-0.23984921
7154,-0.2339608
7155,-0.24030217
7156,-0.25389081
7157,-0.27427377
7158,-0.30280992
7159,-0.33089311
7160,-0.35671153
7161,-0.35942926
7162,-0.33587561
7163,-0.29284491
7164,-0.27336786
7165,-0.33134607
7166,-0.39793041
7167,-0.45228498
7168,-0.48489772
7169,-0.50346887
7170,-0.50935728
7171,-0.50392182
7172,-0.50392182
7173,-0.51660455
7174,-0.53426979
7175,-0.54197002
7176,-0.54197002
7177,-0.53336388
7178,-0.52204001
7179,-0.50890432
7180,-0.48988022
7181,-0.47176203
7182,-0.45545566
7183,-0.43643157
7184,-0.41242496
7185,-0.382077
7186,-0.34810539
7187,-0.31051015
7188,-0.2769915
7189,-0.23531966
7190,-0.18504169
7191,-0.12253393
7192,-0.048702312
7193,0.0092758935
7194,0.098960931
7195,0.18366347
7196,0.30007283
7197,0.41240561
7198,0.54104475
7199,0.68417845
7200,0.84497738
7201,1.0248004
7202,1.2254594
7203,1.4424247
7204,1.6856614
7205,1.9211978
7206,2.1576402
7207,2.4189951
7208,2.6282602
7209,2.8493021
7210,2.980206
7211,3.0445256
7212,3.1111099
7213,3.0916329
7214,2.9417048
7215,2.7990241
7216,2.6128597
7217,2.5118508
7218,2.3120978
7219,2.0937736
7220,1.8528017
7221,1.6032236
7222,1.3663283
7223,1.1366802
7224,0.84407147
7225,0.63525934
7226,0.43505334
7227,0.20585825
7228,-0.021525028
7229,-0.19863033
7230,-0.37165904
7231,-0.51705751
7232,-0.67468576
7233,-0.82189604
7234,-0.92516972
7235,-1.0302552
7236,-1.1244698
7237,-1.2331789
7238,-1.3115401
7239,-1.3917131
7240,-1.4569386
7241,-1.5257877
7242,-1.5787834
7243,-1.6267966
7244,-1.672545
7245,-1.7114991
7246,-1.7468296
7247,-1.7844249
7248,-1.8120551
7249,-1.8387794
7250,-1.8618801
7251,-1.8809042
7252,-1.9017401
7253,-1.9189524
7254,1.7766357
7255,1.6371319
7256,1.5098573
7257,1.3893767
7258,1.2756901
7259,1.1674388
7260,1.0646226
7261,0.96678878
7262,0.87121959
7263,0.77927388
7264,0.69231045
7265,0.61123517
7266,0.5369539
7267,0.46629611
7268,0.39880887
7269,0.3376627
7270,0.28285762
7271,0.23439363
7272,0.19227071
7273,0.15422421
7274,0.11934825
7275,0.086736965
7276,0.05729622
7277,0.035555362
7278,0.021967325
7279,0.0092851581
7280,-0.0065675509
7281,-0.020155587
7282,-0.023779064
7283,-0.013814504
7284,0.0124557
7285,0.0622785
7286,0.14561846
7287,0.27108132
7288,0.46312557
7289,0.77655628
7290,1.269802
7291,1.8622404
7292,2.0855371
7293,1.5841386
7294,0.87801361
7295,0.39201485
7296,0.14380672
7297,0.04234938
7298,0.031026016
7299,0.082660554
7300,0.18411789
7301,0.3113925
7302,0.40197941
7303,0.36665051
7304,0.19544126
7305,-0.0088322236
7306,-0.1632829
7307,-0.25613448
7308,-0.30686315
7309,-0.33358629
7310,-0.34898607
7311,-0.3625741
7312,-0.37842681
7313,-0.39654419
7314,-0.41737918
7315,-0.44138471
7316,-0.46810785
7317,-0.49166045
7318,-0.50796609
7319,-0.51702478
7320,-0.52336587
7321,-0.53151869
7322,-0.54420085
7323,-0.55869476
7324,-0.56911225
7325,-0.57545334
7326,-0.57907681
7327,-0.58179442
7328,-0.58315322
7329,-0.58315322
7330,-0.58134149
7331,-0.57771801
7332,-0.57137693
7333,-0.5632241
7334,-0.55597715
7335,-0.550089
7336,-0.54465379
7337,-0.53967151
7338,-0.53514216
7339,-0.52970695
7340,-0.5238188
7341,-0.51838359
7342,-0.51340131
7343,-0.50887196
7344,-0.50479555
7345,-0.49845447
7346,-0.48984871
7347,-0.47716654
7348,-0.45904916
7349,-0.4359495
7350,-0.40967929
7351,-0.38975017
7352,-0.38839137
7353,-0.40424408
7354,-0.42190853
7355,-0.43323189
7356,-0.43640243
7357,-0.43459069
7358,-0.42870255
7359,-0.41873799
7360,-0.40560288
7361,-0.39201485
7362,-0.38023855
7363,-0.37072692
7364,-0.36302704
7365,-0.35759182
7366,-0.35713889
7367,-0.36347997
7368,-0.37706801
7369,-0.39427952
7370,-0.41058516
7371,-0.42462613
7372,-0.43549656
7373,-0.44047884
7374,-0.43912004
7375,-0.43142015
7376,-0.40832049
7377,-0.35895063
7378,-0.30278674
7379,-0.26609904
7380,-0.24752873
7381,-0.25568155
7382,-0.273346
7383,-0.28149882
7384,-0.27651654
7385,-0.2629285
7386,-0.24798166
7387,-0.23711123
7388,-0.23167602
7389,-0.23711123
7390,-0.25024634
7391,-0.27108132
7392,-0.30006914
7393,-0.32860401
7394,-0.35442128
7395,-0.35759182
7396,-0.33358629
7397,-0.28965164
7398,-0.26972252
7399,-0.32950988
7400,-0.39609126
7401,-0.45089634
7402,-0.48396056
7403,-0.50298381
7404,-0.50841903
7405,-0.50253088
7406,-0.50298381
