Time,root.Adiac.d0.s0
18283,0.013898847
18284,0.089699992
18285,0.15053039
18286,0.22946871
18287,0.33164092
18288,0.42242547
18289,0.5107656
18290,0.60865145
18291,0.70796952
18292,0.80225458
18293,0.88005165
18294,0.9558508
18295,1.0506344
18296,1.1425244
18297,1.2376926
18298,1.3190059
18299,1.3854681
18300,1.4451319
18301,1.4543946
18302,1.5038488
18303,1.5154753
18304,1.6794938
18305,1.6476696
18306,1.5800304
18307,1.5027966
18308,1.4192566
18309,1.3450464
18310,1.2619212
18311,1.1878071
18312,1.1047892
18313,1.0218327
18314,0.93894332
18315,0.85612687
18316,0.77402243
18317,0.69074163
18318,0.60818934
18319,0.52574353
18320,0.45233991
18321,0.36918102
18322,0.2950906
18323,0.21291
18324,0.12990464
18325,0.046951139
18326,-0.034732958
18327,-0.11619019
18328,-0.19902945
18329,-0.28133043
18330,-0.36347313
18331,-0.44431508
18332,-0.52630384
18333,-0.59737888
18334,-0.67879519
18335,-0.75759034
18336,-0.83809722
18337,-0.91806452
18338,-0.99433122
18339,-1.0690254
18340,-1.1455002
18341,-1.220199
18342,-1.2924413
18343,-1.3597293
18344,-1.4183193
18345,-1.4731516
18346,-1.5162253
18347,-1.542903
18348,-1.5401297
18349,-1.5273664
18350,-1.4909373
18351,-1.4430132
18352,-1.3850954
18353,-1.3169011
18354,-1.2464844
18355,-1.1745233
18356,-1.1066725
18357,-1.0323667
18358,-0.9551014
18359,-0.87680861
18360,-0.79771142
18361,-0.72053596
18362,-0.63944575
18363,-0.55929374
18364,-0.47814093
18365,-0.40397268
18366,-0.3238287
18367,-0.24199267
18368,-0.15998627
18369,-0.079273877
18370,-0.0052432288
18371,0.07652822
18372,0.15769837
18373,0.23909754
18374,0.3231292
18375,0.40491881
18376,0.47764919
18377,0.55959408
18378,0.64265986
18379,0.7257601
18380,0.80563663
18381,0.88053344
18382,0.96379264
18383,1.0462073
18384,1.1289163
18385,1.2026556
18386,1.2854114
18387,1.3592841
18388,1.442169
18389,1.5161569
18390,1.5991534
18391,1.672815
18392,1.6887317
18393,1.6730709
18394,1.5927072
18395,1.5096799
18396,1.4266497
18397,1.3437169
18398,1.2604609
18399,1.1778333
18400,1.0953883
18401,1.0125203
18402,0.92952928
18403,0.84724863
18404,0.76438064
18405,0.68264954
18406,0.6002787
18407,0.51709791
18408,0.44382704
18409,0.36074268
18410,0.27876887
18411,0.19696521
18412,0.114465
18413,0.032693261
18414,-0.048639218
18415,-0.12962768
18416,-0.21205937
18417,-0.2853031
18418,-0.36553694
18419,-0.44532549
18420,-0.52458717
18421,-0.59688675
18422,-0.67994403
18423,-0.75773872
18424,-0.83454715
18425,-0.91329733
18426,-0.98441443
18427,-1.0596594
18428,-1.1308548
18429,-1.2037017
18430,-1.2672108
18431,-1.3328557
18432,-1.3938295
18433,-1.4469251
18434,-1.4886877
18435,-1.5150331
18436,-1.5225147
18437,-1.5097424
18438,-1.4788094
18439,-1.4462495
18440,-1.3908581
18441,-1.3224973
18442,-1.2553096
18443,-1.1889025
18444,-1.1149873
18445,-1.039227
18446,-0.96206996
18447,-0.88385825
18448,-0.807483
18449,-0.72694663
18450,-0.64733664
18451,-0.56660187
18452,-0.48749758
18453,-0.40597795
18454,-0.32603285
18455,-0.24401612
18456,-0.16183929
18457,-0.079530751
18458,0.0014489521
18459,0.084034107
18460,0.1654137
18461,0.24820604
18462,0.32852912
18463,0.40395139
18464,0.4858984
18465,0.56896674
18466,0.65207023
18467,0.73429227
18468,0.81662942
18469,0.89907152
18470,0.98193687
18471,1.0558375
18472,1.1379946
18473,1.2207719
18474,1.3036177
18475,1.386527
18476,1.460538
18477,1.5434779
18478,1.6166402
18479,1.6710913
18480,0.74244245
18481,0.64619851
18482,0.57575414
18483,0.51680666
18484,0.45159191
18485,0.38386447
18486,0.34623816
18487,0.2886849
18488,0.26136839
18489,0.2182117
18490,0.17469033
18491,0.1406007
18492,0.086507617
18493,0.039954225
18494,-0.0013446289
18495,-0.031240687
18496,-0.076113615
18497,-0.11254738
18498,-0.13703223
18499,-0.18618288
18500,-0.21131516
18501,-0.24858603
18502,-0.27970984
18503,-0.3049142
18504,-0.34502638
18505,-0.35814739
18506,-0.38724694
18507,-0.41075462
18508,-0.42879525
18509,-0.4518029
18510,-0.46878468
18511,-0.48005449
18512,-0.48571658
18513,-0.5107333
18514,-0.50511546
18515,-0.51927401
18516,-0.52774298
18517,-0.5308389
18518,-0.52921626
18519,-0.52228095
18520,-0.53510487
18521,-0.51699761
18522,-0.51852625
18523,-0.51410031
18524,-0.50408978
18525,-0.48827066
18526,-0.48477964
18527,-0.46751982
18528,-0.45302135
18529,-0.43778516
18530,-0.42422571
18531,-0.3837016
18532,-0.35784736
18533,-0.32583486
18534,-0.30607173
18535,-0.26132386
18536,-0.22864293
18537,-0.18689627
18538,-0.15279994
18539,-0.10364391
18540,-0.060108694
18541,-0.012473067
18542,0.029649251
18543,0.073926831
18544,0.12519653
18545,0.18270124
18546,0.21302788
18547,0.24658698
18548,0.3354992
18549,0.37931796
18550,0.42950113
18551,0.50609951
18552,0.58694182
18553,0.7009892
18554,0.81159895
18555,0.93876307
18556,1.0675714
18557,1.1981166
18558,1.3286685
18559,1.4627682
18560,1.5675556
18561,1.6480819
18562,1.6755147
18563,1.725685
18564,1.7268975
18565,1.7229493
18566,1.7222093
18567,1.6434342
18568,1.561023
18569,1.4652153
18570,1.3598031
18571,1.2455062
18572,1.1264442
18573,0.99841861
18574,0.87045309
18575,0.74255283
18576,0.61725033
18577,0.48697563
18578,0.36038308
18579,0.2484497
18580,0.12599779
18581,0.015401036
18582,-0.094252498
18583,-0.2028253
18584,-0.31021175
18585,-0.41773172
18586,-0.53465343
18587,-0.65184492
18588,-0.75453334
18589,-0.85479218
18590,-0.96855275
18591,-1.0646454
18592,-1.1749291
18593,-1.2478408
18594,-1.334181
18595,-1.4355398
18596,-1.5136618
18597,-1.5862657
18598,-1.6678916
18599,-1.7321842
18600,-1.7768903
18601,-1.8313615
18602,-1.8655034
18603,-1.8897309
18604,-1.9030778
18605,-1.9054275
18606,-1.8967851
18607,-1.8770365
18608,-1.8471649
18609,-1.8071022
18610,-1.7388182
18611,-1.7011169
18612,-1.6216659
18613,-1.5452527
18614,-1.4582728
18615,-1.3696112
18616,-1.2955052
18617,-1.1939668
18618,-1.0999617
18619,-0.99364842
18620,-0.88114828
18621,-0.78243008
18622,-0.6816318
18623,-0.57082833
18624,-0.44922129
18625,-0.34230859
18626,-0.23592466
18627,-0.12828033
18628,-0.012563816
18629,0.1018508
18630,0.20600149
18631,0.32360839
18632,0.43882104
18633,0.56937363
18634,0.69420417
18635,0.82201779
18636,0.96007669
18637,1.077853
18638,1.197079
18639,1.3111624
18640,1.4257293
18641,1.5105771
18642,1.5716533
18643,1.6170133
18644,1.6421722
18645,1.6709534
18646,1.6957223
18647,1.69601
18648,1.6492422
18649,1.5901869
18650,1.5121354
18651,1.3771837
18652,1.2464921
18653,1.1177963
18654,0.9896505
18655,0.86245101
18656,1.8745223
18657,1.8220983
18658,1.7619499
18659,1.6737969
18660,1.5596706
18661,1.4327324
18662,1.3043138
18663,1.2061606
18664,1.078486
18665,0.95276071
18666,0.84132292
18667,0.73798075
18668,0.65244651
18669,0.56946152
18670,0.48876582
18671,0.3924792
18672,0.31040616
18673,0.22688839
18674,0.16638251
18675,0.10012535
18676,0.02459257
18677,-0.044618818
18678,-0.12480733
18679,-0.19127563
18680,-0.27308665
18681,-0.34840689
18682,-0.43287765
18683,-0.51676657
18684,-0.58663659
18685,-0.65820217
18686,-0.72925714
18687,-0.79524652
18688,-0.86354335
18689,-0.92656085
18690,-0.98382847
18691,-1.039602
18692,-1.0882602
18693,-1.1350737
18694,-1.1748372
18695,-1.2071683
18696,-1.2415119
18697,-1.2580364
18698,-1.276249
18699,-1.2760227
18700,-1.2874782
18701,-1.2803135
18702,-1.2547682
18703,-1.2409815
18704,-1.2092596
18705,-1.1795197
18706,-1.1329548
18707,-1.0818158
18708,-1.0340247
18709,-0.98302886
18710,-0.92957134
18711,-0.86835141
18712,-0.80973109
18713,-0.73482
18714,-0.67510552
18715,-0.60362516
18716,-0.52763147
18717,-0.4598088
18718,-0.37831663
18719,-0.30686727
18720,-0.23325708
18721,-0.16811086
18722,-0.091054516
18723,-0.024060438
18724,0.063941489
18725,0.14491137
18726,0.21694345
18727,0.30521421
18728,0.39627308
18729,0.49185943
18730,0.58797622
18731,0.68684508
18732,0.77915491
18733,0.88674936
18734,1.0057119
18735,1.129504
18736,1.2571625
18737,1.3838421
18738,1.4938644
18739,1.6202366
18740,1.7329443
18741,1.8231835
18742,1.9072616
18743,1.926444
18744,1.9221089
18745,1.8498647
18746,1.7609208
18747,1.6574748
18748,1.5309568
18749,1.4039458
18750,1.2762757
18751,1.1533543
18752,1.0338262
18753,0.92389373
18754,0.81643188
18755,0.7257758
18756,0.63913868
18757,0.53597927
18758,0.46313697
18759,0.37143814
18760,0.26879986
18761,0.17176071
18762,0.086633112
18763,-0.0095352148
18764,-0.094648999
18765,-0.18108161
18766,-0.27300219
18767,-0.36533074
18768,-0.44488513
18769,-0.48737408
18770,-0.56501532
18771,-0.62573683
18772,-0.68567059
18773,-0.70680901
18774,-0.76848509
18775,-0.84707353
18776,-0.90660704
18777,-0.97520113
18778,-1.0317242
18779,-1.0895105
18780,-1.1409607
18781,-1.1762659
18782,-1.2099225
18783,-1.2587165
18784,-1.2695257
18785,-1.2939658
18786,-1.2990715
18787,-1.3072548
18788,-1.3072331
18789,-1.2989394
18790,-1.2821729
18791,-1.2571047
18792,-1.2301523
18793,-1.2025096
18794,-1.1584663
18795,-1.1089008
18796,-1.0525233
18797,-1.0030764
18798,-0.94252576
18799,-0.8841043
18800,-0.81772061
18801,-0.74631507
18802,-0.68462578
18803,-0.60445782
18804,-0.54238524
18805,-0.46843291
18806,-0.3807473
18807,-0.30751327
18808,-0.25767945
18809,-0.18828409
18810,-0.10088252
18811,-0.018376212
18812,0.011117665
18813,0.098177939
18814,0.18243742
18815,0.22403413
18816,0.30788256
18817,0.40170904
18818,0.49747744
18819,0.57465901
18820,0.65948443
18821,0.76692258
18822,0.88288075
18823,1.0045881
18824,1.1211798
18825,1.2469046
18826,1.3736446
18827,1.5013175
18828,1.6286497
18829,1.738056
18830,1.8188185
18831,1.8758114
18832,1.6883197
18833,1.7335317
18834,1.6999873
18835,1.6216476
18836,1.5349974
18837,1.4470866
18838,1.3601309
18839,1.2805654
18840,1.1941688
18841,1.1151416
18842,1.0286045
18843,0.95013529
18844,0.87213502
18845,0.78559543
18846,0.69998218
18847,0.61466069
18848,0.53598374
18849,0.45122978
18850,0.37443597
18851,0.28892115
18852,0.20367953
18853,0.12505738
18854,0.043470512
18855,-0.033184969
18856,-0.1168984
18857,-0.20011165
18858,-0.28275529
18859,-0.3574277
18860,-0.43871809
18861,-0.51913939
18862,-0.59854913
18863,-0.67994439
18864,-0.75699531
18865,-0.83367565
18866,-0.90973584
18867,-0.98381853
18868,-1.0478747
18869,-1.1183981
18870,-1.1855305
18871,-1.242743
18872,-1.2998149
18873,-1.350145
18874,-1.3921887
18875,-1.4242509
18876,-1.4446635
18877,-1.4522152
18878,-1.4464605
18879,-1.4277735
18880,-1.4042748
18881,-1.3630591
18882,-1.3241156
18883,-1.2732412
18884,-1.210608
18885,-1.1483937
18886,-1.0819387
18887,-1.0186176
18888,-0.9423727
18889,-0.86987818
18890,-0.79476279
18891,-0.7165766
18892,-0.63655508
18893,-0.55652525
18894,-0.47504077
18895,-0.39288239
18896,-0.31935652
18897,-0.23768104
18898,-0.15345965
18899,-0.068875312
18900,0.013406644
18901,0.098588417
18902,0.18401324
18903,0.26789704
18904,0.35429718
18905,0.43979007
18906,0.52533431
18907,0.60310186
18908,0.68970774
18909,0.76845139
18910,0.84759495
18911,0.93397828
18912,1.0131111
18913,1.100418
18914,1.1875754
18915,1.2749818
18916,1.3626837
18917,1.4506808
18918,1.5388107
18919,1.6266646
18920,1.7148738
18921,1.7659764
18922,1.7189027
18923,1.6404073
18924,1.5537093
18925,1.4742087
18926,1.3866414
18927,1.2994675
18928,1.2201341
18929,1.1336134
18930,1.0550961
18931,0.96867531
18932,0.89012922
18933,0.80415438
18934,0.72626884
18935,0.64053789
18936,0.55549509
18937,0.46991694
18938,0.38484655
18939,0.30679873
18940,0.22142937
18941,0.13803585
18942,0.053384544
18943,-0.030888183
18944,-0.11473212
18945,-0.19593985
18946,-0.27860749
18947,-0.36062396
18948,-0.44284578
18949,-0.52228193
18950,-0.60165912
18951,-0.68301914
18952,-0.76001874
18953,-0.83536011
18954,-0.91264532
18955,-0.98390908
18956,-1.0568462
18957,-1.1220738
18958,-1.1883491
18959,-1.2501949
18960,-1.3002978
18961,-1.3492514
18962,-1.3897429
18963,-1.420055
18964,-1.4386669
18965,-1.4445137
18966,-1.4372239
18967,-1.4171901
18968,-1.3926387
18969,-1.3572761
18970,-1.3065892
18971,-1.2547776
18972,-1.1967218
18973,-1.1336273
18974,-1.0728362
18975,-1.0026161
18976,-0.92796646
18977,-0.85457177
18978,-0.77763968
18979,-0.69920369
18980,-0.61951883
18981,-0.54130723
18982,-0.45956095
18983,-0.37863687
18984,-0.29783316
18985,-0.21433448
18986,-0.1311557
18987,-0.047817807
18988,0.037555817
18989,0.12429259
18990,0.20656244
18991,0.28602364
18992,0.36951187
18993,0.45506348
18994,0.5404722
18995,0.61919062
18996,0.70582248
18997,0.7848293
18998,0.87140714
18999,0.95111865
19000,1.0378832
19001,1.1254123
19002,1.2128906
19003,1.3005703
19004,1.3811026
19005,1.4691823
19006,1.5572662
19007,1.6453773
19008,1.6294234
19009,1.6000058
19010,1.5695415
19011,1.5278527
19012,1.4818542
19013,1.4109936
19014,1.323065
19015,1.2308341
19016,1.1355679
19017,1.0582806
19018,0.9605332
19019,0.86826602
19020,0.77633856
19021,0.68478222
19022,0.5955732
19023,0.5053815
19024,0.41957297
19025,0.33111747
19026,0.2426202
19027,0.15992876
19028,0.077454487
19029,-0.013538104
19030,-0.095840118
19031,-0.18239499
19032,-0.26502839
19033,-0.33225157
19034,-0.41908234
19035,-0.50466462
19036,-0.58192845
19037,-0.65672271
19038,-0.73769049
19039,-0.81678978
19040,-0.87192242
19041,-0.94618218
19042,-1.0066763
19043,-1.0738571
19044,-1.1368654
19045,-1.1949659
19046,-1.2473759
19047,-1.2792396
19048,-1.3169979
19049,-1.3464008
19050,-1.3666554
19051,-1.3771559
19052,-1.3775662
19053,-1.3686796
19054,-1.3632109
19055,-1.3484822
19056,-1.3101736
19057,-1.277507
19058,-1.2458634
19059,-1.1956996
19060,-1.1438281
19061,-1.0762712
19062,-1.0132428
19063,-0.93852821
19064,-0.86924939
19065,-0.80682011
19066,-0.73125997
19067,-0.64625961
19068,-0.56679385
19069,-0.48460748
19070,-0.40271322
19071,-0.31342434
19072,-0.22892789
19073,-0.1466841
19074,-0.054737737
19075,0.033190178
19076,0.11929652
19077,0.20743744
19078,0.29461447
19079,0.3850708
19080,0.47619386
19081,0.5654618
19082,0.65782607
19083,0.75052694
19084,0.84461394
19085,0.93901757
19086,1.0367628
19087,1.1342362
19088,1.230038
19089,1.3256204
19090,1.4139317
19091,1.4933755
19092,1.5807448
19093,1.6457014
19094,1.6890621
19095,1.6917944
19096,1.6916598
19097,1.6628455
19098,1.6175059
19099,1.526742
19100,1.4503675
19101,1.3577095
19102,1.2645065
19103,1.16743
19104,1.0709941
19105,0.97331531
19106,0.87749935
19107,0.78172774
19108,0.6885727
19109,0.5977891
19110,0.50655317
19111,0.41413326
19112,0.32508692
19113,0.23631685
19114,0.14956472
19115,0.060000715
19116,-0.014275574
19117,-0.10172732
19118,-0.18887059
19119,-0.26808621
19120,-0.34329377
19121,-0.42766386
19122,-0.51066724
19123,-0.57808046
19124,-0.65794398
19125,-0.7357572
19126,-0.8112066
19127,-0.88061213
19128,-0.95343094
19129,-1.0192394
19130,-1.0807361
19131,-1.1486236
19132,-1.2001084
19133,-1.2362012
19134,-1.2881074
19135,-1.3190568
19136,-1.3499153
19137,-1.3607042
19138,-1.3706438
19139,-1.3782656
19140,-1.3603028
19141,-1.3479542
19142,-1.315198
19143,-1.2861773
19144,-1.2630473
19145,-1.2180173
19146,-1.1665114
19147,-1.1093719
19148,-1.0473717
19149,-0.9811981
19150,-0.91144932
19151,-0.84848583
19152,-0.77253672
19153,-0.69693962
19154,-0.62269663
19155,-0.5405849
19156,-0.47817548
19157,-0.39329185
19158,-0.31419726
19159,-0.24739813
19160,-0.15949047
19161,-0.076579837
19162,0.0058304894
19163,0.090455752
19164,0.17374837
19165,0.26090195
19166,0.34553909
19167,0.4297875
19168,0.51520612
19169,0.59035185
19170,0.681105
19171,0.771312
19172,0.84738886
19173,0.94055435
19174,1.0355036
19175,1.1305406
19176,1.225658
19177,1.3159449
19178,1.402563
19179,1.472841
19180,1.5262163
19181,1.5668334
19182,1.5945151
19183,1.6143286
19184,1.6123027
19185,1.608564
19186,1.5853828
19187,1.5646813
19188,1.5247452
19189,1.4630811
19190,1.3935881
19191,1.3013884
19192,1.2118971
19193,1.1149869
19194,1.0204631
19195,0.92146334
19196,0.82486824
19197,0.72387301
19198,0.62739967
19199,0.53106686
19200,0.43005913
19201,0.33542978
19202,0.24308441
19203,0.15200705
19204,0.058290294
19205,-0.03075255
19206,-0.11838119
19207,-0.20486139
19208,-0.28943169
19209,-0.36534995
19210,-0.44681527
19211,-0.52638055
19212,-0.59323062
19213,-0.66740207
19214,-0.7387447
19215,-0.80688461
19216,-0.87135018
19217,-0.93162099
19218,-0.99326149
19219,-1.0541952
19220,-1.0996475
19221,-1.1499774
19222,-1.1894733
19223,-1.2343449
19224,-1.2516765
19225,-1.2812678
19226,-1.3028095
19227,-1.3158295
19228,-1.3197695
19229,-1.3145784
19230,-1.3005832
19231,-1.2781076
19232,-1.2505179
19233,-1.2382393
19234,-1.1941004
19235,-1.1621419
19236,-1.1053955
19237,-1.0604183
19238,-1.004363
19239,-0.95233389
19240,-0.88115407
19241,-0.8200692
19242,-0.75880513
19243,-0.68691594
19244,-0.61411872
19245,-0.53918381
19246,-0.46178086
19247,-0.38218834
19248,-0.30052284
19249,-0.22103029
19250,-0.13414225
19251,-0.0461268
19252,0.042906982
19253,0.13283992
19254,0.22860791
19255,0.31983785
19256,0.41604896
19257,0.51252412
19258,0.61235445
19259,0.71011997
19260,0.80684627
19261,0.90572359
19262,1.0046399
19263,1.0976499
19264,1.1938369
19265,1.2866436
19266,1.3767886
19267,1.4652652
19268,1.5253668
19269,1.5553372
19270,1.5718748
19271,1.5690099
19272,1.5686763
19273,1.570766
19274,1.5752753
19275,1.5595116
19276,1.5263997
19277,1.471329
19278,1.4031057
19279,1.3147027
19280,1.2253344
19281,1.1285253
19282,1.0318173
19283,0.93522093
19284,0.83874909
19285,0.74240856
19286,0.64140111
19287,0.5448183
19288,0.44420595
19289,0.34818773
19290,0.2576936
19291,0.16281206
19292,0.073046792
19293,-0.015242903
19294,-0.10248603
19295,-0.18774895
19296,-0.27037902
19297,-0.35126044
19298,-0.43018286
19299,-0.50681069
19300,-0.58485766
19301,-0.6592334
19302,-0.73081715
19303,-0.81030239
19304,-0.8775982
19305,-0.93914409
19306,-0.99777814
19307,-1.0641856
19308,-1.1212797
19309,-1.1695611
19310,-1.2227601
19311,-1.2696864
19312,-1.3095899
19313,-1.3208319
19314,-1.3442085
19315,-1.3584832
19316,-1.3634256
19317,-1.3590585
19318,-1.3454949
19319,-1.3437968
19320,-1.3120621
19321,-1.2726135
19322,-1.2439367
19323,-1.1914467
19324,-1.1399404
19325,-1.0848941
19326,-1.0308666
19327,-0.95869664
19328,-0.89645224
19329,-0.82649915
19330,-0.75996954
19331,-0.68736946
19332,-0.60615577
19333,-0.54034314
19334,-0.45330832
19335,-0.37307631
19336,-0.28744395
19337,-0.20748291
19338,-0.12234226
19339,-0.034286071
19340,0.060577317
19341,0.1557216
19342,0.25111733
19343,0.34030748
19344,0.43039516
19345,0.52023881
19346,0.61700599
19347,0.71389269
19348,0.81484218
19349,0.9118108
19350,1.0127426
19351,1.1097867
19352,1.2069147
19353,1.300556
19354,1.3912148
19355,1.4787078
19356,1.5324061
19357,1.5735073
19358,1.594111
19359,1.6129769
19360,1.8793755
19361,1.8458837
19362,1.7743235
19363,1.6823883
19364,1.5663629
19365,1.4351099
19366,1.3011437
19367,1.1691126
19368,1.0480516
19369,0.91897333
19370,0.79448713
19371,0.69877875
19372,0.60830625
19373,0.52875287
19374,0.45262932
19375,0.36505584
19376,0.29761385
19377,0.24725478
19378,0.14763813
19379,0.081974898
19380,0.0072581345
19381,-0.069123542
19382,-0.1637067
19383,-0.25021193
19384,-0.32023374
19385,-0.36915479
19386,-0.4525588
19387,-0.51370449
19388,-0.58590172
19389,-0.65979511
19390,-0.73530663
19391,-0.80116322
19392,-0.87193107
19393,-0.93687503
19394,-0.99346181
19395,-1.0573658
19396,-1.1068641
19397,-1.1674227
19398,-1.20215
19399,-1.2483977
19400,-1.2847176
19401,-1.3073775
19402,-1.3189977
19403,-1.3238188
19404,-1.3275287
19405,-1.3317026
19406,-1.3181921
19407,-1.30654
19408,-1.2781224
19409,-1.243258
19410,-1.2000677
19411,-1.1668707
19412,-1.1179704
19413,-1.0621791
19414,-0.99569554
19415,-0.93878657
19416,-0.86671408
19417,-0.805117
19418,-0.73873736
19419,-0.66207323
19420,-0.59117093
19421,-0.51040676
19422,-0.43140792
19423,-0.3757525
19424,-0.2869983
19425,-0.20911947
19426,-0.12027789
19427,-0.046866795
19428,0.031589614
19429,0.11204678
19430,0.18231147
19431,0.25674527
19432,0.36088593
19433,0.40650633
19434,0.48840197
19435,0.5464487
19436,0.62727757
19437,0.71864006
19438,0.81516265
19439,0.9286317
19440,1.0569608
19441,1.1889855
19442,1.3212202
19443,1.4539574
19444,1.5833642
19445,1.6999967
19446,1.7952463
19447,1.850641
19448,1.8794345
19449,1.856887
19450,1.8014208
19451,1.730501
19452,1.6116767
19453,1.4813651
19454,1.3602448
19455,1.2267721
19456,1.1145722
19457,0.98551722
19458,0.86179419
19459,0.77295303
19460,0.67913127
19461,0.60932568
19462,0.55416678
19463,0.47443835
19464,0.41934129
19465,0.36075642
19466,0.28086312
19467,0.18919421
19468,0.11410514
19469,0.025788088
19470,-0.068710503
19471,-0.15558527
19472,-0.24334056
19473,-0.33438974
19474,-0.41985009
19475,-0.49796733
19476,-0.58553445
19477,-0.66314566
19478,-0.73261537
19479,-0.80195218
19480,-0.86566985
19481,-0.93160827
19482,-0.98310544
19483,-1.0453833
19484,-1.104303
19485,-1.1598995
19486,-1.1928579
19487,-1.2273096
19488,-1.2537245
19489,-1.2819394
19490,-1.2837494
19491,-1.293272
19492,-1.3050251
19493,-1.2905533
19494,-1.2938504
19495,-1.2701468
19496,-1.2463681
19497,-1.2034165
19498,-1.1791752
19499,-1.129591
19500,-1.0704742
19501,-1.0194377
19502,-0.97697915
19503,-0.90967039
19504,-0.84489351
19505,-0.77529678
19506,-0.70678119
19507,-0.62715261
19508,-0.55684053
19509,-0.47442481
19510,-0.39420683
19511,-0.31522028
19512,-0.22462732
19513,-0.13543232
19514,-0.037987758
19515,0.05077761
19516,0.14129257
19517,0.23061517
19518,0.28458175
19519,0.36741901
19520,0.43762414
19521,0.50211485
19522,0.55258719
19523,0.62054106
19524,0.67980436
19525,0.7948018
19526,0.90908171
19527,1.0356932
19528,1.1561724
19529,1.2863829
19530,1.4125278
19531,1.5374454
19532,1.666235
19533,1.7594135
19534,1.832114
19535,1.8622927
19536,1.6056745
19537,1.5962669
19538,1.5895953
19539,1.5762769
19540,1.54124
19541,1.4780653
19542,1.3898483
19543,1.3001321
19544,1.2047763
19545,1.0994755
19546,0.99088233
19547,0.88242149
19548,0.76950476
19549,0.65658854
19550,0.5436734
19551,0.43539135
19552,0.32249138
19553,0.21440743
19554,0.10653286
19555,-0.0063116176
19556,-0.11165614
19557,-0.21016856
19558,-0.31629057
19559,-0.41603586
19560,-0.5105455
19561,-0.60323554
19562,-0.70166944
19563,-0.78995115
19564,-0.86502485
19565,-0.9460106
19566,-1.0031518
19567,-1.0557513
19568,-1.0955961
19569,-1.128305
19570,-1.1165882
19571,-1.1127999
19572,-1.088465
19573,-1.036383
19574,-0.97196778
19575,-0.91774566
19576,-0.87232111
19577,-0.85586406
19578,-0.82971395
19579,-0.83314622
19580,-0.87214878
19581,-0.91754517
19582,-0.95572234
19583,-1.0169451
19584,-1.0701308
19585,-1.1318511
19586,-1.161826
19587,-1.1690275
19588,-1.1667658
19589,-1.1661474
19590,-1.1386844
19591,-1.0872529
19592,-1.0285457
19593,-0.95569811
19594,-0.88170928
19595,-0.79950802
19596,-0.70698807
19597,-0.62803586
19598,-0.53698038
19599,-0.4394515
19600,-0.3340534
19601,-0.23343249
19602,-0.14692033
19603,-0.03649135
19604,0.072680305
19605,0.18308432
19606,0.27454979
19607,0.38726271
19608,0.49456317
19609,0.60737265
19610,0.72549915
19611,0.83318382
19612,0.94574814
19613,1.0534169
19614,1.1583018
19615,1.2592928
19616,1.3568701
19617,1.4514955
19618,1.5287674
19619,1.5755687
19620,1.5969603
19621,1.5993839
19622,1.6106123
19623,1.6067446
19624,1.6056745
19625,1.6074528
19626,1.5900694
19627,1.5756158
19628,1.5444098
19629,1.4718952
19630,1.3755258
19631,1.2756944
19632,1.1730206
19633,1.0687174
19634,0.95579347
19635,0.8473798
19636,0.73446396
19637,0.62155336
19638,0.53012772
19639,0.41894876
19640,0.30430186
19641,0.19607385
19642,0.083178274
19643,-0.024827299
19644,-0.13769061
19645,-0.24542353
19646,-0.34733496
19647,-0.45421628
19648,-0.55441665
19649,-0.6601458
19650,-0.75073545
19651,-0.84643876
19652,-0.92754592
19653,-1.0119168
19654,-1.0830436
19655,-1.1470073
19656,-1.1896987
19657,-1.236995
19658,-1.2439622
19659,-1.237173
19660,-1.2168656
19661,-1.1806701
19662,-1.1219283
19663,-1.0721336
19664,-1.011883
19665,-0.94612323
19666,-0.92382091
19667,-0.8990577
19668,-0.89650147
19669,-0.89266032
19670,-0.90985719
19671,-0.94723243
19672,-0.98541722
19673,-1.0266569
19674,-1.0613739
19675,-1.0657097
19676,-1.0781377
19677,-1.0782113
19678,-1.0666014
19679,-1.0225502
19680,-0.97009967
19681,-0.91054523
19682,-0.86402441
19683,-0.78310071
19684,-0.69900376
19685,-0.61180539
19686,-0.51400816
19687,-0.41792871
19688,-0.31480817
19689,-0.21613741
19690,-0.1107055
19691,-0.0048477197
19692,0.10138048
19693,0.20794403
19694,0.29937989
19695,0.41072272
19696,0.51895547
19697,0.63066531
19698,0.72312802
19699,0.83508936
19700,0.94316164
19701,1.0506667
19702,1.1533458
19703,1.2613356
19704,1.3582735
19705,1.4485501
19706,1.4859628
19707,1.5262206
19708,1.5697689
19709,1.5724518
19710,1.5876039
19711,1.6064337
19712,1.6825465
19713,1.7028366
19714,1.6926772
19715,1.644038
19716,1.5676966
19717,1.4794552
19718,1.3885714
19719,1.2968872
19720,1.2060297
19721,1.1164164
19722,1.028089
19723,0.9481784
19724,0.86260768
19725,0.77600552
19726,0.69494609
19727,0.61390692
19728,0.5300515
19729,0.44493503
19730,0.35962555
19731,0.27362615
19732,0.18854116
19733,0.10274194
19734,0.017375791
19735,-0.067447952
19736,-0.15328744
19737,-0.23793295
19738,-0.32082503
19739,-0.40283287
19740,-0.4845677
19741,-0.56708481
19742,-0.64575969
19743,-0.72674808
19744,-0.80227542
19745,-0.87669125
19746,-0.95121695
19747,-1.0193701
19748,-1.0893439
19749,-1.1500156
19750,-1.2117893
19751,-1.2617036
19752,-1.3115289
19753,-1.3463428
19754,-1.3794676
19755,-1.4025992
19756,-1.4148034
