Time,root.DistalPhalanxOutlineAgeGroup.d0.s0
5757,-0.50560141
5758,-0.27179221
5759,0.032802099
5760,-0.80156668
5761,-0.70163307
5762,-0.51987961
5763,-0.23954799
5764,0.066701469
5765,0.18047709
5766,0.41800936
5767,0.76808502
5768,1.035889
5769,1.2169442
5770,1.3826787
5771,1.4540657
5772,1.4623217
5773,1.3486693
5774,1.2295129
5775,1.0506346
5776,0.94729188
5777,0.72117825
5778,0.50184186
5779,0.27014213
5780,0.24759238
5781,-0.01922582
5782,-0.30054322
5783,-0.60112443
5784,-0.80702955
5785,-0.84149083
5786,-0.73375312
5787,-0.476382
5788,-0.16138373
5789,0.14260665
5790,0.47966178
5791,0.83236619
5792,1.1766915
5793,1.486843
5794,1.6448966
5795,1.6785364
5796,1.4825712
5797,1.4883627
5798,1.3993549
5799,1.4810926
5800,1.3928651
5801,1.5098445
5802,1.5179772
5803,1.1429284
5804,0.72594286
5805,0.39369341
5806,0.054707794
5807,-0.29623043
5808,-0.5694562
5809,-0.79281786
5810,-0.21629997
5811,-0.10100461
5812,-0.25310248
5813,-0.4830771
5814,-0.6615857
5815,-0.89414799
5816,-1.1294212
5817,-1.3891746
5818,-1.6684054
5819,-1.7121741
5820,-1.4785932
5821,-1.2406091
5822,-0.98237544
5823,-0.74439135
5824,-0.46422403
5825,-0.20631894
5826,-0.077345855
5827,-0.23014199
5828,-0.4429065
5829,-0.68922866
5830,-0.97736438
5831,-1.2185112
5832,-1.4002236
5833,-1.5631733
5834,-1.5626639
5835,-1.4088081
5836,-1.1891431
5837,-0.93123802
5838,-0.69929184
5839,-0.45596811
5840,-1.0233972
5841,-0.97541791
5842,-0.74185291
5843,-0.40095287
5844,-0.14953168
5845,0.18543278
5846,0.54354599
5847,0.80204041
5848,1.0181449
5849,1.2414216
5850,1.2682801
5851,1.33555
5852,1.2433506
5853,1.1332457
5854,1.0092416
5855,0.77706152
5856,0.61398151
5857,0.35113433
5858,0.12884693
5859,-0.18737099
5860,-0.5595812
5861,-0.79393761
5862,-0.98189758
5863,-0.96888877
5864,-0.83138121
5865,-0.48716715
5866,-0.22481459
5867,0.13334808
5868,0.46445441
5869,0.81514815
5870,1.146848
5871,1.501944
5872,1.8097037
5873,1.8917136
5874,1.6211007
5875,1.3936197
5876,1.2676865
5877,1.3875357
5878,1.2982547
5879,1.3850131
5880,1.5922637
5881,1.7277433
5882,1.3513287
5883,0.99272086
5884,0.63455818
5885,0.25220803
5886,-0.03571697
5887,-0.40268408
5888,-0.78359981
5889,-1.0476341
5890,-0.41425846
5891,-0.17386755
5892,-0.065147545
5893,-0.17797299
5894,-0.40149697
5895,-0.75110252
5896,-1.0898262
5897,-1.2161551
5898,-1.4796799
5899,-1.6332679
5900,-1.4340798
5901,-1.1827674
5902,-0.9172987
5903,-0.61883805
5904,-0.41500041
5905,-0.2120531
5906,0.037142251
5907,0.028436736
5908,-0.11174183
5909,-0.3668233
5910,-0.66577858
5911,-0.91264917
5912,-1.145769
5913,-1.3467378
5914,-1.5337975
5915,-1.4754162
5916,-1.2668548
5917,-1.1942923
5918,-0.93263228
5919,-0.65291816
5920,-0.72730879
5921,-0.71290069
5922,-0.45271556
5923,-0.14720787
5924,0.17879291
5925,0.51528501
5926,0.76434932
5927,1.0591559
5928,1.1953334
5929,1.3560607
5930,1.3887237
5931,1.3250063
5932,1.3058421
5933,1.1553964
5934,0.97921188
5935,0.71315161
5936,0.31615946
5937,0.12172004
5938,0.16627325
5939,0.26650047
5940,-0.036209534
5941,-0.32332242
5942,-0.59287981
5943,-0.69849259
5944,-0.55993701
5945,-0.42194098
5946,-0.18364777
5947,0.12109056
5948,0.44569249
5949,0.77994644
5950,1.0922385
5951,1.4046705
5952,1.7171025
5953,1.7188511
5954,1.5298671
5955,1.3731266
5956,1.3190612
5957,1.3913815
5958,1.4499931
5959,1.3879543
5960,1.5791764
5961,1.6766759
5962,1.4385925
5963,1.128049
5964,0.81813491
5965,0.5091301
5966,0.20145419
5967,-0.10811015
5968,-0.38857853
5969,-0.6114145
5970,-0.76829494
5971,-0.68926021
5972,-0.7412273
5973,-0.87400564
5974,-0.90830531
5975,-1.0644653
5976,-1.1769884
5977,-1.1635805
5978,-1.2013773
5979,-1.1734424
5980,-1.1925855
5981,-1.0833987
5982,-0.95938413
5983,-0.91600595
5984,-0.85979338
5985,-0.79044565
5986,-0.79044565
5987,-0.84841378
5988,-0.98394784
5989,-1.0233533
5990,-1.1418844
5991,-1.23681
5992,-1.1972507
5993,-1.1918721
5994,-1.1265181
5995,-1.0653676
5996,-1.0296901
5997,-0.97687668
5998,-0.91166954
5999,-0.83782452
6000,-0.70213377
6001,-0.63746313
6002,-0.28288117
6003,0.023915021
6004,-0.073951569
6005,-0.038788448
6006,0.28218774
6007,0.5358704
6008,0.97389306
6009,1.0918412
6010,1.2220021
6011,1.2492146
6012,1.2038058
6013,1.1302009
6014,1.0156134
6015,0.86619063
6016,0.45316739
6017,0.48636335
6018,0.54455872
6019,0.36890705
6020,0.19866508
6021,0.024570744
6022,-0.28320903
6023,-0.49926961
6024,-0.62074221
6025,-0.57344822
6026,-0.27542232
6027,0.08415953
6028,0.55791907
6029,0.8456993
6030,1.2855252
6031,1.5826495
6032,1.8550202
6033,1.6511725
6034,1.4056044
6035,1.2073303
6036,1.0465143
6037,1.0893002
6038,1.0098758
6039,1.1202831
6040,1.4219975
6041,1.7817432
6042,1.8630528
6043,1.4429806
6044,1.0889724
6045,0.68070312
6046,0.33825202
6047,-0.04329654
6048,-0.35492868
6049,-0.66098718
6050,-0.40566521
6051,-0.55582568
6052,-0.77557469
6053,-0.90073574
6054,-1.1189848
6055,-1.3717085
6056,-1.5335244
6057,-1.5776381
6058,-1.4638867
6059,-1.3093902
6060,-1.0791742
6061,-0.93876764
6062,-0.70426487
6063,-0.62287331
6064,-0.52189203
6065,-0.50525307
6066,-0.71778915
6067,-0.94540683
6068,-1.0476996
6069,-1.1749015
6070,-1.1930241
6071,-1.32548
6072,-1.3126688
6073,-1.4255679
6074,-1.3720363
6075,-1.1607543
6076,-0.95720984
6077,-0.81286891
6078,-0.65828232
6079,-0.49435169
6080,-0.77813214
6081,-0.62456473
6082,-0.3479323
6083,-0.14655318
6084,0.0035840312
6085,0.38428345
6086,0.69432075
6087,0.88947273
6088,1.1610918
6089,1.1459989
6090,1.2365034
6091,1.3043158
6092,1.3727615
6093,1.4284891
6094,1.3042631
6095,1.0603495
6096,0.91031779
6097,0.6021803
6098,0.28158854
6099,0.26449031
6100,0.1823766
6101,0.037411079
6102,-0.23679382
6103,-0.551264
6104,-0.82045553
6105,-0.87270011
6106,-0.66124148
6107,-0.36803855
6108,-0.0069176577
6109,0.33779105
6110,0.68323856
6111,1.0848886
6112,1.4353495
6113,1.405797
6114,1.2255796
6115,1.2723886
6116,1.2339703
6117,1.3027327
6118,1.3721282
6119,1.3664288
6120,1.4386214
6121,1.5750905
6122,1.5068559
6123,1.1800898
6124,0.81041982
6125,0.44507714
6126,0.039469199
6127,-0.29922346
6128,-0.58282183
6129,-0.84251435
6130,0.075459912
6131,-0.033567672
6132,-0.40244609
6133,-0.66087207
6134,-0.96637095
6135,-1.3259614
6136,-1.6676832
6137,-1.824665
6138,-1.7591851
6139,-1.4893973
6140,-1.2798912
6141,-1.0187739
6142,-0.77237996
6143,-0.48229059
6144,-0.18222726
6145,-0.044122134
6146,-0.15563002
6147,-0.41590303
6148,-0.67913129
6149,-0.98795483
6150,-1.1707581
6151,-1.4411634
6152,-1.63688
6153,-1.6410491
6154,-1.489239
6155,-1.2111817
6156,-0.95497214
6157,-0.67190149
6158,-0.42703799
6159,-0.12338614
6160,-0.84654679
6161,-0.75890629
6162,-0.54488291
6163,-0.3070123
6164,0.0070641818
6165,0.32836254
6166,0.39463832
6167,0.7432444
6168,1.0265527
6169,1.2631444
6170,1.3906557
6171,1.4542233
6172,1.4767916
6173,1.3035418
6174,1.1594804
6175,0.96200713
6176,0.77092827
6177,0.42954406
6178,0.20491356
6179,-0.098254877
6180,-0.46235791
6181,-0.81103922
6182,-0.80938421
6183,-0.81540244
6184,-0.621164
6185,-0.36907531
6186,-0.14775483
6187,0.16790143
6188,0.47483126
6189,0.73767754
6190,1.0551393
6191,1.3765881
6192,1.5458509
6193,1.484164
6194,1.4572324
6195,1.4659588
6196,1.4378988
6197,1.4272165
6198,1.4632506
6199,1.5397574
6200,1.6547809
6201,1.6630559
6202,1.5408106
6203,1.1600822
6204,0.7367748
6205,0.36123713
6206,0.056639367
6207,-0.23065598
6208,-0.57173927
6209,-0.7074504
6210,-0.58866555
6211,-0.54586088
6212,-0.63162068
6213,-0.77079229
6214,-0.9928801
6215,-1.115494
6216,-1.3154348
6217,-1.3630164
6218,-1.3321354
6219,-1.2114472
6220,-1.0815738
6221,-0.92079672
6222,-0.75740173
6223,-0.67660696
6224,-0.57625295
6225,-0.38916116
6226,-0.49741411
6227,-0.65802567
6228,-0.81585381
6229,-0.88980283
6230,-1.0260406
6231,-1.2120641
6232,-1.2861109
6233,-1.3912946
6234,-1.2457286
6235,-1.1850723
6236,-1.0406724
6237,-0.82751413
6238,-0.63936915
6239,-0.63620958
6240,-0.76217593
6241,-0.58490522
6242,-0.37936432
6243,-0.1603535
6244,0.040364841
6245,0.34967397
6246,0.64809076
6247,0.81796133
6248,0.98924542
6249,1.0990834
6250,1.1659341
6251,1.1142994
6252,1.0992497
6253,0.93819278
6254,0.70138838
6255,0.45335904
6256,0.28506827
6257,0.045353698
6258,-0.20982633
6259,-0.51564326
6260,-0.63171733
6261,-0.79610016
6262,-0.54740565
6263,-0.46217934
6264,-0.12601354
6265,0.22445366
6266,0.53209983
6267,0.89711786
6268,1.1964493
6269,1.5846655
6270,1.4470562
6271,1.2333668
6272,1.0211741
6273,1.0342283
6274,0.91873624
6275,1.1013284
6276,1.3008827
6277,1.6590826
6278,1.6876022
6279,1.8405938
6280,1.9599938
6281,1.8627111
6282,1.4726656
6283,1.106151
6284,0.79351593
6285,0.43290473
6286,0.076450906
6287,-0.20990948
6288,-0.51281624
6289,-0.65666161
6290,-0.30461461
6291,-0.36747421
6292,-0.5139803
6293,-0.83409862
6294,-0.95757283
6295,-1.217459
6296,-1.4213869
6297,-1.5763989
6298,-1.4374427
6299,-1.2761695
6300,-1.146426
6301,-1.0373114
6302,-0.72301341
6303,-0.58058154
6304,-0.43548896
6305,-0.6014516
6306,-0.758268
6307,-0.98542728
6308,-1.0019737
6309,-1.1613759
6310,-1.2080467
6311,-1.3904809
6312,-1.4924697
6313,-1.4778358
6314,-1.2169934
6315,-1.0311585
6316,-0.77123902
6317,-0.64959406
6318,-0.53119186
6319,-0.46849856
6320,-0.66501679
6321,-0.71857979
6322,-0.40737525
6323,-0.045998862
6324,0.22129445
6325,0.30163896
6326,0.15973178
6327,0.23668512
6328,0.65371138
6329,0.99934929
6330,1.3663776
6331,1.7107982
6332,1.6807125
6333,1.5092413
6334,1.5755864
6335,1.6033244
6336,1.4534175
6337,1.4559391
6338,1.1369958
6339,0.86031155
6340,0.60040924
6341,0.35554978
6342,0.034171741
6343,-0.24477326
6344,-0.57867252
6345,-0.72970977
6346,-0.80388062
6347,-0.59501968
6348,-0.29694502
6349,-0.070171777
6350,0.31016035
6351,0.61327827
6352,0.83526911
6353,0.9790023
6354,0.95335119
6355,1.1968194
6356,1.2515128
6357,1.3632473
6358,1.4222883
6359,1.3495087
6360,1.5528917
6361,1.4554174
6362,1.3947243
6363,1.2498607
6364,0.88100635
6365,0.52197769
6366,0.17068784
6367,-0.13138664
6368,-0.42772223
6369,-0.59910646
6370,-0.46467723
6371,-0.5140665
6372,-0.65823446
6373,-0.75066542
6374,-0.92318004
6375,-1.1152591
6376,-1.342241
6377,-1.4368806
6378,-1.513147
6379,-1.335563
6380,-1.1363017
6381,-0.86970399
6382,-0.78727261
6383,-0.64666972
6384,-0.60093247
6385,-0.51432735
6386,-0.66614717
6387,-0.78814214
6388,-1.0294365
6389,-1.0859559
6390,-1.2032554
6391,-1.3237287
6392,-1.3538318
6393,-1.3063034
6394,-1.2954516
6395,-1.1683873
6396,-1.0632612
6397,-0.85100911
6398,-0.71684073
6399,-0.64101778
6400,-0.87406154
6401,-0.7641122
6402,-0.58181723
6403,-0.27532129
6404,-0.067613764
6405,0.27270834
6406,0.52734895
6407,0.8822661
6408,1.13891
6409,1.3616132
6410,1.4413422
6411,1.5613077
6412,1.5128865
6413,1.4028227
6414,1.3206898
6415,1.1418862
6416,0.89777692
6417,0.68989769
6418,0.50680142
6419,0.26767162
6420,-0.01369795
6421,-0.29895953
6422,-0.61810452
6423,-0.85643302
6424,-0.90674299
6425,-0.79410359
6426,-0.60660019
6427,-0.2963267
6428,0.003644397
6429,0.34951834
6430,0.67003698
6431,1.003777
6432,1.3582363
6433,1.4073443
6434,1.4614891
6435,1.4230841
6436,1.5419621
6437,1.5168358
6438,1.5267375
6439,1.5295993
6440,1.5624524
6441,1.5773909
6442,1.3176563
6443,0.95913334
6444,0.57926152
6445,0.25651071
6446,-0.10178334
6447,-0.39385594
6448,-0.54615953
6449,-0.77435735
6450,-0.17498751
6451,-0.23628669
6452,-0.40364321
6453,-0.55983881
6454,-0.77115217
6455,-1.0441654
6456,-1.3038828
6457,-1.5190137
6458,-1.5678012
6459,-1.3894154
6460,-1.1968124
6461,-0.96603894
6462,-0.78494591
6463,-0.58582371
6464,-0.37588401
6465,-0.2847079
6466,-0.40318533
6467,-0.63069632
6468,-0.7229599
6469,-0.92992336
6470,-1.1962972
6471,-1.4363542
6472,-1.5083107
6473,-1.438306
6474,-1.2748815
6475,-1.0639688
6476,-0.89289201
6477,-0.76995022
6478,-0.49184307
6479,-0.27658047
6480,-0.80613483
6481,-0.97485712
6482,-0.7907576
6483,-0.51973407
6484,-0.15879651
6485,0.21082634
6486,0.48597894
6487,0.72902447
6488,1.0772901
6489,1.1736113
6490,1.3916688
6491,1.4726128
6492,1.3804919
6493,1.2561215
6494,1.089962
6495,0.86898566
6496,0.74361859
6497,0.68431662
6498,0.47323578
6499,0.30914089
6500,0.070224425
6501,-0.2116913
6502,-0.58508726
6503,-0.85333435
6504,-0.8420862
6505,-0.7605015
6506,-0.50506876
6507,-0.29277767
6508,0.058335555
6509,0.41970026
6510,0.74482883
6511,1.1007118
6512,1.4936141
6513,1.700993
6514,1.6710929
6515,1.6142826
6516,1.5811076
6517,1.3934486
6518,1.4577339
6519,1.4232775
6520,1.4478384
6521,1.5274297
6522,1.4639275
6523,1.2388933
6524,0.92444332
6525,0.55460691
6526,0.18968266
6527,-0.1635663
6528,-0.43494578
6529,-0.6811949
6530,-0.37222665
6531,-0.42775551
6532,-0.60672928
6533,-0.87732567
6534,-1.0405663
6535,-1.2168917
6536,-1.3058732
6537,-1.4550821
6538,-1.3813853
6539,-1.1724117
6540,-1.1058483
6541,-1.0851317
6542,-0.85931438
6543,-0.67514368
6544,-0.47915529
6545,-0.35300512
6546,-0.32687808
6547,-0.43159981
6548,-0.60836667
6549,-0.89747267
6550,-1.1204424
6551,-1.2564169
6552,-1.4909266
6553,-1.4653691
6554,-1.3650755
6555,-1.1604516
6556,-0.85034434
6557,-0.67507249
6558,-0.48556247
6559,-0.29469982
6560,-0.98202796
6561,-0.84043677
6562,-0.60762954
6563,-0.32259721
6564,0.051160847
6565,0.27286847
6566,0.624285
6567,0.81596675
6568,0.86804954
6569,0.97164591
6570,0.96936907
6571,0.96019054
6572,0.8292009
6573,0.73613493
6574,0.64748034
6575,0.23345062
6576,0.058845194
6577,-0.2744989
6578,-0.58941479
6579,-0.76757778
6580,-0.93905254
6581,-0.79973819
6582,-0.5529853
6583,-0.23963474
6584,0.11313368
6585,0.47678825
6586,0.78857348
6587,1.0780883
6588,1.433347
6589,1.8087416
6590,1.8495825
6591,1.6315036
6592,1.369382
6593,1.1838904
6594,0.98317243
6595,0.96282314
6596,0.93799132
6597,1.1380689
6598,1.4231013
6599,1.6802422
6600,1.9257144
6601,1.7856174
6602,1.4691362
6603,1.0938128
6604,0.72055278
6605,0.35028114
6606,-0.020915474
6607,-0.37204741
6608,-0.64868387
6609,-0.9076748
6610,-0.28837341
6611,-0.41907845
6612,-0.60478348
6613,-0.926103
6614,-1.1241172
6615,-1.3912906
6616,-1.4231664
6617,-1.4589911
6618,-1.3234833
6619,-1.2337615
6620,-1.110385
6621,-0.98309523
6622,-0.66398141
6623,-0.31640705
6624,0.023554122
6625,0.21964725
6626,0.080830962
6627,-0.1876231
6628,-0.37019747
6629,-0.67878089
6630,-1.0259283
6631,-1.2421573
6632,-1.435689
6633,-1.5712181
6634,-1.549894
6635,-1.4431599
6636,-1.117927
6637,-0.89913664
6638,-0.58656874
6639,-0.32601248
6640,-0.92476752
6641,-0.85845275
6642,-0.60998319
6643,-0.30033538
6644,0.022498723
6645,0.41371753
6646,0.65988716
6647,0.81267946
6648,1.2176212
6649,1.3366045
6650,1.3880463
6651,1.3857464
6652,1.5087162
6653,1.3537773
6654,1.3156751
6655,1.1559063
6656,1.0089405
6657,0.78891347
6658,0.49053534
6659,0.22182636
6660,-0.0070937638
6661,-0.32954454
6662,-0.64156895
6663,-0.93335394
6664,-1.0432141
6665,-0.82173046
6666,-0.55248483
6667,-0.26928626
6668,0.04986794
6669,0.37576862
6670,0.70596251
6671,1.038993
6672,1.3001888
6673,1.3768533
6674,1.3822965
6675,1.4962199
6676,1.4830336
6677,1.433815
6678,1.363897
6679,1.4299051
6680,1.4581177
6681,1.5303356
6682,1.4337384
6683,1.1729258
6684,0.83261222
6685,0.43066038
6686,0.082450342
6687,-0.24705357
6688,-0.54458839
6689,-0.78523818
6690,-0.22865409
6691,-0.30010538
6692,-0.42936169
6693,-0.63351918
6694,-0.77933501
6695,-1.1316849
6696,-1.3834281
6697,-1.4511075
6698,-1.4061897
6699,-1.3006074
6700,-1.0961126
6701,-0.96739297
6702,-0.69952729
6703,-0.51491924
6704,-0.40659234
6705,-0.36051699
6706,-0.35300387
6707,-0.57088431
6708,-0.8719457
6709,-0.97122619
6710,-1.2124816
6711,-1.3643769
6712,-1.4396308
6713,-1.4709866
6714,-1.3108498
6715,-1.2616082
6716,-0.99253891
6717,-0.80149104
6718,-0.50380289
6719,-0.37615654
6720,-1.0392231
6721,-0.88186189
6722,-0.62771133
6723,-0.32485237
6724,-0.1666927
6725,0.13633736
6726,0.46799929
6727,0.77131452
6728,1.0206171
6729,1.1829974
6730,1.1636053
6731,1.3355676
6732,1.337906
6733,1.2857185
6734,1.1597269
6735,1.0738883
6736,0.95633796
6737,0.80023156
6738,0.41113481
6739,0.16548255
6740,-0.20125626
6741,-0.56075155
6742,-0.89036019
6743,-0.93593163
6744,-1.0237664
6745,-0.86515046
6746,-0.58539092
6747,-0.27899576
6748,0.083579446
6749,0.45174414
6750,0.81665781
6751,1.1977126
6752,1.4268815
6753,1.2623339
6754,1.1912675
6755,1.2405463
6756,1.200108
6757,1.2214964
6758,1.4579089
6759,1.6659747
6760,1.7614523
6761,1.77862
6762,1.6089962
6763,1.2010206
6764,0.79504133
6765,0.39197085
6766,-0.006536777
6767,-0.36854163
6768,-0.65109592
6769,-0.93176803
6770,0.084549051
6771,0.001562276
6772,-0.21465962
6773,-0.5350285
6774,-0.78113705
6775,-1.2032574
6776,-1.4541569
6777,-1.726981
6778,-1.6868564
6779,-1.4647656
6780,-1.1731426
6781,-0.80680306
6782,-0.47611074
6783,-0.23485022
6784,-0.13492388
6785,0.054491298
6786,-0.069675169
6787,-0.34110752
6788,-0.63638074
6789,-0.96102728
6790,-1.2785444
6791,-1.4517615
6792,-1.6266896
6793,-1.5114777
6794,-1.3651814
6795,-1.084053
6796,-0.85648106
6797,-0.53417297
6798,-0.16395499
6799,-0.049712714
6800,-0.7594799
6801,-0.64313031
6802,-0.43433434
6803,-0.10788498
6804,0.095261143
6805,0.26562574
6806,0.49031578
6807,0.78205895
6808,1.0284792
6809,1.1654414
6810,1.3063771
6811,1.4176977
6812,1.4069568
6813,1.4541423
6814,1.4248376
6815,1.2274034
6816,1.0387855
6817,0.73363169
6818,0.59319266
6819,0.17466942
6820,-0.025496561
6821,-0.22634549
6822,-0.55322946
6823,-0.7982217
6824,-0.92264249
6825,-0.74898732
6826,-0.49710352
6827,-0.15500842
6828,0.16560483
6829,0.53818426
6830,0.86438528
6831,1.2260996
6832,1.5215059
6833,1.482019
6834,1.3374202
6835,1.2911039
6836,1.4198707
6837,1.3938566
6838,1.4720852
6839,1.4072672
6840,1.5260382
6841,1.4721473
6842,1.4245893
6843,1.0625645
6844,0.76591653
6845,0.42431813
6846,0.055091357
6847,-0.25800947
6848,-0.57104821
6849,-0.8185239
6850,-0.44147426
6851,-0.38478954
6852,-0.50362257
6853,-0.67019991
6854,-0.97224938
6855,-1.1274029
6856,-1.3090237
6857,-1.3872399
6858,-1.3348391
6859,-1.4540199
6860,-1.3424261
6861,-1.1096462
6862,-0.86452979
6863,-0.72191773
6864,-0.50585767
6865,-0.35008334
6866,-0.42036494
6867,-0.55614751
6868,-0.48151987
6869,-0.71564702
6870,-1.016641
6871,-1.1689385
6872,-1.3425813
6873,-1.5109405
6874,-1.453815
6875,-1.3091727
6876,-1.2062524
6877,-1.0110533
6878,-0.71539868
6879,-0.54770379
6880,-0.86745123
6881,-0.71452699
6882,-0.53254237
6883,-0.22776579
6884,0.10321277
6885,0.3720212
6886,0.54382277
6887,0.67477309
6888,0.9509657
6889,1.2201314
6890,1.283433
6891,1.3234506
6892,1.3876454
6893,1.3765096
6894,1.2859937
6895,1.1674893
6896,1.007955
6897,0.8542566
6898,0.67364164
6899,0.27805139
6900,0.13066529
6901,-0.19924137
6902,-0.5062213
6903,-0.7504356
6904,-0.90520589
6905,-0.90330029
6906,-0.64407941
6907,-0.35377346
6908,-0.075853893
6909,0.26465266
6910,0.61569955
6911,0.92488283
6912,1.2708084
6913,1.5047206
6914,1.4699434
6915,1.3694231
6916,1.4173608
6917,1.3581682
6918,1.3786534
6919,1.3235101
6920,1.3746635
6921,1.4192069
6922,1.3572154
6923,1.2210842
6924,0.85074315
6925,0.48236723
6926,0.16675256
6927,-0.21484345
6928,-0.54868041
6929,-0.76883653
6930,0.10476107
6931,0.097615078
6932,-0.13284318
6933,-0.35222516
6934,-0.62913237
6935,-0.89144985
6936,-1.157519
6937,-1.3994882
6938,-1.6252242
6939,-1.8965099
6940,-1.6410526
6941,-1.394367
6942,-1.139654
6943,-0.9468313
6944,-0.70773829
6945,-0.44536126
6946,-0.29803471
6947,-0.14213298
6948,-0.38408438
6949,-0.68028577
6950,-0.97208047
6951,-1.3250925
6952,-1.5060052
6953,-1.6473113
6954,-1.5429976
6955,-1.287576
6956,-1.0224002
6957,-0.75829619
6958,-0.40980995
6959,-0.057988912
6960,-0.88866372
6961,-0.80416392
6962,-0.62449407
6963,-0.34841468
6964,-0.087316773
6965,0.22239008
6966,0.56502383
6967,0.81270309
6968,1.0542928
6969,1.2459801
6970,1.4047945
6971,1.4431643
6972,1.4627264
6973,1.4103452
6974,1.2787453
6975,1.0330061
6976,0.74463979
6977,0.54071936
6978,0.41138293
6979,0.039971827
6980,-0.16739758
6981,-0.4898764
6982,-0.78427844
6983,-0.95171522
6984,-0.86532927
6985,-0.70091034
6986,-0.47877502
6987,-0.18027733
6988,0.08955079
6989,0.40798785
6990,0.72038921
6991,1.0155996
6992,1.3295099
6993,1.5577348
6994,1.6449291
6995,1.5165088
6996,1.3638918
6997,1.398651
6998,1.4690855
6999,1.5190955
7000,1.5013657
7001,1.5797759
7002,1.5405977
7003,1.1676238
7004,0.84686946
7005,0.47896122
7006,0.11622643
7007,-0.20803077
7008,-0.54107207
7009,-0.76924308
7010,-0.22312002
7011,-0.1299439
7012,-0.34652853
7013,-0.50394174
7014,-0.71195782
7015,-0.97742084
7016,-1.2388367
7017,-1.4850609
7018,-1.5598659
7019,-1.4463786
7020,-1.2421509
7021,-1.0481248
7022,-0.80712788
7023,-0.58704039
7024,-0.39939479
7025,-0.21277311
7026,-0.33952281
7027,-0.50496565
7028,-0.71896355
7029,-0.98787553
7030,-1.1946521
7031,-1.3840815
7032,-1.5146089
7033,-1.4447457
7034,-1.3220916
7035,-1.1424326
7036,-1.0004319
7037,-0.75727946
7038,-0.50351062
7039,-0.30945209
7040,-0.94210145
7041,-0.78398067
7042,-0.58929183
7043,-0.28652272
7044,0.0060217764
7045,0.3412691
7046,0.49090946
7047,0.39648206
7048,0.53794272
7049,0.69010916
7050,0.88557989
7051,1.2625076
7052,1.419666
7053,1.5053724
7054,1.3238553
7055,1.1682606
7056,0.96100151
7057,0.78910757
7058,0.62659622
7059,0.27456848
7060,-0.082330991
7061,-0.44759059
7062,-0.74392421
7063,-0.91245005
7064,-0.91810366
7065,-0.77700387
7066,-0.55170131
7067,-0.2313699
7068,0.06983545
7069,0.4257726
7070,0.72649679
7071,1.0888694
7072,1.4050509
7073,1.6284889
7074,1.59571
7075,1.4233349
7076,1.2982938
7077,1.4190045
7078,1.4483551
7079,1.5765238
7080,1.6806946
7081,1.7185258
7082,1.5478948
7083,1.1339781
7084,0.77846193
7085,0.37242413
7086,0.026471021
7087,-0.27557636
7088,-0.59043458
7089,-0.85657549
7090,-0.1841562
7091,-0.20665037
7092,-0.45174059
7093,-0.69111704
7094,-0.98594704
7095,-1.2833031
7096,-1.468441
7097,-1.6715441
7098,-1.5905831
7099,-1.3472611
7100,-1.0898773
7101,-0.86734142
7102,-0.62038671
7103,-0.31569296
7104,-0.026396291
7105,0.11482379
7106,-0.023569484
7107,-0.14620481
7108,-0.44807175
7109,-0.68696705
7110,-1.0471745
7111,-1.2778901
7112,-1.5428221
7113,-1.5822831
7114,-1.5474292
7115,-1.3443261
7116,-1.1129128
7117,-0.78981472
7118,-0.54382233
7119,-0.27557636
7120,-0.91748217
7121,-0.88266799
7122,-0.65583858
7123,-0.42014446
7124,-0.097199987
7125,0.20887465
7126,0.56507526
7127,0.86932323
7128,1.0691287
7129,1.3527997
7130,1.5181134
7131,1.5247216
7132,1.4956561
7133,1.3600527
7134,1.2043022
7135,0.89838877
7136,0.6703774
7137,0.52069793
7138,0.2805983
7139,0.0019237116
7140,-0.27250656
7141,-0.55993842
7142,-0.65186289
7143,-0.92452022
7144,-1.011878
7145,-0.87557621
7146,-0.6342409
7147,-0.35524396
7148,-0.076515638
7149,0.26448063
7150,0.61165534
7151,0.92036253
7152,1.2717816
7153,1.474327
7154,1.5288585
7155,1.4400501
7156,1.4633133
7157,1.4717482
7158,1.3861633
7159,1.5282138
7160,1.5500263
7161,1.6757979
7162,1.5408393
7163,1.2360003
7164,0.88527973
7165,0.4971124
7166,0.11012703
7167,-0.28663639
7168,-0.58583415
7169,-0.84527499
7170,-0.090914094
7171,-0.21829745
7172,-0.42976134
7173,-0.5580043
7174,-0.7335795
7175,-1.0227306
7176,-1.3172005
7177,-1.5312701
7178,-1.5952626
7179,-1.4517616
7180,-1.1886889
7181,-1.0101051
7182,-0.80879532
7183,-0.53667524
7184,-0.23860572
7185,0.068274805
7186,-0.0042010047
7187,-0.27836265
7188,-0.43620841
7189,-0.81094434
7190,-1.069633
7191,-1.295764
7192,-1.4924211
7193,-1.5271816
7194,-1.393652
7195,-1.2214615
7196,-0.9414975
7197,-0.66540174
7198,-0.39107892
7199,-0.151624
7200,-0.84313699
7201,-0.80320315
7202,-0.50093025
7203,-0.44904541
7204,-0.20966102
7205,-0.1475741
7206,0.2313601
7207,0.58099978
7208,0.95993398
7209,1.1499112
7210,1.1226571
7211,1.3688186
7212,1.4059104
7213,1.3242209
7214,1.2395437
7215,1.0455585
7216,0.8826897
7217,0.7561111
7218,0.47569979
7219,0.42818727
7220,0.22545747
7221,-0.038047545
7222,-0.39322549
7223,-0.70475313
7224,-0.9340812
