Time,root.MelbournePedestrian.d0.s0
24261,64.0
24262,57.0
24263,33.0
24264,13.0
24265,8.0
24266,9.0
24267,5.5
24268,2.0
24269,4.0
24270,4.0
24271,7.0
24272,26.0
24273,37.0
24274,45.0
24275,73.0
24276,85.0
24277,78.0
24278,85.0
24279,113.0
24280,65.0
24281,91.0
24282,60.0
24283,42.0
24284,33.0
24285,21.0
24286,24.0
24287,24.0
24288,13.0
24289,2.0
24290,1.0
24291,9.0
24292,5.5
24293,2.0
24294,30.0
24295,87.0
24296,199.0
24297,220.0
24298,188.0
24299,222.0
24300,299.0
24301,269.0
24302,269.0
24303,238.0
24304,316.0
24305,402.0
24306,275.0
24307,198.0
24308,165.0
24309,113.0
24310,62.0
24311,31.0
24312,6.0
24313,8.0
24314,5.0
24315,3.5
24316,2.0
24317,1.0
24318,5.0
24319,5.0
24320,7.0
24321,12.0
24322,17.0
24323,24.0
24324,26.0
24325,37.0
24326,37.0
24327,20.0
24328,42.0
24329,38.0
24330,17.0
24331,20.0
24332,14.0
24333,11.0
24334,8.0
24335,4.0
24336,5.0
24337,16.0
24338,3.0
24339,1.0
24340,2.0
24341,5.0
24342,24.0
24343,65.0
24344,111.0
24345,178.0
24346,137.0
24347,155.0
24348,171.0
24349,231.0
24350,181.0
24351,239.0
24352,207.0
24353,291.0
24354,171.0
24355,119.0
24356,131.0
24357,71.0
24358,38.0
24359,16.0
24360,13.0
24361,4.0
24362,3.0
24363,0.0
24364,3.0
24365,3.0
24366,21.0
24367,61.0
24368,166.0
24369,240.0
24370,205.0
24371,243.0
24372,319.0
24373,357.0
24374,295.0
24375,317.0
24376,315.0
24377,370.0
24378,295.0
24379,227.0
24380,142.0
24381,96.0
24382,51.0
24383,33.0
24384,25.0
24385,36.0
24386,13.0
24387,10.0
24388,4.0
24389,4.0
24390,14.0
24391,22.0
24392,56.0
24393,93.0
24394,116.0
24395,105.0
24396,142.0
24397,137.0
24398,131.0
24399,155.0
24400,137.0
24401,144.0
24402,136.0
24403,122.0
24404,72.0
24405,104.0
24406,58.0
24407,45.0
24408,16.0
24409,15.0
24410,5.0
24411,6.0
24412,2.0
24413,3.0
24414,43.0
24415,64.0
24416,209.0
24417,160.0
24418,179.0
24419,188.0
24420,235.0
24421,266.0
24422,198.0
24423,209.0
24424,202.0
24425,315.0
24426,229.0
24427,116.0
24428,156.0
24429,87.0
24430,84.0
24431,88.0
24432,47.0
24433,16.0
24434,15.0
24435,2.0
24436,4.0
24437,2.0
24438,11.0
24439,23.0
24440,58.0
24441,78.0
24442,106.0
24443,116.0
24444,148.0
24445,147.0
24446,143.0
24447,149.0
24448,131.0
24449,180.0
24450,134.0
24451,103.0
24452,123.0
24453,79.0
24454,79.0
24455,69.0
24456,15.0
24457,15.0
24458,2.0
24459,6.0
24460,5.0
24461,4.0
24462,17.0
24463,53.0
24464,113.0
24465,103.0
24466,110.0
24467,119.0
24468,149.0
24469,197.0
24470,131.0
24471,174.0
24472,175.0
24473,191.0
24474,135.0
24475,98.0
24476,104.0
24477,63.0
24478,47.0
24479,30.0
24480,20.0
24481,15.0
24482,6.0
24483,4.0
24484,3.0
24485,6.0
24486,20.0
24487,87.0
24488,143.0
24489,149.0
24490,142.0
24491,128.0
24492,233.0
24493,205.0
24494,171.0
24495,177.0
24496,191.0
24497,278.0
24498,163.0
24499,141.0
24500,94.0
24501,75.0
24502,66.0
24503,39.0
24504,16.0
24505,11.0
24506,2.0
24507,3.0
24508,1.0
24509,4.0
24510,38.0
24511,69.0
24512,214.0
24513,241.0
24514,248.0
24515,271.0
24516,263.0
24517,344.0
24518,304.0
24519,263.0
24520,226.0
24521,345.0
24522,249.0
24523,164.0
24524,120.0
24525,128.0
24526,73.0
24527,67.0
24528,10.0
24529,5.0
24530,1.0
24531,3.0
24532,3.0
24533,1.0
24534,2.0
24535,5.0
24536,21.0
24537,46.0
24538,34.0
24539,41.0
24540,37.0
24541,43.0
24542,30.0
24543,56.0
24544,59.0
24545,37.0
24546,41.0
24547,29.0
24548,23.0
24549,23.0
24550,13.0
24551,9.0
24552,48.0
24553,10.0
24554,16.0
24555,5.0
24556,3.0
24557,4.0
24558,8.0
24559,18.0
24560,67.0
24561,78.0
24562,106.0
24563,110.0
24564,169.0
24565,173.0
24566,139.0
24567,134.0
24568,129.0
24569,162.0
24570,62.0
24571,77.0
24572,70.0
24573,46.0
24574,60.0
24575,28.0
24576,23.0
24577,4.0
24578,7.0
24579,2.0
24580,0.0
24581,4.0
24582,29.0
24583,73.0
24584,262.0
24585,303.0
24586,254.0
24587,250.0
24588,304.0
24589,338.0
24590,338.0
24591,349.0
24592,344.0
24593,446.0
24594,346.0
24595,232.0
24596,140.0
24597,160.0
24598,60.0
24599,45.0
24600,13.0
24601,9.0
24602,4.0
24603,2.0
24604,4.0
24605,4.0
24606,16.0
24607,69.0
24608,229.0
24609,247.0
24610,268.0
24611,262.0
24612,300.0
24613,307.0
24614,294.0
24615,337.0
24616,328.0
24617,412.0
24618,341.0
24619,199.0
24620,158.0
24621,133.0
24622,75.0
24623,42.0
24624,14.0
24625,2.0
24626,0.0
24627,3.0
24628,1.0
24629,44.0
24630,32.0
24631,99.0
24632,276.0
24633,282.0
24634,239.0
24635,299.0
24636,361.0
24637,339.0
24638,275.0
24639,293.0
24640,318.0
24641,414.0
24642,360.0
24643,225.0
24644,153.0
24645,104.0
24646,67.0
24647,36.0
24648,15.0
24649,7.0
24650,0.0
24651,0.0
24652,2.0
24653,35.0
24654,29.0
24655,102.0
24656,214.0
24657,265.0
24658,252.0
24659,277.0
24660,313.0
24661,360.0
24662,310.0
24663,325.0
24664,285.0
24665,438.0
24666,288.0
24667,200.0
24668,176.0
24669,78.0
24670,58.0
24671,29.0
24672,24.0
24673,9.0
24674,17.0
24675,3.0
24676,3.0
24677,3.0
24678,6.0
24679,70.0
24680,88.0
24681,128.0
24682,60.0
24683,71.0
24684,115.0
24685,104.0
24686,119.0
24687,99.0
24688,114.0
24689,71.0
24690,80.0
24691,43.0
24692,22.0
24693,15.0
24694,17.0
24695,7.0
24696,24.0
24697,15.0
24698,7.0
24699,8.0
24700,6.0
24701,2.0
24702,23.0
24703,80.0
24704,226.0
24705,272.0
24706,294.0
24707,308.0
24708,314.0
24709,332.0
24710,320.0
24711,359.0
24712,340.0
24713,419.0
24714,271.0
24715,213.0
24716,167.0
24717,90.0
24718,62.0
24719,58.0
24720,8.0
24721,0.0
24722,4.0
24723,0.0
24724,0.0
24725,6.0
24726,15.0
24727,118.0
24728,172.0
24729,277.0
24730,148.0
24731,207.0
24732,338.0
24733,301.0
24734,277.0
24735,360.0
24736,332.0
24737,441.0
24738,265.0
24739,159.0
24740,118.0
24741,74.0
24742,86.0
24743,96.0
24744,22.0
24745,19.0
24746,18.0
24747,12.0
24748,13.0
24749,4.0
24750,7.0
24751,18.0
24752,27.0
24753,42.0
24754,68.0
24755,77.0
24756,140.0
24757,142.0
24758,110.0
24759,120.0
24760,137.0
24761,83.0
24762,97.0
24763,72.0
24764,86.0
24765,39.0
24766,23.0
24767,68.0
24768,21.0
24769,16.0
24770,4.0
24771,2.0
24772,1.0
24773,6.0
24774,18.0
24775,64.0
24776,262.0
24777,293.0
24778,282.0
24779,345.0
24780,327.0
24781,322.0
24782,289.0
24783,380.0
24784,362.0
24785,436.0
24786,278.0
24787,207.0
24788,164.0
24789,106.0
24790,48.0
24791,79.0
24792,23.0
24793,5.0
24794,1.0
24795,0.0
24796,2.0
24797,11.0
24798,18.0
24799,77.0
24800,272.0
24801,301.0
24802,278.0
24803,309.0
24804,344.0
24805,294.0
24806,256.0
24807,336.0
24808,319.0
24809,415.0
24810,429.0
24811,214.0
24812,190.0
24813,148.0
24814,49.0
24815,19.0
24816,11.0
24817,3.0
24818,3.0
24819,0.0
24820,2.0
24821,8.0
24822,29.0
24823,106.0
24824,371.0
24825,414.0
24826,421.0
24827,364.0
24828,369.0
24829,343.0
24830,345.0
24831,421.0
24832,455.0
24833,595.0
24834,423.0
24835,263.0
24836,199.0
24837,102.0
24838,83.0
24839,18.0
24840,21.0
24841,7.0
24842,3.0
24843,1.0
24844,5.0
24845,4.0
24846,10.0
24847,72.0
24848,248.0
24849,297.0
24850,325.0
24851,373.0
24852,375.0
24853,373.0
24854,303.0
24855,370.0
24856,432.0
24857,415.0
24858,336.0
24859,218.0
24860,190.0
24861,96.0
24862,90.0
24863,53.0
24864,12.0
24865,3.0
24866,1.0
24867,2.0
24868,3.0
24869,0.0
24870,6.0
24871,10.0
24872,17.0
24873,46.0
24874,59.0
24875,88.0
24876,107.0
24877,91.0
24878,119.0
24879,87.0
24880,77.0
24881,82.0
24882,73.0
24883,40.0
24884,30.0
24885,27.0
24886,11.0
24887,10.0
24888,11.0
24889,10.0
24890,2.0
24891,1.0
24892,3.0
24893,6.0
24894,15.0
24895,54.0
24896,162.0
24897,130.0
24898,160.0
24899,127.0
24900,150.0
24901,199.0
24902,124.0
24903,150.0
24904,157.0
24905,199.0
24906,145.0
24907,81.0
24908,57.0
24909,48.0
24910,27.0
24911,23.0
24912,14.0
24913,10.0
24914,0.0
24915,3.0
24916,2.0
24917,3.0
24918,14.0
24919,60.0
24920,156.0
24921,158.0
24922,129.0
24923,122.0
24924,149.0
24925,201.0
24926,131.0
24927,142.0
24928,149.0
24929,263.0
24930,154.0
24931,87.0
24932,78.0
24933,34.0
24934,25.0
24935,11.0
24936,9.0
24937,1.0
24938,0.0
24939,0.0
24940,2.0
24941,1.0
24942,18.0
24943,86.0
24944,266.0
24945,285.0
24946,271.0
24947,265.0
24948,362.0
24949,390.0
24950,334.0
24951,343.0
24952,396.0
24953,512.0
24954,380.0
24955,234.0
24956,195.0
24957,125.0
24958,66.0
24959,13.0
24960,16.0
24961,7.0
24962,7.0
24963,2.0
24964,1.0
24965,3.0
24966,28.0
24967,68.0
24968,177.0
24969,154.0
24970,123.0
24971,160.0
24972,182.0
24973,226.0
24974,183.0
24975,173.0
24976,180.0
24977,256.0
24978,264.0
24979,124.0
24980,82.0
24981,70.0
24982,71.0
24983,40.0
24984,23.0
24985,9.0
24986,5.0
24987,4.0
24988,5.0
24989,8.0
24990,32.0
24991,59.0
24992,127.0
24993,127.0
24994,100.0
24995,136.0
24996,122.0
24997,74.0
24998,70.0
24999,118.0
25000,108.0
25001,163.0
25002,180.0
25003,129.0
25004,80.0
25005,69.0
25006,59.0
25007,51.0
25008,4.0
25009,1.0
25010,0.0
25011,1.0
25012,0.0
25013,4.0
25014,17.0
25015,41.0
25016,140.0
25017,103.0
25018,87.0
25019,108.0
25020,176.0
25021,213.0
25022,122.0
25023,112.0
25024,156.0
25025,220.0
25026,157.0
25027,96.0
25028,95.0
25029,116.0
25030,24.0
25031,37.0
25032,23.0
25033,6.0
25034,4.0
25035,2.0
25036,2.0
25037,1.0
25038,19.0
25039,61.0
25040,162.0
25041,201.0
25042,203.0
25043,198.0
25044,225.0
25045,242.0
25046,271.0
25047,254.0
25048,273.0
25049,391.0
25050,337.0
25051,224.0
25052,192.0
25053,98.0
25054,73.0
25055,24.0
25056,35.0
25057,22.0
25058,14.0
25059,7.0
25060,2.0
25061,3.0
25062,8.0
25063,16.0
25064,39.0
25065,66.0
25066,93.0
25067,115.0
25068,125.0
25069,137.0
25070,106.0
25071,117.0
25072,132.0
25073,112.0
25074,100.0
25075,80.0
25076,76.0
25077,83.0
25078,62.0
25079,28.0
25080,29.0
25081,9.0
25082,3.0
25083,6.0
25084,4.0
25085,2.0
25086,25.0
25087,49.0
25088,210.0
25089,242.0
25090,240.0
25091,228.0
25092,295.0
25093,365.0
25094,283.0
25095,286.0
25096,278.0
25097,418.0
25098,288.0
25099,283.0
25100,97.0
25101,83.0
25102,49.0
25103,76.0
25104,6.0
25105,4.0
25106,2.0
25107,1.5
25108,1.0
25109,6.0
25110,18.0
25111,53.0
25112,97.0
25113,118.0
25114,65.0
25115,102.0
25116,153.0
25117,206.0
25118,83.0
25119,149.0
25120,138.0
25121,180.0
25122,108.0
25123,84.0
25124,28.0
25125,44.0
25126,44.0
25127,16.0
25128,13.0
25129,4.0
25130,7.0
25131,3.0
25132,2.0
25133,3.0
25134,12.0
25135,77.0
25136,176.0
25137,148.0
25138,142.0
25139,132.0
25140,191.0
25141,197.0
25142,114.0
25143,146.0
25144,158.0
25145,243.0
25146,176.0
25147,141.0
25148,70.0
25149,71.0
25150,41.0
25151,22.0
25152,14.0
25153,1.0
25154,7.0
25155,1.0
25156,1.0
25157,1.0
25158,12.0
25159,37.0
25160,54.0
25161,77.0
25162,88.0
25163,102.0
25164,152.0
25165,128.0
25166,139.0
25167,127.0
25168,139.0
25169,194.0
25170,165.0
25171,118.0
25172,82.0
25173,52.0
25174,46.0
25175,41.0
25176,10.0
25177,0.0
25178,2.0
25179,0.0
25180,0.0
25181,4.0
25182,19.0
25183,72.0
25184,228.0
25185,293.0
25186,257.0
25187,264.0
25188,351.0
25189,373.0
25190,347.0
25191,328.0
25192,359.0
25193,472.0
25194,397.0
25195,232.0
25196,209.0
25197,146.0
25198,69.0
25199,40.0
25200,24.0
25201,20.0
25202,8.0
25203,1.0
25204,1.0
25205,2.0
25206,9.0
25207,18.0
25208,54.0
25209,65.0
25210,92.0
25211,98.0
25212,124.0
25213,146.0
25214,155.0
25215,145.0
25216,152.0
25217,135.0
25218,128.0
25219,136.0
25220,70.0
25221,66.0
25222,36.0
25223,43.0
25224,15.0
25225,22.0
25226,9.0
25227,4.0
25228,5.0
25229,3.0
25230,2.0
25231,18.0
25232,29.0
25233,64.0
25234,60.0
25235,133.0
25236,135.0
25237,141.0
25238,124.0
25239,126.0
25240,143.0
25241,107.0
25242,109.0
25243,94.0
25244,98.0
25245,74.0
25246,78.0
25247,30.0
25248,3.0
25249,2.0
25250,2.0
25251,0.0
25252,2.0
25253,4.0
25254,9.0
25255,63.0
25256,217.0
25257,215.0
25258,107.0
25259,149.0
25260,155.0
25261,192.0
25262,125.0
25263,135.0
25264,195.0
25265,204.0
25266,164.0
25267,97.0
25268,61.0
25269,44.0
25270,32.0
25271,5.0
25272,31.0
25273,19.0
25274,3.0
25275,3.0
25276,11.0
25277,10.0
25278,24.0
25279,73.0
25280,138.0
25281,130.0
25282,138.0
25283,156.0
25284,234.0
25285,232.0
25286,161.0
25287,158.0
25288,209.0
25289,302.0
25290,238.0
25291,166.0
25292,106.0
25293,73.0
25294,72.0
25295,31.0
25296,19.0
25297,2.0
25298,5.0
25299,0.0
25300,5.0
25301,3.0
25302,19.0
25303,91.0
25304,143.0
25305,158.0
25306,135.0
25307,238.0
25308,215.0
25309,224.0
25310,204.0
25311,201.0
25312,199.0
25313,301.0
25314,228.0
25315,157.0
25316,102.0
25317,90.0
25318,80.0
25319,34.0
25320,8.0
25321,3.0
25322,0.0
25323,1.0
25324,2.0
25325,4.0
25326,54.0
25327,55.0
25328,134.0
25329,134.0
25330,85.0
25331,78.0
25332,182.0
25333,177.0
25334,143.0
25335,131.0
25336,162.0
25337,245.0
25338,254.0
25339,147.0
25340,77.0
25341,122.0
25342,79.0
25343,46.0
25344,21.0
25345,7.0
25346,3.0
25347,1.0
25348,1.0
25349,1.0
25350,18.0
25351,39.0
25352,186.0
25353,173.0
25354,116.0
25355,142.0
25356,195.0
25357,257.0
25358,175.0
25359,176.0
25360,214.0
25361,296.0
25362,209.0
25363,129.0
25364,128.0
25365,100.0
25366,42.0
25367,38.0
25368,4.0
25369,7.0
25370,1.0
25371,0.0
25372,1.0
25373,4.0
25374,17.0
25375,49.0
25376,157.0
25377,115.0
25378,107.0
25379,117.0
25380,169.0
25381,184.0
25382,125.0
25383,165.0
25384,219.0
25385,256.0
25386,148.0
25387,69.0
25388,75.0
25389,24.0
25390,39.0
25391,21.0
25392,6.0
25393,6.0
25394,4.0
25395,0.0
25396,3.0
25397,5.0
25398,23.0
25399,93.0
25400,265.0
25401,363.0
25402,303.0
25403,311.0
25404,359.0
25405,377.0
25406,313.0
25407,359.0
25408,386.0
25409,526.0
25410,356.0
25411,213.0
25412,165.0
25413,133.0
25414,72.0
25415,45.0
25416,14.0
25417,11.0
25418,0.0
25419,4.0
25420,1.0
25421,2.0
25422,12.0
25423,73.0
25424,268.0
25425,354.0
25426,291.0
25427,326.0
25428,352.0
25429,396.0
25430,326.0
25431,334.0
25432,355.0
25433,463.0
25434,388.0
25435,270.0
25436,210.0
25437,154.0
25438,74.0
25439,36.0
25440,19.0
25441,8.0
25442,6.0
25443,0.0
25444,2.0
25445,3.0
25446,20.0
25447,82.0
25448,252.0
25449,264.0
25450,270.0
25451,305.0
25452,306.0
25453,310.0
25454,242.0
25455,282.0
25456,314.0
25457,416.0
25458,364.0
25459,268.0
25460,172.0
25461,110.0
25462,76.0
25463,26.0
25464,27.0
25465,14.0
25466,10.0
25467,5.0
25468,2.0
25469,2.0
25470,17.0
25471,40.0
25472,58.0
25473,129.0
25474,91.0
25475,89.0
25476,114.0
25477,124.0
25478,131.0
25479,113.0
25480,109.0
25481,131.0
25482,98.0
25483,82.0
25484,87.0
25485,55.0
25486,41.0
25487,41.0
25488,15.0
25489,5.0
25490,2.0
25491,2.0
25492,2.0
25493,4.0
25494,32.0
25495,68.0
25496,181.0
25497,258.0
25498,226.0
25499,201.0
25500,258.0
25501,282.0
25502,221.0
25503,249.0
25504,270.0
25505,402.0
25506,235.0
25507,163.0
25508,114.0
25509,88.0
25510,63.0
25511,51.0
25512,20.0
25513,0.0
25514,3.0
25515,0.0
25516,2.0
25517,1.0
25518,17.0
25519,37.0
25520,85.0
25521,103.0
25522,77.0
25523,67.0
25524,104.0
25525,131.0
25526,103.0
25527,92.0
25528,111.0
25529,133.0
25530,132.0
25531,161.0
25532,121.0
25533,63.0
25534,35.0
25535,195.0
25536,19.0
25537,3.0
25538,3.0
25539,2.0
25540,3.0
25541,9.0
25542,29.0
25543,41.0
25544,136.0
25545,139.0
25546,147.0
25547,170.0
25548,239.0
25549,221.0
25550,183.0
25551,172.0
25552,202.0
25553,256.0
25554,204.0
25555,136.0
25556,81.0
25557,86.0
25558,49.0
25559,31.0
25560,21.0
25561,26.0
25562,4.0
25563,9.0
25564,4.0
25565,2.0
25566,9.0
25567,21.0
25568,96.0
25569,121.0
25570,122.0
25571,155.0
25572,151.0
25573,203.0
25574,146.0
25575,193.0
25576,152.0
25577,171.0
25578,172.0
25579,94.0
25580,62.0
25581,72.0
25582,31.0
25583,41.0
25584,13.0
25585,3.0
25586,5.0
25587,4.0
25588,1.0
25589,3.0
25590,32.0
25591,80.0
25592,229.0
25593,176.0
25594,198.0
25595,166.0
25596,281.0
25597,275.0
25598,232.0
25599,249.0
25600,295.0
25601,357.0
25602,301.0
25603,221.0
25604,131.0
25605,103.0
25606,49.0
25607,35.0
25608,31.0
25609,14.0
25610,5.0
25611,4.0
25612,3.0
25613,6.0
25614,22.0
25615,75.0
25616,119.0
25617,156.0
25618,150.0
25619,174.0
25620,248.0
25621,248.0
25622,196.0
25623,188.0
25624,217.0
25625,259.0
25626,220.0
25627,129.0
25628,83.0
25629,116.0
25630,45.0
25631,28.0
25632,4.0
25633,1.0
25634,2.0
25635,0.0
25636,1.0
25637,4.0
25638,20.0
25639,22.0
25640,80.0
25641,103.0
25642,117.0
25643,107.0
25644,142.0
25645,169.0
25646,103.0
25647,105.0
25648,144.0
25649,153.0
25650,99.0
25651,82.0
25652,63.0
25653,50.0
25654,31.0
25655,16.0
25656,124.0
25657,10.0
25658,12.0
25659,11.0
25660,2.0
25661,3.0
25662,4.0
25663,86.0
25664,271.0
25665,288.0
25666,260.0
25667,300.0
25668,340.0
25669,330.0
25670,308.0
25671,346.0
25672,363.0
25673,378.0
25674,288.0
25675,229.0
25676,186.0
25677,113.0
25678,72.0
25679,35.0
25680,22.0
25681,4.0
25682,10.0
25683,3.0
25684,3.0
25685,4.0
25686,34.0
25687,77.0
25688,160.0
25689,154.0
25690,131.0
25691,182.0
25692,195.0
25693,208.0
25694,164.0
25695,182.0
25696,176.0
25697,287.0
25698,249.0
25699,177.0
25700,149.0
25701,124.0
25702,62.0
25703,40.0
25704,18.0
25705,9.0
25706,3.0
25707,0.0
25708,3.0
25709,5.0
25710,24.0
25711,59.0
25712,123.0
25713,152.0
25714,132.0
25715,166.0
25716,225.0
25717,230.0
25718,224.0
25719,152.0
25720,202.0
25721,253.0
25722,234.0
25723,140.0
25724,103.0
25725,69.0
25726,54.0
25727,27.0
25728,8.0
25729,17.0
25730,3.0
25731,0.0
25732,1.0
25733,6.0
25734,18.0
25735,180.0
25736,185.0
25737,315.0
25738,199.0
25739,190.0
25740,268.0
25741,306.0
25742,283.0
25743,359.0
25744,271.0
25745,345.0
25746,287.0
25747,116.0
25748,121.0
25749,90.0
25750,90.0
25751,40.0
25752,16.0
25753,6.0
25754,10.0
25755,3.0
25756,4.0
25757,4.0
25758,5.0
25759,11.0
25760,31.0
25761,65.0
25762,85.0
25763,109.0
25764,103.0
25765,105.0
25766,116.0
25767,146.0
25768,172.0
25769,122.0
25770,116.0
25771,71.0
25772,88.0
25773,47.0
25774,66.0
25775,25.0
25776,610.0
25777,308.0
25778,153.0
25779,107.0
25780,51.0
25781,64.0
25782,194.0
25783,374.0
25784,747.0
25785,1189.0
25786,1744.0
25787,2513.0
25788,3074.0
25789,3325.0
25790,3046.0
25791,3231.0
25792,4071.0
25793,3718.0
25794,3161.0
25795,3136.0
25796,3013.0
25797,2125.0
25798,1898.0
25799,1298.0
25800,343.0
25801,119.0
25802,50.0
25803,54.0
25804,34.0
25805,140.0
25806,793.0
25807,1807.0
25808,3768.0
25809,2161.0
25810,1799.0
25811,2042.0
25812,3902.0
25813,4211.0
25814,2878.0
25815,2899.0
25816,3669.0
25817,5164.0
25818,4587.0
25819,3757.0
25820,3301.0
25821,3180.0
25822,2630.0
25823,1482.0
25824,217.0
25825,97.0
25826,39.0
25827,47.0
25828,26.0
25829,194.0
25830,861.0
25831,1884.0
25832,3724.0
25833,2207.0
25834,1529.0
25835,1680.0
25836,3605.0
25837,3427.0
25838,2257.0
25839,2193.0
25840,2688.0
25841,4613.0
25842,3869.0
25843,2892.0
25844,2293.0
25845,1830.0
25846,1230.0
25847,735.0
25848,182.0
25849,55.0
25850,30.0
25851,23.0
25852,31.0
25853,161.0
25854,738.0
25855,1424.0
25856,3395.0
25857,1905.0
25858,1133.0
25859,1345.0
25860,2865.0
25861,2827.0
25862,1594.0
25863,1672.0
25864,2462.0
25865,3837.0
25866,2532.0
25867,1735.0
25868,1416.0
25869,1300.0
25870,1004.0
25871,494.0
25872,2132.0
25873,271.0
25874,80.0
25875,54.0
25876,37.0
25877,145.0
25878,845.0
25879,1707.0
25880,3406.0
25881,1927.0
25882,1579.0
25883,1741.0
25884,3431.0
25885,3428.0
25886,2125.0
25887,2051.0
25888,2633.0
25889,4214.0
25890,3471.0
25891,2727.0
25892,2339.0
25893,2188.0
25894,1246.0
25895,720.0
25896,382.0
25897,196.0
25898,56.0
25899,47.0
25900,65.0
25901,160.0
25902,737.0
25903,1595.0
25904,3326.0
25905,2205.0
25906,1695.0
25907,1889.0
25908,3606.0
25909,3601.0
25910,2741.0
25911,2559.0
25912,3351.0
25913,4691.0
25914,4125.0
25915,3446.0
25916,3455.0
25917,3341.0
25918,3027.0
25919,1714.0
25920,194.0
25921,63.0
25922,38.0
25923,30.0
25924,46.0
25925,125.0
25926,595.0
25927,1661.0
25928,3516.0
25929,1838.0
25930,1414.0
25931,1862.0
25932,3476.0
25933,3426.0
25934,2327.0
25935,2227.0
25936,2859.0
25937,4321.0
25938,3562.0
25939,2502.0
25940,2095.0
25941,1582.0
25942,1242.0
25943,914.0
25944,318.0
25945,87.0
25946,56.0
25947,28.0
25948,24.0
25949,144.0
25950,720.0
25951,1636.0
25952,3492.0
25953,2220.0
25954,2115.0
25955,2384.0
25956,4011.0
25957,4261.0
25958,2770.0
25959,2843.0
25960,3406.0
25961,5221.0
25962,3862.0
25963,3112.0
25964,2673.0
25965,2423.0
25966,2009.0
25967,1011.0
25968,1702.0
25969,978.0
25970,357.0
25971,224.0
25972,90.0
25973,106.0
25974,239.0
25975,500.0
25976,746.0
25977,1160.0
25978,1736.0
25979,2268.0
25980,2693.0
25981,3175.0
25982,3260.0
25983,3688.0
25984,3880.0
25985,4473.0
25986,5122.0
25987,4983.0
25988,4840.0
25989,4652.0
25990,4154.0
25991,3295.0
25992,772.0
25993,364.0
25994,203.0
25995,81.0
25996,40.0
25997,72.0
25998,203.0
25999,476.0
26000,807.0
26001,1354.0
26002,1796.0
26003,2590.0
26004,2864.0
26005,3736.0
26006,4072.0
26007,4274.0
26008,4650.0
26009,4688.0
26010,4415.0
26011,4071.0
26012,4132.0
26013,3460.0
26014,2649.0
26015,1560.0
26016,115.0
26017,93.0
26018,55.0
26019,44.0
26020,37.0
26021,145.0
26022,631.0
26023,1413.0
26024,3322.0
26025,1929.0
26026,1327.0
26027,1517.0
26028,3029.0
26029,2739.0
26030,1759.0
26031,1917.0
26032,2845.0
26033,4124.0
26034,3443.0
26035,2416.0
26036,1928.0
26037,1781.0
26038,1453.0
26039,977.0
26040,332.0
26041,120.0
26042,37.0
26043,42.0
26044,42.0
26045,232.0
26046,897.0
26047,1834.0
26048,3684.0
26049,2163.0
26050,1539.0
26051,1782.0
26052,3265.0
26053,3157.0
26054,2004.0
26055,1928.0
26056,2671.0
26057,4195.0
26058,3931.0
26059,2892.0
26060,2791.0
26061,2706.0
26062,1795.0
26063,973.0
26064,146.0
26065,51.0
26066,23.0
26067,19.0
26068,25.0
26069,167.0
26070,837.0
26071,1768.0
26072,3807.0
26073,1961.0
26074,1627.0
26075,1861.0
26076,3668.0
26077,3719.0
26078,2648.0
26079,2416.0
26080,3091.0
26081,4734.0
26082,3701.0
26083,2583.0
26084,2064.0
26085,1859.0
26086,1132.0
26087,490.0
26088,1573.0
26089,754.0
26090,382.0
26091,185.0
26092,124.0
26093,100.0
26094,263.0
26095,449.0
26096,749.0
26097,1150.0
26098,1538.0
26099,2280.0
26100,2853.0
26101,2871.0
26102,3311.0
26103,3514.0
26104,3683.0
26105,3925.0
26106,4586.0
26107,4671.0
26108,4644.0
26109,4147.0
26110,3567.0
26111,2795.0
26112,74.0
26113,60.0
26114,25.0
26115,10.0
26116,26.0
26117,87.0
26118,395.0
26119,1198.0
26120,3279.0
26121,1846.0
26122,1243.0
26123,1363.0
26124,2861.0
26125,2618.0
26126,1897.0
26127,2073.0
26128,2558.0
26129,3846.0
26130,3063.0
26131,2047.0
26132,1638.0
26133,1494.0
26134,840.0
26135,403.0
26136,90.0
26137,57.0
26138,26.0
26139,32.0
26140,24.0
26141,166.0
26142,646.0
26143,1518.0
26144,3355.0
26145,1835.0
26146,1311.0
26147,1410.0
26148,2691.0
26149,2663.0
26150,1894.0
26151,1935.0
26152,2551.0
26153,3665.0
26154,2757.0
26155,1713.0
26156,1360.0
26157,1044.0
26158,717.0
26159,426.0
26160,86.0
26161,75.0
26162,36.0
26163,35.0
26164,27.0
26165,131.0
26166,569.0
26167,1259.0
26168,3192.0
26169,1893.0
26170,1251.0
26171,1305.0
26172,2684.0
26173,2614.0
26174,1702.0
26175,1924.0
26176,2335.0
26177,3736.0
26178,2460.0
26179,1454.0
26180,914.0
26181,789.0
26182,481.0
26183,200.0
26184,114.0
26185,50.0
26186,35.0
26187,51.0
26188,24.0
26189,111.0
26190,454.0
26191,1443.0
26192,3246.0
26193,1730.0
26194,975.0
26195,1009.0
26196,1974.0
26197,1897.0
26198,1400.0
26199,1536.0
26200,2165.0
26201,3644.0
26202,2463.0
26203,1532.0
26204,1100.0
26205,956.0
26206,554.0
26207,235.0
26208,185.0
26209,69.0
26210,49.0
26211,24.0
26212,79.0
26213,166.0
26214,825.0
26215,1857.0
26216,3755.0
