Time,root.Fungi.d0.s0
9891,0.96820162
9892,1.0231945
9893,1.1667843
9894,1.2475614
9895,1.2022932
9896,1.1364992
9897,1.1064929
9898,1.1597658
9899,1.3266057
9900,1.4814358
9901,1.5242834
9902,1.5310928
9903,1.5773351
9904,1.6265411
9905,1.6334315
9906,1.599264
9907,1.5697153
9908,1.567813
9909,1.648476
9910,1.8438144
9911,2.0982563
9912,2.3714521
9913,2.5947089
9914,2.7062407
9915,2.7262083
9916,2.6773488
9917,2.7025783
9918,3.0016031
9919,3.4844297
9920,3.9944882
9921,4.5015239
9922,4.9478954
9923,5.3320203
9924,5.6544755
9925,6.0261439
9926,6.7903551
9927,7.9053625
9928,9.1205634
9929,10.386048
9930,11.581981
9931,12.69317
9932,13.674601
9933,14.440018
9934,14.977164
9935,15.2624
9936,15.441332
9937,15.930016
9938,16.62035
9939,17.049903
9940,17.117717
9941,16.561466
9942,15.427415
9943,14.115931
9944,12.720995
9945,11.479313
9946,10.447925
9947,9.7422813
9948,9.4006802
9949,9.5578656
9950,10.24136
9951,11.290564
9952,12.658581
9953,14.532493
9954,16.990349
9955,20.116915
9956,24.419591
9957,29.954721
9958,36.508912
9959,43.860536
9960,50.248344
9961,54.996243
9962,55.09107
9963,49.666546
9964,40.257473
9965,27.596836
9966,16.011269
9967,7.5140412
9968,2.0556548
9969,-0.40202509
9970,-1.1273078
9971,-1.0025881
9972,-0.54146178
9973,-0.18559381
9974,0.065196033
9975,0.21110199
9976,0.28561529
9977,0.33358887
9978,0.35411546
9979,0.34532179
9980,0.30760576
9981,0.27571204
9982,0.27180682
9983,0.32343931
9984,0.4521443
9985,0.56727694
9986,0.58049304
9987,0.54519942
9988,0.52650394
9989,0.53513187
9990,0.58698276
9991,0.6632078
9992,0.72882631
9993,0.77930727
9994,0.80620024
9995,0.8132997
9996,0.81181464
9997,0.80889271
9998,0.82618818
9999,0.86353248
10000,0.91319797
10001,0.96806669
10002,0.99640456
10003,0.99588593
10004,0.97962611
10005,0.94992766
10006,0.9273199
10007,0.96314892
10008,1.0263366
10009,1.014775
10010,0.94366864
10011,0.89589543
10012,0.88300134
10013,0.92204931
10014,1.0034322
10015,1.060166
10016,1.0820338
10017,1.0719696
10018,1.0345215
10019,1.00691
10020,0.99683313
10021,0.98592894
10022,0.96843458
10023,0.94035031
10024,0.89972751
10025,0.83369385
10026,0.73756208
10027,0.66098013
10028,0.63074182
10029,0.62082082
10030,0.61386779
10031,0.60917258
10032,0.59891721
10033,0.58241445
10034,0.58191691
10035,0.60116059
10036,0.55678905
10037,0.41715495
10038,0.27360251
10039,0.17205081
10040,0.13389468
10041,0.17180654
10042,0.21342634
10043,0.20457362
10044,0.15951648
10045,0.091533831
10046,0.047452633
10047,0.081888225
10048,0.12604576
10049,0.080569845
10050,0.80832634
10051,0.69362057
10052,0.55794984
10053,0.44921097
10054,0.41570968
10055,0.46310178
10056,0.50298356
10057,0.51240146
10058,0.57883736
10059,0.73038193
10060,0.8162327
10061,0.76856506
10062,0.68652472
10063,0.62603564
10064,0.59338702
10065,0.59292032
10066,0.62530624
10067,0.69831238
10068,0.80957513
10069,0.8854929
10070,0.89852416
10071,0.80371722
10072,0.58626954
10073,0.41392347
10074,0.37359217
10075,0.48967603
10076,0.77671351
10077,1.0162276
10078,1.0386465
10079,0.97225697
10080,0.9411256
10081,0.9066088
10082,0.8219408
10083,0.70846139
10084,0.59820498
10085,0.54247058
10086,0.63447196
10087,0.78946844
10088,0.81435525
10089,0.76033219
10090,0.78533838
10091,0.86588931
10092,0.89523756
10093,0.87298569
10094,0.83162197
10095,0.78159253
10096,0.75796779
10097,0.76556855
10098,0.80090493
10099,0.85685075
10100,0.92548783
10101,0.98766531
10102,1.0625852
10103,1.2110601
10104,1.3874168
10105,1.4074195
10106,1.2887366
10107,1.1902206
10108,1.1436134
10109,1.2181347
10110,1.4033005
10111,1.5456868
10112,1.6194741
10113,1.6661823
10114,1.7007011
10115,1.7821744
10116,1.9248367
10117,2.0677389
10118,2.1901849
10119,2.3336349
10120,2.5178962
10121,2.8057693
10122,3.2309649
10123,3.7663929
10124,4.3939788
10125,5.0572448
10126,5.7100666
10127,6.3901785
10128,7.1361182
10129,7.9506253
10130,8.8934827
10131,9.9845831
10132,11.066882
10133,12.061035
10134,12.869592
10135,13.434112
10136,13.856625
10137,14.21306
10138,14.673034
10139,15.393207
10140,15.97622
10141,15.962057
10142,15.384076
10143,14.290934
10144,12.887242
10145,11.53151
10146,10.287069
10147,9.2751474
10148,8.5344335
10149,8.1551135
10150,8.183401
10151,8.751042
10152,9.8310983
10153,11.281208
10154,13.130128
10155,15.583858
10156,18.758858
10157,23.19114
10158,28.993417
10159,36.345278
10160,45.284051
10161,54.731793
10162,61.556293
10163,64.488478
10164,59.733549
10165,48.069865
10166,34.348333
10167,19.961282
10168,9.3863327
10169,3.0946744
10170,-0.27994335
10171,-1.1701387
10172,-1.1145629
10173,-0.52621502
10174,-0.022603383
10175,0.22675857
10176,0.35242647
10177,0.40364068
10178,0.4633062
10179,0.56523128
10180,0.64555706
10181,0.67186518
10182,0.70736839
10183,0.79206823
10184,0.88730604
10185,0.96285574
10186,0.97084797
10187,0.86462835
10188,0.76396949
10189,0.81488528
10190,0.93667329
10191,1.0074055
10192,1.0270151
10193,1.0615617
10194,1.1490825
10195,1.2398868
10196,1.2985674
10197,1.3224004
10198,1.3089814
10199,1.3121544
10200,1.3915121
10201,1.4728368
10202,1.4541725
10203,1.3963602
10204,1.4029711
10205,1.4411393
10206,1.4398839
10207,1.4010456
10208,1.33456
10209,1.2646514
10210,1.2636493
10211,1.3097231
10212,1.302987
10213,1.2516801
10214,1.2368296
10215,1.2593575
10216,1.267104
10217,1.2484632
10218,1.1793
10219,1.0654613
10220,1.0068988
10221,1.0217297
10222,1.0284733
10223,1.002558
10224,0.95151879
10225,0.90684029
10226,0.87424224
10227,0.86533702
10228,0.87793266
10229,0.8869869
10230,0.88233514
10231,0.81685139
10232,0.68801507
10233,0.58444249
10234,0.52555741
10235,0.43525527
10236,0.29334783
10237,0.22082786
10238,0.26491698
10239,0.33897201
10240,0.39914551
10241,0.40504274
10242,0.33229328
10243,0.22968397
10244,0.13374538
10245,0.037600087
10246,-0.065152557
10247,-0.13607639
10248,-0.13034243
10249,-0.070758242
10250,0.009680863
10251,0.92208059
10252,1.0338882
10253,1.0989344
10254,1.1160996
10255,1.1261106
10256,1.1387711
10257,1.146472
10258,1.1478254
10259,1.1614794
10260,1.1941707
10261,1.2356251
10262,1.2801267
10263,1.2777037
10264,1.2007634
10265,1.1183452
10266,1.0781071
10267,1.0785489
10268,1.1022965
10269,1.1448638
10270,1.2138829
10271,1.3090637
10272,1.3601466
10273,1.3380016
10274,1.2690474
10275,1.1678308
10276,1.1062697
10277,1.1295629
10278,1.1967396
10279,1.2759959
10280,1.3288328
10281,1.3180179
10282,1.3064434
10283,1.3702201
10284,1.4459339
10285,1.4385987
10286,1.3770076
10287,1.3154662
10288,1.2600123
10289,1.2215153
10290,1.2040382
10291,1.2175049
10292,1.2756753
10293,1.4221581
10294,1.6356939
10295,1.8162967
10296,1.9400232
10297,1.9400233
10298,1.8071078
10299,1.6153546
10300,1.5160279
10301,1.4932019
10302,1.4962222
10303,1.5309193
10304,1.6221408
10305,1.7650661
10306,1.9355948
10307,2.1088952
10308,2.1821761
10309,2.1580763
10310,2.1232205
10311,2.1018784
10312,2.1704382
10313,2.334058
10314,2.500468
10315,2.6502185
10316,2.8217962
10317,3.0267509
10318,3.2654721
10319,3.5369746
10320,3.8113782
10321,4.0768344
10322,4.3981919
10323,4.8108682
10324,5.3467562
10325,6.0268071
10326,6.7864407
10327,7.5729152
10328,8.3861839
10329,9.2261994
10330,10.09724
10331,11.092708
10332,12.242537
10333,13.261186
10334,14.007305
10335,14.499116
10336,14.748524
10337,14.920973
10338,15.139499
10339,15.474135
10340,15.989567
10341,16.285262
10342,15.897531
10343,14.919448
10344,13.48521
10345,11.904371
10346,10.718486
10347,9.9176456
10348,9.4590967
10349,9.3827354
10350,9.7961158
10351,10.688004
10352,12.005122
10353,13.772164
10354,16.10026
10355,18.997332
10356,22.448049
10357,26.540292
10358,31.812112
10359,38.18414
10360,44.370716
10361,50.104623
10362,53.927225
10363,51.600118
10364,43.550939
10365,32.2545
10366,19.121644
10367,9.3544088
10368,3.3689336
10369,0.13400852
10370,-0.73194025
10371,-0.77943761
10372,-0.35776002
10373,0.03432458
10374,0.28593488
10375,0.46597454
10376,0.59562297
10377,0.69713293
10378,0.77771149
10379,0.82282669
10380,0.82740073
10381,0.83665856
10382,0.87391975
10383,0.92389153
10384,0.97679158
10385,1.0134413
10386,1.0188469
10387,1.0071904
10388,0.99229373
10389,0.99382698
10390,1.0357698
10391,1.0980235
10392,1.1502672
10393,1.1922254
10394,1.2254229
10395,1.2507651
10396,1.2710983
10397,1.2884352
10398,1.2866685
10399,1.2515804
10400,1.2331893
10401,1.2868539
10402,1.3530817
10403,1.350139
10404,1.3175489
10405,1.3227507
10406,1.3491208
10407,1.3602601
10408,1.3485132
10409,1.2974684
10410,1.2174969
10411,1.1425692
10412,1.0823789
10413,1.0642755
10414,1.0792067
10415,1.0738199
10416,1.0484388
10417,1.0427244
10418,1.0530868
10419,1.0080136
10420,0.90329791
10421,0.83295388
10422,0.81656819
10423,0.80955672
10424,0.79847456
10425,0.78469549
10426,0.7739598
10427,0.76587805
10428,0.75515261
10429,0.7347668
10430,0.66398931
10431,0.54435481
10432,0.44994855
10433,0.3952694
10434,0.357003
10435,0.32836942
10436,0.30411472
10437,0.28254036
10438,0.26524951
10439,0.25213275
10440,0.21576005
10441,0.14275324
10442,0.055019252
10443,-0.03393173
10444,-0.092489227
10445,-0.096987253
10446,-0.062203664
10447,-0.001891807
10448,0.054340383
10449,0.07196049
10450,0.057238238
10451,0.019290454
10452,0.46729019
10453,0.45970647
10454,0.4049518
10455,0.31301299
10456,0.33087723
10457,0.48095958
10458,0.56344402
10459,0.52128911
10460,0.45461047
10461,0.40299475
10462,0.41114774
10463,0.49798605
10464,0.5724527
10465,0.58338357
10466,0.54898129
10467,0.48181108
10468,0.3891185
10469,0.35481554
10470,0.3992805
10471,0.46495239
10472,0.53116988
10473,0.58368272
10474,0.61504712
10475,0.57022364
10476,0.42275608
10477,0.32815521
10478,0.38414851
10479,0.50018569
10480,0.60597958
10481,0.66591685
10482,0.64555578
10483,0.6097356
10484,0.63692371
10485,0.67819916
10486,0.66021935
10487,0.61775661
10488,0.6156662
10489,0.65711819
10490,0.74609659
10491,0.82853402
10492,0.75756744
10493,0.59384799
10494,0.56482184
10495,0.65474356
10496,0.72722621
10497,0.76988356
10498,0.79302781
10499,0.79807648
10500,0.80057825
10501,0.83228286
10502,0.85228083
10503,0.7566035
10504,0.61620446
10505,0.6605201
10506,0.85262331
10507,0.99802371
10508,1.0927518
10509,1.2015163
10510,1.3141817
10511,1.3281682
10512,1.2506105
10513,1.2485604
10514,1.3507327
10515,1.5175142
10516,1.7380176
10517,1.9971573
10518,2.282649
10519,2.4584995
10520,2.485064
10521,2.6280344
10522,3.0012238
10523,3.411769
10524,3.756886
10525,4.1929281
10526,4.8231396
10527,5.5438591
10528,6.2704274
10529,7.055472
10530,7.9527398
10531,8.9629541
10532,10.101867
10533,11.367971
10534,12.483056
10535,13.310663
10536,13.953374
10537,14.474148
10538,15.036852
10539,15.763295
10540,16.585146
10541,17.439292
10542,17.878253
10543,17.383988
10544,16.19514
10545,14.654535
10546,12.99153
10547,11.604071
10548,10.47922
10549,9.5734627
10550,8.9584797
10551,8.8246228
10552,9.2003071
10553,10.144397
10554,11.646189
10555,13.647241
10556,16.17227
10557,19.367679
10558,23.394439
10559,29.10161
10560,36.515914
10561,44.765785
10562,53.670073
10563,61.623181
10564,63.959677
10565,60.220207
10566,49.829154
10567,34.315391
10568,20.566674
10569,9.6156585
10570,2.7057077
10571,-0.28341227
10572,-1.4461079
10573,-1.2909059
10574,-0.81492084
10575,-0.27047292
10576,0.12154307
10577,0.30671694
10578,0.43301891
10579,0.55199448
10580,0.65456111
10581,0.73576554
10582,0.75247788
10583,0.68350899
10584,0.62922094
10585,0.65309357
10586,0.68556677
10587,0.67225823
10588,0.64122851
10589,0.619826
10590,0.64115817
10591,0.74558609
10592,0.88070938
10593,0.96755597
10594,1.0060622
10595,1.0378363
10596,1.0869069
10597,1.1321691
10598,1.1585854
10599,1.1657562
10600,1.1533287
10601,1.1322754
10602,1.1147401
10603,1.099611
10604,1.0853509
10605,1.0848942
10606,1.1200537
10607,1.1655433
10608,1.1686637
10609,1.1356187
10610,1.0858839
10611,1.0318049
10612,1.0081494
10613,1.016914
10614,1.0565868
10615,1.1091469
10616,1.0926111
10617,1.0096636
10618,0.93374342
10619,0.87409223
10620,0.81330538
10621,0.75119531
10622,0.7184945
10623,0.72242005
10624,0.75865172
10625,0.82588669
10626,0.90185229
10627,0.8934832
10628,0.80809214
10629,0.73673774
10630,0.69043616
10631,0.65631341
10632,0.62848063
10633,0.57717634
10634,0.49664563
10635,0.39702003
10636,0.28495495
10637,0.21888369
10638,0.21661765
10639,0.23642282
10640,0.25996556
10641,0.24400525
10642,0.16776494
10643,0.087316407
10644,0.036691774
10645,-0.011545438
10646,-0.077939767
10647,-0.16067142
10648,-0.25804676
10649,-0.32561416
10650,-0.31152863
10651,-0.21029012
10652,-0.01407305
10653,0.64929904
10654,0.90709967
10655,1.1736322
10656,1.3079368
10657,1.3129382
10658,1.2143915
10659,1.0139174
10660,0.8822637
10661,1.0208042
10662,1.2745921
10663,1.4172554
10664,1.4617499
10665,1.4346443
10666,1.3511284
10667,1.2431071
10668,1.1578931
10669,1.2177666
10670,1.371566
10671,1.4331915
10672,1.4110079
10673,1.3939053
10674,1.3843634
10675,1.3500343
10676,1.2941478
10677,1.2627765
10678,1.2658025
10679,1.3193347
10680,1.4148855
10681,1.4313791
10682,1.346215
10683,1.2838514
10684,1.284042
10685,1.3392291
10686,1.4158602
10687,1.4970621
10688,1.5117768
10689,1.4650458
10690,1.4678091
10691,1.5330351
10692,1.5853832
10693,1.6065495
10694,1.5923349
10695,1.5456594
10696,1.5360659
10697,1.587135
10698,1.6679342
10699,1.7635532
10700,1.8115064
10701,1.7792732
10702,1.7115699
10703,1.6374514
10704,1.608535
10705,1.6659136
10706,1.7676353
10707,1.8720099
10708,1.9544078
10709,1.9842496
10710,1.9621855
10711,1.912508
10712,1.8479611
10713,1.828247
10714,1.8886018
10715,2.0216173
10716,2.2218699
10717,2.4161469
10718,2.5385973
10719,2.5995924
10720,2.6108292
10721,2.6931744
10722,3.015533
10723,3.4667498
10724,3.8543361
10725,4.233403
10726,4.7260243
10727,5.2498108
10728,5.5855015
10729,5.8275401
10730,6.3019629
10731,7.0082178
10732,7.8564099
10733,8.8298062
10734,9.8908856
10735,11.034892
10736,12.152979
10737,13.036582
10738,13.683349
10739,14.099774
10740,14.388238
10741,14.838586
10742,15.406322
10743,15.876021
10744,16.155423
10745,15.929955
10746,15.204874
10747,14.195379
10748,12.969809
10749,11.773726
10750,10.672027
10751,9.8333155
10752,9.3067401
10753,9.212539
10754,9.5797356
10755,10.334626
10756,11.454798
10757,13.005718
10758,15.014696
10759,17.548684
10760,21.00845
10761,25.465859
10762,30.960723
10763,37.404547
10764,43.835897
10765,49.803171
10766,52.552378
10767,51.184407
10768,45.044433
10769,34.026309
10770,22.419409
10771,12.246108
10772,4.8593134
10773,1.0160901
10774,-0.6119247
10775,-0.94904564
10776,-0.63257688
10777,-0.21056605
10778,0.20585591
10779,0.49691505
10780,0.66602115
10781,0.71779649
10782,0.69549116
10783,0.67023075
10784,0.64371742
10785,0.66980645
10786,0.78237159
10787,0.89239727
10788,0.93029156
10789,0.95069546
10790,1.0068631
10791,1.0553548
10792,1.0432135
10793,0.99878676
10794,0.96490916
10795,0.94946445
10796,0.96617775
10797,1.0160161
10798,1.1004779
10799,1.1966559
10800,1.2419274
10801,1.2403634
10802,1.2173014
10803,1.1825647
10804,1.1679618
10805,1.1787084
10806,1.2239608
10807,1.2948773
10808,1.3274963
10809,1.3105884
10810,1.2531285
10811,1.1775636
10812,1.0987162
10813,1.0584656
10814,1.0568637
10815,1.0833292
10816,1.129002
10817,1.1578345
10818,1.1617432
10819,1.1200902
10820,1.0366678
10821,0.96261538
10822,0.9118768
10823,0.91988912
10824,0.98821079
10825,1.0266964
10826,1.0088187
10827,0.94623573
10828,0.84532915
10829,0.76252504
10830,0.72259231
10831,0.70366028
10832,0.693715
10833,0.68274407
10834,0.66407317
10835,0.63547556
10836,0.57243669
10837,0.47306083
10838,0.41104706
10839,0.40734941
10840,0.37588383
10841,0.28368507
10842,0.21499257
10843,0.21094304
10844,0.20779795
10845,0.16685632
10846,0.1162213
10847,0.076944887
10848,0.07307063
10849,0.1269752
10850,0.17315565
10851,0.13521438
10852,0.045393946
10853,-0.049633655
10854,0.49988605
10855,0.72637432
10856,0.90423183
10857,1.019824
10858,1.1095614
10859,1.1820534
10860,1.2284333
10861,1.2454844
10862,1.2246792
10863,1.1663122
10864,1.1736553
10865,1.2913563
10866,1.3582804
10867,1.2845942
10868,1.1884195
10869,1.1512955
10870,1.1706455
10871,1.2166287
10872,1.2794529
10873,1.3387023
10874,1.3852618
10875,1.3715226
10876,1.2797326
10877,1.2059564
10878,1.1993717
10879,1.2266406
10880,1.2666944
10881,1.3085824
10882,1.3438055
10883,1.3833537
10884,1.4378555
10885,1.4851682
10886,1.4984952
10887,1.4851276
10888,1.4560462
10889,1.4265519
10890,1.4244222
10891,1.4322425
10892,1.4099203
10893,1.3740405
10894,1.3735258
10895,1.4040848
10896,1.4425031
10897,1.4910572
10898,1.5663771
10899,1.6542994
10900,1.6750964
10901,1.6178089
10902,1.5298914
10903,1.508244
10904,1.5330643
10905,1.5480503
10906,1.5729018
10907,1.6752261
10908,1.8337531
10909,1.9527617
10910,2.0229189
10911,2.042477
10912,2.022378
10913,2.0258795
10914,2.066534
10915,2.1701888
10916,2.3344667
10917,2.4898009
10918,2.6217659
10919,2.762352
10920,2.9181549
10921,3.0368823
10922,3.1047177
10923,3.2616718
10924,3.5694201
10925,4.0034859
10926,4.5495558
10927,5.1024862
10928,5.5929102
10929,6.1154799
10930,6.7474965
10931,7.4787425
10932,8.2987831
10933,9.2085647
10934,10.228752
10935,11.362055
10936,12.407972
10937,13.26594
10938,13.860864
10939,14.148658
10940,14.387278
10941,14.768504
10942,15.274817
10943,15.890033
10944,16.253805
10945,15.948961
10946,15.083332
10947,13.812166
10948,12.329381
10949,10.973267
10950,9.7972614
10951,8.9022322
10952,8.3427117
10953,8.2518898
10954,8.6337881
10955,9.4792991
10956,10.784857
10957,12.539232
10958,14.770028
10959,17.614857
10960,21.203084
10961,26.201474
10962,32.621623
10963,39.707587
10964,47.302248
10965,54.015777
10966,55.809704
10967,52.304483
10968,43.065988
10969,29.445258
10970,17.500287
10971,8.1207236
10972,2.2993994
10973,-0.091146904
10974,-0.93816101
10975,-0.69643336
10976,-0.23419311
10977,0.2326021
10978,0.5554651
10979,0.69820675
10980,0.76656676
10981,0.79972625
10982,0.84791853
10983,0.93107152
10984,0.988148
10985,0.98797258
10986,0.97548918
10987,0.97928433
10988,1.0114706
10989,1.0815158
10990,1.140144
10991,1.1393302
10992,1.1223004
10993,1.1417516
10994,1.1792774
10995,1.2069992
10996,1.2249701
10997,1.2522245
10998,1.2998147
10999,1.3667916
11000,1.4524434
11001,1.5194981
11002,1.5350556
11003,1.5141952
11004,1.473606
11005,1.4357001
11006,1.431236
11007,1.4453831
11008,1.4528345
11009,1.4589811
11010,1.4757397
11011,1.4815922
11012,1.4218242
11013,1.3184625
11014,1.246539
11015,1.2165579
11016,1.2483225
11017,1.3218563
11018,1.33698
11019,1.2939972
11020,1.265642
11021,1.2536854
11022,1.1874573
11023,1.0666491
11024,1.020299
11025,1.0724196
11026,1.1256677
11027,1.1506882
11028,1.1464575
11029,1.1086979
11030,1.0402103
11031,0.95793888
11032,0.86730529
11033,0.78785043
11034,0.72556064
11035,0.70097989
11036,0.71009664
11037,0.65801874
11038,0.52599777
11039,0.4265761
11040,0.3950678
11041,0.37344358
11042,0.33789165
11043,0.28835959
11044,0.22512823
11045,0.16936172
11046,0.13392545
11047,0.11242628
11048,0.10007024
11049,0.076115618
11050,0.021258646
11051,-0.036279282
11052,-0.06358291
11053,-0.058156412
11054,-0.016468363
11055,0.16528837
11056,0.17993919
11057,0.22401384
11058,0.32242806
11059,0.43450733
11060,0.43979059
11061,0.33069762
11062,0.20812113
11063,0.19105032
11064,0.22178336
11065,0.21591262
11066,0.19918765
11067,0.21886209
11068,0.27110541
11069,0.34555957
11070,0.39807632
11071,0.31276804
11072,0.14105417
11073,0.06876229
11074,0.10643047
11075,0.23991319
11076,0.42953326
11077,0.48878429
11078,0.41013802
11079,0.29958757
11080,0.18226317
11081,0.11385946
11082,0.10658232
11083,0.1646723
11084,0.28362612
11085,0.38593187
11086,0.44683091
11087,0.46889987
11088,0.46357735
11089,0.44296238
11090,0.46631265
11091,0.52982908
11092,0.54382028
11093,0.4959704
11094,0.43069683
11095,0.36279569
11096,0.34283373
11097,0.38353299
11098,0.45024151
11099,0.52961226
11100,0.59696256
11101,0.64139041
11102,0.65504231
11103,0.63413229
11104,0.61083343
11105,0.60596783
11106,0.63044526
11107,0.69295114
11108,0.79820457
11109,0.95089521
11110,1.0833228
11111,1.1114328
11112,1.0383522
11113,0.97497881
11114,0.97563413
11115,1.0764018
11116,1.2980566
11117,1.5521831
11118,1.774672
11119,1.9821354
11120,2.1895148
11121,2.3696676
11122,2.4919822
11123,2.6463394
11124,2.9583911
11125,3.4152345
11126,3.9933006
11127,4.6990141
11128,5.5466463
11129,6.4469567
11130,7.171866
11131,7.8096627
11132,8.6686672
11133,9.7218984
11134,10.784115
11135,11.837944
11136,12.885954
11137,13.928468
11138,14.884466
11139,15.598697
11140,16.043241
11141,16.16189
11142,16.05491
11143,16.013445
11144,15.968953
11145,15.622444
11146,14.917824
11147,13.724527
11148,12.135446
11149,10.718394
11150,9.5770253
11151,8.8503207
11152,8.5722996
11153,8.8152544
11154,9.6115537
11155,11.140265
11156,13.442911
11157,16.38318
11158,19.924568
11159,24.301656
11160,29.612308
11161,35.881882
11162,43.262159
11163,51.466413
11164,58.119023
11165,62.337191
11166,60.25576
11167,51.153013
11168,38.656299
11169,24.146145
11170,12.247353
11171,4.6941176
11172,0.43125014
11173,-1.0589582
11174,-1.180586
11175,-0.7336923
11176,-0.1514933
11177,0.26488169
11178,0.53340533
11179,0.6695332
11180,0.72341831
11181,0.74911423
11182,0.75079456
11183,0.73402356
11184,0.71431222
11185,0.71713548
11186,0.74297634
11187,0.80077757
11188,0.8960637
11189,0.98679036
11190,1.0400873
11191,1.0765698
11192,1.11633
11193,1.1388746
11194,1.1192206
11195,1.0809933
11196,1.0598226
11197,1.0591382
11198,1.0846001
11199,1.1455934
11200,1.2628783
11201,1.405842
11202,1.4888856
11203,1.5126213
11204,1.4952156
11205,1.4495769
11206,1.4224199
11207,1.4200497
11208,1.4490762
11209,1.4978962
11210,1.4873098
11211,1.4034125
11212,1.2817795
11213,1.2113882
11214,1.193966
11215,1.221845
11216,1.2768743
11217,1.2934486
11218,1.269756
11219,1.2258919
11220,1.1748175
11221,1.176344
11222,1.2212619
11223,1.1742538
11224,1.0253458
11225,0.93352766
11226,0.93404094
11227,0.97815555
11228,1.0482217
11229,1.0918404
11230,1.0884732
11231,1.0038444
11232,0.82541297
11233,0.6825978
11234,0.64508379
11235,0.62879088
11236,0.57767068
11237,0.49579252
11238,0.42795654
11239,0.38638006
11240,0.36888448
11241,0.37343872
11242,0.37133043
11243,0.35093741
11244,0.31794005
11245,0.27500941
11246,0.21075794
11247,0.11848152
11248,0.044783687
11249,0.024553925
11250,0.031532968
11251,0.041282034
11252,0.064464083
11253,0.11351557
11254,0.14215975
11255,0.083613378
11256,1.1217717
11257,1.1962325
11258,1.1843971
11259,1.1275976
11260,1.0399888
11261,0.95734986
11262,0.8819321
11263,0.84288219
11264,0.87457459
11265,0.97709575
11266,1.1504882
11267,1.3136369
11268,1.321723
11269,1.2416872
11270,1.2253588
11271,1.2562882
11272,1.2769774
11273,1.2790973
11274,1.2457048
11275,1.1795988
11276,1.0969204
11277,1.0209218
11278,1.0569764
11279,1.1956426
11280,1.2934348
11281,1.3242619
11282,1.2744101
11283,1.1505936
11284,1.0506837
11285,1.0022584
11286,1.0333256
11287,1.1528318
11288,1.3280847
11289,1.4139514
11290,1.3966037
11291,1.2952241
11292,1.1398896
11293,1.1198553
11294,1.2531505
11295,1.3743777
11296,1.441674
11297,1.4256485
11298,1.3255557
11299,1.2730031
11300,1.3128842
11301,1.3933898
11302,1.4907659
11303,1.5518117
11304,1.5492323
11305,1.5557707
11306,1.6181786
11307,1.657757
11308,1.6118525
11309,1.5447915
11310,1.5204989
11311,1.550023
11312,1.6470809
11313,1.8089854
11314,1.9459259
11315,2.0148654
11316,2.045141
11317,2.0545939
11318,2.1242963
11319,2.3129865
11320,2.5387755
11321,2.7280081
11322,2.8491714
11323,2.8667247
11324,2.9030667
11325,3.1293016
11326,3.4943099
11327,3.9084883
11328,4.3987199
11329,5.0243986
11330,5.6921738
11331,6.1599127
11332,6.5288844
11333,7.1497615
11334,8.0275627
11335,9.0868608
11336,10.284486
11337,11.452935
11338,12.570973
11339,13.538665
11340,14.164516
11341,14.504718
11342,14.701352
11343,14.844558
11344,15.173671
11345,15.592539
11346,15.717483
11347,15.488819
11348,14.791303
11349,13.669466
11350,12.426879
11351,11.139366
11352,10.016729
11353,9.1104114
11354,8.5303232
11355,8.316784
11356,8.6416482
11357,9.5443578
11358,10.88774
11359,12.634614
11360,15.010806
11361,18.110527
11362,22.005973
11363,27.129298
11364,33.499889
11365,40.718196
11366,48.41722
11367,53.775858
11368,55.895909
11369,52.433501
11370,42.857136
11371,31.08943
11372,18.737652
11373,8.9572353
11374,3.19296
11375,0.16251653
11376,-0.86905859
11377,-0.83862473
11378,-0.39793243
11379,0.10664864
11380,0.37725906
11381,0.50749532
11382,0.59823319
11383,0.66288888
11384,0.71938303
11385,0.76111813
11386,0.77708647
11387,0.76759965
11388,0.77129417
11389,0.8126711
11390,0.88212051
11391,0.97212783
11392,1.0504269
11393,1.0855705
11394,1.1008037
11395,1.1244641
11396,1.1481177
11397,1.1589751
11398,1.1607768
11399,1.1606415
11400,1.1686675
11401,1.2071431
11402,1.2658123
11403,1.314435
11404,1.3483276
11405,1.3576147
11406,1.3498436
11407,1.3589922
11408,1.387379
11409,1.428376
11410,1.4763336
11411,1.5013236
11412,1.4980918
11413,1.4729408
11414,1.4416345
11415,1.4026889
11416,1.3492937
11417,1.2867049
11418,1.2362426
11419,1.2015683
11420,1.190242
11421,1.1964521
11422,1.1816355
11423,1.1445265
11424,1.1202279
11425,1.1117315
11426,1.0815902
11427,1.0236506
11428,0.97642158
11429,0.9514881
11430,0.94835354
11431,0.96497101
11432,0.95113726
11433,0.88532997
11434,0.81088505
11435,0.75129242
11436,0.69427622
11437,0.63165326
11438,0.56532437
11439,0.51621596
11440,0.48859624
11441,0.45966983
11442,0.42194229
11443,0.37960408
11444,0.33459561
11445,0.29481854
11446,0.26447362
11447,0.26116977
11448,0.29523978
11449,0.28790717
11450,0.18020787
11451,0.052593856
11452,-0.020060431
11453,-0.048366566
11454,-0.044701083
11455,-0.019935026
11456,0.010275355
11457,0.080485715
11458,0.11740126
11459,0.15237073
11460,0.17092202
11461,0.10282333
11462,-0.05801337
11463,-0.15468094
11464,-0.13939549
11465,-0.034181062
11466,0.1477145
11467,0.26387207
11468,0.24971273
11469,0.17167973
11470,0.067740674
11471,0.001628766
11472,0.01733897
11473,0.1059781
