Time,root.GunPointOldVersusYoung.d0.s0
9851,772.6294
9852,740.96312
9853,708.72815
9854,676.35525
9855,644.30817
9856,611.63166
9857,579.02269
9858,549.1683
9859,521.04112
9860,497.85722
9861,477.78384
9862,461.85157
9863,449.65639
9864,440.44225
9865,431.85203
9866,424.34698
9867,419.71638
9868,416.21807
9869,413.6275
9870,412.13226
9871,412.10122
9872,413.03075
9873,413.82832
9874,414.95307
9875,414.97779
9876,413.6105
9877,410.33863
9878,406.81402
9879,402.57155
9880,398.18411
9881,394.45906
9882,390.83593
9883,387.41242
9884,384.15246
9885,380.49318
9886,376.73918
9887,368.82931
9888,358.63209
9889,344.75741
9890,331.13806
9891,318.81116
9892,308.06405
9893,299.35208
9894,294.22462
9895,292.92651
9896,294.83386
9897,299.4194
9898,305.53333
9899,311.0452
9900,836.94855
9901,836.4714
9902,836.0001
9903,835.60027
9904,835.31433
9905,835.01868
9906,834.72273
9907,834.44602
9908,834.14166
9909,833.42597
9910,831.96317
9911,830.73397
9912,830.47825
9913,833.79318
9914,843.13454
9915,860.14724
9916,860.14498
9917,905.30207
9918,925.23153
9919,939.79459
9920,947.18861
9921,949.46285
9922,947.8601
9923,944.08553
9924,939.48044
9925,934.11451
9926,930.24851
9927,930.5844
9928,934.98763
9929,939.85624
9930,944.6542
9931,946.17595
9932,943.75491
9933,942.56706
9934,941.71715
9935,942.2314
9936,945.31516
9937,948.78712
9938,956.3151
9939,968.94229
9940,880.8811
9941,878.63449
9942,876.55861
9943,873.72434
9944,871.33561
9945,868.27269
9946,1167.3513
9947,1194.2728
9948,1219.9701
9949,1246.5432
9950,1269.1783
9951,1290.0624
9952,1308.3174
9953,1323.6402
9954,1335.9639
9955,1342.9002
9956,1346.1315
9957,1346.7972
9958,1347.1851
9959,1347.104
9960,1347.2493
9961,1347.4916
9962,1347.5676
9963,1347.4119
9964,1347.4763
9965,1347.4813
9966,1347.3979
9967,1347.5171
9968,1347.3619
9969,1345.8924
9970,1339.6468
9971,1325.5957
9972,1303.9238
9973,1275.6632
9974,1242.1558
9975,1209.7247
9976,1174.9967
9977,1138.8503
9978,1103.5973
9979,1068.6724
9980,1036.0242
9981,1008.4306
9982,986.27692
9983,971.28881
9984,960.00121
9985,951.61195
9986,946.38123
9987,943.00267
9988,941.25597
9989,941.08547
9990,942.15853
9991,944.14017
9992,945.99564
9993,947.88332
9994,951.95223
9995,956.4153
9996,959.60297
9997,961.24262
9998,961.88717
9999,964.86744
10000,969.22086
10001,972.35501
10002,972.95511
10003,970.30939
10004,962.05855
10005,947.73997
10006,928.83534
10007,906.76415
10008,884.36241
10009,862.95194
10010,843.99229
10011,830.24181
10012,822.16559
10013,819.20091
10014,819.71014
10015,821.60148
10016,820.27191
10017,818.82824
10018,818.48779
10019,818.39739
10020,818.71819
10021,819.70288
10022,821.37351
10023,823.21999
10024,825.03316
10025,826.45406
10026,827.36634
10027,827.94638
10028,828.50804
10029,828.95894
10030,829.6214
10031,830.41688
10032,830.97973
10033,831.36728
10034,831.49795
10035,831.4717
10036,831.43049
10037,831.24903
10038,831.01576
10039,830.71825
10040,830.49834
10041,830.35654
10042,830.19344
10043,829.92341
10044,829.64576
10045,829.48872
10046,829.41114
10047,829.39874
10048,829.39346
10049,829.41874
10050,810.05148
10051,810.06318
10052,810.07242
10053,810.23013
10054,810.83972
10055,813.09907
10056,818.12307
10057,827.81525
10058,842.5307
10059,862.11207
10060,882.83603
10061,902.65214
10062,918.8216
10063,930.66667
10064,937.44938
10065,938.55004
10066,936.63462
10067,931.45218
10068,924.34002
10069,915.23447
10070,904.08866
10071,890.75652
10072,878.82276
10073,871.46645
10074,872.08163
10075,880.68211
10076,894.05993
10077,907.19598
10078,914.05662
10079,916.84878
10080,916.20738
10081,912.77351
10082,908.31612
10083,905.59701
10084,903.28359
10085,902.72652
10086,904.86122
10087,907.11497
10088,909.15267
10089,910.81269
10090,910.68879
10091,911.33568
10092,913.44156
10093,918.10872
10094,925.17492
10095,933.41962
10096,945.03881
10097,964.18488
10098,992.29017
10099,1024.6045
10100,1057.6833
10101,1088.1533
10102,1115.6771
10103,1142.8388
10104,1170.4779
10105,1199.8834
10106,1227.7211
10107,1255.9642
10108,1282.8281
10109,1306.5719
10110,1326.9944
10111,1340.1236
10112,1349.4078
10113,1354.6149
10114,1356.1953
10115,1356.2458
10116,1355.6643
10117,1355.2549
10118,1355.0851
10119,1355.1531
10120,1355.0676
10121,1355.1449
10122,1355.2771
10123,1355.4533
10124,1355.2957
10125,1354.3384
10126,1351.4031
10127,1344.94
10128,1333.1965
10129,1314.8737
10130,1290.8434
10131,1260.4182
10132,1227.0186
10133,1190.6861
10134,1154.0399
10135,1115.6753
10136,1077.7605
10137,1041.0713
10138,1009.6272
10139,982.08363
10140,961.30418
10141,947.52399
10142,938.13245
10143,931.02049
10144,926.22257
10145,923.13474
10146,921.07152
10147,921.06588
10148,922.1594
10149,922.32899
10150,923.16697
10151,923.40183
10152,923.15437
10153,926.15996
10154,929.36203
10155,931.16626
10156,932.60868
10157,935.43437
10158,938.69878
10159,942.29341
10160,945.30119
10161,946.44723
10162,944.85618
10163,940.43024
10164,932.26963
10165,920.20266
10166,905.63104
10167,886.38949
10168,867.10268
10169,850.66239
10170,836.76807
10171,825.84108
10172,816.66983
10173,811.06209
10174,810.08228
10175,811.57803
10176,812.12716
10177,810.53119
10178,808.79878
10179,807.85987
10180,807.58266
10181,808.10466
10182,809.50219
10183,810.72267
10184,811.36341
10185,811.33753
10186,811.1086
10187,811.00943
10188,811.10158
10189,811.42461
10190,811.70804
10191,811.71024
10192,811.49584
10193,811.2328
10194,810.83795
10195,810.61575
10196,810.40029
10197,810.31477
10198,810.15429
10199,810.02175
10200,377.20059
10201,377.80555
10202,378.60902
10203,379.38056
10204,380.36632
10205,381.06146
10206,381.97125
10207,382.5903
10208,383.33779
10209,383.68307
10210,384.33207
10211,384.62809
10212,385.35337
10213,386.75094
10214,389.58134
10215,395.09284
10216,402.46977
10217,410.78299
10218,418.34488
10219,424.42501
10220,429.87808
10221,434.00188
10222,435.32503
10223,434.72222
10224,431.76623
10225,427.96181
10226,424.38668
10227,424.23932
10228,425.47887
10229,425.49689
10230,421.35227
10231,415.7136
10232,411.22021
10233,411.08553
10234,412.23551
10235,414.04196
10236,421.03098
10237,430.89438
10238,444.13041
10239,464.90854
10240,494.97516
10241,532.1714
10242,574.494
10243,618.48732
10244,662.20636
10245,702.45728
10246,737.70232
10247,769.26627
10248,796.69278
10249,818.50892
10250,836.80704
10251,850.39169
10252,859.78861
10253,866.85035
10254,871.87008
10255,876.42919
10256,880.36567
10257,884.32388
10258,886.6191
10259,889.14853
10260,891.47112
10261,892.80939
10262,893.59046
10263,894.02557
10264,894.15941
10265,894.59294
10266,894.70451
10267,894.70062
10268,894.54289
10269,894.47922
10270,894.22636
10271,894.26512
10272,894.25
10273,894.52337
10274,894.37517
10275,894.51109
10276,894.43451
10277,894.50451
10278,894.57857
10279,894.61441
10280,894.62132
10281,894.71289
10282,894.9144
10283,895.02039
10284,895.02302
10285,894.96275
10286,894.44786
10287,893.77433
10288,891.52192
10289,887.85189
10290,880.49088
10291,869.47787
10292,853.47074
10293,831.58446
10294,805.21243
10295,776.04164
10296,744.13685
10297,710.9438
10298,677.21176
10299,641.88522
10300,606.98588
10301,574.61284
10302,544.22167
10303,516.78071
10304,494.23295
10305,475.48567
10306,461.04523
10307,449.67336
10308,440.39181
10309,432.9239
10310,428.32602
10311,426.30727
10312,426.01489
10313,425.5253
10314,426.29421
10315,427.95904
10316,428.94123
10317,429.66857
10318,429.88982
10319,428.58286
10320,425.91758
10321,423.93985
10322,422.03073
10323,419.94174
10324,418.04648
10325,414.51022
10326,409.78069
10327,404.16338
10328,398.84614
10329,393.93366
10330,390.28845
10331,388.11443
10332,384.86476
10333,378.95594
10334,370.8774
10335,361.57868
10336,352.9014
10337,345.97747
10338,340.61528
10339,337.41805
10340,337.13514
10341,339.6351
10342,344.38308
10343,349.86097
10344,354.59182
10345,358.15466
10346,360.40831
10347,361.57043
10348,362.62131
10349,363.79082
10350,812.0103
10351,811.19099
10352,810.48963
10353,810.09353
10354,809.58212
10355,809.56388
10356,807.78117
10357,807.75532
10358,803.71457
10359,792.88745
10360,792.8838
10361,791.58572
10362,796.10403
10363,809.03623
10364,828.51045
10365,871.51751
10366,871.51751
10367,889.32837
10368,903.54975
10369,911.24017
10370,913.99559
10371,912.06154
10372,912.06031
10373,908.51914
10374,904.63155
10375,902.12341
10376,900.50564
10377,900.82674
10378,904.08526
10379,909.89063
10380,909.92118
10381,910.257
10382,912.05958
10383,918.08766
10384,941.42073
10385,941.42073
10386,961.02941
10387,988.44547
10388,1051.1969
10389,1051.201
10390,1084.2475
10391,1114.9148
10392,1149.4078
10393,1179.8716
10394,1207.138
10395,1265.1919
10396,1291.0293
10397,1291.03
10398,1313.3684
10399,1333.0617
10400,1349.6954
10401,1362.277
10402,1370.4706
10403,1377.2343
10404,1377.2122
10405,1378.3088
10406,1378.6216
10407,1378.2503
10408,1378.0271
10409,1377.3225
10410,1377.2271
10411,1375.7028
10412,1375.7098
10413,1375.17
10414,1374.817
10415,1374.2629
10416,1374.1858
10417,1373.8156
10418,1370.5542
10419,1370.5599
10420,1364.3918
10421,1352.7535
10422,1304.9052
10423,1304.9124
10424,1270.5748
10425,1195.8567
10426,1195.8567
10427,1156.4394
10428,1081.8107
10429,1081.812
10430,1048.7858
10431,1019.503
10432,992.12094
10433,969.44136
10434,953.87113
10435,944.78383
10436,940.49074
10437,938.23449
10438,936.82538
10439,936.31608
10440,936.51309
10441,938.8206
10442,939.56732
10443,939.5767
10444,939.42841
10445,940.79397
10446,944.25979
10447,947.88807
10448,947.88392
10449,947.87484
10450,941.30569
10451,941.3929
10452,941.3929
10453,944.18375
10454,948.87076
10455,953.59875
10456,953.59875
10457,950.44163
10458,939.52332
10459,901.19458
10460,901.19458
10461,853.80869
10462,853.80869
10463,814.22395
10464,814.22395
10465,802.00154
10466,795.92504
10467,798.08646
10468,798.10424
10469,810.67976
10470,810.67108
10471,814.52752
10472,813.79309
10473,813.43609
10474,813.43609
10475,814.89285
10476,814.89609
10477,816.96176
10478,819.1132
10479,821.56703
10480,821.5687
10481,821.55192
10482,821.03218
10483,821.01476
10484,820.71199
10485,820.44633
10486,820.45282
10487,820.4186
10488,820.33276
10489,819.9853
10490,819.11332
10491,818.66943
10492,818.6767
10493,818.3056
10494,818.10746
10495,817.96759
10496,817.91028
10497,818.0968
10498,818.32357
10499,818.33375
10500,416.04007
10501,417.45046
10502,420.82816
10503,427.55279
10504,436.62985
10505,448.76701
10506,463.50549
10507,480.75764
10508,499.91898
10509,521.21595
10510,544.24714
10511,567.73537
10512,590.091
10513,612.407
10514,634.3717
10515,655.66043
10516,674.79024
10517,692.78888
10518,708.58242
10519,722.54622
10520,735.41692
10521,746.88339
10522,757.43966
10523,767.18372
10524,775.94431
10525,784.67051
10526,792.64398
10527,800.37349
10528,807.54347
10529,814.35775
10530,820.88151
10531,826.71023
10532,832.60489
10533,838.04238
10534,843.03862
10535,847.35576
10536,850.92944
10537,854.18707
10538,856.21429
10539,857.67449
10540,858.92293
10541,859.34216
10542,859.74191
10543,860.16168
10544,860.30326
10545,860.6359
10546,860.81923
10547,860.89718
10548,861.25567
10549,861.47253
10550,861.81841
10551,862.13423
10552,862.17096
10553,862.11905
10554,862.04594
10555,862.2891
10556,862.32176
10557,862.58906
10558,862.69407
10559,862.89531
10560,863.02192
10561,863.2276
10562,863.31385
10563,863.23115
10564,863.32061
10565,863.44711
10566,863.44546
10567,863.36898
10568,863.18993
10569,862.63286
10570,862.07808
10571,860.65486
10572,858.62111
10573,856.1888
10574,853.51097
10575,850.69757
10576,847.85235
10577,845.39614
10578,842.0344
10579,838.45736
10580,834.74005
10581,830.50912
10582,826.02634
10583,821.13884
10584,815.85867
10585,810.41114
10586,804.8625
10587,798.62079
10588,791.79574
10589,784.96114
10590,778.0695
10591,770.63917
10592,762.76624
10593,754.19801
10594,744.59369
10595,733.78363
10596,720.91164
10597,705.04006
10598,687.59072
10599,668.17918
10600,646.51576
10601,622.49876
10602,597.66079
10603,573.28673
10604,548.36306
10605,524.18959
10606,502.69701
10607,484.11012
10608,468.68501
10609,456.42996
10610,447.20832
10611,440.24799
10612,435.15968
10613,431.55733
10614,428.83126
10615,426.71404
10616,424.96656
10617,423.91864
10618,423.58818
10619,423.58758
10620,423.20126
10621,423.05627
10622,422.55255
10623,422.24862
10624,422.06339
10625,422.04472
10626,421.98808
10627,421.88017
10628,421.82536
10629,421.44343
10630,421.28802
10631,421.08321
10632,420.96572
10633,420.96499
10634,420.90054
10635,420.81576
10636,420.72809
10637,420.60553
10638,420.36177
10639,420.14829
10640,420.03899
10641,419.98338
10642,419.84771
10643,419.78456
10644,419.6655
10645,419.61294
10646,419.5754
10647,419.53371
10648,419.52312
10649,419.53529
10650,804.52901
10651,804.4046
10652,804.25645
10653,804.06752
10654,803.88934
10655,804.1506
10656,804.86184
10657,805.74893
10658,809.02183
10659,816.98704
10660,830.05984
10661,847.7404
10662,866.81802
10663,883.95266
10664,896.67519
10665,903.00698
10666,904.38136
10667,901.46257
10668,897.25426
10669,891.45341
10670,884.51571
10671,875.51846
10672,864.93264
10673,859.39047
10674,864.65925
10675,877.00605
10676,889.4269
10677,894.43849
10678,893.07253
10679,888.88704
10680,882.57413
10681,873.32924
10682,870.15761
10683,869.27141
10684,870.53265
10685,871.58478
10686,872.78532
10687,874.45754
10688,877.21944
10689,881.06465
10690,883.67898
10691,886.37308
10692,891.0812
10693,900.17205
10694,916.10009
10695,939.72654
10696,969.99597
10697,1002.7481
10698,1033.3136
10699,1062.9813
10700,1092.3762
10701,1121.4223
10702,1151.6588
10703,1182.5993
10704,1214.3655
10705,1247.2217
10706,1274.7997
10707,1298.7547
10708,1314.1991
10709,1325.2287
10710,1333.7028
10711,1336.5635
10712,1338.026
10713,1338.0876
10714,1338.8804
10715,1339.6813
10716,1340.5492
10717,1340.6564
10718,1340.1859
10719,1338.4177
10720,1332.6774
10721,1320.8267
10722,1301.725
10723,1275.7881
10724,1244.8501
10725,1211.679
10726,1177.7779
10727,1144.2185
10728,1112.3533
10729,1080.2739
10730,1049.4477
10731,1018.6939
10732,991.69296
10733,967.37983
10734,947.38021
10735,930.90712
10736,918.43214
10737,911.9276
10738,909.75212
10739,909.02019
10740,908.28604
10741,906.87582
10742,905.84344
10743,904.87155
10744,903.86465
10745,903.6668
10746,904.4944
10747,906.83871
10748,909.23807
10749,911.52722
10750,913.49725
10751,915.26919
10752,917.2269
10753,918.4594
10754,917.20652
10755,916.11181
10756,915.84533
10757,917.41078
10758,919.05082
10759,921.49855
10760,925.4542
10761,930.59609
10762,936.03896
10763,940.33563
10764,941.73138
10765,940.42294
10766,936.11474
10767,928.09124
10768,915.5023
10769,898.88701
10770,879.66864
10771,858.6524
10772,838.31571
10773,819.98249
10774,805.84624
10775,797.18801
10776,795.64609
10777,798.87013
10778,803.91952
10779,803.58604
10780,801.78484
10781,800.49738
10782,800.72686
10783,802.75725
10784,806.10981
10785,809.54319
10786,812.20155
10787,813.58406
10788,813.77043
10789,813.63686
10790,813.53177
10791,813.50681
10792,813.56789
10793,813.59061
10794,813.51013
10795,813.4395
10796,813.42295
10797,813.5753
10798,813.72084
10799,813.90297
10800,933.26251
10801,933.20015
10802,933.14918
10803,933.14697
10804,933.11001
10805,933.15723
10806,933.19788
10807,934.06862
10808,937.94435
10809,947.61725
10810,965.62483
10811,992.64816
10812,1027.3051
10813,1069.5262
10814,1112.5727
10815,1152.7239
10816,1187.757
10817,1217.6055
10818,1243.6163
10819,1265.6322
10820,1285.8623
10821,1303.8898
10822,1322.746
10823,1340.4351
10824,1356.4356
10825,1371.1464
10826,1384.3315
10827,1395.3645
10828,1403.9515
10829,1410.2393
10830,1414.1433
10831,1415.2011
10832,1415.4654
10833,1414.7711
10834,1414.9243
10835,1414.9168
10836,1414.7584
10837,1414.5928
10838,1414.3472
10839,1413.9789
10840,1414.1689
10841,1414.1265
10842,1413.9364
10843,1413.0743
10844,1410.2337
10845,1403.7992
10846,1392.0345
10847,1373.7312
10848,1350.6645
10849,1324.6507
10850,1297.5168
10851,1271.1528
10852,1244.5721
10853,1221.306
10854,1200.4048
10855,1179.8265
10856,1157.6978
10857,1133.6925
10858,1105.8441
10859,1073.377
10860,1038.1047
10861,1003.7909
10862,969.65996
10863,936.72227
10864,912.10957
10865,902.62289
10866,900.71435
10867,903.75452
10868,908.42388
10869,911.66475
10870,913.77491
10871,915.7281
10872,917.74703
10873,919.23879
10874,920.36426
10875,920.82045
10876,920.77604
10877,920.14356
10878,919.5666
10879,919.12035
10880,918.74724
10881,918.16737
10882,917.34888
10883,916.44451
10884,915.4533
10885,914.65035
10886,914.1228
10887,913.73788
10888,913.44644
10889,913.19994
10890,913.17194
10891,912.95004
10892,912.63387
10893,912.33333
10894,912.1068
10895,912.05749
10896,912.03026
10897,912.07152
10898,912.13901
10899,912.15749
10900,912.13009
10901,912.17253
10902,912.23496
10903,912.51145
10904,912.75805
10905,913.21859
10906,913.53706
10907,913.89485
10908,914.19001
10909,914.58416
10910,915.0493
10911,915.72863
10912,916.49055
10913,917.09647
10914,917.25964
10915,917.34757
10916,917.46456
10917,917.64599
10918,917.99948
10919,918.19514
10920,918.4345
10921,918.87966
10922,919.44021
10923,920.03396
10924,920.6444
10925,921.07971
10926,921.60146
10927,921.99958
10928,922.42103
10929,922.75228
10930,923.32382
10931,924.29213
10932,925.28335
10933,926.15979
10934,926.7657
10935,927.15396
10936,927.45821
10937,927.64331
10938,927.83722
10939,927.98631
10940,928.04886
10941,928.0946
10942,928.11394
10943,928.13752
10944,928.13352
10945,928.12374
10946,928.085
10947,927.91275
10948,927.68377
10949,927.18481
10950,359.79871
10951,360.55971
10952,361.48973
10953,362.39191
10954,363.11263
10955,363.99714
10956,365.00489
10957,365.99686
10958,367.64106
10959,369.1079
10960,370.41431
10961,372.12091
10962,375.48243
10963,382.37718
10964,393.39597
10965,406.7091
10966,418.60676
10967,426.75621
10968,430.41796
10969,431.09828
10970,429.58916
10971,426.48895
10972,421.97737
10973,416.66476
10974,415.25647
10975,419.70019
10976,422.3724
10977,421.18668
10978,417.72955
10979,416.77489
10980,417.72743
10981,418.55873
10982,417.9082
10983,419.69321
10984,425.3351
10985,435.21733
10986,449.76028
10987,471.77632
10988,501.50794
10989,537.6985
10990,577.76113
10991,621.26494
10992,663.98249
10993,702.73969
10994,735.55775
10995,765.3256
10996,790.55919
10997,811.02326
10998,828.19161
10999,842.91895
11000,853.15267
11001,861.25068
11002,867.12978
11003,871.51175
11004,875.10231
11005,878.44131
11006,882.36201
11007,886.00174
11008,888.57916
11009,890.65632
11010,891.64325
11011,892.28954
11012,892.83458
11013,893.054
11014,893.25822
11015,893.19628
11016,893.02987
11017,892.59228
11018,892.18322
11019,892.1996
11020,892.12433
11021,891.82713
11022,891.97867
11023,892.15825
11024,892.2149
11025,892.30524
11026,892.462
11027,892.42377
11028,891.81311
11029,890.61614
11030,887.4542
11031,881.10079
11032,869.88596
11033,853.74326
11034,835.04638
11035,812.00684
11036,785.57887
11037,755.55677
11038,722.74151
11039,688.371
11040,653.27907
11041,617.44187
11042,581.9522
11043,549.01436
11044,517.72307
11045,492.68884
11046,470.91597
11047,454.85997
11048,442.73061
11049,433.78837
11050,426.60024
11051,421.38508
11052,418.16832
11053,416.94303
11054,415.44045
11055,416.63097
11056,419.45291
11057,420.82711
11058,420.21695
11059,419.15784
11060,417.59514
11061,417.16464
11062,415.5687
11063,413.82375
11064,410.45234
11065,406.25066
11066,402.50608
11067,398.69745
11068,396.25556
11069,395.83572
11070,396.81325
11071,398.13097
11072,397.69063
11073,394.54627
11074,389.10099
11075,381.16934
11076,370.83711
11077,361.47648
11078,354.80598
11079,351.39815
11080,350.25948
11081,351.15435
11082,353.91912
11083,357.75378
11084,361.3552
11085,363.90521
11086,365.24004
11087,365.76223
11088,365.65282
11089,365.25154
11090,364.85323
11091,364.5765
11092,364.41955
11093,364.32403
11094,364.11979
11095,363.9778
11096,363.97231
11097,364.25223
11098,364.88458
11099,365.77864
11100,315.77212
11101,319.38389
11102,322.59273
11103,324.7731
11104,326.13157
11105,326.73181
11106,327.45365
11107,327.28489
11108,327.26597
11109,326.94737
11110,326.80538
11111,326.73537
11112,326.87786
11113,327.80784
11114,329.27143
11115,331.79843
11116,336.28472
11117,343.55593
11118,354.19244
11119,367.50166
11120,380.22435
11121,390.73415
11122,398.04745
11123,402.26079
11124,404.06764
11125,403.4065
11126,400.63971
11127,396.18902
11128,391.63708
11129,391.16651
11130,392.823
11131,394.26482
11132,396.86147
11133,396.63918
11134,394.86005
11135,392.72903
11136,391.72629
11137,392.65276
11138,393.19774
11139,395.09063
11140,398.24253
11141,403.69736
11142,415.28303
11143,431.23108
11144,454.34142
11145,484.80122
11146,520.52517
11147,560.36041
11148,602.48476
11149,643.5273
11150,681.29333
11151,715.08963
11152,746.58458
11153,772.53559
11154,796.00851
11155,814.88693
11156,829.49765
11157,840.97092
11158,850.01164
11159,857.38165
11160,862.54144
11161,866.5846
11162,870.02777
11163,872.61061
11164,874.45097
11165,875.55229
11166,875.84757
11167,876.29267
11168,876.43746
11169,876.66984
11170,876.73745
11171,876.72149
11172,876.78468
11173,876.73754
11174,876.40116
11175,876.09948
11176,875.82445
11177,875.60538
11178,875.52256
11179,875.68927
11180,875.67686
11181,875.80312
11182,876.01348
11183,876.14917
11184,876.07829
11185,876.0329
11186,876.05496
11187,875.74578
11188,874.86025
11189,872.47664
11190,868.33729
11191,860.8421
11192,849.32547
11193,833.80344
11194,814.72058
11195,791.19346
11196,764.65246
11197,733.25576
11198,699.40899
11199,664.60986
11200,630.51447
11201,597.81449
11202,566.57219
11203,536.39426
11204,509.81796
11205,485.21597
11206,464.64099
11207,449.419
11208,436.31852
11209,425.64347
11210,417.25444
11211,411.23192
11212,407.43441
11213,405.14929
11214,404.40732
11215,404.87293
11216,405.59902
11217,406.2943
11218,407.15301
11219,407.98816
11220,407.38376
11221,404.52461
11222,400.8766
11223,398.21296
11224,395.80192
11225,392.8815
11226,390.88801
11227,388.92414
11228,387.092
11229,384.41705
11230,381.58357
11231,378.35745
11232,374.45118
11233,369.11048
11234,362.27944
11235,353.44348
11236,343.08008
11237,333.20089
11238,326.12218
11239,323.34223
11240,324.39222
11241,329.14267
11242,335.48341
11243,341.69068
11244,346.67971
11245,349.99358
11246,351.76962
11247,352.97925
11248,353.79663
11249,354.60062
11250,830.27051
11251,830.42958
11252,830.5617
11253,830.96027
11254,831.38345
11255,831.89949
11256,832.4285
11257,832.98257
11258,833.62869
11259,834.08361
11260,834.34644
11261,833.73126
11262,833.45844
11263,835.55709
11264,841.78081
11265,855.28476
11266,875.53726
11267,899.6796
11268,923.24923
11269,942.35386
11270,956.0522
11271,963.86192
11272,966.15176
11273,963.30823
11274,957.53522
11275,949.20526
11276,939.83102
11277,930.75765
11278,923.99783
11279,919.89945
11280,917.70226
11281,922.74404
11282,930.74835
11283,930.97887
11284,928.63396
11285,930.95544
11286,934.45136
11287,939.71454
11288,950.50535
11289,892.53589
11290,890.18866
11291,887.47386
11292,885.38911
11293,882.14643
11294,879.08717
11295,1175.8919
11296,1205.7986
11297,1233.9593
11298,1264.7088
11299,1290.6713
11300,1314.4906
11301,1333.3036
11302,1347.2566
11303,1356.4055
11304,1360.7727
11305,1362.9016
11306,1362.7627
11307,1362.301
11308,1362.1622
11309,1362.0122
11310,1362.305
11311,1362.7026
11312,1362.6269
11313,1362.5572
11314,1362.2841
11315,1362.1696
11316,1361.8409
11317,1360.431
11318,1355.0113
11319,1342.2788
11320,1321.0909
11321,1291.5685
11322,1255.7678
11323,1217.2364
11324,1180.1393
11325,1141.666
11326,1103.3355
11327,901.46451
11328,1034.5259
11329,1005.7575
11330,983.08273
11331,964.81534
11332,952.04003
11333,942.95519
11334,936.86586
11335,933.48435
11336,931.39879
11337,929.84626
11338,929.38244
11339,929.55089
11340,930.37749
11341,931.64673
11342,934.39491
11343,938.78117
11344,943.35156
11345,946.88811
11346,948.84206
11347,950.35372
11348,953.9948
11349,961.67376
11350,970.61915
11351,979.02902
11352,985.01299
11353,986.75714
11354,980.62683
11355,966.80444
11356,946.28995
11357,921.16076
11358,894.5814
11359,868.10813
11360,846.77447
11361,831.67297
11362,823.19621
11363,820.71036
11364,822.10396
11365,823.38969
11366,825.05117
11367,826.55012
11368,826.8161
11369,826.27597
11370,825.8738
11371,825.96827
11372,826.79267
11373,827.68529
11374,828.99937
11375,830.33762
11376,831.40019
11377,832.08565
11378,832.22656
11379,832.2758
11380,832.27021
11381,832.20825
11382,832.0315
11383,831.80329
11384,831.69201
11385,831.61483
11386,831.54922
11387,831.53492
11388,831.5767
11389,831.51278
11390,831.43603
11391,831.19966
11392,831.0404
11393,830.73034
11394,830.53743
11395,830.30046
11396,829.96311
11397,829.39469
11398,828.87142
11399,828.37562
11400,805.07661
11401,805.00613
11402,804.93704
11403,804.90919
11404,804.89152
11405,804.77205
11406,804.68986
11407,803.86021
11408,801.30805
11409,802.3943
11410,807.18042
11411,807.17284
11412,835.8403
11413,859.3883
11414,884.24898
11415,905.79067
11416,905.77773
11417,934.65662
11418,939.93762
11419,939.93762
11420,940.09176
11421,935.93181
11422,929.77722
11423,924.08609
11424,920.59797
11425,920.59797
11426,920.57339
11427,924.18054
11428,924.1787
11429,929.30725
11430,926.9616
11431,926.72018
11432,931.37757
11433,939.56113
11434,950.54511
11435,950.54455
11436,986.30659
11437,883.6762
11438,883.86178
11439,879.38016
11440,877.31202
11441,877.16042
11442,1164.6118
11443,1187.3102
11444,1207.7857
11445,1229.4651
11446,1252.5456
11447,1273.0432
11448,1273.0432
11449,1291.3084
11450,1307.2603
11451,1333.9613
11452,1333.9366
11453,1352.8205
11454,1358.3192
11455,1358.3329
11456,1363.4214
11457,1363.413
11458,1364.3937
11459,1365.2341
11460,1365.9244
11461,1365.9244
11462,1365.4755
11463,1364.9255
11464,1364.5403
11465,1364.0993
11466,1363.8535
11467,1363.8657
11468,1363.0581
11469,1361.9596
11470,1361.906
11471,1353.2063
11472,1341.8608
11473,1323.1122
11474,1295.9585
11475,1295.9924
11476,1262.2866
11477,1186.0184
11478,1144.1453
11479,1104.4189
11480,1067.9774
11481,1067.9885
11482,1004.6691
11483,1004.6572
11484,961.39566
11485,950.0058
11486,942.3075
11487,942.29326
11488,931.96125
11489,928.5423
11490,926.49255
11491,926.31613
11492,927.28982
11493,927.28389
11494,933.24217
11495,933.25567
11496,940.18856
11497,940.13463
11498,938.7449
11499,939.3154
11500,942.1745
11501,945.99085
11502,945.99085
11503,951.5005
11504,945.88623
11505,931.88456
11506,912.81503
11507,891.28226
11508,870.41447
11509,850.95927
11510,834.53487
11511,821.94258
11512,813.92682
11513,811.82536
11514,811.82333
11515,816.35327
11516,816.35327
11517,813.68213
11518,813.14144
11519,813.34415
11520,813.32146
11521,814.44231
11522,816.80377
11523,818.77017
11524,819.41226
11525,819.62765
11526,819.8212
11527,820.31214
11528,820.71134
11529,820.73066
11530,821.17482
11531,821.17674
11532,821.01037
11533,820.53735
11534,820.05577
11535,819.82934
11536,819.57683
11537,819.57609
11538,818.9333
11539,818.93111
11540,817.98507
11541,817.62542
11542,817.32101
11543,817.00527
11544,816.81239
11545,816.66271
11546,816.64354
11547,816.34088
11548,816.15654
11549,815.97123
11550,818.99451
11551,818.87394
11552,818.81724
11553,818.68976
11554,818.58338
11555,818.70595
11556,819.05343
11557,820.31845
11558,823.79886
11559,831.23548
11560,842.76884
11561,857.4206
11562,874.8816
11563,893.92193
11564,913.49487
11565,931.91281
11566,945.0394
