Time,root.GunPointAgeSpan.d0.s0
3645,492.5037
3646,492.39406
3647,492.23855
3648,492.17006
3649,492.08128
3650,492.17099
3651,492.2061
3652,492.31204
3653,491.98091
3654,492.02732
3655,491.28441
3656,491.40443
3657,491.18063
3658,491.45127
3659,490.99917
3660,490.87561
3661,490.25352
3662,489.82113
3663,489.66611
3664,489.07967
3665,489.03837
3666,488.49292
3667,487.5699
3668,486.59798
3669,485.03871
3670,483.46661
3671,481.66426
3672,479.33623
3673,476.87346
3674,473.58091
3675,469.44244
3676,463.9327
3677,457.27809
3678,450.321
3679,441.10464
3680,431.845
3681,421.26404
3682,408.8156
3683,397.0186
3684,384.60154
3685,371.81964
3686,358.11639
3687,345.25797
3688,332.64552
3689,319.82722
3690,308.6619
3691,298.03701
3692,290.62676
3693,285.02187
3694,279.90325
3695,277.41552
3696,276.19074
3697,275.72008
3698,275.5352
3699,275.53203
3700,275.57252
3701,275.00068
3702,274.34618
3703,273.3174
3704,272.5895
3705,272.15542
3706,271.55051
3707,271.39656
3708,271.81439
3709,272.04921
3710,271.75372
3711,270.64553
3712,268.30734
3713,264.83521
3714,260.64916
3715,257.28405
3716,254.0
3717,252.25844
3718,251.42802
3719,251.32013
3720,251.86215
3721,252.69485
3722,254.5608
3723,256.79708
3724,257.83661
3725,258.66239
3726,259.01184
3727,259.22241
3728,259.21061
3729,259.5724
3730,259.69023
3731,259.82722
3732,259.80071
3733,259.37576
3734,259.00712
3735,259.09701
3736,258.65982
3737,258.67883
3738,257.82938
3739,257.62274
3740,257.01668
3741,256.87273
3742,256.85231
3743,256.58995
3744,256.48091
3745,256.4552
3746,256.30521
3747,256.22857
3748,256.13775
3749,255.99909
3750,825.43959
3751,825.46199
3752,825.5695
3753,825.45056
3754,825.38754
3755,825.16166
3756,824.93117
3757,824.59091
3758,824.33974
3759,824.09668
3760,823.52479
3761,824.71578
3762,827.82638
3763,835.02667
3764,846.49262
3765,863.7981
3766,884.51934
3767,904.51604
3768,920.96453
3769,933.73508
3770,940.86842
3771,943.33598
3772,942.16657
3773,939.50953
3774,936.97311
3775,934.56584
3776,932.78546
3777,933.36148
3778,937.73867
3779,942.27676
3780,944.18951
3781,945.03424
3782,944.93486
3783,942.56817
3784,941.45399
3785,942.4218
3786,943.71899
3787,944.80321
3788,946.15819
3789,950.1819
3790,956.93802
3791,969.17819
3792,884.15008
3793,882.16533
3794,879.55207
3795,877.59538
3796,874.69048
3797,871.75043
3798,1181.6374
3799,1209.3098
3800,1237.6568
3801,1261.9332
3802,1282.7507
3803,1301.4511
3804,1318.1206
3805,1331.9459
3806,1341.9809
3807,1347.3747
3808,1348.7202
3809,1349.1657
3810,1349.4181
3811,1349.293
3812,1349.9531
3813,1350.4431
3814,1350.7561
3815,1351.0321
3816,1351.0913
3817,1351.3263
3818,1351.4766
3819,1351.9714
3820,1352.0857
3821,1351.5321
3822,1346.9969
3823,1334.0266
3824,1309.6756
3825,1274.4564
3826,1236.6743
3827,1198.002
3828,884.46413
3829,888.58124
3830,892.05489
3831,895.81664
3832,1023.5985
3833,999.27886
3834,980.51411
3835,966.97732
3836,956.87483
3837,949.89798
3838,944.68455
3839,944.66118
3840,939.24682
3841,940.07635
3842,941.68217
3843,941.89869
3844,941.89558
3845,945.43634
3846,949.71299
3847,953.07102
3848,955.35895
3849,957.77378
3850,962.94556
3851,969.28496
3852,975.57548
3853,979.90385
3854,980.38926
3855,974.01254
3856,960.55363
3857,940.48259
3858,916.43331
3859,889.86908
3860,863.12136
3861,839.77183
3862,822.14171
3863,812.08832
3864,808.91149
3865,810.61807
3866,814.13639
3867,813.07601
3868,809.18594
3869,806.71602
3870,806.07195
3871,806.62637
3872,808.53921
3873,810.86676
3874,813.18551
3875,815.01873
3876,816.29599
3877,817.01527
3878,817.54117
3879,817.85404
3880,818.10338
3881,818.45615
3882,818.95189
3883,819.66901
3884,820.1288
3885,820.36288
3886,820.50623
3887,820.74445
3888,820.84908
3889,821.02295
3890,821.05486
3891,821.23179
3892,821.2998
3893,821.27963
3894,821.15967
3895,820.98821
3896,820.7499
3897,820.58771
3898,820.50697
3899,820.43819
3900,260.97476
3901,261.74143
3902,261.78637
3903,262.12216
3904,262.07656
3905,262.24406
3906,262.31701
3907,262.20174
3908,262.19857
3909,262.21602
3910,262.0498
3911,261.78179
3912,261.77396
3913,261.67603
3914,261.4846
3915,261.44833
3916,261.47855
3917,261.3798
3918,261.69655
3919,261.91673
3920,263.03928
3921,264.12973
3922,266.22172
3923,269.90895
3924,274.59216
3925,279.81339
3926,283.86803
3927,287.48903
3928,288.97466
3929,289.26461
3930,288.59664
3931,288.85699
3932,288.21122
3933,289.09163
3934,290.1423
3935,291.70858
3936,292.48952
3937,292.29699
3938,292.01077
3939,292.29532
3940,293.30989
3941,294.28132
3942,296.29433
3943,297.52775
3944,299.95627
3945,302.23995
3946,305.15356
3947,311.28493
3948,320.2003
3949,331.18875
3950,340.30902
3951,351.00648
3952,363.77577
3953,378.57666
3954,391.92252
3955,404.08439
3956,415.51838
3957,425.43381
3958,436.12814
3959,442.38679
3960,448.04172
3961,452.48427
3962,456.75784
3963,459.71378
3964,461.91115
3965,460.59574
3966,462.8144
3967,464.64413
3968,465.39401
3969,465.64598
3970,465.25911
3971,465.69276
3972,466.7287
3973,466.93174
3974,468.5087
3975,467.6847
3976,467.88508
3977,468.02564
3978,468.04147
3979,467.9186
3980,468.35243
3981,467.55406
3982,467.47572
3983,467.93429
3984,466.69505
3985,468.82404
3986,468.14802
3987,467.16513
3988,467.87836
3989,466.36529
3990,466.46145
3991,465.85988
3992,466.1451
3993,466.07834
3994,466.43594
3995,466.19942
3996,465.09592
3997,465.68902
3998,466.33392
3999,466.34662
4000,464.40206
4001,465.80771
4002,461.99712
4003,465.46371
4004,463.65679
4005,458.92205
4006,457.46687
4007,450.62316
4008,442.11364
4009,433.67489
4010,422.47454
4011,406.76287
4012,392.12413
4013,378.77439
4014,363.19635
4015,347.9375
4016,334.21579
4017,319.59221
4018,309.22458
4019,299.48797
4020,292.39781
4021,288.0071
4022,285.73783
4023,283.79764
4024,283.83546
4025,283.82251
4026,284.76205
4027,285.01251
4028,285.03238
4029,285.09335
4030,284.34278
4031,284.44069
4032,283.87738
4033,283.5086
4034,282.80182
4035,282.59013
4036,281.77273
4037,280.56836
4038,278.47851
4039,277.55383
4040,275.20934
4041,270.18588
4042,262.65423
4043,255.25294
4044,250.12766
4045,248.62807
4046,248.53428
4047,249.45348
4048,250.81374
4049,252.1361
4050,314.7394
4051,317.32433
4052,319.61184
4053,321.67938
4054,323.67996
4055,326.6127
4056,331.57897
4057,339.4179
4058,350.12154
4059,361.60439
4060,372.17833
4061,380.54759
4062,388.48563
4063,393.94814
4064,397.86907
4065,398.76737
4066,397.88841
4067,396.08952
4068,394.77827
4069,395.02466
4070,396.53469
4071,398.17305
4072,400.00752
4073,400.50197
4074,399.53054
4075,398.33843
4076,397.04221
4077,396.3582
4078,397.13837
4079,398.46049
4080,399.68069
4081,402.07765
4082,407.54003
4083,416.62823
4084,429.84984
4085,449.66834
4086,473.6597
4087,503.0581
4088,538.97243
4089,576.42078
4090,614.31163
4091,651.43036
4092,684.75527
4093,713.32368
4094,738.59904
4095,761.32961
4096,781.54244
4097,798.34235
4098,811.18114
4099,821.48855
4100,830.02345
4101,836.95285
4102,843.63515
4103,850.0333
4104,855.96591
4105,860.46066
4106,863.10955
4107,864.75704
4108,865.92305
4109,867.08252
4110,868.22638
4111,868.95726
4112,869.73972
4113,870.14743
4114,870.26504
4115,870.53414
4116,870.26409
4117,869.75952
4118,869.047
4119,867.81463
4120,865.00233
4121,861.19931
4122,855.65446
4123,847.9314
4124,836.8555
4125,823.24914
4126,806.66872
4127,788.5664
4128,767.80755
4129,746.28655
4130,723.95427
4131,700.32248
4132,676.66594
4133,652.63338
4134,627.89287
4135,604.14959
4136,581.23924
4137,557.75847
4138,533.40392
4139,509.92171
4140,489.10118
4141,470.57265
4142,455.42839
4143,444.25822
4144,435.53289
4145,428.63244
4146,424.00122
4147,420.41851
4148,418.23165
4149,417.15566
4150,416.59904
4151,416.26621
4152,415.56931
4153,416.1378
4154,416.17367
4155,415.36812
4156,414.45453
4157,414.3117
4158,413.41459
4159,411.0007
4160,406.23369
4161,400.87101
4162,396.46866
4163,390.75121
4164,384.97069
4165,380.40055
4166,376.01471
4167,371.27817
4168,365.35666
4169,358.74935
4170,349.31286
4171,338.80368
4172,328.85115
4173,319.0719
4174,310.42515
4175,305.08907
4176,302.89177
4177,304.13063
4178,308.79574
4179,315.32673
4180,322.11845
4181,327.70873
4182,332.32645
4183,335.90941
4184,338.84905
4185,341.52776
4186,343.43345
4187,344.77961
4188,345.18199
4189,345.17827
4190,344.84154
4191,344.64384
4192,344.3891
4193,344.22558
4194,343.93095
4195,343.95821
4196,344.03982
4197,344.49102
4198,344.90454
4199,345.49376
4200,810.09178
4201,810.08391
4202,810.04273
4203,810.06437
4204,810.0824
4205,808.60617
4206,805.72923
4207,803.34883
4208,802.93526
4209,806.63405
4210,815.88356
4211,831.71763
4212,851.98631
4213,873.25311
4214,892.68415
4215,892.68093
4216,908.15873
4217,921.70222
4218,921.70222
4219,919.86239
4220,919.86239
4221,915.94726
4222,908.66602
4223,908.66602
4224,909.72559
4225,914.89537
4226,920.45744
4227,920.45744
4228,921.64848
4229,921.01208
4230,920.44808
4231,920.6644
4232,923.73734
4233,923.72469
4234,929.7779
4235,938.77394
4236,952.10076
4237,973.77897
4238,880.86928
4239,1082.4354
4240,1117.0701
4241,1117.0422
4242,1181.7527
4243,1181.7598
4244,1238.5054
4245,1238.5054
4246,1296.2474
4247,1296.2474
4248,1333.6201
4249,1348.3379
4250,1358.3341
4251,1365.6081
4252,1365.5661
4253,1371.6029
4254,1371.5905
4255,1372.6877
4256,1372.7489
4257,1372.9896
4258,1372.9231
4259,1372.9514
4260,1373.0372
4261,1372.2898
4262,1371.8269
4263,1371.3955
4264,1370.8603
4265,1370.8517
4266,1365.7964
4267,1365.7901
4268,1359.1533
4269,1326.102
4270,1326.1087
4271,1297.4985
4272,1224.4119
4273,1184.4753
4274,1184.4766
4275,1142.4181
4276,1071.0267
4277,1071.0202
4278,1038.759
4279,986.02507
4280,967.05336
4281,952.27884
4282,942.13195
4283,942.13195
4284,934.85518
4285,927.75194
4286,927.18384
4287,927.18796
4288,927.52042
4289,929.26019
4290,931.78453
4291,931.77027
4292,940.93951
4293,940.93703
4294,943.0063
4295,942.14422
4296,941.89058
4297,943.69283
4298,943.68967
4299,953.3242
4300,953.32372
4301,959.94455
4302,959.94455
4303,958.40432
4304,938.66146
4305,919.22407
4306,919.21845
4307,895.45708
4308,870.25579
4309,845.84993
4310,823.2956
4311,796.28725
4312,793.91891
4313,796.41658
4314,801.39949
4315,804.90478
4316,803.34397
4317,800.62703
4318,800.61178
4319,799.24443
4320,800.04299
4321,801.36104
4322,802.43125
4323,802.43972
4324,802.61466
4325,802.00104
4326,801.99331
4327,802.00678
4328,802.12817
4329,802.35425
4330,802.76082
4331,802.79824
4332,802.74567
4333,802.72837
4334,802.47633
4335,802.46166
4336,802.4958
4337,802.50185
4338,802.51664
4339,802.41839
4340,801.79267
4341,801.47429
4342,801.19743
4343,801.14745
4344,800.8991
4345,800.49712
4346,800.48819
4347,800.25237
4348,800.24499
4349,799.99134
4350,284.72573
4351,284.67809
4352,284.66589
4353,284.67307
4354,284.57268
4355,284.49447
4356,284.23086
4357,284.02014
4358,283.80709
4359,283.19713
4360,282.78296
4361,282.3992
4362,281.95753
4363,281.6
4364,281.05872
4365,280.53771
4366,280.20011
4367,279.81479
4368,279.50086
4369,279.41093
4370,279.46076
4371,279.51716
4372,279.50786
4373,279.52931
4374,279.82572
4375,280.58296
4376,282.75891
4377,284.66597
4378,285.10616
4379,283.43565
4380,281.58656
4381,279.31786
4382,279.02664
4383,280.64697
4384,282.68283
4385,284.53592
4386,287.63238
4387,291.9909
4388,298.10204
4389,309.40724
4390,325.55802
4391,344.20327
4392,367.69571
4393,390.0676
4394,413.76482
4395,434.61248
4396,455.93231
4397,475.42546
4398,491.49159
4399,501.8326
4400,505.4919
4401,506.08881
4402,506.09626
4403,506.13819
4404,505.67356
4405,506.38651
4406,506.22403
4407,505.80882
4408,505.54377
4409,505.45702
4410,505.30777
4411,505.31696
4412,505.47227
4413,505.2939
4414,505.22303
4415,505.76452
4416,505.33493
4417,505.77297
4418,505.31253
4419,505.7303
4420,504.66598
4421,502.55688
4422,500.00417
4423,495.24556
4424,490.79591
4425,484.15186
4426,476.72958
4427,468.06436
4428,460.54044
4429,450.80616
4430,440.51193
4431,430.42042
4432,419.98471
4433,409.8125
4434,398.53906
4435,386.82782
4436,374.92689
4437,362.10229
4438,349.97105
4439,338.99164
4440,328.72798
4441,320.03564
4442,312.4162
4443,307.20548
4444,302.7678
4445,298.93333
4446,296.54698
4447,294.25302
4448,292.4981
4449,292.33665
4450,293.13807
4451,294.57958
4452,295.97483
4453,297.99305
4454,299.89322
4455,302.41528
4456,304.96211
4457,307.04767
4458,308.36282
4459,308.23753
4460,306.48355
4461,303.61728
4462,300.73727
4463,297.35418
4464,294.66649
4465,292.22088
4466,290.81165
4467,290.12546
4468,290.12373
4469,290.45965
4470,290.99723
4471,291.18637
4472,291.19595
4473,291.3493
4474,291.51164
4475,291.88464
4476,292.03714
4477,292.32737
4478,292.34667
4479,292.23268
4480,291.90878
4481,291.52422
4482,291.14654
4483,290.76665
4484,290.7108
4485,290.55901
4486,290.50678
4487,290.4215
4488,290.39888
4489,290.3365
4490,290.28627
4491,290.22796
4492,290.18243
4493,290.18991
4494,290.05915
4495,289.91461
4496,289.67246
4497,289.54075
4498,289.41676
4499,289.17905
4500,256.84038
4501,257.6564
4502,257.61499
4503,257.51515
4504,257.78583
4505,258.13787
4506,257.98805
4507,257.91453
4508,258.08007
4509,258.31088
4510,258.38134
4511,258.34064
4512,258.38158
4513,258.19307
4514,258.13445
4515,258.2213
4516,257.97104
4517,257.84256
4518,258.95455
4519,261.64214
4520,267.70375
4521,274.08057
4522,282.41042
4523,289.31942
4524,296.44807
4525,299.08994
4526,300.01577
4527,299.11923
4528,298.85612
4529,298.36762
4530,299.08249
4531,299.44881
4532,299.91187
4533,301.31949
4534,301.14286
4535,300.7115
4536,300.9939
4537,305.30203
4538,313.03691
4539,325.496
4540,341.12017
4541,360.8972
4542,380.74306
4543,397.54102
4544,411.88095
4545,425.26004
4546,437.73393
4547,447.85023
4548,456.5841
4549,464.01991
4550,471.08138
4551,477.30118
4552,479.18779
4553,481.78315
4554,483.70463
4555,483.84606
4556,484.39791
4557,483.91335
4558,483.7563
4559,483.64361
4560,484.19725
4561,484.84888
4562,484.53213
4563,484.8674
4564,484.41139
4565,485.83217
4566,484.90033
4567,484.76496
4568,484.93174
4569,485.04853
4570,483.79681
4571,484.12375
4572,482.89637
4573,483.625
4574,483.76799
4575,484.19819
4576,483.49187
4577,484.59708
4578,483.13651
4579,484.59867
4580,484.18413
4581,484.24427
4582,484.15466
4583,484.74221
4584,484.40109
4585,484.52614
4586,484.25355
4587,484.21324
4588,482.24138
4589,482.9486
4590,482.66446
4591,482.68833
4592,481.93184
4593,481.36099
4594,480.02075
4595,478.03548
4596,474.56167
4597,469.34966
4598,463.51601
4599,454.88038
4600,444.85115
4601,433.78004
4602,420.71897
4603,407.03926
4604,393.82932
4605,380.06486
4606,366.52803
4607,354.77389
4608,344.32974
4609,333.24511
4610,324.18135
4611,314.89906
4612,306.39723
4613,299.68581
4614,294.15028
4615,291.23555
4616,290.10893
4617,288.83058
4618,287.87951
4619,287.02252
4620,286.52507
4621,286.15805
4622,285.24
4623,284.8037
4624,285.28362
4625,284.96802
4626,285.0818
4627,284.87354
4628,285.19313
4629,285.14146
4630,285.1527
4631,285.16737
4632,284.91716
4633,284.52178
4634,283.73014
4635,279.42667
4636,271.85627
4637,264.72952
4638,258.6343
4639,257.19321
4640,257.2288
4641,258.68614
4642,260.27508
4643,261.49423
4644,262.25122
4645,262.65289
4646,262.36013
4647,262.31843
4648,262.26606
4649,262.5338
4650,831.3989
4651,831.15165
4652,830.88685
4653,830.74979
4654,830.65964
4655,830.65037
4656,830.60739
4657,830.60343
4658,830.58778
4659,830.62148
4660,830.62996
4661,830.73947
4662,830.56504
4663,830.05462
4664,829.56489
4665,831.33679
4666,837.18519
4667,851.14091
4668,871.47486
4669,893.956
4670,915.27359
4671,933.17506
4672,946.39312
4673,954.55412
4674,957.33241
4675,955.60977
4676,951.54739
4677,945.80949
4678,937.39907
4679,931.52507
4680,931.22473
4681,935.56377
4682,937.2906
4683,937.29753
4684,936.41723
4685,935.06928
4686,935.03168
4687,935.71715
4688,935.71715
4689,938.38083
4690,945.40403
4691,900.73727
4692,897.98315
4693,896.23872
4694,892.82553
4695,889.40728
4696,885.75827
4697,881.66798
4698,1201.2671
4699,1231.642
4700,1261.5717
4701,1286.1015
4702,1307.9862
4703,1327.3226
4704,1343.978
4705,1356.5307
4706,1364.3836
4707,1367.8667
4708,1367.9075
4709,1367.8167
4710,1367.3871
4711,1366.9207
4712,1366.9956
4713,1366.6449
4714,1366.3161
4715,1366.3976
4716,1366.0745
4717,1366.2665
4718,1366.262
4719,1366.6596
4720,1366.946
4721,1367.3775
4722,1368.0459
4723,1368.4861
4724,1367.396
4725,1361.763
4726,1347.5787
4727,1323.3814
4728,1289.516
4729,1248.3319
4730,1209.2128
4731,1164.9928
4732,1125.6982
4733,1089.8178
4734,1055.3648
4735,1027.4294
4736,1003.9176
4737,984.43869
4738,969.35374
4739,958.32774
4740,949.40562
4741,942.64493
4742,938.43819
4743,936.99245
4744,936.09498
4745,936.24324
4746,937.0415
4747,940.27082
4748,944.41001
4749,949.55872
4750,953.52998
4751,957.77861
4752,962.15442
4753,967.03162
4754,973.22535
4755,978.72095
4756,981.89716
4757,978.63996
4758,966.10873
4759,944.61579
4760,919.24993
4761,890.51689
4762,862.05987
4763,838.01131
4764,820.78474
4765,811.75743
4766,810.42696
4767,814.86212
4768,818.16569
4769,816.38082
4770,814.92133
4771,815.66866
4772,817.90328
4773,820.80923
4774,823.13338
4775,825.28839
4776,827.347
4777,829.36221
4778,830.45548
4779,831.19503
4780,831.86765
4781,833.0098
4782,834.35985
4783,835.90527
4784,836.84889
4785,837.28449
4786,837.38536
4787,837.39226
4788,836.83685
4789,835.84684
4790,834.87164
4791,834.30243
4792,834.03834
4793,834.0004
4794,834.0808
4795,834.03562
4796,834.03329
4797,833.79058
4798,833.32338
4799,832.9469
4800,249.09707
4801,248.60723
4802,248.90619
4803,249.54671
4804,250.06503
4805,250.95534
4806,252.61824
4807,254.01473
4808,255.2286
4809,255.938
4810,256.60606
4811,257.01092
4812,258.00464
4813,258.90238
4814,260.34039
4815,261.78144
4816,262.28474
4817,262.47211
4818,261.73337
4819,260.22082
4820,259.09702
4821,258.25314
4822,258.16349
4823,258.50578
4824,259.75664
4825,260.45749
4826,261.76618
4827,264.35771
4828,265.65589
4829,265.19943
4830,264.97296
4831,265.43137
4832,267.78963
4833,271.0087
4834,274.77697
4835,279.43104
4836,282.33531
4837,283.87205
4838,285.92944
4839,288.98093
4840,295.20321
4841,306.00972
4842,321.92816
4843,336.75381
4844,358.0
4845,381.48276
4846,407.55319
4847,424.08696
4848,441.63593
4849,460.52546
4850,479.11409
4851,495.65798
4852,510.84014
4853,519.93495
4854,525.18506
4855,526.72879
4856,527.79598
4857,527.74214
4858,527.02023
4859,526.86164
4860,526.95824
4861,526.49732
4862,525.81881
4863,525.5885
4864,525.73565
4865,525.54642
4866,525.42637
4867,524.61598
4868,523.9907
4869,522.04215
4870,517.58185
4871,509.27302
4872,496.39833
4873,480.23758
4874,462.64635
4875,442.94363
4876,423.64187
4877,405.31602
4878,386.75183
4879,371.66137
4880,356.16132
4881,341.16455
4882,330.35709
4883,319.48467
4884,310.53836
4885,305.37796
4886,301.60586
4887,299.10911
4888,297.36507
4889,295.8964
4890,295.87786
4891,295.38581
4892,295.00203
4893,294.34926
4894,293.60026
4895,292.94763
4896,291.9695
4897,291.7948
4898,291.6005
4899,291.94488
4900,291.90215
4901,291.06235
4902,290.03332
4903,289.01237
4904,286.83429
4905,282.90185
4906,278.05192
4907,273.10294
4908,269.46346
4909,267.42296
4910,266.85573
4911,266.98337
4912,267.42319
4913,267.20265
4914,266.85237
4915,266.81804
4916,266.89703
4917,267.19115
4918,267.48608
4919,268.335
4920,269.34929
4921,269.62757
4922,270.43164
4923,271.36114
4924,272.08532
4925,272.31399
4926,272.42375
4927,272.46225
4928,272.40031
4929,272.42775
4930,272.14857
4931,271.73551
4932,271.5983
4933,271.20909
4934,271.03233
4935,270.89836
4936,270.69383
4937,270.83054
4938,270.83026
4939,270.87487
4940,270.96588
4941,270.97912
4942,271.09995
4943,271.22332
4944,271.31858
4945,271.32767
4946,271.30297
4947,271.09043
4948,271.08534
4949,270.81828
4950,263.02043
4951,263.2372
4952,263.95905
4953,264.67809
4954,267.95099
4955,272.79443
4956,279.38084
4957,287.2651
4958,291.38493
4959,292.95616
4960,292.77544
4961,292.56194
4962,291.2992
4963,291.5826
4964,294.31328
4965,295.96362
4966,296.48962
4967,297.39034
4968,299.20304
4969,304.51134
4970,314.05769
4971,331.86293
4972,351.4
4973,372.49701
4974,392.38376
4975,410.54468
4976,427.29131
4977,441.01775
4978,452.25964
4979,462.77561
4980,470.84565
4981,478.00239
4982,483.54258
4983,486.93817
4984,489.30121
4985,490.86452
4986,491.72792
4987,491.59236
4988,492.44436
4989,492.06704
4990,492.02372
4991,492.55304
4992,492.76967
4993,493.52036
4994,493.91539
4995,493.86149
4996,494.21066
4997,494.09693
4998,494.04685
4999,495.0352
5000,495.17468
5001,495.5421
5002,495.84365
5003,496.39222
5004,496.19551
5005,496.29048
5006,497.1455
5007,497.29473
5008,497.42925
5009,497.70724
5010,497.883
5011,497.96437
5012,497.79477
5013,498.07183
5014,497.9632
5015,498.09267
5016,498.01786
5017,498.50441
5018,498.29904
5019,498.04988
5020,498.41416
5021,498.48816
5022,498.19839
5023,498.40532
5024,498.12197
5025,498.10442
5026,498.02477
5027,497.67213
5028,498.06522
5029,497.79062
5030,498.02939
5031,498.15961
5032,498.00819
5033,497.69876
5034,497.69121
5035,497.30283
5036,497.31402
5037,497.39371
5038,497.69369
5039,497.47068
5040,497.48934
5041,497.19768
5042,496.87711
5043,496.70944
5044,497.18647
5045,496.59409
5046,495.47078
5047,493.99581
5048,492.44604
5049,490.41589
5050,487.6383
5051,483.66441
5052,477.15556
5053,470.54197
5054,461.72479
5055,451.67446
5056,440.32496
5057,428.94321
5058,416.39176
5059,403.24163
5060,390.38725
5061,379.40228
5062,367.86177
5063,357.27299
5064,347.3837
5065,336.90628
5066,325.88465
5067,316.66203
5068,309.2516
5069,302.02717
5070,296.51565
5071,292.65775
5072,289.09141
5073,286.24454
5074,284.73002
5075,283.68763
5076,282.75949
5077,282.1467
5078,281.48166
5079,281.12722
5080,280.40826
5081,280.36173
5082,280.4462
5083,280.40525
5084,280.58577
5085,280.90526
5086,280.58171
5087,280.29309
5088,279.66608
5089,279.74896
5090,279.74955
5091,279.1019
5092,277.21314
5093,273.39419
5094,267.32649
5095,259.67315
5096,252.02682
5097,246.82371
5098,244.29535
5099,243.9942
5100,355.38022
5101,355.60389
5102,355.99373
5103,356.03802
5104,356.09757
5105,356.14297
5106,356.20484
5107,356.19415
5108,356.21163
5109,356.25622
5110,356.31468
5111,356.66858
5112,357.41705
5113,359.18683
5114,362.51166
5115,368.94825
5116,380.74586
5117,396.57225
5118,413.42661
5119,426.32492
5120,433.36031
5121,436.19144
5122,435.73547
5123,433.53687
5124,430.55291
5125,426.78848
5126,422.27012
5127,418.98596
5128,419.42851
5129,419.11829
5130,417.49779
5131,414.8218
5132,412.66749
5133,412.6448
5134,411.95474
5135,412.12225
5136,416.85101
5137,424.61892
5138,435.79494
5139,453.48905
5140,480.90138
5141,517.84684
5142,559.37668
5143,601.8992
5144,644.38157
5145,683.75255
5146,717.81974
5147,748.3489
5148,774.46118
5149,796.17561
5150,814.30316
5151,829.05429
5152,840.29549
5153,849.22812
5154,856.8609
5155,863.30181
5156,868.90173
5157,874.01492
5158,878.10328
5159,880.77536
5160,883.27867
5161,884.39124
5162,885.11619
5163,885.3538
5164,885.59925
5165,885.77992
5166,885.65121
5167,885.36677
5168,885.17442
5169,884.85637
5170,884.52314
5171,884.35614
5172,884.16925
5173,884.20841
5174,884.15806
5175,884.19549
5176,884.20747
5177,884.50349
5178,884.60614
5179,884.76205
5180,884.56473
5181,884.0113
5182,883.28037
5183,881.49118
5184,877.77706
5185,872.02808
5186,862.17621
5187,848.47996
5188,830.80164
5189,809.15435
5190,784.1297
5191,756.87972
5192,728.48277
5193,699.33136
5194,670.04787
5195,639.55172
5196,609.00781
5197,578.07384
5198,547.62822
5199,517.34654
5200,492.41807
5201,470.15776
5202,453.07981
5203,441.16062
5204,429.9636
5205,421.2378
5206,415.42241
5207,412.00825
5208,410.28017
5209,410.46804
5210,411.76345
5211,412.94257
5212,413.13568
5213,413.9249
5214,414.06983
5215,412.10238
5216,408.84618
5217,406.0647
5218,403.28998
5219,401.93744
5220,401.11668
5221,399.71747
5222,397.86873
5223,396.4908
5224,394.01595
5225,389.12699
5226,380.89295
5227,372.68778
5228,363.36339
5229,353.19866
5230,342.67748
5231,332.40816
5232,324.97798
5233,323.11525
5234,324.3647
5235,329.48479
5236,335.84497
5237,341.621
5238,345.723
5239,348.34782
5240,350.58694
5241,352.43362
5242,354.01287
5243,355.63063
5244,356.61282
5245,357.41614
5246,357.67648
5247,357.87481
5248,358.22143
5249,358.71973
5250,331.08206
5251,331.86836
5252,332.93332
5253,334.05507
5254,335.28182
5255,336.51035
5256,337.95598
5257,339.38824
5258,340.65586
5259,341.94531
5260,343.1851
5261,344.00898
5262,344.72636
5263,345.77435
5264,347.76691
5265,351.32885
5266,356.79277
5267,365.01202
5268,375.966
5269,387.66608
5270,397.68686
5271,404.45228
5272,407.64315
5273,407.66634
5274,405.66723
5275,401.96104
5276,397.60466
5277,393.76652
5278,394.63333
5279,397.31997
5280,401.65884
5281,404.82279
5282,404.55961
5283,401.80927
5284,398.8876
5285,398.97895
5286,399.83247
5287,399.52103
5288,401.29517
5289,406.42165
5290,413.33392
5291,425.62824
5292,444.09613
5293,469.30735
5294,499.18562
5295,534.05016
5296,572.56837
5297,610.20695
5298,646.33417
5299,679.99331
5300,711.08865
5301,739.56478
5302,763.94125
5303,784.73439
5304,802.76705
5305,817.05535
5306,829.26869
5307,839.54428
5308,848.28872
5309,856.05547
5310,862.58039
5311,868.14957
5312,872.9502
5313,876.85131
5314,879.26
5315,881.21355
5316,882.3026
5317,882.95165
5318,883.58424
5319,883.98848
5320,884.04021
5321,884.20549
5322,884.02837
5323,884.11563
5324,883.95667
5325,883.75616
5326,883.3635
5327,882.93231
5328,882.68343
5329,882.26551
5330,881.71767
5331,880.07115
5332,877.21564
5333,871.69896
5334,864.01249
5335,853.50192
5336,839.20961
5337,820.45335
5338,800.1569
5339,775.90992
5340,748.93741
5341,720.77898
5342,691.05436
5343,660.63272
5344,629.33162
5345,596.23302
5346,563.41502
5347,530.26539
5348,500.77953
5349,475.10268
5350,455.26368
5351,439.99281
5352,427.54927
5353,418.24032
5354,411.53355
5355,407.14736
5356,403.81846
5357,401.97668
5358,402.90699
5359,403.60533
5360,403.44852
5361,404.24034
5362,405.48615
5363,405.91091
5364,404.29457
5365,402.4653
5366,400.08452
5367,398.95823
5368,396.83641
5369,393.75453
5370,390.32893
5371,386.4074
5372,382.45964
5373,378.26671
5374,375.48986
5375,369.84455
5376,361.45908
5377,348.19245
5378,334.46159
5379,320.77801
5380,307.88086
5381,299.05956
