Time,root.GunPoint.d0.s0
8395,-0.5660268
8396,-0.56440252
8397,-0.56343208
8398,-0.56363513
8399,-0.56040776
8400,-1.1063418
8401,-1.1656456
8402,-1.2526374
8403,-1.3415721
8404,-1.4322048
8405,-1.4550485
8406,-1.4287048
8407,-1.3684625
8408,-1.3146541
8409,-1.2722754
8410,-1.2542504
8411,-1.2542197
8412,-1.251841
8413,-1.2500657
8414,-1.2468776
8415,-1.2411818
8416,-1.2396082
8417,-1.2380135
8418,-1.2341763
8419,-1.2203975
8420,-1.1697385
8421,-1.1006108
8422,-1.0258962
8423,-0.93558884
8424,-0.88417421
8425,-0.85371495
8426,-0.84358582
8427,-0.83882853
8428,-0.84645335
8429,-0.84038707
8430,-0.82724812
8431,-0.81389111
8432,-0.79743381
8433,-0.76577004
8434,-0.74279585
8435,-0.72447388
8436,-0.67712852
8437,-0.59080309
8438,-0.44373312
8439,-0.28816081
8440,-0.10902119
8441,0.084629279
8442,0.24966126
8443,0.40831648
8444,0.54928985
8445,0.65982776
8446,0.77305573
8447,0.86722166
8448,0.93682208
8449,0.99255818
8450,1.0293233
8451,1.0557153
8452,1.0732023
8453,1.0790206
8454,1.0915871
8455,1.0874478
8456,1.0889898
8457,1.0913814
8458,1.0921864
8459,1.0948221
8460,1.0851601
8461,1.0911659
8462,1.0944233
8463,1.0986195
8464,1.1016508
8465,1.1021671
8466,1.0978808
8467,1.1017863
8468,1.1016062
8469,1.1074177
8470,1.1033168
8471,1.1034821
8472,1.1036607
8473,1.0999885
8474,1.1060396
8475,1.0992394
8476,1.0992394
8477,1.0977976
8478,1.0963147
8479,1.1031833
8480,1.096526
8481,1.0987213
8482,1.0956705
8483,1.0966499
8484,1.0961123
8485,1.1045032
8486,1.0971317
8487,1.095683
8488,1.0978091
8489,1.1003299
8490,1.0931779
8491,1.094825
8492,1.0979872
8493,1.0962828
8494,1.0969227
8495,1.0969962
8496,1.0989989
8497,1.0990855
8498,1.0918114
8499,1.0955936
8500,1.0916149
8501,1.0876206
8502,1.0806276
8503,1.0693824
8504,1.0520405
8505,1.0241189
8506,0.9777487
8507,0.92094535
8508,0.83671598
8509,0.73970484
8510,0.61568086
8511,0.49256867
8512,0.3562807
8513,0.20406109
8514,0.050825896
8515,-0.11577667
8516,-0.29423281
8517,-0.43706207
8518,-0.55848645
8519,-0.65523925
8520,-0.71304712
8521,-0.75369042
8522,-0.79114623
8523,-0.82267273
8524,-0.850532
8525,-0.86522268
8526,-0.87047078
8527,-0.87854848
8528,-0.87962322
8529,-0.88185813
8530,-0.88887482
8531,-0.89142317
8532,-0.89926465
8533,-0.90251426
8534,-0.9109459
8535,-0.92075052
8536,-0.92570512
8537,-0.9323098
8538,-0.93853576
8539,-0.94678263
8540,-0.95301205
8541,-0.95861803
8542,-0.96227935
8543,-0.97034698
8544,-0.98846334
8545,-1.0210645
8546,-1.0681173
8547,-1.1407762
8548,-1.2402908
8549,-1.3246524
8550,-1.1404488
8551,-1.1382485
8552,-1.1346813
8553,-1.1313625
8554,-1.1284382
8555,-1.1219691
8556,-1.1196912
8557,-1.120518
8558,-1.1220894
8559,-1.1198837
8560,-1.1208681
8561,-1.1213206
8562,-1.1172898
8563,-1.1160305
8564,-1.1148921
8565,-1.1154943
8566,-1.1160395
8567,-1.116118
8568,-1.1116922
8569,-1.0971519
8570,-1.0345521
8571,-0.93370901
8572,-0.74261342
8573,-0.52537268
8574,-0.27518257
8575,0.0017656163
8576,0.26704091
8577,0.48867773
8578,0.69194527
8579,0.80354573
8580,0.90212727
8581,0.96081657
8582,0.99984881
8583,0.99711268
8584,1.0011424
8585,1.0077491
8586,0.99314902
8587,0.99235721
8588,0.99329947
8589,0.99801936
8590,0.98940972
8591,0.99164625
8592,0.98918745
8593,0.99431035
8594,0.99054197
8595,0.99599078
8596,1.0005003
8597,0.99860367
8598,0.99625248
8599,1.0059959
8600,0.99999002
8601,1.004772
8602,1.0018644
8603,1.003247
8604,1.0012041
8605,1.0020524
8606,0.9963896
8607,0.99371614
8608,0.99407751
8609,0.99519413
8610,0.99105997
8611,0.99288699
8612,0.98382786
8613,0.98271598
8614,0.98078014
8615,0.98283406
8616,0.98090107
8617,0.97826076
8618,0.97258727
8619,0.97365377
8620,0.97188137
8621,0.97476774
8622,0.96667719
8623,0.96322238
8624,0.96965068
8625,0.97110928
8626,0.97110928
8627,0.96429736
8628,0.96774347
8629,0.96551773
8630,0.96739377
8631,0.9646703
8632,0.96602229
8633,0.96721402
8634,0.96817577
8635,0.97115598
8636,0.97791129
8637,0.97535501
8638,0.98043485
8639,0.98521333
8640,0.9924917
8641,1.0028406
8642,1.003157
8643,1.0110807
8644,1.0116466
8645,1.0064212
8646,0.97018101
8647,0.91841817
8648,0.85490028
8649,0.76521817
8650,0.65682557
8651,0.53909562
8652,0.40234634
8653,0.25313038
8654,0.088414646
8655,-0.078468336
8656,-0.24049959
8657,-0.40553572
8658,-0.56514904
8659,-0.71015386
8660,-0.84997554
8661,-0.95770552
8662,-1.0514322
8663,-1.1171882
8664,-1.1726944
8665,-1.1921452
8666,-1.190553
8667,-1.1916773
8668,-1.1869441
8669,-1.1759965
8670,-1.1596257
8671,-1.1450284
8672,-1.1349828
8673,-1.1290654
8674,-1.1252909
8675,-1.1259798
8676,-1.1224923
8677,-1.1213594
8678,-1.1251041
8679,-1.1241282
8680,-1.1235262
8681,-1.1235305
8682,-1.1236375
8683,-1.1244808
8684,-1.1229047
8685,-1.1252392
8686,-1.1240792
8687,-1.1214356
8688,-1.1218621
8689,-1.1225724
8690,-1.1211089
8691,-1.1236468
8692,-1.1195652
8693,-1.1180098
8694,-1.1175473
8695,-1.1170179
8696,-1.1160262
8697,-1.1158025
8698,-1.115013
8699,-1.1169036
8700,-0.70239066
8701,-0.7008468
8702,-0.69996233
8703,-0.69718081
8704,-0.69458636
8705,-0.6924424
8706,-0.69285544
8707,-0.69186935
8708,-0.69059934
8709,-0.69200333
8710,-0.68954478
8711,-0.68937187
8712,-0.6882535
8713,-0.68804709
8714,-0.6888433
8715,-0.69069564
8716,-0.69032752
8717,-0.69069666
8718,-0.68958258
8719,-0.69152522
8720,-0.69018675
8721,-0.69187614
8722,-0.69278494
8723,-0.6922068
8724,-0.6902121
8725,-0.68952396
8726,-0.69055758
8727,-0.68939518
8728,-0.69047791
8729,-0.68901021
8730,-0.68788267
8731,-0.68823053
8732,-0.68623232
8733,-0.68733904
8734,-0.68813683
8735,-0.68880018
8736,-0.68905378
8737,-0.6891718
8738,-0.68835025
8739,-0.68951593
8740,-0.68751478
8741,-0.68694512
8742,-0.68758313
8743,-0.6893403
8744,-0.67899926
8745,-0.63702547
8746,-0.56236961
8747,-0.45081741
8748,-0.30608578
8749,-0.11732343
8750,0.076608824
8751,0.26131173
8752,0.43502914
8753,0.58489185
8754,0.73178724
8755,0.8966794
8756,1.0706238
8757,1.2396711
8758,1.3765222
8759,1.4897177
8760,1.5381808
8761,1.548585
8762,1.5505848
8763,1.5556714
8764,1.5620536
8765,1.5607653
8766,1.5695613
8767,1.576254
8768,1.5852825
8769,1.5909537
8770,1.5981964
8771,1.6096467
8772,1.6098642
8773,1.6111646
8774,1.615818
8775,1.6127621
8776,1.6127621
8777,1.6166743
8778,1.6142471
8779,1.6159618
8780,1.611145
8781,1.6089008
8782,1.609069
8783,1.6011344
8784,1.5918604
8785,1.5879533
8786,1.5857965
8787,1.5860985
8788,1.5766028
8789,1.5659007
8790,1.5482303
8791,1.5135198
8792,1.4611886
8793,1.3722511
8794,1.268341
8795,1.1523162
8796,1.0290335
8797,0.90126697
8798,0.76824134
8799,0.63248988
8800,0.48245425
8801,0.29616165
8802,0.080948571
8803,-0.12741936
8804,-0.31927714
8805,-0.47163687
8806,-0.59526376
8807,-0.704611
8808,-0.80616357
8809,-0.86829166
8810,-0.88890347
8811,-0.87473044
8812,-0.84138998
8813,-0.80318357
8814,-0.78033116
8815,-0.76466427
8816,-0.761074
8817,-0.76086046
8818,-0.76240353
8819,-0.75588282
8820,-0.7549876
8821,-0.75234313
8822,-0.74637419
8823,-0.74585025
8824,-0.74765382
8825,-0.74886318
8826,-0.75217101
8827,-0.75656632
8828,-0.76232432
8829,-0.7629045
8830,-0.76604722
8831,-0.7680177
8832,-0.76653812
8833,-0.76727435
8834,-0.77005744
8835,-0.77495157
8836,-0.78128884
8837,-0.78826582
8838,-0.7951534
8839,-0.79733029
8840,-0.80632969
8841,-0.80938573
8842,-0.80579217
8843,-0.80492784
8844,-0.80231743
8845,-0.80005352
8846,-0.79739966
8847,-0.79817572
8848,-0.79513665
8849,-0.79359437
8850,-0.58663373
8851,-0.58569114
8852,-0.58299098
8853,-0.58310974
8854,-0.58147221
8855,-0.57924793
8856,-0.57999511
8857,-0.58184542
8858,-0.58220564
8859,-0.58359084
8860,-0.58849748
8861,-0.58856187
8862,-0.58925063
8863,-0.59186881
8864,-0.59200899
8865,-0.59591942
8866,-0.59458528
8867,-0.59643858
8868,-0.5999163
8869,-0.5994078
8870,-0.60320683
8871,-0.60263415
8872,-0.60385338
8873,-0.60468286
8874,-0.60380157
8875,-0.60451709
8876,-0.60447989
8877,-0.60363687
8878,-0.60389634
8879,-0.6019714
8880,-0.6004958
8881,-0.59663483
8882,-0.58631754
8883,-0.55657306
8884,-0.5084881
8885,-0.47577514
8886,-0.47421341
8887,-0.46941806
8888,-0.48193096
8889,-0.49806581
8890,-0.51575537
8891,-0.53138257
8892,-0.52200158
8893,-0.5066525
8894,-0.4858529
8895,-0.46198034
8896,-0.42998525
8897,-0.37223531
8898,-0.30732791
8899,-0.24425345
8900,-0.085981187
8901,0.081481247
8902,0.2888335
8903,0.55447063
8904,0.7842515
8905,1.0266445
8906,1.2468079
8907,1.4549599
8908,1.6915654
8909,1.8184686
8910,1.8773362
8911,1.8918728
8912,1.8988403
8913,1.917631
8914,1.9249582
8915,1.9194814
8916,1.9108074
8917,1.9103887
8918,1.9116312
8919,1.9179381
8920,1.9235517
8921,1.9208676
8922,1.9149103
8923,1.9236276
8924,1.9188931
8925,1.9379308
8926,1.9379308
8927,1.9357447
8928,1.9200692
8929,1.9226007
8930,1.918525
8931,1.8946798
8932,1.8417693
8933,1.757316
8934,1.634198
8935,1.4725229
8936,1.2999481
8937,1.1302993
8938,0.94294282
8939,0.76381147
8940,0.59256173
8941,0.44413718
8942,0.29278081
8943,0.15076941
8944,0.017837842
8945,-0.10527065
8946,-0.2213577
8947,-0.31754147
8948,-0.40108614
8949,-0.46161043
8950,-0.51513493
8951,-0.54860254
8952,-0.56486073
8953,-0.57108317
8954,-0.57998679
8955,-0.58480452
8956,-0.58204648
8957,-0.579212
8958,-0.57595985
8959,-0.57251123
8960,-0.57053022
8961,-0.56764009
8962,-0.5637834
8963,-0.57555263
8964,-0.59813677
8965,-0.629243
8966,-0.66621925
8967,-0.70199759
8968,-0.73836864
8969,-0.76420728
8970,-0.77944773
8971,-0.77550138
8972,-0.76358323
8973,-0.74918772
8974,-0.74175213
8975,-0.73841203
8976,-0.74322496
8977,-0.7428834
8978,-0.74265026
8979,-0.73773862
8980,-0.7343982
8981,-0.7304171
8982,-0.7289966
8983,-0.73058265
8984,-0.73310542
8985,-0.7363742
8986,-0.74029934
8987,-0.74237768
8988,-0.74405498
8989,-0.74506931
8990,-0.74578515
8991,-0.74624717
8992,-0.74707601
8993,-0.74736384
8994,-0.74881684
8995,-0.75053902
8996,-0.75066204
8997,-0.75117374
8998,-0.75129345
8999,-0.75159365
9000,-0.83012842
9001,-0.82596486
9002,-0.82549936
9003,-0.82410284
9004,-0.8197712
9005,-0.81821112
9006,-0.81359973
9007,-0.80663152
9008,-0.80787681
9009,-0.80600276
9010,-0.80255652
9011,-0.80158801
9012,-0.80262176
9013,-0.79962109
9014,-0.7997567
9015,-0.7978468
9016,-0.79779975
9017,-0.79722062
9018,-0.79488322
9019,-0.79509928
9020,-0.79605485
9021,-0.79520377
9022,-0.79467734
9023,-0.79494343
9024,-0.79276651
9025,-0.79137153
9026,-0.79321147
9027,-0.7934264
9028,-0.79202649
9029,-0.79236409
9030,-0.79123931
9031,-0.79163547
9032,-0.79113555
9033,-0.79013981
9034,-0.79252518
9035,-0.78869357
9036,-0.78353694
9037,-0.76229801
9038,-0.72018991
9039,-0.66535093
9040,-0.62197802
9041,-0.59733672
9042,-0.5812612
9043,-0.59918816
9044,-0.61321015
9045,-0.62345046
9046,-0.61259105
9047,-0.57530301
9048,-0.53224705
9049,-0.5079191
9050,-0.48699198
9051,-0.4565882
9052,-0.42195933
9053,-0.36741356
9054,-0.28812755
9055,-0.19166066
9056,-0.065518617
9057,0.14779026
9058,0.40917622
9059,0.51668282
9060,0.70445052
9061,0.90728063
9062,1.1202158
9063,1.3142218
9064,1.5039722
9065,1.6706618
9066,1.7728057
9067,1.8159322
9068,1.8373015
9069,1.847872
9070,1.8603394
9071,1.8663526
9072,1.8652508
9073,1.8657247
9074,1.8684174
9075,1.8695905
9076,1.8695905
9077,1.8693724
9078,1.8655752
9079,1.8654538
9080,1.8684554
9081,1.866051
9082,1.8731715
9083,1.8730699
9084,1.8699084
9085,1.8584675
9086,1.8560552
9087,1.8521908
9088,1.8369197
9089,1.8068307
9090,1.7501719
9091,1.6635213
9092,1.5352725
9093,1.3938746
9094,1.2187674
9095,1.0346116
9096,0.82728594
9097,0.63709249
9098,0.45145291
9099,0.31317289
9100,0.14804957
9101,0.0018260502
9102,-0.11741724
9103,-0.21494212
9104,-0.28421487
9105,-0.34714047
9106,-0.39794452
9107,-0.41317132
9108,-0.41240993
9109,-0.40574737
9110,-0.39303734
9111,-0.38727158
9112,-0.38322103
9113,-0.37652919
9114,-0.37009738
9115,-0.3666085
9116,-0.36150859
9117,-0.36257604
9118,-0.37260162
9119,-0.39209565
9120,-0.40465999
9121,-0.41188556
9122,-0.41318982
9123,-0.42305082
9124,-0.43434327
9125,-0.43922229
9126,-0.44976054
9127,-0.45285316
9128,-0.45406218
9129,-0.46232653
9130,-0.48700451
9131,-0.52404352
9132,-0.56458959
9133,-0.60318035
9134,-0.64307383
9135,-0.67404215
9136,-0.68685369
9137,-0.69275414
9138,-0.69712944
9139,-0.69842733
9140,-0.69573724
9141,-0.69626603
9142,-0.69401966
9143,-0.69298828
9144,-0.69098406
9145,-0.68626428
9146,-0.68405716
9147,-0.67865838
9148,-0.67781223
9149,-0.67615763
9150,-1.1730472
9151,-1.1721476
9152,-1.1659469
9153,-1.1704495
9154,-1.1686568
9155,-1.1637261
9156,-1.1595652
9157,-1.1607153
9158,-1.1587334
9159,-1.1549009
9160,-1.1504601
9161,-1.1415642
9162,-1.13496
9163,-1.1306277
9164,-1.1261924
9165,-1.1207141
9166,-1.1020312
9167,-1.0675983
9168,-1.0123595
9169,-0.94855827
9170,-0.89663536
9171,-0.85360915
9172,-0.83887692
9173,-0.8241992
9174,-0.82704886
9175,-0.83009441
9176,-0.83566991
9177,-0.84597153
9178,-0.83723721
9179,-0.82739117
9180,-0.80067217
9181,-0.79554776
9182,-0.79398562
9183,-0.78917036
9184,-0.77768667
9185,-0.75612651
9186,-0.73590713
9187,-0.71222634
9188,-0.69535993
9189,-0.67466329
9190,-0.63691412
9191,-0.61031688
9192,-0.58336688
9193,-0.54891835
9194,-0.49082827
9195,-0.44421728
9196,-0.36847405
9197,-0.24627991
9198,-0.11869765
9199,0.079924003
9200,0.28559195
9201,0.44562856
9202,0.59624991
9203,0.743348
9204,0.83825546
9205,0.91757865
9206,1.0019683
9207,1.10234
9208,1.156801
9209,1.1794719
9210,1.1853817
9211,1.2043981
9212,1.247903
9213,1.2489905
9214,1.2562149
9215,1.249525
9216,1.2407212
9217,1.2588603
9218,1.2524502
9219,1.2225583
9220,1.224331
9221,1.2442615
9222,1.2298234
9223,1.2291437
9224,1.2331975
9225,1.2020893
9226,1.2020893
9227,1.1994703
9228,1.1986824
9229,1.1823289
9230,1.1768745
9231,1.1711254
9232,1.1756548
9233,1.1606321
9234,1.1567731
9235,1.1675313
9236,1.1679889
9237,1.1752183
9238,1.1622851
9239,1.1864798
9240,1.185776
9241,1.173928
9242,1.1748683
9243,1.1759082
9244,1.1771968
9245,1.1777963
9246,1.1943235
9247,1.1956649
9248,1.1874107
9249,1.1829969
9250,1.1787211
9251,1.182541
9252,1.2047656
9253,1.2312123
9254,1.2525771
9255,1.2322796
9256,1.1670169
9257,1.1397837
9258,1.0613092
9259,0.98528137
9260,0.89122996
9261,0.75815964
9262,0.62791362
9263,0.4840386
9264,0.31636689
9265,0.15989428
9266,0.037677423
9267,-0.11125775
9268,-0.22280911
9269,-0.35546954
9270,-0.49159757
9271,-0.57131058
9272,-0.67585374
9273,-0.73328399
9274,-0.78849825
9275,-0.82303193
9276,-0.8422735
9277,-0.85535718
9278,-0.86277586
9279,-0.86520231
9280,-0.87004225
9281,-0.87448434
9282,-0.86845097
9283,-0.87518755
9284,-0.88285558
9285,-0.90050415
9286,-0.90696349
9287,-0.91863651
9288,-0.93619833
9289,-0.95502403
9290,-0.98647785
9291,-1.0212996
9292,-1.0921212
9293,-1.1673353
9294,-1.2307873
9295,-1.247603
9296,-1.243658
9297,-1.2140032
9298,-1.1801823
9299,-1.147196
9300,-0.62495852
9301,-0.6178573
9302,-0.61277805
9303,-0.60639577
9304,-0.59966944
9305,-0.5962516
9306,-0.59575725
9307,-0.59460633
9308,-0.59417532
9309,-0.59010296
9310,-0.59256172
9311,-0.59639467
9312,-0.59652931
9313,-0.59848914
9314,-0.60561059
9315,-0.60351697
9316,-0.60419557
9317,-0.60607315
9318,-0.60655968
9319,-0.60562239
9320,-0.60653872
9321,-0.60654173
9322,-0.60750455
9323,-0.61306201
9324,-0.61826217
9325,-0.62470947
9326,-0.63564075
9327,-0.64997398
9328,-0.65351164
9329,-0.66007251
9330,-0.66508083
9331,-0.67088493
9332,-0.6726092
9333,-0.67172647
9334,-0.68016383
9335,-0.67965791
9336,-0.68208608
9337,-0.68078066
9338,-0.68125393
9339,-0.68208645
9340,-0.67989492
9341,-0.67927881
9342,-0.67538348
9343,-0.66523256
9344,-0.64349163
9345,-0.57019517
9346,-0.45390265
9347,-0.26568292
9348,-0.0061142798
9349,0.28419228
9350,0.58569168
9351,0.82184811
9352,1.0093129
9353,1.1675629
9354,1.3141899
9355,1.4765388
9356,1.6425206
9357,1.8187402
9358,1.982773
9359,2.1015166
9360,2.2079067
9361,2.2708946
9362,2.2969583
9363,2.3121065
9364,2.3156678
9365,2.316601
9366,2.319675
9367,2.3169319
9368,2.3083929
9369,2.3097365
9370,2.309358
9371,2.2791661
9372,2.1937945
9373,2.079659
9374,1.9230309
9375,1.7370942
9376,1.7370942
9377,1.5380488
9378,1.3455779
9379,1.1777841
9380,1.0412853
9381,0.93574943
9382,0.84872309
9383,0.7304505
9384,0.60974421
9385,0.49249827
9386,0.3692535
9387,0.25711751
9388,0.12982507
9389,0.025344148
9390,-0.075602236
9391,-0.14648642
9392,-0.24223578
9393,-0.30716834
9394,-0.36215749
9395,-0.42107581
9396,-0.4642725
9397,-0.50296366
9398,-0.5267451
9399,-0.54495981
9400,-0.55230718
9401,-0.5538472
9402,-0.55490238
9403,-0.55416344
9404,-0.55322086
9405,-0.55026835
9406,-0.5467225
9407,-0.54972511
9408,-0.55423811
9409,-0.56762417
9410,-0.57898237
9411,-0.58873901
9412,-0.59484177
9413,-0.60098812
9414,-0.60630016
9415,-0.61030351
9416,-0.60512563
9417,-0.60516055
9418,-0.5999946
9419,-0.59785232
9420,-0.59356656
9421,-0.5901132
9422,-0.57827691
9423,-0.57662826
9424,-0.56620434
9425,-0.55980485
9426,-0.55383889
9427,-0.55198516
9428,-0.5488484
9429,-0.54544621
9430,-0.54326275
9431,-0.54103666
9432,-0.53491812
9433,-0.53146945
9434,-0.53018016
9435,-0.52301728
9436,-0.52442869
9437,-0.52071713
9438,-0.51808255
9439,-0.51716874
9440,-0.51335217
9441,-0.5162435
9442,-0.51087716
9443,-0.51205626
9444,-0.51492218
9445,-0.5121691
9446,-0.51336156
9447,-0.51507958
9448,-0.51516749
9449,-0.5197289
9450,-1.1895986
9451,-1.1918733
9452,-1.1847358
9453,-1.1768522
9454,-1.1805799
9455,-1.18132
9456,-1.1803322
9457,-1.1746242
9458,-1.1788021
9459,-1.1748356
9460,-1.1713675
9461,-1.1675883
9462,-1.1773214
9463,-1.1832102
9464,-1.178176
9465,-1.1724339
9466,-1.1559781
9467,-1.1148509
9468,-1.0326619
9469,-0.9474972
9470,-0.85842635
9471,-0.80698157
9472,-0.7721735
9473,-0.77877334
9474,-0.76903476
9475,-0.7636734
9476,-0.76963891
9477,-0.77167729
9478,-0.73496989
9479,-0.72666168
9480,-0.71605933
9481,-0.71434913
9482,-0.70746772
9483,-0.65263079
9484,-0.65421867
9485,-0.60741522
9486,-0.5193979
9487,-0.34707235
9488,-0.17270189
9489,0.059143736
9490,0.24402422
9491,0.42202432
9492,0.57494361
9493,0.72232636
9494,0.82902318
9495,0.91560575
9496,1.0004708
9497,1.0720155
9498,1.1220253
9499,1.1708168
9500,1.197285
9501,1.2122719
9502,1.2145895
9503,1.203257
9504,1.2048327
9505,1.2057933
9506,1.2087511
9507,1.2048723
9508,1.202829
9509,1.2117537
9510,1.2154496
9511,1.2085141
9512,1.2070444
9513,1.2039329
9514,1.1971872
9515,1.2156604
9516,1.2078845
9517,1.2036885
9518,1.1985304
9519,1.2233666
9520,1.2089292
9521,1.2160702
9522,1.2090102
9523,1.2061158
9524,1.2043098
9525,1.2203816
9526,1.2203816
9527,1.2263868
9528,1.2309785
9529,1.2324402
9530,1.2287544
9531,1.2274244
9532,1.2005209
9533,1.2053251
9534,1.2213235
9535,1.2355941
9536,1.2164728
9537,1.2085747
9538,1.2221212
9539,1.2165827
9540,1.2228916
9541,1.2233535
9542,1.2102129
9543,1.2305845
9544,1.2134502
9545,1.2037533
9546,1.1590661
9547,1.1347418
9548,1.0818336
9549,0.99395846
9550,0.90627779
9551,0.79008754
9552,0.64814072
9553,0.49870447
9554,0.32764067
9555,0.16932992
9556,0.008475092
9557,-0.16932811
9558,-0.31413751
9559,-0.43326451
9560,-0.54062841
9561,-0.6415305
9562,-0.68489865
9563,-0.74251287
9564,-0.78075756
9565,-0.82595456
9566,-0.83416126
9567,-0.84799763
9568,-0.84464119
9569,-0.85243565
9570,-0.86123149
9571,-0.85320322
9572,-0.86672099
9573,-0.86996297
9574,-0.87105618
9575,-0.87543635
9576,-0.87997526
9577,-0.87867098
9578,-0.8936585
9579,-0.90883465
9580,-0.91505928
9581,-0.92708098
9582,-0.920727
9583,-0.91464448
9584,-0.91247949
9585,-0.90129126
9586,-0.89698056
9587,-0.89953444
9588,-0.8876981
9589,-0.88777736
9590,-0.88998826
9591,-0.89552591
9592,-0.90338871
9593,-0.91402891
9594,-0.91756235
9595,-0.92263705
9596,-0.93219159
9597,-0.94971993
9598,-0.99153509
9599,-1.0513007
9600,-1.1557253
9601,-1.0903286
9602,-1.0469111
9603,-1.0287884
9604,-1.0260153
9605,-1.0324986
9606,-1.0344471
9607,-1.030636
9608,-1.0286183
9609,-1.0174741
9610,-1.0130896
9611,-1.0119162
9612,-1.0125362
9613,-1.0139026
9614,-1.0125302
9615,-1.0138772
9616,-1.0094933
9617,-1.0124712
9618,-1.0080175
9619,-0.99034537
9620,-0.94257715
9621,-0.85832302
9622,-0.77401554
9623,-0.70260876
9624,-0.66573007
9625,-0.63507597
9626,-0.62684944
9627,-0.63899902
9628,-0.64406228
9629,-0.64273643
9630,-0.63179852
9631,-0.62046909
9632,-0.62157329
9633,-0.60507302
9634,-0.59394617
9635,-0.5775341
9636,-0.55395483
9637,-0.50168454
9638,-0.39431042
9639,-0.23610566
9640,-0.060161625
9641,0.13457742
9642,0.30238313
9643,0.47713974
9644,0.60670527
9645,0.72873485
9646,0.83331834
9647,0.92672758
9648,1.0127628
9649,1.0869962
9650,1.1526578
9651,1.2034707
9652,1.2352698
9653,1.25754
9654,1.2681831
9655,1.2809804
9656,1.2761724
9657,1.288314
9658,1.2921024
9659,1.2995403
9660,1.2968428
9661,1.3046083
9662,1.3062407
9663,1.3134216
9664,1.313821
9665,1.3150611
9666,1.3149292
9667,1.313763
9668,1.3169479
9669,1.3154606
9670,1.3151012
9671,1.3178041
9672,1.315333
9673,1.3178244
9674,1.3140389
9675,1.3187103
9676,1.3187103
9677,1.3184333
9678,1.3193244
9679,1.3204208
9680,1.3216688
9681,1.321264
9682,1.321974
9683,1.3185229
9684,1.3203405
9685,1.3243436
9686,1.319208
9687,1.3232843
9688,1.3250407
9689,1.3198405
9690,1.3163915
9691,1.3070903
9692,1.2782032
9693,1.2420351
9694,1.1897616
9695,1.1182748
9696,1.0394844
9697,0.93602501
9698,0.81604272
9699,0.68767903
9700,0.55673693
9701,0.41476805
9702,0.28071535
9703,0.14272889
9704,0.0057476294
9705,-0.12068696
9706,-0.23532125
9707,-0.34079449
9708,-0.43920362
9709,-0.51506486
9710,-0.58014035
9711,-0.61721237
9712,-0.64900805
9713,-0.67690657
9714,-0.69473122
9715,-0.72063853
9716,-0.7384111
9717,-0.75157902
9718,-0.76641203
9719,-0.77700514
9720,-0.7881319
9721,-0.79180983
9722,-0.79789133
9723,-0.79747148
9724,-0.79948839
9725,-0.80523726
9726,-0.80513495
9727,-0.80067173
9728,-0.79744811
9729,-0.8012232
9730,-0.80697664
9731,-0.81303946
9732,-0.83007259
9733,-0.85921714
9734,-0.90819372
9735,-0.97918804
9736,-1.0707455
9737,-1.1637016
9738,-1.2325321
9739,-1.2398286
9740,-1.2015448
9741,-1.1460881
9742,-1.0901404
9743,-1.0686593
9744,-1.0657886
9745,-1.0697224
9746,-1.0704533
9747,-1.0659116
9748,-1.0513047
9749,-1.0396013
9750,-0.74394753
9751,-0.74393601
9752,-0.74875712
9753,-0.75195197
9754,-0.75571496
9755,-0.75394593
9756,-0.75382466
9757,-0.75439979
9758,-0.75625133
9759,-0.75583192
9760,-0.75389654
9761,-0.75408027
9762,-0.7504422
9763,-0.74952286
9764,-0.74569662
9765,-0.74112337
9766,-0.73573742
9767,-0.73345451
9768,-0.73084044
9769,-0.72411042
9770,-0.72219188
9771,-0.71966453
9772,-0.71622006
9773,-0.71389306
9774,-0.71420294
9775,-0.71381908
9776,-0.71233258
9777,-0.71302267
9778,-0.71256227
9779,-0.71396427
9780,-0.71346944
9781,-0.71314704
9782,-0.71371043
9783,-0.7095556
9784,-0.68466934
9785,-0.63825558
9786,-0.60382001
9787,-0.58873303
9788,-0.58534792
9789,-0.58575858
9790,-0.59136348
9791,-0.60201001
9792,-0.6048984
9793,-0.58613558
9794,-0.56705956
9795,-0.54748648
9796,-0.52730793
9797,-0.51571282
9798,-0.48586424
9799,-0.42350053
9800,-0.35292859
9801,-0.24390336
9802,0.01714695
9803,0.13229013
9804,0.44448865
9805,0.50848363
9806,0.74757284
9807,0.9575925
9808,1.1637567
9809,1.3694069
9810,1.5405558
9811,1.6737965
9812,1.7275657
9813,1.7502742
9814,1.7655433
9815,1.7765937
9816,1.7879862
9817,1.7941747
9818,1.797415
9819,1.7976505
9820,1.8030775
9821,1.8067486
9822,1.8049907
9823,1.8074323
9824,1.8111083
9825,1.8117917
9826,1.8117917
9827,1.8144878
9828,1.8145987
9829,1.8145804
9830,1.8163933
9831,1.8149807
9832,1.8097367
9833,1.8112793
9834,1.7996002
9835,1.7809038
9836,1.7534629
9837,1.7017047
9838,1.624032
9839,1.5072294
9840,1.3763793
9841,1.2343291
9842,1.071551
9843,0.90708914
9844,0.74218922
9845,0.58564859
9846,0.43735472
9847,0.29456187
9848,0.14904498
9849,0.019079338
9850,-0.10882788
9851,-0.21566322
9852,-0.29793171
9853,-0.35376443
9854,-0.39149507
9855,-0.40871966
9856,-0.44063353
