Time,root.BME.d0.s0
4511,0.013195963
4512,0.0087158911
4513,0.01123469
4514,0.01445985
4515,-0.113
4516,-0.415
4517,-0.715
4518,-0.881
4519,-0.959
4520,-0.99
4521,-1.001
4522,-1.006
4523,-1.008
4524,-1.012
4525,-1.015
4526,-1.013
4527,-1.01
4528,-1.009
4529,-1.01
4530,-1.01
4531,-1.01
4532,-1.012
4533,-1.014
4534,-1.013
4535,-1.011
4536,-1.009
4537,-1.006
4538,-1.009
4539,-1.016
4540,-1.02
4541,-1.017
4542,-1.012
4543,-1.012
4544,-1.012
4545,-1.01
4546,-1.006
4547,-1.004
4548,-1.007
4549,-1.008
4550,-1.008
4551,-1.01
4552,-1.013
4553,-1.014
4554,-1.014
4555,-1.013
4556,-1.012
4557,-1.012
4558,-1.013
4559,-1.013
4560,-0.902
4561,-0.602
4562,-0.302
4563,-0.137
4564,-0.061
4565,-0.016404023
4566,0.032223769
4567,0.01965307
4568,0.042925264
4569,0.015367721
4570,0.040899752
4571,0.0024271259
4572,0.023872089
4573,0.0081227816
4574,0.016659711
4575,0.012562612
4576,0.023725449
4577,0.026001193
4578,0.010820898
4579,-0.0037803689
4580,-0.0038757163
4581,0.023101759
4582,0.0037437222
4583,0.037674847
4584,0.041892343
4585,-0.00073867535
4586,0.046706134
4587,0.025125889
4588,0.0089775639
4589,0.0022657689
4590,0.029980042
4591,0.01083982
4592,0.016079004
4593,0.028992391
4594,0.027790942
4595,0.029784185
4596,0.049462268
4597,0.033887965
4598,-0.0011001612
4599,0.040532424
4600,0.042603681
4601,0.042857627
4602,0.043869386
4603,0.043818737
4604,0.015063228
4605,0.026302988
4606,0.057684629
4607,0.03921002
4608,0.022583296
4609,0.01333756
4610,0.051686192
4611,0.020097681
4612,0.024329133
4613,0.0057986974
4614,0.118
4615,0.42
4616,0.723
4617,0.777
4618,0.549
4619,0.28
4620,0.129
4621,0.056
4622,0.03620943
4623,0.027285197
4624,0.048833618
4625,0.0086382708
4626,0.031430628
4627,0.027319359
4628,0.020392824
4629,0.021305711
4630,0.014970632
4631,0.03779372
4632,0.012907722
4633,0.0017412121
4634,0.016068291
4635,0.018110291
4636,0.022232782
4637,0.028919746
4638,0.025005798
4639,0.0074194402
4640,0.0015554941
4641,0.044135279
4642,0.047504226
4643,0.035647302
4644,0.0014824466
4645,0.111
4646,0.412
4647,0.713
4648,0.877
4649,0.949
4650,0.979
4651,0.993
4652,0.997
4653,0.996
4654,0.997
4655,1.001
4656,1.004
4657,1.005
4658,1.003
4659,1.001
4660,0.997
4661,0.992
4662,0.993
4663,0.998
4664,0.999
4665,0.998
4666,0.999
4667,1.003
4668,1.005
4669,1.005
4670,1.006
4671,1.008
4672,1.008
4673,1.007
4674,1.008
4675,1.007
4676,1.003
4677,1.0
4678,0.996
4679,0.998
4680,1.002
4681,1.004
4682,1.0
4683,0.996
4684,0.997
4685,0.997
4686,0.997
4687,0.998
4688,0.998
4689,0.998
4690,1.0
4691,1.003
4692,1.005
4693,0.895
4694,0.598
4695,0.302
4696,0.138
4697,0.059
4698,0.050308652
4699,0.046418145
4700,0.0073273643
4701,0.016158891
4702,0.01811005
4703,0.04899421
4704,0.028159718
4705,0.0026541904
4706,0.041468477
4707,0.051686851
4708,0.0040799331
4709,-0.0057156544
4710,0.029656896
4711,0.031809699
4712,0.038461732
4713,0.003978728
4714,0.030817912
4715,0.03107196
4716,-0.0041675293
4717,-0.002453346
4718,0.039608146
4719,0.0070092004
4720,0.026369663
4721,0.021901672
4722,0.025439796
4723,0.0020164456
4724,0.0067927839
4725,0.023964446
4726,0.019689216
4727,0.049499325
4728,0.052913839
4729,0.0043790846
4730,0.010243207
4731,0.028154931
4732,0.025673742
4733,0.025845006
4734,0.044067839
4735,0.014469791
4736,0.047898885
4737,0.034976672
4738,0.0080175309
4739,0.025486103
4740,0.0372282
4741,0.010694256
4742,0.04921523
4743,0.008644264
4744,0.012964151
4745,0.041155717
4746,0.113
4747,0.411
4748,0.707
4749,0.867
4750,0.939
4751,0.971
4752,0.877
4753,0.592
4754,0.301
4755,0.137
4756,0.062
4757,0.041888427
4758,0.036429342
4759,0.032164639
4760,0.045066371
4761,0.028038764
4762,0.037168887
4763,0.0082790523
4764,0.0053417249
4765,0.029516469
4766,0.020130629
4767,0.005852434
4768,0.040591794
4769,0.042766812
4770,0.038540798
4771,0.131
4772,0.452
4773,0.771
4774,0.946
4775,1.03
4776,1.067
4777,1.08
4778,1.087
4779,1.089
4780,1.088
4781,1.087
4782,1.087
4783,1.088
4784,1.093
4785,1.096
4786,1.095
4787,1.094
4788,1.095
4789,1.094
4790,1.092
4791,1.089
4792,1.088
4793,1.089
4794,1.088
4795,1.09
4796,1.093
4797,1.093
4798,1.092
4799,1.093
4800,1.093
4801,1.089
4802,1.085
4803,1.085
4804,1.088
4805,1.091
4806,1.091
4807,1.087
4808,1.088
4809,1.091
4810,1.095
4811,1.096
4812,1.094
4813,1.091
4814,1.089
4815,1.088
4816,1.087
4817,1.088
4818,1.088
4819,1.088
4820,1.089
4821,1.09
4822,1.09
4823,1.09
4824,1.09
4825,1.088
4826,0.968
4827,0.644
4828,0.316
4829,0.136
4830,0.055
4831,0.050068625
4832,0.012436546
4833,0.050044418
4834,0.033279768
4835,0.030685604
4836,-0.0016812819
4837,0.040700331
4838,0.046127986
4839,0.036760465
4840,0.052304842
4841,0.050306932
4842,0.03433336
4843,0.0077502046
4844,0.034797619
4845,0.043250795
4846,0.013947325
4847,0.013068672
4848,0.052552957
4849,0.033628335
4850,0.0053016461
4851,0.048682973
4852,0.013087605
4853,0.030062309
4854,0.0039769435
4855,0.037292776
4856,0.042086607
4857,0.0052639928
4858,0.0095198264
4859,0.016926774
4860,0.024995413
4861,0.009605415
4862,0.013222064
4863,0.041501876
4864,0.04980649
4865,0.0059574316
4866,0.04518316
4867,0.031474502
4868,0.049143733
4869,0.109
4870,0.398
4871,0.689
4872,0.85
4873,0.928
4874,0.964
4875,0.975
4876,0.977
4877,0.978
4878,0.87
4879,0.578
4880,0.286
4881,0.121
4882,0.045658038
4883,0.034057669
4884,0.014860898
4885,0.034306889
4886,0.011504577
4887,0.044649872
4888,-0.00077537898
4889,0.030862517
4890,-0.0038628745
4891,0.040527204
4892,0.018479604
4893,0.016087256
4894,0.0022175017
4895,0.017282238
4896,0.013051044
4897,0.034227428
4898,0.0096599527
4899,0.035571467
4900,0.03830494
4901,0.111
4902,0.394
4903,0.671
4904,0.826
4905,0.903
4906,0.937
4907,0.951
4908,0.956
4909,0.957
4910,0.955
4911,0.95
4912,0.944
4913,0.943
4914,0.945
4915,0.948
4916,0.952
4917,0.954
4918,0.956
4919,0.956
4920,0.955
4921,0.955
4922,0.955
4923,0.956
4924,0.957
4925,0.956
4926,0.955
4927,0.956
4928,0.957
4929,0.957
4930,0.955
4931,0.956
4932,0.956
4933,0.955
4934,0.956
4935,0.957
4936,0.958
4937,0.959
4938,0.96
4939,0.959
4940,0.959
4941,0.957
4942,0.953
4943,0.952
4944,0.954
4945,0.956
4946,0.954
4947,0.952
4948,0.951
4949,0.947
4950,0.947
4951,0.95
4952,0.847
4953,0.562
4954,0.279
4955,0.124
4956,0.051
4957,0.06736171
4958,0.039182251
4959,0.0082009963
4960,0.00024048397
4961,0.024345875
4962,0.033728881
4963,0.02837552
4964,0.030040888
4965,0.0065723829
4966,0.050412942
4967,0.042843503
4968,0.037572397
4969,0.010443194
4970,0.043571359
4971,0.0078327287
4972,0.010106749
4973,0.014070157
4974,0.0050536577
4975,0.037245983
4976,0.047752838
4977,0.0046779097
4978,0.013031528
4979,0.027998023
4980,0.037758527
4981,0.012011149
4982,0.0052377698
4983,0.04687095
4984,0.022342544
4985,0.016335982
4986,0.023613526
4987,0.013743349
4988,0.0090679273
4989,0.040391913
4990,0.042896893
4991,0.040652738
4992,0.0028581137
4993,0.019284112
4994,0.0084631772
4995,0.045248695
4996,0.02559762
4997,-0.0059417123
4998,0.0043541999
4999,0.022813136
5000,0.102
5001,0.385
5002,0.667
5003,0.823
5004,0.899
5005,0.934
5006,0.948
5007,0.948
5008,0.836
5009,0.55
5010,0.267
5011,0.112
5012,0.067447411
5013,0.041726795
5014,0.044279193
5015,0.050736531
5016,0.0082743208
5017,0.027503507
5018,0.043023598
5019,0.042190879
5020,0.035405258
5021,0.041365126
5022,0.015458344
5023,0.016843632
5024,0.020802864
5025,0.026862885
5026,0.014059344
5027,0.018195496
5028,0.034163687
5029,0.056404417
5030,0.0058641031
5031,0.043165174
5032,0.018866653
5033,-0.12
5034,-0.438
5035,-0.755
5036,-0.932
5037,-1.013
5038,-1.047
5039,-1.06
5040,-1.062
5041,-1.061
5042,-1.063
5043,-1.067
5044,-1.071
5045,-1.072
5046,-1.068
5047,-1.064
5048,-1.063
5049,-1.068
5050,-1.072
5051,-1.069
5052,-1.065
5053,-1.066
5054,-1.07
5055,-1.07
5056,-1.067
5057,-1.066
5058,-1.067
5059,-1.07
5060,-1.071
5061,-1.072
5062,-1.071
5063,-1.069
5064,-1.068
5065,-1.066
5066,-1.065
5067,-1.065
5068,-1.067
5069,-1.071
5070,-1.074
5071,-1.073
5072,-1.068
5073,-1.064
5074,-1.063
5075,-1.063
5076,-1.063
5077,-1.066
5078,-1.069
5079,-1.071
5080,-1.068
5081,-1.061
5082,-1.057
5083,-1.058
5084,-1.061
5085,-1.06
5086,-1.057
5087,-1.058
5088,-0.947
5089,-0.634
5090,-0.318
5091,-0.143
5092,-0.062
5093,-0.026883076
5094,-0.010158046
5095,-0.0090320168
5096,0.0349479
5097,-0.0064780718
5098,0.044356866
5099,0.01550228
5100,0.042642652
5101,0.021213488
5102,0.048976354
5103,0.014482587
5104,0.015977658
5105,0.012977924
5106,0.022194569
5107,0.0098652853
5108,0.026475381
5109,0.031424479
5110,0.0086480447
5111,0.01168504
5112,0.011192678
5113,0.045220813
5114,0.045487761
5115,0.026353405
5116,0.041337396
5117,0.017832035
5118,0.026405121
5119,0.051586739
5120,0.050846857
5121,0.046969241
5122,0.039251502
5123,0.023261661
5124,0.049491068
5125,0.0055773452
5126,0.04133673
5127,0.097
5128,0.347
5129,0.597
5130,0.735
5131,0.796
5132,0.821
5133,0.832
5134,0.743
5135,0.491
5136,0.242
5137,0.109
5138,0.083193445
5139,0.02706275
5140,0.037754459
5141,0.022865582
5142,0.031654698
5143,0.032975058
5144,0.036339208
5145,0.036624069
5146,-0.0010915293
5147,0.026023403
5148,0.032254843
5149,0.022789283
5150,0.026516673
5151,0.029111449
5152,0.021482316
5153,0.0078686705
5154,0.040845276
5155,0.020182726
5156,0.026471687
5157,0.025465637
5158,0.0035959271
5159,0.112
5160,0.404
5161,0.695
5162,0.854
5163,0.926
5164,0.957
5165,0.975
5166,0.985
5167,0.986
5168,0.985
5169,0.985
5170,0.985
5171,0.986
5172,0.987
5173,0.989
5174,0.99
5175,0.99
5176,0.989
5177,0.988
5178,0.985
5179,0.981
5180,0.978
5181,0.977
5182,0.977
5183,0.979
5184,0.986
5185,0.991
5186,0.989
5187,0.982
5188,0.977
5189,0.977
5190,0.978
5191,0.978
5192,0.982
5193,0.988
5194,0.988
5195,0.985
5196,0.982
5197,0.981
5198,0.983
5199,0.986
5200,0.988
5201,0.986
5202,0.986
5203,0.985
5204,0.979
5205,0.973
5206,0.975
5207,0.874
5208,0.592
5209,0.305
5210,0.141
5211,0.061
5212,0.049024436
5213,0.03996839
5214,0.038831306
5215,0.03388074
5216,0.026373428
5217,0.040449797
5218,0.0021822729
5219,0.011739064
5220,0.04503958
5221,0.050278694
5222,0.01827321
5223,0.035457071
5224,0.034325159
5225,0.036366659
5226,0.021275357
5227,0.022501148
5228,0.017857476
5229,0.021651855
5230,0.055200926
5231,0.051558429
5232,0.034889695
5233,0.043977049
5234,0.044543152
5235,0.045065818
5236,0.031794349
5237,0.017651213
5238,0.019322161
5239,0.030928317
5240,-0.0015690618
5241,-5.5787069e-06
5242,0.029429653
5243,0.021366238
5244,0.037690043
5245,0.013565473
5246,0.012043962
5247,0.0083428569
5248,0.00051111725
5249,0.0027799857
5250,0.014947299
5251,0.044897325
5252,0.023222901
5253,0.1
5254,0.35
5255,0.605
5256,0.748
5257,0.815
5258,0.841
5259,0.757
5260,0.508
5261,0.256
5262,0.116
5263,0.068247958
5264,0.030241484
5265,0.03910191
5266,0.036161261
5267,0.0088721525
5268,0.042350313
5269,0.017775229
5270,0.016576032
5271,0.043436704
5272,0.036865609
5273,0.033055008
5274,0.021985514
5275,0.030171241
5276,0.006154068
5277,-0.0025282345
5278,0.017066637
5279,0.042827254
5280,0.035187822
5281,0.0071801278
5282,0.038211345
5283,0.045278475
5284,0.0075806565
5285,0.00429917
5286,0.0088663147
5287,-0.113
5288,-0.398
5289,-0.684
5290,-0.842
5291,-0.918
5292,-0.951
5293,-0.96
5294,-0.961
5295,-0.963
5296,-0.966
5297,-0.968
5298,-0.97
5299,-0.972
5300,-0.973
5301,-0.975
5302,-0.975
5303,-0.973
5304,-0.972
5305,-0.97
5306,-0.97
5307,-0.973
5308,-0.976
5309,-0.975
5310,-0.975
5311,-0.976
5312,-0.974
5313,-0.973
5314,-0.976
5315,-0.978
5316,-0.975
5317,-0.973
5318,-0.974
5319,-0.977
5320,-0.977
5321,-0.976
5322,-0.976
5323,-0.976
5324,-0.975
5325,-0.976
5326,-0.977
5327,-0.976
5328,-0.971
5329,-0.965
5330,-0.964
5331,-0.969
5332,-0.975
5333,-0.976
5334,-0.978
5335,-0.98
5336,-0.977
5337,-0.972
5338,-0.971
5339,-0.972
5340,-0.972
5341,-0.972
5342,-0.863
5343,-0.576
5344,-0.288
5345,-0.127
5346,-0.053
5347,0.0040743555
5348,0.02718097
5349,0.00028036975
5350,-0.00594633
5351,0.021469232
5352,0.031233161
5353,0.014614656
5354,0.033775657
5355,0.0073574001
5356,0.0086196983
5357,0.027314113
5358,0.036233238
5359,0.013127415
5360,0.017071869
5361,0.011457744
5362,0.042723551
5363,0.021851076
5364,0.041513042
5365,0.01278011
5366,0.013370082
5367,0.0096336176
5368,0.0047948532
5369,0.05147663
5370,0.028622566
5371,0.03776658
5372,0.021043676
5373,0.0085970081
5374,0.042622055
5375,0.038388082
5376,0.044165178
5377,0.040606198
5378,0.020312152
5379,0.017411207
5380,0.042539489
5381,0.035514844
5382,0.023551012
5383,0.044979438
5384,0.117
5385,0.429
5386,0.741
5387,0.915
5388,0.997
5389,1.032
5390,1.049
5391,0.937
5392,0.621
5393,0.306
5394,0.134
5395,0.058
5396,0.057628846
5397,0.045971783
5398,0.046342925
5399,0.033597168
5400,0.043183183
5401,0.045037847
5402,-0.0045082291
5403,0.029317843
5404,0.027081473
5405,0.0070471596
5406,0.0092669942
5407,0.0056087813
5408,0.031053885
5409,0.00034283617
5410,-0.117
5411,-0.404
5412,-0.693
5413,-0.858
5414,-0.935
5415,-0.966
5416,-0.977
5417,-0.982
5418,-0.986
5419,-0.985
5420,-0.981
5421,-0.982
5422,-0.985
5423,-0.985
5424,-0.985
5425,-0.988
5426,-0.99
5427,-0.988
5428,-0.985
5429,-0.986
5430,-0.986
5431,-0.984
5432,-0.983
5433,-0.983
5434,-0.985
5435,-0.99
5436,-0.991
5437,-0.989
5438,-0.988
5439,-0.988
5440,-0.991
5441,-0.993
5442,-0.991
5443,-0.99
5444,-0.99
5445,-0.99
5446,-0.988
5447,-0.986
5448,-0.983
5449,-0.978
5450,-0.976
5451,-0.978
5452,-0.979
5453,-0.981
5454,-0.985
5455,-0.987
5456,-0.989
5457,-0.993
5458,-0.993
5459,-0.99
5460,-0.99
5461,-0.99
5462,-0.99
5463,-0.993
5464,-0.996
5465,-0.994
5466,-0.992
5467,-0.879
5468,-0.583
5469,-0.29
5470,-0.131
5471,-0.059
5472,-0.018142622
5473,-0.0067608859
5474,0.021102254
5475,0.0046034983
5476,0.029203701
5477,0.030134113
5478,0.051606875
5479,0.038967437
5480,0.052960659
5481,0.035486493
5482,0.031249488
5483,0.0051118443
5484,0.02573913
5485,0.010433482
5486,0.045901753
5487,0.02973503
5488,0.030384604
5489,0.031255482
5490,0.010380763
5491,0.0035821419
5492,0.042358152
5493,0.024556533
5494,0.012733148
5495,0.00057021768
5496,0.014195711
5497,0.035668607
5498,0.0040416413
5499,0.015686831
5500,0.043915921
5501,0.0341824
5502,0.043983575
5503,0.03481435
5504,0.0040195665
5505,0.050445854
5506,0.022176129
5507,0.035282357
5508,0.040787926
5509,0.017436158
5510,0.132
5511,0.477
5512,0.826
5513,1.021
5514,1.111
5515,1.151
5516,1.166
5517,1.171
5518,1.044
5519,0.7
5520,0.354
5521,0.157
5522,0.064
5523,0.068288221
5524,0.02410097
5525,0.053408041
5526,0.027024113
5527,0.027621362
5528,0.043755585
5529,0.045525919
5530,-0.0017578348
5531,0.010540324
5532,0.028216074
5533,0.049246136
5534,0.038889305
5535,0.033040519
5536,0.0072325718
5537,0.033479279
5538,0.035584047
5539,-0.122
5540,-0.446
5541,-0.77
5542,-0.951
5543,-1.034
5544,-1.066
5545,-1.078
5546,-1.084
5547,-1.09
5548,-1.094
5549,-1.099
5550,-1.1
5551,-1.098
5552,-1.094
5553,-1.091
5554,-1.088
5555,-1.088
5556,-1.093
5557,-1.096
5558,-1.097
5559,-1.095
5560,-1.094
5561,-1.093
5562,-1.091
5563,-1.095
5564,-1.099
5565,-1.099
5566,-1.099
5567,-1.103
5568,-1.105
5569,-1.104
5570,-1.098
5571,-1.096
5572,-1.098
5573,-1.099
5574,-1.094
5575,-1.089
5576,-1.087
5577,-1.088
5578,-1.089
5579,-1.087
5580,-1.088
5581,-1.091
5582,-1.094
5583,-1.094
5584,-1.091
5585,-1.091
5586,-1.094
5587,-1.094
5588,-1.092
5589,-1.093
5590,-1.095
5591,-1.095
5592,-1.092
5593,-1.092
5594,-1.093
5595,-1.093
5596,-1.093
5597,-0.972
5598,-0.648
5599,-0.325
5600,-0.145
5601,-0.063
5602,0.0015936755
5603,0.021708015
5604,0.010917388
5605,0.0027126539
5606,0.0087072537
5607,0.007131052
5608,0.048198353
5609,0.014265342
5610,0.013876496
5611,0.047137752
5612,0.0028715555
5613,0.01351821
5614,0.027122142
5615,0.0288336
5616,0.046275753
5617,0.047610312
5618,0.047365422
5619,0.025624585
5620,0.034700208
5621,0.04277081
5622,0.042199087
5623,0.030470946
5624,0.013661817
5625,0.0046198002
5626,0.049790873
5627,0.054594994
5628,0.010521338
5629,0.05045907
5630,0.023037361
5631,0.02154991
5632,0.020399156
5633,0.026126412
5634,0.048609564
5635,0.036647968
5636,0.016037468
5637,0.042373947
5638,0.049507571
5639,0.123
5640,0.447
5641,0.769
5642,0.948
5643,1.032
5644,1.066
5645,1.08
5646,0.967
5647,0.649
5648,0.326
5649,0.145
5650,0.061
5651,0.038015881
5652,0.032107825
5653,0.032927659
5654,0.036467923
5655,0.029827734
5656,0.020162059
5657,0.002231629
5658,0.035777769
5659,0.049482011
5660,0.011054522
5661,0.031866589
5662,0.035419998
5663,0.018904983
5664,0.021422081
5665,0.0010067948
5666,0.040112408
5667,0.008915962
5668,0.043243402
5669,-0.111
5670,-0.396
5671,-0.677
5672,-0.833
5673,-0.907
5674,-0.941
5675,-0.955
5676,-0.96
5677,-0.96
5678,-0.964
5679,-0.969
5680,-0.971
5681,-0.972
5682,-0.973
5683,-0.973
5684,-0.973
5685,-0.972
5686,-0.972
5687,-0.969
5688,-0.963
5689,-0.96
5690,-0.963
5691,-0.964
5692,-0.962
5693,-0.964
5694,-0.967
5695,-0.965
5696,-0.961
5697,-0.961
5698,-0.965
5699,-0.967
5700,-0.964
5701,-0.961
5702,-0.962
5703,-0.963
5704,-0.963
5705,-0.964
5706,-0.962
5707,-0.96
5708,-0.957
5709,-0.954
5710,-0.954
5711,-0.954
5712,-0.953
5713,-0.955
5714,-0.96
5715,-0.962
5716,-0.96
5717,-0.961
5718,-0.964
5719,-0.963
5720,-0.96
5721,-0.96
5722,-0.965
5723,-0.859
5724,-0.569
5725,-0.28
5726,-0.121
5727,-0.051
5728,0.014327013
5729,0.031738261
5730,0.021278061
5731,0.015768274
5732,0.017492661
5733,0.040616802
5734,0.027828591
5735,0.033411627
5736,0.0016023603
5737,-0.0015117501
5738,0.014743512
5739,0.037814892
5740,0.030614484
5741,0.039614278
5742,0.034698639
5743,0.020756786
5744,0.051086532
5745,0.058919644
5746,0.010744493
5747,0.043518517
5748,0.039655567
5749,0.019989956
5750,0.026799304
5751,0.027810867
5752,0.028172462
5753,0.035954524
5754,0.028880316
5755,0.058360649
5756,0.014872016
5757,0.052474688
5758,0.0097206726
5759,0.051206614
5760,0.038908851
5761,0.036832002
5762,0.038149873
5763,0.108
5764,0.369
5765,0.633
5766,0.781
5767,0.849
5768,0.877
5769,0.889
5770,0.895
5771,0.9
5772,0.8
5773,0.529
5774,0.26
5775,0.112
5776,0.048652583
5777,0.041544469
5778,0.056425378
5779,0.020870962
5780,0.04118554
5781,0.027093637
5782,0.041096659
5783,0.037044573
5784,0.025391461
5785,0.036476551
5786,0.021386139
5787,0.043424853
5788,0.025846944
5789,0.044621787
5790,0.045611626
5791,0.043433341
5792,0.043417523
5793,0.032600716
5794,0.044245065
5795,0.050780459
5796,0.019789237
5797,0.111
5798,0.393
5799,0.676
5800,0.837
5801,0.917
5802,0.95
5803,0.96
5804,0.963
5805,0.962
5806,0.963
5807,0.965
5808,0.964
5809,0.959
5810,0.958
5811,0.96
5812,0.959
5813,0.957
5814,0.961
5815,0.964
5816,0.962
5817,0.958
5818,0.958
5819,0.964
5820,0.97
5821,0.971
5822,0.968
5823,0.962
5824,0.958
5825,0.959
5826,0.962
5827,0.967
5828,0.97
5829,0.97
5830,0.968
5831,0.966
5832,0.966
5833,0.964
5834,0.962
5835,0.964
5836,0.964
5837,0.964
5838,0.964
5839,0.96
5840,0.956
5841,0.96
5842,0.965
5843,0.967
5844,0.967
5845,0.857
5846,0.569
5847,0.284
5848,0.124
5849,0.052
5850,0.046100992
5851,0.029638321
5852,0.037483388
5853,0.044708133
5854,0.015637219
5855,0.038859907
5856,-0.0040376252
5857,0.0089115183
5858,0.017062568
5859,0.0020133538
5860,0.018444868
5861,0.021382698
5862,0.035923208
5863,0.03837596
5864,0.022036982
5865,0.024906773
5866,0.010217708
5867,0.027616984
5868,0.010538666
5869,0.046173648
5870,0.02177947
5871,0.045543463
5872,0.023013222
5873,0.046390966
5874,0.024874512
5875,0.028587868
5876,0.039510107
5877,0.033375413
5878,0.036652557
5879,0.03231671
5880,0.018752715
5881,0.060216532
5882,0.027621545
5883,0.0067174161
5884,0.030665925
5885,0.020895694
5886,0.016642464
5887,-0.00074047593
5888,0.030705619
5889,0.013206935
5890,0.011390296
5891,0.052945958
5892,0.036315521
5893,0.02121399
5894,0.03322668
5895,0.034819376
5896,0.037522927
5897,0.116
5898,0.424
5899,0.729
5900,0.894
5901,0.968
5902,0.999
5903,1.015
5904,1.026
5905,0.917
5906,0.611
5907,0.302
5908,0.132
5909,0.054
5910,0.042863487
5911,0.028033173
5912,0.035974374
5913,0.011694256
5914,0.036323699
5915,0.010098629
5916,0.020617103
5917,0.01596805
5918,0.04549136
5919,0.035025486
5920,0.003416098
5921,0.021372259
5922,0.04011508
5923,0.015698107
5924,0.030261609
5925,0.034002236
5926,0.033388148
5927,0.027990382
5928,-0.106
5929,-0.404
5930,-0.707
5931,-0.878
5932,-0.954
5933,-0.982
5934,-0.994
5935,-0.998
5936,-1.0
5937,-1.002
5938,-1.004
5939,-1.004
5940,-0.999
5941,-0.997
5942,-0.998
5943,-0.999
5944,-0.998
5945,-0.996
5946,-0.993
5947,-0.991
5948,-0.992
5949,-0.994
5950,-0.996
5951,-0.999
5952,-1.001
5953,-1.001
5954,-1.001
5955,-1.004
5956,-1.009
5957,-1.006
5958,-1.001
5959,-0.996
5960,-0.995
5961,-1.0
5962,-1.003
5963,-1.001
5964,-1.0
5965,-1.002
5966,-1.0
5967,-0.998
5968,-1.001
5969,-1.004
5970,-1.006
5971,-1.008
5972,-1.008
5973,-1.007
5974,-1.003
5975,-0.997
5976,-0.996
5977,-0.997
5978,-0.995
5979,-0.992
5980,-0.881
5981,-0.588
5982,-0.292
5983,-0.128
5984,-0.056
5985,0.0055284864
5986,0.0097365392
5987,0.049211066
5988,0.012589613
5989,0.0061232551
5990,0.002937301
5991,0.029670972
5992,0.001471142
5993,0.017931522
5994,0.01949718
5995,0.0065480843
5996,0.018714726
5997,-0.0069896966
5998,0.019111448
5999,0.017249397
6000,0.037914032
6001,0.025329319
6002,0.003560353
6003,0.024152203
6004,0.050145878
6005,0.016873666
6006,0.014382116
6007,0.050758153
6008,0.006262931
6009,0.01971447
6010,0.023665361
6011,0.024345105
6012,0.049884955
6013,0.0060729146
6014,0.041268733
6015,0.020694453
6016,0.017063861
6017,0.031441165
6018,0.030991149
6019,0.0035904284
6020,0.034595551
6021,0.019017179
6022,0.094
6023,0.35
6024,0.606
6025,0.746
6026,0.718
6027,0.495
6028,0.253
6029,0.117
6030,0.055
6031,0.060534796
6032,0.040452538
6033,0.023471071
6034,0.024674338
6035,0.020485025
6036,4.7039082e-05
6037,0.013874596
6038,0.038673265
6039,0.011124694
6040,-0.0016297392
6041,0.04283552
6042,0.012080751
6043,0.0044674741
6044,0.024280715
6045,0.019806013
6046,0.027787707
6047,0.012238767
6048,0.012981821
6049,0.029412967
6050,0.04315181
6051,0.02226698
6052,0.02601632
6053,0.112
6054,0.406
6055,0.698
6056,0.859
6057,0.934
6058,0.966
6059,0.98
6060,0.987
6061,0.992
6062,0.994
6063,0.995
6064,0.996
6065,0.996
6066,0.996
6067,0.996
6068,0.996
6069,0.993
6070,0.989
6071,0.99
6072,0.991
6073,0.991
6074,0.993
6075,0.995
6076,0.993
6077,0.99
6078,0.988
6079,0.988
6080,0.991
6081,0.995
6082,1.0
6083,1.0
6084,0.997
6085,0.997
6086,1.0
6087,1.0
6088,0.998
6089,0.998
6090,0.995
6091,0.991
6092,0.879
6093,0.583
6094,0.285
6095,0.122
6096,0.084845702
6097,0.037781346
6098,0.015138085
6099,0.050282553
6100,0.028699197
6101,0.038683667
6102,0.00572064
6103,0.0059638416
6104,0.03413318
6105,0.012563937
6106,0.046645296
6107,0.037796983
6108,0.027042291
6109,0.007614071
6110,0.028456592
6111,0.034231995
6112,0.0055417019
6113,0.037271258
6114,0.046207138
6115,0.04888423
6116,0.0094412186
6117,0.0056662803
6118,0.011932652
6119,0.030850396
6120,-0.0057961409
6121,0.010348682
6122,0.015139927
6123,0.001059113
6124,0.043055723
6125,0.047924015
6126,0.046445221
6127,0.049693436
6128,0.03646118
6129,0.047453861
6130,0.0096105862
6131,0.050208566
6132,0.017215108
6133,0.01827189
6134,0.014135971
6135,0.029906773
6136,0.046607963
6137,0.011793989
6138,0.027446251
6139,0.031836647
6140,0.038882822
6141,0.014046865
6142,0.0047641028
6143,0.0066465356
6144,0.030919398
6145,0.028622837
6146,0.01868719
6147,0.036510785
6148,0.046428956
6149,0.037097591
6150,0.0078865861
6151,0.0556767
6152,0.021881738
6153,0.040724271
6154,0.099
6155,0.349
6156,0.6
6157,0.738
6158,0.802
6159,0.83
6160,0.747
6161,0.497
6162,0.245
6163,0.105
6164,0.089159483
6165,0.031998428
6166,0.050609512
6167,0.049494176
6168,0.029580712
6169,0.041648863
6170,0.0036682888
6171,0.046487148
6172,0.041412228
6173,0.030965773
6174,0.048499162
6175,0.019886042
6176,0.042686659
6177,0.104
6178,0.389
6179,0.68
6180,0.843
6181,0.915
6182,0.942
6183,0.957
6184,0.967
6185,0.973
6186,0.975
6187,0.971
6188,0.967
6189,0.968
6190,0.972
6191,0.971
6192,0.968
6193,0.968
6194,0.968
6195,0.969
6196,0.973
6197,0.978
6198,0.98
6199,0.977
6200,0.973
