Time,root.DistalPhalanxOutlineCorrect.d0.s0
18981,-0.59457145
18982,-0.77413529
18983,-0.94330363
18984,-0.91115142
18985,-0.7044343
18986,-0.41989293
18987,-0.069513388
18988,0.22207193
18989,0.51536142
18990,0.84477954
18991,0.72690705
18992,0.74161981
18993,0.94561023
18994,1.2802545
18995,1.5002642
18996,1.656424
18997,1.6659106
18998,1.660514
18999,1.7650939
19000,1.8576309
19001,1.7531078
19002,1.5077058
19003,1.0204806
19004,0.59523069
19005,0.25973432
19006,-0.17267312
19007,-0.51987153
19008,-0.68512025
19009,-1.0056198
19010,-0.16409542
19011,-0.19727013
19012,-0.35933771
19013,-0.63348358
19014,-0.82935074
19015,-1.1254237
19016,-1.3275396
19017,-1.5163173
19018,-1.4623516
19019,-1.2822652
19020,-1.0478267
19021,-0.79827785
19022,-0.5148158
19023,-0.36047383
19024,-0.18340946
19025,-0.055993554
19026,-0.14211148
19027,-0.36501832
19028,-0.64183406
19029,-0.9119467
19030,-1.1685963
19031,-1.3145878
19032,-1.4617665
19033,-1.4700034
19034,-1.3070326
19035,-1.1191751
19036,-0.83417926
19037,-0.71233034
19038,-0.40699797
19039,-0.23311473
19040,-1.1657974
19041,-1.0946572
19042,-0.88382713
19043,-0.56670682
19044,-0.17655572
19045,0.22570884
19046,0.48926389
19047,0.8853667
19048,1.1831615
19049,1.4140873
19050,1.5866164
19051,1.6430525
19052,1.6754017
19053,1.5999202
19054,1.3843288
19055,1.2299348
19056,0.8355125
19057,0.36525858
19058,0.087489478
19059,0.13153202
19060,-0.062843334
19061,-0.34579391
19062,-0.40706136
19063,-0.74833855
19064,-0.98164499
19065,-0.91211519
19066,-0.68784132
19067,-0.38535518
19068,-0.16374207
19069,0.017959677
19070,0.11927853
19071,0.30147041
19072,0.43387812
19073,0.68006823
19074,0.94593394
19075,1.2302149
19076,1.4057549
19077,1.6106332
19078,1.8403687
19079,2.1173675
19080,2.1697425
19081,1.7939454
19082,1.3895803
19083,0.99074671
19084,0.56082427
19085,0.19265943
19086,-0.17235452
19087,-0.53568799
19088,-0.87570482
19089,-1.1373693
19090,0.27962419
19091,0.14784667
19092,-0.11220739
19093,-0.50908041
19094,-0.82248966
19095,-1.2044484
19096,-1.4401356
19097,-1.5695674
19098,-1.4668132
19099,-1.2428194
19100,-1.0135741
19101,-0.70464611
19102,-0.40377042
19103,-0.085389755
19104,0.0073866661
19105,-0.071315747
19106,-0.2621901
19107,-0.50964057
19108,-0.82276974
19109,-0.91596628
19110,-1.0908061
19111,-1.1262362
19112,-1.2258045
19113,-1.2433095
19114,-1.188904
19115,-1.0706403
19116,-0.88704805
19117,-0.57636958
19118,-0.18089695
19119,0.078316865
19120,-0.79832785
19121,-0.75538562
19122,-0.48595653
19123,-0.18261328
19124,0.15550767
19125,0.40232733
19126,0.86699831
19127,1.0790403
19128,1.2161885
19129,1.3813629
19130,1.3887424
19131,1.3859162
19132,1.3573404
19133,1.2793065
19134,1.0633393
19135,0.74162586
19136,0.44409198
19137,0.20575086
19138,-0.10073259
19139,-0.37981779
19140,-0.43170959
19141,-0.40996371
19142,-0.66926566
19143,-0.79369605
19144,-0.75695572
19145,-0.52049872
19146,-0.27776132
19147,0.018123954
19148,0.34635328
19149,0.74437353
19150,1.0870478
19151,1.4485632
19152,1.6012554
19153,1.5514832
19154,1.4303501
19155,1.1837659
19156,1.1783491
19157,1.223882
19158,1.397692
19159,1.4776886
19160,1.5178046
19161,1.6394873
19162,1.5565861
19163,1.2985402
19164,0.94079299
19165,0.54190919
19166,0.20692843
19167,-0.12185043
19168,-0.41867776
19169,-0.67907878
19170,-0.31913344
19171,-0.39167205
19172,-0.53659224
19173,-0.74949775
19174,-0.87306459
19175,-1.1550466
19176,-1.3442515
19177,-1.5122364
19178,-1.4295785
19179,-1.3214929
19180,-1.1993705
19181,-0.99294169
19182,-0.79974094
19183,-0.57199799
19184,-0.44356384
19185,-0.2948754
19186,-0.44968723
19187,-0.67727317
19188,-0.81858213
19189,-1.0225381
19190,-1.131189
19191,-1.3795238
19192,-1.5024626
19193,-1.4831425
19194,-1.2862834
19195,-1.2199388
19196,-0.94442562
19197,-0.82423449
19198,-0.52057722
19199,-0.38130939
19200,-0.33072011
19201,-0.25132942
19202,-0.080461319
19203,0.14556041
19204,0.22934049
19205,0.52781895
19206,0.84264629
19207,1.1033378
19208,1.0443674
19209,0.85034363
19210,0.8688554
19211,1.150985
19212,1.4451377
19213,1.3555687
19214,1.306522
19215,1.0804367
19216,1.0317081
19217,0.85797735
19218,0.71382727
19219,0.51598668
19220,0.31242081
19221,0.094414487
19222,-0.17690065
19223,-0.42849535
19224,-0.50171544
19225,-0.36672583
19226,-0.22524755
19227,0.00090141513
19228,0.30058855
19229,0.60517398
19230,0.90581533
19231,1.171596
19232,1.3993353
19233,1.3862944
19234,1.2322205
19235,1.2062658
19236,1.1422698
19237,1.1390891
19238,1.1712143
19239,1.1842553
19240,1.3075399
19241,1.4736369
19242,1.4496543
19243,1.3092574
19244,0.97025665
19245,0.70205861
19246,0.35803229
19247,0.032263282
19248,-0.21036179
19249,-0.40546696
19250,-0.78588068
19251,-0.70572662
19252,-0.73365331
19253,-0.82646662
19254,-0.9927545
19255,-1.1338575
19256,-1.2220905
19257,-1.363168
19258,-1.5025152
19259,-1.5580824
19260,-1.4241933
19261,-1.2819898
19262,-1.106287
19263,-0.92335126
19264,-0.88142941
19265,-0.82035965
19266,-0.74828461
19267,-0.86209065
19268,-1.046445
19269,-1.1861612
19270,-1.2829504
19271,-1.436878
19272,-1.5043791
19273,-1.4037222
19274,-1.275463
19275,-1.1350407
19276,-1.1118851
19277,-0.93543798
19278,-0.90522117
19279,-0.85178513
19280,-0.87581222
19281,-0.87765662
19282,-0.57432973
19283,-0.31035002
19284,-0.023469025
19285,0.31459406
19286,0.52539358
19287,0.76493499
19288,1.0348321
19289,1.1893775
19290,1.307419
19291,1.3560651
19292,1.4243079
19293,1.3814256
19294,1.2327209
19295,1.126591
19296,0.9531406
19297,0.80558863
19298,0.58487547
19299,0.32712061
19300,0.17372804
19301,0.063525159
19302,-0.29528743
19303,-0.55688478
19304,-0.81133509
19305,-0.85636918
19306,-0.63873002
19307,-0.41317531
19308,-0.13590056
19309,0.23028963
19310,0.55767057
19311,0.88996991
19312,1.2844409
19313,1.6084404
19314,1.7637543
19315,1.6954346
19316,1.7005067
19317,1.4930118
19318,1.3773525
19319,1.3157957
19320,1.3991779
19321,1.1083007
19322,0.93600305
19323,0.9748123
19324,0.75202419
19325,0.59540392
19326,0.25395943
19327,-0.11422886
19328,-0.4368451
19329,-0.7527754
19330,-0.35154162
19331,-0.49986209
19332,-0.62943117
19333,-0.90747442
19334,-1.0932208
19335,-1.4197718
19336,-1.6217797
19337,-1.6735228
19338,-1.4641834
19339,-1.2131837
19340,-0.86451528
19341,-0.62166932
19342,-0.25709298
19343,-0.35184902
19344,-0.48149494
19345,-0.25793833
19346,-0.026005075
19347,-0.091173863
19348,-0.32817922
19349,-0.71073845
19350,-0.92745542
19351,-1.2051913
19352,-1.3835831
19353,-1.6746525
19354,-1.7502191
19355,-1.5847226
19356,-1.2640584
19357,-0.97955971
19358,-0.70412935
19359,-0.49064009
19360,-0.6845085
19361,-0.5044748
19362,-0.30724319
19363,-0.060522274
19364,0.2525956
19365,0.46767819
19366,0.6601205
19367,0.87897647
19368,1.1181506
19369,1.2076232
19370,1.3291696
19371,1.1895546
19372,1.0807071
19373,0.82767303
19374,0.68573594
19375,0.44677947
19376,0.18837559
19377,-0.16008142
19378,-0.48190709
19379,-0.49779882
19380,-0.56528425
19381,-0.54017677
19382,-0.72137151
19383,-0.58857761
19384,-0.38321872
19385,-0.036575832
19386,0.27704999
19387,0.60794629
19388,0.82796329
19389,1.1498615
19390,1.4723403
19391,1.6951873
19392,1.6498342
19393,1.4691474
19394,1.340272
19395,1.3420136
19396,1.2587816
19397,1.425681
19398,1.5605793
19399,1.7300911
19400,1.796996
19401,1.7024438
19402,1.477565
19403,1.1538526
19404,0.80800793
19405,0.4127465
19406,0.091211091
19407,-0.20790174
19408,-0.46848257
19409,-0.66165054
19410,-0.46238711
19411,-0.53495209
19412,-0.67231759
19413,-0.87179871
19414,-0.98565315
19415,-1.1788284
19416,-1.3440951
19417,-1.483028
19418,-1.4250631
19419,-1.2677205
19420,-1.2132822
19421,-1.023474
19422,-0.82093066
19423,-0.70032767
19424,-0.56942045
19425,-0.57849107
19426,-0.72093612
19427,-0.8562698
19428,-0.98071874
19429,-1.0877376
19430,-1.1671091
19431,-1.2399644
19432,-1.207165
19433,-1.1834798
19434,-1.1829356
19435,-1.0332993
19436,-0.95307148
19437,-0.78094736
19438,-0.65940102
19439,-0.52813098
19440,-0.80713464
19441,-0.60076196
19442,-0.43947731
19443,-0.21532747
19444,0.12286853
19445,0.29942147
19446,0.57661604
19447,0.83395467
19448,0.92284044
19449,1.1090705
19450,1.08391
19451,1.0247007
19452,0.88692772
19453,0.78134003
19454,0.55374946
19455,0.42665715
19456,0.27404602
19457,-0.074758933
19458,-0.33302943
19459,-0.63645963
19460,-0.76735109
19461,-0.77480603
19462,-0.69122474
19463,-0.44399328
19464,-0.21819476
19465,0.13053852
19466,0.43024125
19467,0.73496173
19468,1.0970995
19469,1.4088449
19470,1.778796
19471,1.910476
19472,1.6570799
19473,1.4897022
19474,1.3309981
19475,1.0983898
19476,1.1147333
19477,1.2472735
19478,1.3494204
19479,1.5419585
19480,1.8216619
19481,1.911838
19482,1.5259734
19483,1.2205361
19484,0.86492132
19485,0.44909363
19486,0.10308428
19487,-0.1996291
19488,-0.50621331
19489,-0.69953986
19490,-0.45367036
19491,-0.45381372
19492,-0.58069098
19493,-0.68570522
19494,-0.85874573
19495,-1.0057657
19496,-1.2166973
19497,-1.4193282
19498,-1.5539973
19499,-1.4514704
19500,-1.2199373
19501,-1.024403
19502,-0.82598703
19503,-0.67480954
19504,-0.50212744
19505,-0.40069731
19506,-0.27131117
19507,-0.4934539
19508,-0.64434466
19509,-0.85666695
19510,-0.9752291
19511,-1.1543124
19512,-1.2966658
19513,-1.4606959
19514,-1.4439223
19515,-1.3624485
19516,-1.143897
19517,-0.97938666
19518,-0.70513106
19519,-0.59051143
19520,-0.94962666
19521,-0.95891838
19522,-0.7666683
19523,-0.47668924
19524,-0.26320093
19525,0.057750522
19526,0.40967437
19527,0.64561766
19528,0.97563961
19529,1.248252
19530,1.3991871
19531,1.4985753
19532,1.5191499
19533,1.4120185
19534,1.3369658
19535,1.1621377
19536,0.93924704
19537,0.66337148
19538,0.28213447
19539,0.049786191
19540,-0.3038522
19541,-0.62043434
19542,-0.90598877
19543,-0.94276849
19544,-0.98950362
19545,-0.85444185
19546,-0.62812213
19547,-0.33952577
19548,-0.03018896
19549,0.29347258
19550,0.62354983
19551,0.97315075
19552,1.3126856
19553,1.5219152
19554,1.4883987
19555,1.420536
19556,1.4583665
19557,1.4707002
19558,1.5250125
19559,1.5567592
19560,1.6586916
19561,1.5859064
19562,1.4664968
19563,1.0939431
19564,0.72631182
19565,0.36587056
19566,0.0065354521
19567,-0.35390581
19568,-0.65516767
19569,-0.87020459
19570,0.011623774
19571,-0.044071231
19572,-0.24284765
19573,-0.55600069
19574,-0.78586012
19575,-0.98402815
19576,-1.2854559
19577,-1.5472833
19578,-1.6314176
19579,-1.4075757
19580,-1.1789883
19581,-0.96594248
19582,-0.77789579
19583,-0.41690145
19584,-0.18079224
19585,0.0015024378
19586,-0.061825051
19587,-0.2650814
19588,-0.581387
19589,-0.88707349
19590,-1.1719642
19591,-1.4110048
19592,-1.474111
19593,-1.4587354
19594,-1.2951901
19595,-1.0470791
19596,-0.81002965
19597,-0.53686418
19598,-0.24312418
19599,-0.0031987295
19600,-0.69807181
19601,-0.53748928
19602,-0.3160288
19603,-0.19833142
19604,0.13615913
19605,0.39008785
19606,0.60836915
19607,0.80250219
19608,0.86689754
19609,1.1605322
19610,1.2839792
19611,1.2902023
19612,1.3485775
19613,1.2421763
19614,1.1773075
19615,1.0688771
19616,0.78545636
19617,0.55425541
19618,0.45610662
19619,0.26048545
19620,0.16571876
19621,-0.1708687
19622,-0.3774479
19623,-0.58822091
19624,-0.63097077
19625,-0.52964279
19626,-0.36391946
19627,-0.02036486
19628,0.34699979
19629,0.64753397
19630,1.0060375
19631,1.3428279
19632,1.6025062
19633,1.4582931
19634,1.344316
19635,1.3970769
19636,1.3510126
19637,1.4248102
19638,1.5485277
19639,1.6966641
19640,1.5952685
19641,1.5256647
19642,1.4528141
19643,1.0960016
19644,0.75819657
19645,0.38995257
19646,0.08914782
19647,-0.24439574
19648,-0.56001413
19649,-0.64781367
19650,-0.59606741
19651,-0.59410578
19652,-0.71160024
19653,-0.82672722
19654,-0.9915712
19655,-1.1673732
19656,-1.2660361
19657,-1.3927231
19658,-1.4929485
19659,-1.394191
19660,-1.234596
19661,-1.0754475
19662,-0.87948812
19663,-0.66634763
19664,-0.54783854
19665,-0.42790896
19666,-0.56495201
19667,-0.69807181
19668,-0.8926107
19669,-1.0106463
19670,-1.0837675
19671,-1.2498967
19672,-1.318452
19673,-1.3580971
19674,-1.392926
19675,-1.3168083
19676,-1.1429206
19677,-0.97540472
19678,-0.85655742
19679,-0.66168032
19680,-0.696616
19681,-0.64925114
19682,-0.40098294
19683,-0.12582167
19684,0.15537941
19685,0.49373622
19686,0.73640964
19687,0.8913468
19688,1.0284824
19689,1.2536721
19690,1.3670299
19691,1.4286361
19692,1.3477025
19693,1.250684
19694,1.2054172
19695,1.106555
19696,0.87201939
19697,0.68141554
19698,0.37332138
19699,0.14730513
19700,-0.28654433
19701,-0.40454325
19702,-0.59476564
19703,-0.46913749
19704,-0.41592353
19705,-0.57512035
19706,-0.3767601
19707,-0.18997087
19708,-0.18946225
19709,0.071139885
19710,0.34070638
19711,0.66838225
19712,0.96992798
19713,1.3300281
19714,1.6497569
19715,1.7648312
19716,1.5812209
19717,1.4177008
19718,1.2321195
19719,1.2803109
19720,1.3613716
19721,1.3683651
19722,1.4998423
19723,1.544219
19724,1.1529662
19725,0.81079474
19726,0.41070466
19727,0.016018623
19728,-0.39659613
19729,-0.68790595
19730,-0.21749971
19731,0.0077536129
19732,0.015700738
19733,-0.2188984
19734,-0.41865735
19735,-0.69712462
19736,-0.89052586
19737,-1.0795403
19738,-1.2587766
19739,-1.353341
19740,-1.1802653
19741,-1.0545545
19742,-1.2150801
19743,-1.2640789
19744,-1.2508803
19745,-1.3859687
19746,-1.3997141
19747,-1.3129124
19748,-1.2467415
19749,-1.1308024
19750,-1.2250617
19751,-1.4483505
19752,-1.4362963
19753,-1.3085955
19754,-1.1878183
19755,-1.0147553
19756,-0.81041884
19757,-0.63062307
19758,-0.44466034
19759,-0.29163049
19760,-0.84662961
19761,-0.75561545
19762,-0.45868777
19763,-0.090297122
19764,0.08739719
19765,0.18380478
19766,0.45761775
19767,0.76070935
19768,0.96277042
19769,1.0558071
19770,1.1070447
19771,1.2972595
19772,1.2375465
19773,1.2247371
19774,1.2975484
19775,0.99445683
19776,0.87666813
19777,0.50172832
19778,0.27000338
19779,-0.058321777
19780,-0.49095205
19781,-0.66758694
19782,-0.74386547
19783,-0.50000531
19784,-0.48536599
19785,-0.41823703
19786,-0.13113311
19787,0.18939084
19788,0.53110326
19789,0.88658819
19790,1.2516079
19791,1.4715829
19792,1.5126115
19793,1.2817534
19794,1.1587639
19795,1.1047332
19796,1.2096162
19797,1.1891982
19798,1.3318352
19799,1.6211543
19800,1.9641188
19801,2.0584075
19802,1.6287629
19803,1.2508375
19804,0.87782387
19805,0.51203362
19806,0.16627613
19807,-0.18131128
19808,-0.57175721
19809,-0.7876871
19810,-0.31354667
19811,-0.40995426
19812,-0.57743958
19813,-0.74165031
19814,-0.97664983
19815,-1.2272325
19816,-1.3682419
19817,-1.369022
19818,-1.3999668
19819,-1.227454
19820,-1.2060344
19821,-1.0565882
19822,-0.80762354
19823,-0.6988881
19824,-0.53371426
19825,-0.55769577
19826,-0.65352549
19827,-0.83420545
19828,-0.97202689
19829,-0.97356787
19830,-1.1389536
19831,-1.3099543
19832,-1.3990037
19833,-1.2728841
19834,-1.2843355
19835,-1.1666816
19836,-1.0604406
19837,-0.83227923
19838,-0.55509536
19839,-0.40118994
19840,-0.99960681
19841,-0.99001805
19842,-0.73007558
19843,-0.5219705
19844,-0.31020427
19845,0.025576555
19846,0.36025322
19847,0.76751386
19848,1.061511
19849,1.2758342
19850,1.4539526
19851,1.5716328
19852,1.4826027
19853,1.3710244
19854,1.2883286
19855,1.03751
19856,0.78814422
19857,0.65227444
19858,0.36548345
19859,0.053122438
19860,-0.25482193
19861,-0.586128
19862,-0.86751442
19863,-0.93016097
19864,-0.96712127
19865,-0.7577958
19866,-0.52894415
19867,-0.21373556
19868,0.075902999
19869,0.42760697
19870,0.71817535
19871,0.98892697
19872,1.2954766
19873,1.458776
19874,1.593716
19875,1.5091606
19876,1.4834162
19877,1.4290218
19878,1.4887046
19879,1.5749453
19880,1.6543286
19881,1.6482266
19882,1.4232686
19883,1.030362
19884,0.69411629
19885,0.33323036
19886,0.0069220653
19887,-0.35210423
19888,-0.63180535
19889,-0.91208761
19890,0.009304726
19891,-0.11523288
19892,-0.3435034
19893,-0.5028511
19894,-0.7989984
19895,-1.0143677
19896,-1.3430877
19897,-1.4992856
19898,-1.5998514
19899,-1.4188272
19900,-1.2057941
19901,-0.90284754
19902,-0.63209592
19903,-0.36837606
19904,-0.21803598
19905,-0.058746389
19906,-0.23279685
19907,-0.39766535
19908,-0.67579741
19909,-0.95910158
19910,-1.2129421
19911,-1.4559445
19912,-1.4703625
19913,-1.3987606
19914,-1.2487401
19915,-0.99112221
19916,-0.82096537
19917,-0.57287808
19918,-0.29416489
19919,-0.091115707
19920,-1.0006462
19921,-0.87542264
19922,-0.63425338
19923,-0.35060144
19924,-0.13802525
19925,-0.083280642
19926,0.26189795
19927,0.5615555
19928,0.85003625
19929,1.0346704
19930,1.3461559
19931,1.4612335
19932,1.5192877
19933,1.4999182
19934,1.416038
19935,1.2630895
19936,1.074169
19937,0.90667983
19938,0.62601198
19939,0.38598211
19940,0.22874735
19941,-0.11914406
19942,-0.46719823
19943,-0.77363782
19944,-0.92533843
19945,-0.92322244
19946,-0.77868365
19947,-0.49920945
19948,-0.19537416
19949,0.1560439
19950,0.47821782
19951,0.79301288
19952,1.1522981
19953,1.467907
19954,1.610167
19955,1.5364327
19956,1.524008
19957,1.4826105
19958,1.485269
19959,1.5343167
19960,1.7209041
19961,1.6058808
19962,1.5333401
19963,1.1562046
19964,0.81308771
19965,0.38771831
19966,-0.007864383
19967,-0.27252662
19968,-0.63029267
19969,-0.94763777
19970,-0.28261829
19971,-0.23633767
19972,-0.38402332
19973,-0.58770147
19974,-0.90298484
19975,-1.0137219
19976,-1.1988444
19977,-1.3977643
19978,-1.5130156
19979,-1.3969885
19980,-1.3280124
19981,-1.0564217
19982,-0.8651682
19983,-0.62291381
19984,-0.37029647
19985,-0.25690081
19986,-0.22174272
19987,-0.29026843
19988,-0.50268185
19989,-0.71216543
19990,-0.96749558
19991,-1.1552766
19992,-1.2784384
19993,-1.3609026
19994,-1.3932285
19995,-1.2407846
19996,-1.031084
19997,-0.81416727
19998,-0.55851158
19999,-0.31007198
20000,-0.99469166
20001,-0.90659095
20002,-0.69690788
20003,-0.42088155
20004,-0.1170102
20005,0.13917516
20006,0.43273146
20007,0.79263102
20008,1.0094163
20009,1.1922689
20010,1.3815473
20011,1.4580366
20012,1.4994095
20013,1.4052212
20014,1.2936721
20015,1.0258753
20016,0.83772416
20017,0.60487449
20018,0.37439222
20019,-0.011717732
20020,-0.23836709
20021,-0.6114564
20022,-0.88579174
20023,-1.0735483
20024,-0.96160457
20025,-0.74752493
20026,-0.50836222
20027,-0.21142394
20028,0.10428435
20029,0.38961115
20030,0.72296213
20031,1.0495491
20032,1.3765871
20033,1.5460809
20034,1.4792303
20035,1.4489616
20036,1.4563456
20037,1.4452414
20038,1.4668861
20039,1.5347513
20040,1.6460749
20041,1.7113472
20042,1.4217366
20043,0.99898847
20044,0.64320365
20045,0.38504547
20046,0.0071086505
20047,-0.36056948
20048,-0.71049219
20049,-0.94599108
20050,0.0013029097
20051,0.027682392
20052,-0.1391622
20053,-0.47657156
20054,-0.75090691
20055,-1.084427
20056,-1.3390905
20057,-1.4636377
20058,-1.5293215
20059,-1.423161
20060,-1.1802499
20061,-0.91358039
20062,-0.63789225
20063,-0.35797663
20064,-0.11374095
20065,-0.059460087
20066,-0.19445765
20067,-0.42680002
20068,-0.7094776
20069,-0.98928048
20070,-1.1954688
20071,-1.3625502
20072,-1.5243443
20073,-1.4623864
20074,-1.319644
20075,-1.1770934
20076,-0.90518179
20077,-0.67571411
20078,-0.3561729
20079,-0.13927493
20080,-0.86446508
20081,-0.85206623
20082,-0.64128582
20083,-0.3576462
20084,0.0066498408
20085,0.33419672
20086,0.68174793
20087,0.97638034
20088,1.2915284
20089,1.4576985
20090,1.4897182
20091,1.4777667
20092,1.3331348
20093,1.1509229
20094,0.89131402
20095,0.51436348
20096,0.14195067
20097,-0.12027857
20098,-0.47076971
20099,-0.55353521
20100,-0.73338242
20101,-0.86305903
20102,-0.88242424
20103,-0.84286297
20104,-0.63713157
20105,-0.39752703
20106,-0.051126233
20107,0.25775846
20108,0.58166238
20109,0.9099762
20110,1.2294702
20111,1.3981968
20112,1.6016913
20113,1.7991781
20114,1.678513
20115,1.5055683
20116,1.31639
20117,1.2778513
20118,1.4165394
20119,1.4077196
20120,1.5476221
20121,1.2965135
20122,1.0646422
20123,1.0472583
20124,0.92493151
20125,0.58191803
20126,0.19276038
20127,-0.20834874
20128,-0.52592541
20129,-0.72475435
20130,-0.27698978
20131,-0.42475337
20132,-0.6819975
20133,-0.93579041
20134,-1.1820418
20135,-1.4083079
20136,-1.4756708
20137,-1.4777798
20138,-1.3272105
20139,-1.1111638
20140,-0.96077984
20141,-0.76783076
20142,-0.55002008
20143,-0.28676825
20144,-0.054577459
20145,0.10590453
20146,-0.030802349
20147,-0.28497873
20148,-0.54209504
20149,-0.7961436
20150,-0.98679186
20151,-1.2309725
20152,-1.3629115
20153,-1.4940709
20154,-1.4994139
20155,-1.2941363
20156,-1.0541547
20157,-0.77492495
20158,-0.51506044
20159,-0.3747106
20160,-0.82886051
20161,-0.83042044
20162,-0.59960845
20163,-0.35984131
20164,0.0016004457
20165,0.32161737
20166,0.6646866
20167,0.84777626
20168,1.0932054
20169,1.3596069
20170,1.3355146
20171,1.4386434
20172,1.3869924
20173,1.2048849
20174,1.0480252
20175,0.79577857
20176,0.62597721
20177,0.33542564
20178,0.094502993
20179,-0.13561569
20180,-0.35348603
20181,-0.68586685
20182,-0.76877429
20183,-0.99958628
20184,-0.92788723
20185,-0.86941871
20186,-0.65697924
20187,-0.39323538
20188,-0.061432315
20189,0.25933569
20190,0.58397462
20191,0.95685587
20192,1.2884278
20193,1.5936543
20194,1.5685799
20195,1.573953
20196,1.4389323
20197,1.3745707
20198,1.4220041
20199,1.5036405
20200,1.395832
20201,1.3338392
20202,1.3048938
20203,1.4665488
20204,1.0766239
20205,0.71720427
20206,0.34120317
20207,-0.068249791
20208,-0.4057726
20209,-0.70031066
20210,0.1091779
20211,0.033030163
20212,-0.25607702
20213,-0.47256075
20214,-0.74762856
20215,-1.0677033
20216,-1.4393134
20217,-1.7412641
20218,-1.7198237
20219,-1.4691255
20220,-1.2135279
20221,-0.88472915
20222,-0.51421668
20223,-0.13058925
20224,0.053887016
20225,0.02014629
20226,-0.15497039
20227,-0.38295139
20228,-0.78610685
20229,-1.1224164
20230,-1.3688855
20231,-1.5508774
20232,-1.5816485
20233,-1.5393801
20234,-1.3159056
20235,-1.131776
20236,-0.88929339
20237,-0.6041727
20238,-0.27878268
20239,0.038518809
20240,-0.99232017
20241,-0.87122146
20242,-0.69875943
20243,-0.36033762
20244,-0.035443957
20245,0.29778479
20246,0.35089367
20247,0.54133503
20248,0.83952152
20249,1.0695
20250,1.2790117
20251,1.4495099
20252,1.555815
20253,1.5253985
20254,1.4388183
20255,1.2338451
20256,0.98265802
20257,0.73151456
20258,0.57711916
20259,0.29791571
20260,0.093117056
20261,-0.10901961
20262,-0.40384588
20263,-0.7269067
20264,-0.93624383
20265,-0.97879202
20266,-0.85119107
20267,-0.58577761
20268,-0.25106513
20269,0.12746109
20270,0.43559731
20271,0.77100802
20272,1.0460221
20273,1.4185697
20274,1.5751908
20275,1.6028143
20276,1.5888498
20277,1.5102557
20278,1.5694304
20279,1.6630801
20280,1.6921001
20281,1.6250703
20282,1.4557067
20283,1.0659216
20284,0.73474386
20285,0.35041364
20286,-0.00083809037
20287,-0.35654101
20288,-0.66585549
20289,-0.92817058
20290,-0.20733867
20291,-0.13734143
20292,-0.1943342
20293,-0.47314489
20294,-0.75588311
20295,-0.96255825
20296,-1.1901802
20297,-1.4297593
20298,-1.5862624
20299,-1.4803065
20300,-1.3108862
20301,-0.99493852
20302,-0.76002883
20303,-0.52328631
20304,-0.27759774
20305,-0.1273917
20306,-0.21737568
20307,-0.37849152
20308,-0.59406905
20309,-0.84132862
20310,-1.1174337
20311,-1.2617484
20312,-1.3993864
20313,-1.4139182
20314,-1.3455357
20315,-1.1814087
20316,-0.91184953
20317,-0.78765243
20318,-0.54580412
20319,-0.33642335
20320,-0.69818933
20321,-0.69107736
20322,-0.49354505
20323,-0.24287334
20324,0.04180558
20325,0.3478204
20326,0.6090098
20327,0.81926351
20328,1.0635745
20329,1.217784
20330,1.3082862
20331,1.4262346
20332,1.3971858
20333,1.4154164
20334,1.2723758
20335,1.1009875
20336,0.89368872
20337,0.70822671
20338,0.48314806
20339,0.28496465
20340,0.12113904
20341,-0.14065137
20342,-0.45257613
20343,-0.69007568
20344,-0.74772266
20345,-0.68186186
20346,-0.55349591
20347,-0.29861712
20348,0.0054944935
20349,0.32683509
20350,0.65218243
20351,0.99891575
20352,1.3308241
20353,1.4346989
20354,1.4976548
20355,1.5239991
20356,1.5208939
20357,1.5550013
20358,1.4736143
20359,1.4297405
20360,1.4696076
20361,1.4468693
20362,1.2519915
20363,0.98774696
20364,0.57455183
20365,0.2832117
20366,-0.021100247
20367,-0.314594
20368,-0.62546699
20369,-0.77902532
20370,-0.17095235
20371,-0.3483007
20372,-0.60483227
20373,-0.85550398
20374,-1.0955578
20375,-1.314426
20376,-1.5565233
20377,-1.7407533
20378,-1.5979881
20379,-1.3418221
20380,-1.0769766
20381,-0.85535373
20382,-0.65601838
20383,-0.41446201
20384,-0.18918302
20385,-0.0073771607
20386,-0.062620097
20387,-0.4132099
20388,-0.71256351
20389,-1.0088119
20390,-1.2981487
20391,-1.5677021
20392,-1.6177263
20393,-1.6233407
20394,-1.4330756
20395,-1.1893656
20396,-0.92652346
20397,-0.61980746
20398,-0.39002089
20399,-0.15492538
20400,-0.97163581
20401,-0.88052417
20402,-0.53434295
20403,-0.20241583
20404,0.16031161
20405,0.51974414
20406,0.67861646
20407,0.82044117
20408,0.97000178
20409,1.0045268
20410,1.0117613
20411,1.0585348
20412,0.86664165
20413,0.87709943
20414,0.76034474
20415,0.61880655
20416,0.48693822
20417,0.34375257
20418,0.10422639
20419,-0.28185199
20420,-0.36508447
20421,-0.65210044
20422,-0.85051177
20423,-0.85896395
20424,-0.58978352
20425,-0.35519972
20426,-0.11416934
20427,0.24683901
20428,0.68556444
20429,0.962051
20430,1.3792878
20431,1.6832082
20432,1.5781289
20433,1.3042926
20434,1.0841062
20435,0.93647957
20436,0.98769405
20437,1.1618233
20438,1.2826608
20439,1.5338624
20440,1.8321957
20441,1.780265
20442,1.7325603
20443,1.3149653
20444,0.9162803
20445,0.48435959
20446,0.11504231
20447,-0.29832658
20448,-0.62044058
