Time,root.Meat.d0.s0
9882,-0.12496403
9883,-0.12014184
9884,-0.11391943
9885,-0.10498685
9886,-0.097167072
9887,-0.086520148
9888,-0.0723042
9889,-0.056534322
9890,-0.041466219
9891,-0.026648749
9892,-0.011129505
9893,0.00031276262
9894,0.0083998795
9895,0.01083604
9896,0.0059937951
9897,-0.0058829046
9898,-0.020476475
9899,-0.033556216
9900,-0.045339346
9901,-0.053884287
9902,-0.063946399
9903,-0.075408717
9904,-0.088615447
9905,-0.1029517
9906,-0.11384926
9907,-0.1223541
9908,-0.12900759
9909,-0.13154734
9910,-0.12871685
9911,-0.12083693
9912,-0.11460116
9913,-0.11357523
9914,-0.11164034
9915,-0.11270302
9916,-0.11785271
9917,-0.1228821
9918,-0.12810196
9919,-0.1352066
9920,-0.14739074
9921,-0.15948131
9922,-0.16792934
9923,-0.17292865
9924,-0.1706529
9925,-0.16456417
9926,-0.15675108
9927,-0.14800229
9928,-0.13893269
9929,-0.12488717
9930,-0.11209148
9931,-0.10034177
9932,-0.088949625
9933,-0.081236788
9934,-0.072775391
9935,-0.065898
9936,-0.060861932
9937,-0.057470022
9938,-0.054505859
9939,-0.051120632
9940,-0.050077996
9941,-0.048504016
9942,-0.045980969
9943,-0.047919203
9944,-0.060337272
9945,-0.078951008
9946,-0.098146214
9947,-0.1204593
9948,-0.14778841
9949,-0.17663803
9950,-0.19829279
9951,-0.21176352
9952,-0.21974704
9953,-0.222367
9954,-0.22200609
9955,-0.22121743
9956,-0.22469957
9957,-0.23486527
9958,-0.2428889
9959,-0.24529498
9960,-0.24417883
9961,-0.24135836
9962,-0.23913273
9963,-0.23526629
9964,-0.22984591
9965,-0.22405126
9966,-0.21458733
9967,-0.20166799
9968,-0.19326675
9969,-0.19037276
9970,-0.18654976
9971,-0.17920118
9972,-0.1709971
9973,-0.16158664
9974,-0.15116696
9975,-0.14241817
9976,-0.13238279
9977,-0.12464656
9978,-0.12228392
9979,-0.12264149
9980,-0.12725649
9981,-0.13479222
9982,-0.14241817
9983,-0.15091632
9984,-0.15826491
9985,-0.16355495
9986,-0.16962029
9987,-0.17771743
9988,-0.1872883
9989,-0.19465359
9990,-0.19562271
9991,-0.19487081
9992,-0.19829613
9993,-0.20498973
9994,-0.21061395
9995,-0.21447371
9996,-0.2189517
9997,-0.22225338
9998,-0.22350321
9999,-0.22420498
10000,-0.22383405
10001,-0.22122745
10002,-0.21947636
10003,-0.21971028
10004,-0.21916892
10005,-0.21923575
10006,-0.2188314
10007,-0.21587057
10008,-0.21026975
10009,-0.2024366
10010,-0.19567283
10011,-0.18845458
10012,-0.18054792
10013,-0.17567226
10014,-0.17245746
10015,-0.17153179
10016,-0.17745677
10017,-0.18654976
10018,-0.19685917
10019,-0.20960807
10020,-0.2228148
10021,-0.23679014
10022,-0.25004031
10023,-0.26180005
10024,-0.27056555
10025,-0.27617641
10026,-0.28009966
10027,-0.28117906
10028,-0.27903029
10029,-0.27893338
10030,-0.28390929
10031,-0.28528611
10032,-0.28524601
10033,-0.28707062
10034,-0.28885513
10035,-0.29090365
10036,-0.29183266
10037,-0.2920432
10038,-0.29233059
10039,-0.29085352
10040,-0.28605806
10041,-0.28107546
10042,-0.27779383
10043,-0.26883117
10044,-0.260196
10045,-0.25812075
10046,-0.2538065
10047,-0.24626076
10048,-0.23321777
10049,-0.21134914
10050,-0.18694744
10051,-0.16663942
10052,-0.14167629
10053,-0.11216166
10054,-0.080862508
10055,-0.045088712
10056,-0.015263292
10057,0.010034012
10058,0.023501401
10059,0.030997022
10060,0.032651205
10061,0.017897229
10062,0.0069963303
10063,-0.011724343
10064,-0.042438678
10065,-0.06098892
10066,-0.07668862
10067,-0.091315608
10068,-0.099182167
10069,-0.10204273
10070,-0.10635364
10071,-0.13418735
10072,-0.15033151
10073,-0.16085813
10074,-0.18233243
10075,-0.19262178
10076,-0.20528715
10077,-0.2171605
10078,-0.21487138
10079,-0.20232967
10080,-0.1922709
10081,-0.17965901
10082,-0.16206451
10083,-0.14849353
10084,-0.13535698
10085,-0.12271167
10086,-0.11114575
10087,-0.093123513
10088,-0.073828053
10089,-0.053259374
10090,-0.045827247
10091,-0.065610607
10092,-0.064334046
10093,-0.052403877
10094,-0.051144025
10095,-0.072287491
10096,-0.087656355
10097,-0.10310542
10098,-0.1266249
10099,-0.19133186
10100,-0.23341494
10101,-0.26611429
10102,-0.2773995
10103,-0.28180731
10104,-0.28220164
10105,-0.27336597
10106,-0.26143246
10107,-0.24774117
10108,-0.23239904
10109,-0.20879936
10110,-0.17938164
10111,-0.14942255
10112,-0.11914264
10113,-0.086346376
10114,-0.049884172
10115,-0.0087501551
10116,0.036674712
10117,0.087854132
10118,0.14155326
10119,0.20176218
10120,0.2617238
10121,0.31009612
10122,0.35948769
10123,0.40027416
10124,0.4384106
10125,0.47854542
10126,0.53453367
10127,0.5951436
10128,0.65380527
10129,0.71246361
10130,0.76765985
10131,0.84508898
10132,0.9015551
10133,0.95046211
10134,1.0029147
10135,1.0788167
10136,1.1244053
10137,1.1673004
10138,1.1897672
10139,1.1838022
10140,1.1780844
10141,1.1406998
10142,1.1043847
10143,1.0704221
10144,0.96528292
10145,0.96939665
10146,0.95600613
10147,0.9322026
10148,0.92609382
10149,0.90633385
10150,0.89633523
10151,0.90670479
10152,0.90770064
10153,0.90340979
10154,0.92075699
10155,0.94480447
10156,0.96252261
10157,0.98705464
10158,1.0169335
10159,1.0551736
10160,1.0959767
10161,1.1422772
10162,1.193617
10163,1.2535987
10164,1.3122035
10165,1.383437
10166,1.4647259
10167,1.5561671
10168,1.6520763
10169,1.7642667
10170,1.8786158
10171,2.0126982
10172,2.1413536
10173,2.2592717
10174,2.4090605
10175,2.5515341
10176,2.6616994
10177,2.7998654
10178,2.9285943
10179,3.0307994
10180,3.1412186
10181,3.2252779
10182,3.2519587
10183,3.2312329
10184,3.2765742
10185,3.3536859
10186,3.3543108
10187,3.3242715
10188,3.246555
10189,3.1237578
10190,3.059238
10191,2.9815883
10192,2.7256778
10193,2.6704849
10194,2.6344638
10195,2.507847
10196,2.3727955
10197,2.2180007
10198,2.0435429
10199,1.9365724
10200,1.7920402
10201,1.6253788
10202,1.498655
10203,1.3998184
10204,1.2277433
10205,1.1318241
10206,1.0111255
10207,0.89160327
10208,0.76016423
10209,0.58690944
10210,0.52135367
10211,0.41074063
10212,0.29802226
10213,0.20902387
10214,0.11012712
10215,-0.020687007
10216,-0.072344301
10217,-0.20042485
10218,-0.26025615
10219,-0.31877412
10220,-0.39872964
10221,-0.44920395
10222,-0.50457731
10223,-0.55089443
10224,-0.59634269
10225,-0.63571224
10226,-0.68038855
10227,-0.70721973
10228,-0.71872884
10229,-0.72656198
10230,-0.71266016
10231,-0.68602614
10232,-0.67875108
10233,-0.68908722
10234,-0.69669646
10235,-0.69758203
10236,-0.70256797
10237,-0.74309378
10238,-0.7831083
10239,-0.81814022
10240,-0.85887991
10241,-0.90310174
10242,-0.96283612
10243,-1.0202981
10244,-1.0795613
10245,-1.1200036
10246,-1.1725197
10247,-1.2129319
10248,-1.2420956
10249,-1.2759679
10250,-1.2966904
10251,-1.311989
10252,-1.3304658
10253,-1.3418078
10254,-1.3576545
10255,-1.3693775
10256,-1.3774847
10257,-1.3854782
10258,-1.3934083
10259,-1.4031161
10260,-1.4096293
10261,-1.4185819
10262,-1.4239522
10263,-1.4275713
10264,-1.4352541
10265,-1.4441599
10266,-1.4473313
10267,-1.4515486
10268,-1.4564978
10269,-1.4637461
10270,-1.4688791
10271,-1.4720672
10272,-1.4756028
10273,-1.4795427
10274,-1.4845086
10275,-1.4882982
10276,-1.4901997
10277,-1.4930937
10278,-1.4963619
10279,-1.4997739
10280,-1.5022301
10281,-1.5052979
10282,-1.5088736
10283,-1.5107383
10284,-1.5146983
10285,-1.5171645
10286,-1.5184812
10287,-1.5199349
10288,-1.5221204
10289,-1.5250177
10290,-1.5262308
10291,-1.5288975
10292,-1.5316812
10293,-1.532099
10294,-1.5329177
10295,-1.5335526
10296,-1.5341174
10297,-1.5348894
10298,-1.5360891
10299,-1.5376965
10300,-1.5388895
10301,-1.5404334
10302,-1.5419372
10303,-1.5424719
10304,-0.1808948
10305,-0.18431183
10306,-0.18564264
10307,-0.18963507
10308,-0.19426076
10309,-0.19461757
10310,-0.19393931
10311,-0.19309711
10312,-0.19243813
10313,-0.18876715
10314,-0.18372036
10315,-0.17767064
10316,-0.16872464
10317,-0.16088765
10318,-0.152816
10319,-0.14542262
10320,-0.13686557
10321,-0.12760777
10322,-0.1194879
10323,-0.1132646
10324,-0.112866
10325,-0.11723774
10326,-0.12070942
10327,-0.12535761
10328,-0.13086086
10329,-0.13036582
10330,-0.12752419
10331,-0.12285028
10332,-0.11608694
10333,-0.10767134
10334,-0.096999145
10335,-0.08656804
10336,-0.07447503
10337,-0.060067568
10338,-0.042008417
10339,-0.025620813
10340,-0.013576021
10341,-0.004109271
10342,0.0012268258
10343,0.00087644357
10344,-0.0045368016
10345,-0.01634372
10346,-0.031278362
10347,-0.046589102
10348,-0.06401178
10349,-0.07816208
10350,-0.090441532
10351,-0.10310994
10352,-0.11551476
10353,-0.12869749
10354,-0.14135304
10355,-0.15087122
10356,-0.15541012
10357,-0.15650948
10358,-0.15548405
10359,-0.15165878
10360,-0.14711024
10361,-0.14230454
10362,-0.13960113
10363,-0.13887465
10364,-0.13851462
10365,-0.14065227
10366,-0.14554155
10367,-0.15306995
10368,-0.16520153
10369,-0.1783264
10370,-0.18929112
10371,-0.19854892
10372,-0.20267636
10373,-0.20083123
10374,-0.1969706
10375,-0.19231276
10376,-0.18646877
10377,-0.17776386
10378,-0.16762206
10379,-0.15788208
10380,-0.14918681
10381,-0.14147519
10382,-0.13365427
10383,-0.12825389
10384,-0.12395929
10385,-0.12027867
10386,-0.11674913
10387,-0.11396536
10388,-0.11235167
10389,-0.10937503
10390,-0.10703165
10391,-0.11026224
10392,-0.12103408
10393,-0.13601051
10394,-0.15196416
10395,-0.16989794
10396,-0.19065407
10397,-0.21106304
10398,-0.22675309
10399,-0.23715205
10400,-0.24276138
10401,-0.24531371
10402,-0.24511119
10403,-0.24477688
10404,-0.24813284
10405,-0.25280996
10406,-0.25668666
10407,-0.25808819
10408,-0.2555873
10409,-0.25305748
10410,-0.25060801
10411,-0.24531692
10412,-0.23956937
10413,-0.23368037
10414,-0.2243197
10415,-0.21402682
10416,-0.20689059
10417,-0.20322926
10418,-0.19969329
10419,-0.19256671
10420,-0.1857873
10421,-0.17789566
10422,-0.16914253
10423,-0.16197095
10424,-0.15561585
10425,-0.15069121
10426,-0.14822567
10427,-0.14710059
10428,-0.14895215
10429,-0.15415646
10430,-0.16016117
10431,-0.16609517
10432,-0.17223811
10433,-0.17682844
10434,-0.18205203
10435,-0.18943577
10436,-0.19550799
10437,-0.19960007
10438,-0.20105303
10439,-0.20209132
10440,-0.20474008
10441,-0.20939792
10442,-0.21342571
10443,-0.2175435
10444,-0.22179309
10445,-0.22427791
10446,-0.22495296
10447,-0.22476652
10448,-0.22305318
10449,-0.22090588
10450,-0.22019548
10451,-0.21955257
10452,-0.21846285
10453,-0.21718347
10454,-0.21492367
10455,-0.20980616
10456,-0.20356678
10457,-0.19720847
10458,-0.18853571
10459,-0.1800751
10460,-0.1734532
10461,-0.16773136
10462,-0.16428218
10463,-0.16529797
10464,-0.17131554
10465,-0.17913003
10466,-0.18807282
10467,-0.19995045
10468,-0.21325534
10469,-0.22736706
10470,-0.24052729
10471,-0.25195811
10472,-0.26036086
10473,-0.26464581
10474,-0.26863824
10475,-0.27092376
10476,-0.27006869
10477,-0.26974403
10478,-0.2727496
10479,-0.27331214
10480,-0.27413827
10481,-0.27727564
10482,-0.27915292
10483,-0.28109127
10484,-0.28154452
10485,-0.28171167
10486,-0.28238029
10487,-0.28039694
10488,-0.27540158
10489,-0.27129664
10490,-0.26896933
10491,-0.26111627
10492,-0.25251422
10493,-0.25152415
10494,-0.24918398
10495,-0.24291246
10496,-0.23078409
10497,-0.20952328
10498,-0.18639162
10499,-0.16453291
10500,-0.13802923
10501,-0.10613801
10502,-0.072459528
10503,-0.038318152
10504,-0.0077931065
10505,0.018382699
10506,0.034268837
10507,0.042533359
10508,0.041951531
10509,0.026824018
10510,0.014956024
10511,-0.0013962194
10512,-0.027636315
10513,-0.046997346
10514,-0.064002136
10515,-0.079206798
10516,-0.08619837
10517,-0.090878706
10518,-0.099345741
10519,-0.12274099
10520,-0.13865606
10521,-0.1508005
10522,-0.17278779
10523,-0.18201024
10524,-0.19262457
10525,-0.20581052
10526,-0.20594553
10527,-0.1944697
10528,-0.1831964
10529,-0.17454935
10530,-0.16070764
10531,-0.14830925
10532,-0.13674342
10533,-0.12501044
10534,-0.11624445
10535,-0.10132588
10536,-0.08278134
10537,-0.066840554
10538,-0.062102357
10539,-0.078766409
10540,-0.080248301
10541,-0.074998996
10542,-0.076715548
10543,-0.092145225
10544,-0.10320638
10545,-0.11384321
10546,-0.1322206
10547,-0.18298424
10548,-0.21448328
10549,-0.24123127
10550,-0.25072374
10551,-0.25505048
10552,-0.25564516
10553,-0.24649986
10554,-0.23226277
10555,-0.21524834
10556,-0.19830141
10557,-0.17423432
10558,-0.14542905
10559,-0.11685843
10560,-0.087905278
10561,-0.056682683
10562,-0.021306932
10563,0.018861661
10564,0.059689231
10565,0.11148794
10566,0.16694799
10567,0.22337561
10568,0.28235234
10569,0.33185589
10570,0.38108942
10571,0.42030008
10572,0.45850461
10573,0.50510223
10574,0.55826069
10575,0.60858394
10576,0.66510799
10577,0.728
10578,0.78549162
10579,0.85376152
10580,0.90859473
10581,0.95166925
10582,0.99726073
10583,1.0775143
10584,1.130107
10585,1.175091
10586,1.1915461
10587,1.1826065
10588,1.1727797
10589,1.132534
10590,1.1028962
10591,1.0719114
10592,0.97144817
10593,0.97963232
10594,0.96912729
10595,0.94584776
10596,0.9409617
10597,0.92101241
10598,0.91231071
10599,0.9294923
10600,0.93376761
10601,0.93289647
10602,0.95202285
10603,0.97565597
10604,0.9960585
10605,1.0219225
10606,1.0546688
10607,1.093992
10608,1.1319972
10609,1.1772769
10610,1.2282205
10611,1.2888173
10612,1.3503335
10613,1.4193846
10614,1.4973462
10615,1.5941932
10616,1.6883785
10617,1.8001697
10618,1.9222506
10619,2.0441804
10620,2.1626643
10621,2.287095
10622,2.4431919
10623,2.5871508
10624,2.6851967
10625,2.8180173
10626,2.9445568
10627,3.0382085
10628,3.1625331
10629,3.272177
10630,3.2783971
10631,3.1976228
10632,3.2729678
10633,3.3436389
10634,3.3200926
10635,3.2926214
10636,3.2026599
10637,3.0476913
10638,3.0175134
10639,2.9730856
10640,2.6975694
10641,2.6369565
10642,2.6241177
10643,2.5078294
10644,2.3712574
10645,2.2103163
10646,2.042451
10647,1.9398629
10648,1.7947629
10649,1.6383124
10650,1.5098153
10651,1.4116022
10652,1.2426376
10653,1.1439841
10654,1.0232565
10655,0.90198569
10656,0.76936761
10657,0.60339249
10658,0.53978686
10659,0.42990184
10660,0.31501182
10661,0.22646797
10662,0.12726479
10663,-0.002826679
10664,-0.052526313
10665,-0.17948041
10666,-0.23959508
10667,-0.29860717
10668,-0.38018195
10669,-0.43426939
10670,-0.49053307
10671,-0.53550415
10672,-0.58468625
10673,-0.63026166
10674,-0.67554776
10675,-0.705761
10676,-0.72420911
10677,-0.74233255
10678,-0.74449271
10679,-0.73518025
10680,-0.7404392
10681,-0.75840835
10682,-0.77098996
10683,-0.78522384
10684,-0.79662251
10685,-0.8327151
10686,-0.86889127
10687,-0.90049318
10688,-0.93562141
10689,-0.9716047
10690,-1.0187777
10691,-1.0644367
10692,-1.10971
10693,-1.1417619
10694,-1.1820012
10695,-1.2126323
10696,-1.2352529
10697,-1.2625377
10698,-1.281063
10699,-1.2951683
10700,-1.3108905
10701,-1.3203701
10702,-1.3339996
10703,-1.3462533
10704,-1.3542896
10705,-1.3634285
10706,-1.3714037
10707,-1.3798643
10708,-1.3857212
10709,-1.393121
10710,-1.3995661
10711,-1.4043332
10712,-1.4108748
10713,-1.418146
10714,-1.4224695
10715,-1.4273524
10716,-1.4319009
10717,-1.4376838
10718,-1.4419656
10719,-1.4460062
10720,-1.4511141
10721,-1.4558812
10722,-1.4597611
10723,-1.4634482
10724,-1.4666788
10725,-1.4695075
10726,-1.4715391
10727,-1.4743454
10728,-1.4771902
10729,-1.4796043
10730,-1.4830503
10731,-1.4857987
10732,-1.4894954
10733,-1.4917198
10734,-1.4930282
10735,-1.495243
10736,-1.4973999
10737,-1.4999072
10738,-1.5019999
10739,-1.5041954
10740,-1.505523
10741,-1.5056323
10742,-1.5069792
10743,-1.5085318
10744,-1.5095251
10745,-1.5106373
10746,-1.5118106
10747,-1.5130642
10748,-1.5140961
10749,-1.515938
10750,-1.5175003
10751,-1.5180242
10752,-0.16882565
10753,-0.17465644
10754,-0.17834126
10755,-0.17917238
10756,-0.18136055
10757,-0.183987
10758,-0.18400648
10759,-0.1847824
10760,-0.18513627
10761,-0.18236048
10762,-0.17870812
10763,-0.17314355
10764,-0.16504019
10765,-0.15512201
10766,-0.14737251
10767,-0.14100929
10768,-0.13141901
10769,-0.12256245
10770,-0.11528046
10771,-0.11055025
10772,-0.11083595
10773,-0.1155694
10774,-0.12405911
10775,-0.13066906
10776,-0.1330715
10777,-0.13530837
10778,-0.13689917
10779,-0.13506488
10780,-0.12912046
10781,-0.12310787
10782,-0.1158064
10783,-0.10352149
10784,-0.089084127
10785,-0.074951937
10786,-0.059550349
10787,-0.043057924
10788,-0.028555628
10789,-0.019208838
10790,-0.018423175
10791,-0.022004109
10792,-0.030529524
10793,-0.046642104
10794,-0.066721957
10795,-0.085879792
10796,-0.10541747
10797,-0.12539993
10798,-0.13944446
10799,-0.1523592
10800,-0.1666667
10801,-0.17738678
10802,-0.18581805
10803,-0.19148001
10804,-0.1962297
10805,-0.20046319
10806,-0.19938859
10807,-0.19423308
10808,-0.19079824
10809,-0.18841203
10810,-0.18307472
10811,-0.17684461
10812,-0.17238711
10813,-0.17069566
10814,-0.17219556
10815,-0.17720173
10816,-0.18677902
10817,-0.20203127
10818,-0.21893276
10819,-0.23252278
10820,-0.24320714
10821,-0.25158971
10822,-0.25552776
10823,-0.25536544
10824,-0.25325843
10825,-0.24940803
10826,-0.24348634
10827,-0.23595437
10828,-0.22823085
10829,-0.22315975
10830,-0.22007554
10831,-0.21717963
10832,-0.215183
10833,-0.21319612
10834,-0.21175141
10835,-0.21123846
10836,-0.21170271
10837,-0.21146572
10838,-0.21029047
10839,-0.21398178
10840,-0.22300392
10841,-0.2334383
10842,-0.2436649
10843,-0.25322596
10844,-0.26284546
10845,-0.2718676
10846,-0.27731854
10847,-0.27985409
10848,-0.28165592
10849,-0.28301297
10850,-0.28310712
10851,-0.28208446
10852,-0.28246431
10853,-0.2827078
10854,-0.28042548
10855,-0.27787695
10856,-0.27547126
10857,-0.27236757
10858,-0.26917622
10859,-0.2640824
10860,-0.25900481
10861,-0.25512194
10862,-0.24924895
10863,-0.24206436
10864,-0.23668484
10865,-0.2309547
10866,-0.22362726
10867,-0.2178127
10868,-0.21283576
10869,-0.20656019
10870,-0.19894381
10871,-0.19207088
10872,-0.18667513
10873,-0.18292538
10874,-0.18120147
10875,-0.18103589
10876,-0.18251307
10877,-0.18564923
10878,-0.1879705
10879,-0.19034697
10880,-0.19455124
10881,-0.19865487
10882,-0.20248903
10883,-0.20641735
10884,-0.21054694
10885,-0.2135013
10886,-0.21520898
10887,-0.21748155
10888,-0.22010801
10889,-0.22267277
10890,-0.22533818
10891,-0.22811073
10892,-0.22986711
10893,-0.23098716
10894,-0.23158128
10895,-0.23110729
10896,-0.22926325
10897,-0.22844512
10898,-0.22695496
10899,-0.22463693
10900,-0.22291951
10901,-0.21908535
10902,-0.21383894
10903,-0.20778739
10904,-0.20042098
10905,-0.19192804
10906,-0.18433113
10907,-0.17679591
10908,-0.16900746
10909,-0.16415713
10910,-0.16137809
10911,-0.16068982
10912,-0.1650272
10913,-0.17293577
10914,-0.18234425
10915,-0.19436943
10916,-0.20699848
10917,-0.21857239
10918,-0.23021449
10919,-0.24086639
10920,-0.24857692
10921,-0.25387527
10922,-0.25712831
10923,-0.25802111
10924,-0.25892689
10925,-0.2595762
10926,-0.26268314
10927,-0.2636993
10928,-0.26333245
10929,-0.26504013
10930,-0.26588423
10931,-0.2681633
10932,-0.26863729
10933,-0.26809837
10934,-0.26915999
10935,-0.26902038
10936,-0.2652544
10937,-0.26064431
10938,-0.25952425
10939,-0.25219357
10940,-0.24419084
10941,-0.24452199
10942,-0.24236629
10943,-0.23678873
10944,-0.22796139
10945,-0.20960869
10946,-0.18680824
10947,-0.16476098
10948,-0.13655829
10949,-0.1045896
10950,-0.075133743
10951,-0.04375593
10952,-0.010316563
10953,0.019798346
10954,0.03562523
10955,0.045780409
10956,0.045601849
10957,0.028781523
10958,0.018100405
10959,0.00094893188
10960,-0.026211625
10961,-0.043902024
10962,-0.059079601
10963,-0.073611116
10964,-0.084279248
10965,-0.091252816
10966,-0.097554351
10967,-0.12208846
10968,-0.13418182
10969,-0.14173652
10970,-0.16076774
10971,-0.16962106
10972,-0.1826202
10973,-0.19690498
10974,-0.19771986
10975,-0.18871071
10976,-0.186094
10977,-0.17913342
10978,-0.16453697
10979,-0.15444023
10980,-0.14495709
10981,-0.13552913
10982,-0.13048726
10983,-0.11919254
10984,-0.10257026
10985,-0.087100491
10986,-0.083328011
10987,-0.10580706
10988,-0.11091711
10989,-0.10731345
10990,-0.10972563
10991,-0.1250493
10992,-0.13196768
10993,-0.13492203
10994,-0.1471063
10995,-0.18183454
10996,-0.19717444
10997,-0.21252733
10998,-0.21604009
10999,-0.2169199
11000,-0.21493627
11001,-0.20436878
11002,-0.19037294
11003,-0.17552327
11004,-0.16390065
11005,-0.1398795
11006,-0.11084244
11007,-0.087029067
11008,-0.0618489
11009,-0.033256618
11010,-0.00057369558
11011,0.040569711
11012,0.079463266
11013,0.11917495
11014,0.17183383
11015,0.2257751
11016,0.27922939
11017,0.32156103
11018,0.36683404
11019,0.4091462
11020,0.43985523
11021,0.47406078
11022,0.5260736
11023,0.57829096
11024,0.63240429
11025,0.69018947
11026,0.73688121
11027,0.80142243
11028,0.86038935
11029,0.90060749
11030,0.93633891
11031,1.0203107
11032,1.0673368
11033,1.1085484
11034,1.1331442
11035,1.1260473
11036,1.1209859
11037,1.0967472
11038,1.0756025
11039,1.0433287
11040,0.94986725
11041,0.96964517
11042,0.96665186
11043,0.95081848
11044,0.95243202
11045,0.94097822
11046,0.93547533
11047,0.9560162
11048,0.96581101
11049,0.96763556
11050,0.99123467
11051,1.0200607
11052,1.0478868
11053,1.0795828
11054,1.1091003
11055,1.1483899
11056,1.1923676
11057,1.2372153
11058,1.2887736
11059,1.3524448
11060,1.4166061
11061,1.4905721
11062,1.5683559
11063,1.6608271
11064,1.7564313
11065,1.8670084
11066,1.9824879
11067,2.1080965
11068,2.2242675
11069,2.3361173
11070,2.4764165
11071,2.618115
11072,2.7212284
11073,2.8321497
11074,2.9673908
11075,3.07964
11076,3.1678874
11077,3.2460706
11078,3.2701892
11079,3.2257278
11080,3.299447
11081,3.3747213
11082,3.351054
11083,3.3162771
11084,3.2278316
11085,3.0722768
11086,3.0207023
11087,2.9938566
11088,2.7210369
11089,2.6208713
11090,2.6203909
11091,2.5121934
11092,2.3766179
11093,2.2204463
11094,2.0699464
11095,1.9738813
11096,1.833595
11097,1.67194
11098,1.5446237
11099,1.4474742
11100,1.2784561
11101,1.1854719
11102,1.0638663
11103,0.94702977
11104,0.81479818
11105,0.64011483
11106,0.57968372
11107,0.47199273
11108,0.36023382
11109,0.27493422
11110,0.17542451
11111,0.044757748
11112,-0.0059207477
11113,-0.13657452
11114,-0.19431749
11115,-0.25356685
11116,-0.33722371
11117,-0.39174286
11118,-0.44964815
11119,-0.4965704
11120,-0.5498786
11121,-0.60010582
11122,-0.65563465
11123,-0.69056743
11124,-0.71611445
11125,-0.75008301
11126,-0.77554562
11127,-0.79473268
11128,-0.81957196
11129,-0.84163545
11130,-0.86372166
11131,-0.89872261
11132,-0.91188409
11133,-0.94035949
11134,-0.96551694
11135,-0.98978483
11136,-1.0161175
11137,-1.0400737
11138,-1.0686985
11139,-1.0971901
11140,-1.124513
11141,-1.1418073
11142,-1.1669128
11143,-1.1865674
11144,-1.2007158
11145,-1.2208054
11146,-1.2354343
11147,-1.2462453
11148,-1.2602866
11149,-1.2695165
11150,-1.2825708
11151,-1.2937357
11152,-1.3005437
11153,-1.3085009
11154,-1.3170069
11155,-1.3263115
11156,-1.3322104
11157,-1.339908
11158,-1.3453297
11159,-1.3494366
11160,-1.3556082
11161,-1.3631272
11162,-1.3669127
11163,-1.3717728
11164,-1.3770289
11165,-1.3834506
11166,-1.3884665
11167,-1.3919468
11168,-1.3961738
11169,-1.4008942
11170,-1.4051147
11171,-1.4085301
11172,-1.4103514
11173,-1.413098
11174,-1.4163218
11175,-1.4197242
11176,-1.4220617
11177,-1.4246946
11178,-1.4280613
11179,-1.4296099
11180,-1.4326162
11181,-1.4353465
11182,-1.4373886
11183,-1.4398982
11184,-1.4427714
11185,-1.4454205
11186,-1.446388
11187,-1.4482061
11188,-1.4498293
11189,-1.4501832
11190,-1.4508715
11191,-1.451774
11192,-1.4529493
11193,-1.4540856
11194,-1.455738
11195,-1.4567607
11196,-1.4576113
11197,-1.4592118
11198,-1.4604683
11199,-1.4617441
11200,-0.16685006
11201,-0.17094341
11202,-0.17575706
11203,-0.17706756
11204,-0.17766728
11205,-0.17986627
11206,-0.18044695
11207,-0.18016454
11208,-0.1801931
11209,-0.1797679
11210,-0.17673121
11211,-0.17085139
11212,-0.16422905
11213,-0.15445262
11214,-0.14647535
11215,-0.13975148
11216,-0.12935311
11217,-0.119491
11218,-0.11257356
11219,-0.10825175
11220,-0.10790588
11221,-0.1120373
11222,-0.12013515
11223,-0.12644969
11224,-0.12978148
11225,-0.13323703
11226,-0.13530908
11227,-0.13321481
11228,-0.12767135
11229,-0.12142661
11230,-0.11132969
11231,-0.10043949
11232,-0.086750577
11233,-0.069967858
11234,-0.055511048
11235,-0.041711078
11236,-0.026743393
11237,-0.016230792
11238,-0.014177772
11239,-0.018121981
11240,-0.028977281
11241,-0.044782674
11242,-0.06322177
11243,-0.083193491
11244,-0.10223548
11245,-0.11975754
11246,-0.13592467
11247,-0.15012446
11248,-0.16215382
11249,-0.17295518
11250,-0.18356614
11251,-0.19120706
11252,-0.19392009
11253,-0.19559551
11254,-0.19594772
11255,-0.19319344
11256,-0.18929683
11257,-0.1852257
11258,-0.17965049
11259,-0.17361519
11260,-0.16923309
11261,-0.16602505
11262,-0.16603457
11263,-0.17259978
11264,-0.18521935
11265,-0.20113897
11266,-0.21551011
11267,-0.22779967
11268,-0.24015586
11269,-0.24975777
11270,-0.25279446
11271,-0.25342274
11272,-0.25396535
11273,-0.24985614
11274,-0.24431584
11275,-0.23766178
11276,-0.23096328
11277,-0.22569905
11278,-0.22032058
11279,-0.21566877
11280,-0.21489452
11281,-0.21444394
11282,-0.21333334
11283,-0.21283516
11284,-0.21156907
11285,-0.2126289
11286,-0.21368238
11287,-0.21549742
11288,-0.22160888
11289,-0.23104579
11290,-0.24284668
11291,-0.25405737
11292,-0.26202512
11293,-0.27063066
11294,-0.27700867
11295,-0.27872216
11296,-0.28010565
11297,-0.28085451
11298,-0.2815526
11299,-0.28176837
11300,-0.28093066
11301,-0.27975978
11302,-0.2777131
11303,-0.27550143
11304,-0.27352139
11305,-0.26985325
11306,-0.26579798
11307,-0.26309764
11308,-0.2583062
11309,-0.25350525
11310,-0.24847582
11311,-0.24077462
11312,-0.23373978
11313,-0.22880555
11314,-0.2235794
11315,-0.21719187
