Time,root.Ham.d0.s0
22479,-0.59738238
22480,-0.56676683
22481,-0.55130443
22482,-0.5485212
22483,-0.55285067
22484,-0.57202404
22485,-0.59521764
22486,-0.6091338
22487,-0.61902973
22488,-0.62645168
22489,-0.62583319
22490,-0.61129853
22491,-0.59336215
22492,-0.5639836
22493,-0.5182149
22494,-0.49007334
22495,-0.48141439
22496,-0.47739417
22497,-0.46657049
22498,-0.43904742
22499,-0.42111104
22500,-0.42265728
22501,-0.45327283
22502,-0.52161663
22503,-0.56522059
22504,-0.57326104
22505,-0.56738532
22506,-0.52934783
22507,-0.4433769
22508,-0.33823259
22509,-0.27514601
22510,-0.26586857
22511,-0.27514601
22512,-0.3215332
22513,-0.38029031
22514,-0.42049255
22515,-0.44585088
22516,-0.46285952
22517,-0.47863116
22518,-0.50089701
22519,-0.53522354
22520,-0.56738532
22521,-0.5788275
22522,-0.57944599
22523,-0.57140555
22524,-0.55130443
22525,-0.53676978
22526,-0.53460504
22527,-0.53274955
22528,-0.52811083
22529,-0.52439986
22530,-0.50089701
22531,-0.465952
22532,-0.42822375
22533,-0.38400129
22534,-0.33081064
22535,-0.29679337
22536,-0.29060841
22537,-0.29370089
22538,-0.31534824
22539,-0.35338574
22540,-0.3904955
22541,-0.4201833
22542,-0.44368614
22543,-0.46347801
22544,-0.47955891
22545,-0.49223807
22546,-0.49996927
22547,-0.50368025
22548,-0.50491724
22549,-0.50615423
22550,-0.50924671
22551,-0.51295768
22552,-0.51388543
22553,-0.5111022
22554,-0.49471206
22555,-0.46007628
22556,-0.42605901
22557,-0.40935962
22558,-0.40595789
22559,-0.40750413
22560,-0.42142029
22561,-0.45110809
22562,-0.47399244
22563,-0.48110515
22564,-0.4801774
22565,-0.46316876
22566,-0.42760525
22567,-0.40070068
22568,-0.45976704
22569,-0.50151551
22570,-0.51697791
22571,-0.51666866
22572,-0.49780453
22573,-0.46904448
22574,-0.44956185
22575,-0.43471795
22576,-0.41894631
22577,-0.40131917
22578,-0.37781633
22579,-0.33668635
22580,-0.25040617
22581,-0.08650476
22582,0.1918184
22583,0.61858057
22584,1.2432614
22585,2.0967858
22586,3.0059748
22587,3.5316963
22588,3.5626211
22589,3.2224483
22590,2.2483173
22591,1.0762675
22592,0.24439055
22593,-0.20401898
22594,-0.41554458
22595,-0.52347211
22596,-0.58532171
22597,-0.61717424
22598,-0.62645168
22599,-0.62737943
22600,-0.62490544
22601,-0.61933898
22602,-0.61006154
22603,-0.58717719
22604,-0.54233624
22605,-0.50584498
22606,-0.51079295
22607,-0.53522354
22608,-0.53893451
22609,-0.53182181
22610,-0.51914264
22611,-0.503371
22612,-0.48512537
22613,-0.46131328
22614,-0.42296653
22615,-0.352458
22616,-0.22257386
22617,0.0062696255
22618,0.38664461
22619,0.98658563
22620,1.8215551
22621,2.6967268
22622,3.2533731
22623,3.4079971
22624,3.4079971
22625,3.1915235
22626,2.5421028
22627,1.6700236
22628,0.89690372
22629,0.36499725
22630,0.034101941
22631,-0.15144683
22632,-0.25349865
22633,-0.30607081
22634,-0.35060251
22635,-0.4047209
22636,-0.465952
22637,-0.4950213
22638,-0.4962583
22639,-0.48636236
22640,-0.4879086
22641,-0.51666866
22642,-0.5182149
22643,-0.44152141
22644,-0.40843188
22645,-0.49316582
22646,-0.50460799
22647,-0.39606196
22648,-0.30916328
22649,-0.29679337
22650,-0.28442345
22651,-0.28442345
22652,-0.29370089
22653,-0.31225576
22654,-0.34318056
22655,-0.37596084
22656,-0.40379316
22657,-0.42544051
22658,-0.44461389
22659,-0.46718899
22660,-0.49594905
22661,-0.52068888
22662,-0.52872933
22663,-0.52687384
22664,-0.51172069
22665,-0.49316582
22666,-0.48419763
22667,-0.47708492
22668,-0.46224102
22669,-0.43007923
22670,-0.37781633
22671,-0.30297833
22672,-0.19164906
22673,-0.015377731
22674,0.25676047
22675,0.63713545
22676,1.0669901
22677,1.3793305
22678,1.4751974
22679,1.4751974
22680,1.3360358
22681,0.95875332
22682,0.52889866
22683,0.21655823
22684,0.049564339
22685,0.074304175
22686,0.2660379
22687,0.54126858
22688,0.85051653
22689,1.0948224
22690,1.1659494
22691,1.1195622
22692,0.93710596
22693,0.64641288
22694,0.34953485
22695,0.11450641
22696,-0.052487485
22697,-0.14216939
22698,-0.17309419
22699,-0.17309419
22700,-0.15763179
22701,-0.098874678
22702,0.0062696255
22703,0.12378385
22704,0.23202063
22705,0.32479502
22706,0.41447692
22707,0.51034379
22708,0.6433204
22709,0.8257767
22710,1.0484352
22711,1.240169
22712,1.3298509
22713,1.3422208
22714,1.2989261
22715,1.1412096
22716,0.89690372
22717,0.66496776
22718,0.47941899
22719,0.34334989
22720,0.27840782
22721,0.2660379
22722,0.33097997
22723,0.51962122
22724,0.84123909
22725,1.6298214
22726,3.2224483
22727,5.6964319
22728,7.1808221
22729,7.1808221
22730,5.23256
22731,2.1462654
22732,0.73609479
22733,0.39901452
22734,0.34953485
22735,0.33407245
22736,0.30314766
22737,0.20109583
22738,0.10213649
22739,0.083581613
22740,0.10213649
22741,0.18872592
22742,0.2969627
22743,0.33097997
22744,0.32479502
22745,0.25985295
22746,0.15161616
22747,0.077396654
22748,0.031009462
22749,-0.015377731
22750,-0.061764924
22751,-0.08341228
22752,-0.08341228
22753,-0.071042362
22754,-0.046302526
22755,-0.040117567
22756,-0.052487485
22757,-0.098874678
22758,-0.16381675
22759,-0.22566634
22760,-0.26896105
22761,-0.29988585
22762,-0.3215332
22763,-0.34163432
22764,-0.36173544
22765,-0.38431054
22766,-0.40874112
22767,-0.43317171
22768,-0.45543757
22769,-0.47337395
22770,-0.4872901
22771,-0.49780453
22772,-0.50522649
22773,-0.50955596
22774,-0.5111022
22775,-0.51141144
22776,-0.5104837
22777,-0.50646348
22778,-0.4956398
22779,-0.47863116
22780,-0.46255027
22781,-0.45358208
22782,-0.45110809
22783,-0.45110809
22784,-0.45327283
22785,-0.45914854
22786,-0.4653335
22787,-0.46842598
22788,-0.46904448
22789,-0.46842598
22790,-0.465952
22791,-0.4582208
22792,-0.44430464
22793,-0.42574976
22794,-0.40503015
22795,-0.38369204
22796,-0.36173544
22797,-0.33730485
22798,-0.30916328
22799,-0.26896105
22800,-0.2163889
22801,-0.14216939
22802,-0.018470211
22803,0.1918184
22804,0.45777163
22805,0.78866694
22806,1.156672
22807,1.4968448
22808,1.7071334
22809,1.7473356
22810,1.6669311
22811,1.3669606
22812,0.8999962
22813,0.44230924
22814,0.083581613
22815,-0.14835435
22816,-0.26277609
22817,-0.29988585
22818,-0.29988585
22819,-0.28751593
22820,-0.2318513
22821,-0.1112446
22822,0.080489134
22823,0.34644237
22824,0.69280008
22825,1.0762675
22826,1.3576832
22827,1.46592
22828,1.4751974
22829,1.4133478
22830,1.1845043
22831,0.7948519
22832,0.40829196
22833,0.14233872
22834,0.003177146
22835,-0.089597239
22836,-0.19474154
22837,-0.30607081
22838,-0.35926145
22839,-0.36482792
22840,-0.35802446
22841,-0.35647822
22842,-0.3679204
22843,-0.79441142
22844,-0.7936743
22845,-0.79404286
22846,-0.79330574
22847,-0.78851446
22848,-0.78114327
22849,-0.77598343
22850,-0.77008647
22851,-0.75866112
22852,-0.74613008
22853,-0.74170737
22854,-0.74207593
22855,-0.74981568
22856,-0.77008647
22857,-0.78777734
22858,-0.7899887
22859,-0.77229783
22860,-0.71259114
22861,-0.65841285
22862,-0.64772462
22863,-0.65546437
22864,-0.70006011
22865,-0.76197816
22866,-0.79072582
22867,-0.79293718
22868,-0.7826175
22869,-0.75018424
22870,-0.70853698
22871,-0.66615261
22872,-0.62929663
22873,-0.60976296
22874,-0.6057088
22875,-0.60497168
22876,-0.60091752
22877,-0.57290698
22878,-0.53494532
22879,-0.51909724
22880,-0.52278284
22881,-0.51172605
22882,-0.48961246
22883,-0.45644208
22884,-0.44169969
22885,-0.42327169
22886,-0.40115811
22887,-0.37167332
22888,-0.33850294
22889,-0.31270375
22890,-0.30533256
22891,-0.31270375
22892,-0.35693093
22893,-0.4195861
22894,-0.47118447
22895,-0.50066925
22896,-0.51909724
22897,-0.53457676
22898,-0.5607445
22899,-0.58212097
22900,-0.58175241
22901,-0.54784491
22902,-0.50804045
22903,-0.50435485
22904,-0.50804045
22905,-0.50804045
22906,-0.48224126
22907,-0.4085293
22908,-0.32744615
22909,-0.30533256
22910,-0.31270375
22911,-0.36798772
22912,-0.43801409
22913,-0.45275648
22914,-0.44538528
22915,-0.43801409
22916,-0.47855567
22917,-0.54379075
22918,-0.6057088
22919,-0.57990961
22920,-0.50435485
22921,-0.46012768
22922,-0.44907088
22923,-0.43801409
22924,-0.4159005
22925,-0.39378691
22926,-0.37535892
22927,-0.36430213
22928,-0.36061653
22929,-0.36430213
22930,-0.37167332
22931,-0.37535892
22932,-0.37535892
22933,-0.36430213
22934,-0.34955973
22935,-0.34218854
22936,-0.33481734
22937,-0.32376055
22938,-0.29796136
22939,-0.24267739
22940,-0.20213581
22941,-0.20950701
22942,-0.27953337
22943,-0.33481734
22944,-0.32744615
22945,-0.27584777
22946,-0.20582141
22947,-0.19476462
22948,-0.20950701
22949,-0.29059017
22950,-0.43064289
22951,-0.56406154
22952,-0.65251589
22953,-0.70300859
22954,-0.73065057
22955,-0.74428728
22956,-0.74797288
22957,-0.74797288
22958,-0.74539296
22959,-0.75755544
22960,-0.80251973
22961,-0.89023697
22962,-0.8743889
22963,-0.77966903
22964,-0.66688973
22965,-0.63482502
22966,-0.62229399
22967,-0.59907472
22968,-0.56737858
22969,-0.53383964
22970,-0.48224126
22971,-0.4159005
22972,-0.37167332
22973,-0.35693093
22974,-0.35693093
22975,-0.37535892
22976,-0.44538528
22977,-0.5552161
22978,-0.64477614
22979,-0.68937187
22980,-0.70227147
22981,-0.70227147
22982,-0.69158323
22983,-0.66688973
22984,-0.63629926
22985,-0.60976296
22986,-0.60276032
22987,-0.61197431
22988,-0.63077086
22989,-0.63298222
22990,-0.62192543
22991,-0.6001804
22992,-0.58470089
22993,-0.57327554
22994,-0.5589017
22995,-0.54379075
22996,-0.53936803
22997,-0.54600211
22998,-0.55226763
22999,-0.53347108
23000,-0.47487007
23001,-0.38273012
23002,-0.37167332
23003,-0.32007495
23004,-0.19476462
23005,-0.062083087
23006,0.0042576781
23007,0.092712031
23008,0.21802236
23009,0.38387428
23010,0.61238136
23011,0.93302839
23012,1.257361
23013,1.4711257
23014,1.6038072
23015,1.7475456
23016,2.0129086
23017,2.458866
23018,2.9011377
23019,3.0485617
23020,3.0485617
23021,2.8642818
23022,2.458866
23023,1.9613102
23024,1.4490121
23025,0.99199795
23026,0.63449494
23027,0.35807509
23028,0.13325361
23029,-0.058397489
23030,-0.21319261
23031,-0.31638935
23032,-0.33850294
23033,-0.30901816
23034,-0.27953337
23035,-0.30164696
23036,-0.34587414
23037,-0.33481734
23038,-0.30533256
23039,-0.29427576
23040,-0.28321897
23041,-0.23530619
23042,-0.16159423
23043,-0.065768685
23044,0.066912845
23045,0.26224954
23046,0.5276126
23047,0.86300202
23048,1.2684178
23049,1.74386
23050,2.2561581
23051,2.761085
23052,3.1959856
23053,3.5276894
23054,3.6382573
23055,3.6382573
23056,3.4908334
23057,3.1222736
23058,2.5768051
23059,1.9944806
23060,1.4379553
23061,0.94777078
23062,0.54235499
23063,0.22539356
23064,-0.01785591
23065,-0.20213581
23066,-0.33113174
23067,-0.4159005
23068,-0.46749887
23069,-0.49698366
23070,-0.52278284
23071,-0.54194795
23072,-0.56037594
23073,-0.57474977
23074,-0.58064673
23075,-0.58101529
23076,-0.57696113
23077,-0.56701002
23078,-0.55374187
23079,-0.536051
23080,-0.51172605
23081,-0.49698366
23082,-0.48224126
23083,-0.47118447
23084,-0.46381327
23085,-0.46012768
23086,-0.46381327
23087,-0.48224126
23088,-0.51172605
23089,-0.54010515
23090,-0.56037594
23091,-0.57585545
23092,-0.59207209
23093,-0.61086864
23094,-0.63261366
23095,-0.65472725
23096,-0.66688973
23097,-0.66836396
23098,-0.66025565
23099,-0.62524247
23100,-0.5607445
23101,-0.47487007
23102,-0.35324533
23103,-0.16159423
23104,0.13693921
23105,0.5349838
23106,0.93671398
23107,1.2241906
23108,1.3384442
23109,1.3384442
23110,1.257361
23111,1.0841379
23112,0.94408518
23113,0.84825963
23114,0.77823327
23115,0.69715011
23116,0.60132456
23117,0.48707102
23118,0.36176069
23119,0.22907916
23120,0.10008323
23121,-0.010484714
23122,-0.091567871
23123,-0.15422304
23124,-0.19107902
23125,-0.20213581
23126,-0.20213581
23127,-0.19845021
23128,-0.18739342
23129,-0.16527983
23130,-0.13210945
23131,-0.095253469
23132,-0.058397489
23133,-0.021541508
23134,0.022685668
23135,0.074284041
23136,0.12588241
23137,0.17010959
23138,0.19590878
23139,0.20696557
23140,0.20696557
23141,0.19590878
23142,0.17748079
23143,0.16642399
23144,0.16642399
23145,0.18116638
23146,0.23645035
23147,0.35070389
23148,0.5202414
23149,0.75980528
23150,1.0767667
23151,1.4563833
23152,1.8875983
23153,2.3446124
23154,2.8274258
23155,3.2328416
23156,3.5645454
23157,3.8225373
23158,4.0436731
23159,4.0436731
23160,4.0068172
23161,3.8225373
23162,3.4908334
23163,3.0117057
23164,2.4514948
23165,1.8470567
23166,1.2684178
23167,0.76717647
23168,0.36913188
23169,0.085340835
23170,-0.10262467
23171,-0.20213581
23172,-0.23530619
23173,-0.23899179
23174,-0.23530619
23175,-0.2205638
23176,-0.19845021
23177,-0.18002222
23178,-0.17265103
23179,-0.17265103
23180,-0.17265103
23181,-0.18002222
23182,-0.18739342
23183,-0.19107902
23184,-0.19107902
23185,-0.19107902
23186,-0.19107902
23187,-0.18739342
23188,-0.18002222
23189,-0.17265103
23190,-0.16896543
23191,-0.17265103
23192,-0.19107902
23193,-0.2168782
23194,-0.25004859
23195,-0.28321897
23196,-0.30901816
23197,-0.33113174
23198,-0.34587414
23199,-0.35324533
23200,-0.34218854
23201,-0.32376055
23202,-0.30901816
23203,-0.30164696
23204,-0.29796136
23205,-0.30164696
23206,-0.33113174
23207,-0.39010131
23208,-0.45644208
23209,-0.51909724
23210,-0.57954105
23211,-0.63666782
23212,-0.6827378
23213,-0.71553962
23214,-0.73986457
23215,-0.75829256
23216,-0.76787511
23217,-0.76934935
23218,-0.76824367
23219,-0.76787511
23220,-0.76971791
23221,-0.77082359
23222,-0.77082359
23223,-0.77008647
23224,-0.76455807
23225,-0.75276416
23226,-0.73617897
23227,-0.7184881
23228,-0.69490027
23229,-0.64735606
23230,-0.56185018
23231,-0.43432849
23232,-0.26847658
23233,-0.095253469
23234,0.11114002
23235,0.36544629
23236,0.63449494
23237,0.87405882
23238,1.0251683
23239,1.0583387
23240,0.98094116
23241,0.76349088
23242,0.46495743
23243,0.1443104
23244,-0.13579505
23245,-0.33481734
23246,-0.46749887
23247,-0.54600211
23248,-0.57216986
23249,-0.57216986
23250,-0.54673923
23251,-0.47487007
23252,-0.37167332
23253,-0.25004859
23254,-0.13210945
23255,-0.021541508
23256,0.10008323
23257,0.23276476
23258,0.36913188
23259,0.46864303
23260,0.51287021
23261,0.51287021
23262,0.48707102
23263,0.39861667
23264,0.26593514
23265,0.11851122
23266,-0.028912704
23267,-0.15790864
23268,-0.27584777
23269,-0.44907088
23270,-0.58101529
23271,-0.61676559
23272,-0.66209845
23273,-0.69784875
23274,-0.98405763
23275,-0.8847332
23276,-0.75540012
23277,-0.7042586
23278,-0.70383594
23279,-0.72158754
23280,-0.76977046
23281,-0.83401435
23282,-0.89487697
23283,-0.94348255
23284,-0.97729512
23285,-0.99758266
23286,-1.0089944
23287,-1.0157569
23288,-1.0208288
23289,-1.0259007
23290,-1.0292819
23291,-1.0305499
23292,-1.0305499
23293,-1.0275913
23294,-1.0195608
23295,-1.0039225
23296,-0.98109903
23297,-0.95447163
23298,-0.92953486
23299,-0.91051529
23300,-0.8995262
23301,-0.89487697
23302,-0.893609
23303,-0.89403166
23304,-0.89572229
23305,-0.89572229
23306,-0.88895977
23307,-0.87501209
23308,-0.85852846
23309,-0.84458077
23310,-0.83401435
23311,-0.82725183
23312,-0.82471589
23313,-0.82640652
23314,-0.83528232
23315,-0.84965266
23316,-0.86529097
23317,-0.88219726
23318,-0.89910355
23319,-0.90713403
23320,-0.90755669
23321,-0.89910355
23322,-0.87205349
23323,-0.82640652
23324,-0.76892514
23325,-0.70679454
23326,-0.64846786
23327,-0.60620214
23328,-0.58929586
23329,-0.58929586
23330,-0.597749
23331,-0.61930451
23332,-0.64846786
23333,-0.67594057
23334,-0.7013
23335,-0.7220102
23336,-0.73595789
23337,-0.74398837
23338,-0.74694697
23339,-0.74779229
23340,-0.74779229
23341,-0.74779229
23342,-0.74736963
23343,-0.74694697
23344,-0.74610166
23345,-0.74145243
23346,-0.73004069
23347,-0.7072172
23348,-0.67255931
23349,-0.63832409
23350,-0.60197557
23351,-0.57661614
23352,-0.57238957
23353,-0.597749
23354,-0.6687554
23355,-0.69580546
23356,-0.68481637
23357,-0.59352243
23358,-0.48785814
23359,-0.449819
23360,-0.449819
23361,-0.48363157
23362,-0.54280357
23363,-0.55548328
23364,-0.54280357
23365,-0.46249871
23366,-0.34415471
23367,-0.29343585
23368,-0.28920928
23369,-0.31879528
23370,-0.33992814
23371,-0.331475
23372,-0.28498271
23373,-0.22581071
23374,-0.20890442
23375,-0.20890442
23376,-0.213131
23377,-0.22158414
23378,-0.24694357
23379,-0.29343585
23380,-0.36528757
23381,-0.43713928
23382,-0.508991
23383,-0.60197557
23384,-0.6924242
23385,-0.75244152
23386,-0.77906892
23387,-0.78329549
23388,-0.78456346
23389,-0.7841408
23390,-0.78202752
23391,-0.77568766
23392,-0.76004934
23393,-0.7368032
23394,-0.70637189
23395,-0.66833274
23396,-0.62353109
23397,-0.57661614
23398,-0.52589728
23399,-0.47517843
23400,-0.420233
23401,-0.37796728
23402,-0.35683443
23403,-0.35683443
23404,-0.36528757
23405,-0.390647
23406,-0.42868614
23407,-0.47517843
23408,-0.51744414
23409,-0.55548328
23410,-0.58506929
23411,-0.61465529
23412,-0.63874674
23413,-0.66114757
23414,-0.67720854
23415,-0.68397106
23416,-0.68566169
23417,-0.68566169
23418,-0.68439371
23419,-0.6835484
23420,-0.68439371
23421,-0.68862029
23422,-0.6953828
23423,-0.70172266
23424,-0.70890783
23425,-0.71693832
23426,-0.7249688
23427,-0.73130866
23428,-0.73468992
23429,-0.73595789
23430,-0.73173132
23431,-0.72623677
23432,-0.71736097
23433,-0.70341329
23434,-0.67932183
23435,-0.64466394
23436,-0.59352243
23437,-0.51744414
23438,-0.41177985
23439,-0.25539671
23440,-0.039841565
23441,0.24333872
23442,0.59414416
23443,1.0125747
23444,1.473271
23445,1.9551002
23446,2.420023
23447,2.8511333
23448,3.189259
23449,3.4005876
23450,3.4428533
23451,3.4005876
23452,3.2737905
23453,2.893399
23454,2.390437
23455,1.8409827
23456,1.3126613
23457,0.84773844
23458,0.45889387
23459,0.13344787
23460,-0.13282614
23461,-0.33570157
23462,-0.479405
23463,-0.58506929
23464,-0.6746726
23465,-0.73257663
23466,-0.73849383
23467,-0.72623677
23468,-0.67636323
23469,-0.60197557
23470,-0.50053786
23471,-0.40332671
23472,-0.30611557
23473,-0.14127928
23474,0.095408722
23475,0.37436244
23476,0.66599587
23477,0.97030902
23478,1.2788487
23479,1.5958416
23480,1.8705687
23481,2.0227253
23482,2.0523113
23483,2.0396316
23484,1.9424205
23485,1.7479982
23486,1.5747087
23487,1.4986305
23488,1.4817242
23489,1.4690445
23490,1.4225522
23491,1.2619424
23492,1.0083482
23493,0.8096993
23494,0.6913553
23495,0.59414416
23496,0.49270644
23497,0.42085473
23498,0.40394844
23499,0.40817501
23500,0.41662815
23501,0.39972187
23502,0.33209672
23503,0.20952615
23504,0.040463293
23505,-0.13705271
23506,-0.25117014
23507,-0.331475
23508,-0.331475
23509,-0.27652957
23510,-0.17509185
23511,-0.14127928
23512,-0.16241214
23513,-0.20890442
23514,-0.25117014
23515,-0.28498271
23516,-0.33570157
23517,-0.390647
23518,-0.41600643
23519,-0.43291271
23520,-0.45827214
23521,-0.50476443
23522,-0.55970986
23523,-0.60620214
23524,-0.64466394
23525,-0.67678589
23526,-0.69876406
23527,-0.70552657
23528,-0.70299063
23529,-0.6835484
23530,-0.6332522
23531,-0.54703014
23532,-0.41600643
23533,-0.23426385
23534,0.0066507211
23535,0.33209672
23536,0.72939444
23537,1.1055593
23538,1.2915284
23539,1.3126613
23540,1.2196767
23541,1.118239
23542,1.1351453
23543,1.2492627
23544,1.295755
23545,1.2450362
23546,1.147825
23547,1.0421607
23548,0.94072302
23549,0.83083216
23550,0.71671473
23551,0.63640987
23552,0.57723787
23553,0.52229244
23554,0.47157358
23555,0.44198758
23556,0.4250813
23557,0.41240158
23558,0.40394844
23559,0.38281558
23560,0.35745615
23561,0.32787015
23562,0.3067373
23563,0.29828415
23564,0.30251072
23565,0.3067373
23566,0.31941701
23567,0.33209672
23568,0.3363233
23569,0.34054987
23570,0.35322958
23571,0.37858901
23572,0.4250813
23573,0.49270644
23574,0.57723787
23575,0.66599587
23576,0.75475387
23577,0.86041816
23578,1.0083482
23579,1.2196767
23580,1.4901773
23581,1.7902639
23582,2.0734442
23583,2.3354916
23584,2.5637265
23585,2.7581488
23586,2.9483445
23587,3.0751416
23588,3.1638996
23589,3.2315248
23590,3.2737905
23591,3.2737905
23592,3.2315248
23593,3.1174073
23594,2.9483445
23595,2.7032033
23596,2.3819839
23597,1.9973659
23598,1.5789353
23599,1.1731844
23600,0.81392587
23601,0.51806587
23602,0.29828415
23603,0.15880729
23604,0.091182151
23605,0.065822722
23606,0.057369579
23607,0.048916436
23608,0.040463293
23609,0.03201015
23610,0.019330435
23611,0.010877293
23612,-0.0018024219
23613,-0.014482136
23614,-0.035614994
23615,-0.048294708
23616,-0.060974423
23617,-0.065200994
23618,-0.069427565
23619,-0.069427565
23620,-0.069427565
23621,-0.065200994
23622,-0.060974423
23623,-0.060974423
23624,-0.065200994
23625,-0.077880708
23626,-0.099013566
23627,-0.12859957
23628,-0.16241214
23629,-0.19622471
23630,-0.23003728
23631,-0.25539671
23632,-0.26807642
23633,-0.26807642
23634,-0.25539671
23635,-0.25962328
23636,-0.31034214
23637,-0.390647
23638,-0.46249871
23639,-0.52589728
23640,-0.59352243
23641,-0.65945694
23642,-0.72581412
23643,-0.78836737
23644,-0.84584875
23645,-0.89572229
23646,-0.93629737
23647,-0.967574
23648,-0.98912952
23649,-1.0022319
23650,-1.0089944
23651,-1.0102624
23652,-1.0098397
23653,-1.0056131
23654,-0.99504672
23655,-0.97687246
23656,-0.94855443
23657,-0.908402
23658,-0.85007532
23659,-0.76765717
23660,-0.65523037
23661,-0.49631128
23662,-0.28075614
23663,-0.060974423
23664,0.12499472
23665,0.25179187
23666,0.38704215
23667,0.52651901
23668,0.64063644
23669,0.70403501
23670,0.72516787
23671,0.71248816
23672,0.62373016
23673,0.48847987
23674,0.32364358
23675,0.14612758
23676,-0.018708708
23677,-0.16241214
23678,-0.27652957
23679,-0.35683443
23680,-0.40332671
23681,-0.40755328
23682,-0.39487357
23683,-0.33570157
23684,-0.23426385
23685,-0.10746671
23686,0.040463293
23687,0.19261987
23688,0.3363233
23689,0.4546673
23690,0.52229244
23691,0.53919873
23692,0.53497216
23693,0.49270644
23694,0.40817501
23695,0.28983101
23696,0.13767444
23697,-0.014482136
23698,-0.16241214
23699,-0.301889
23700,-0.43713928
23701,-0.55548328
23702,-0.65269443
23703,-0.72919537
23704,-0.7870994
23705,-0.84375319
23706,-0.82387504
23707,-0.82506773
23708,-0.86045083
23709,-0.87357041
23710,-0.8608484
23711,-0.84892151
23712,-0.85448739
23713,-0.87516066
23714,-0.8823168
23715,-0.87834117
23716,-0.87396798
23717,-0.88112411
23718,-0.89543638
23719,-0.89543638
23720,-0.87635335
23721,-0.86800453
23722,-0.87516066
23723,-0.89424369
23724,-0.90418276
23725,-0.91054377
23726,-0.91054377
23727,-0.90815839
23728,-0.9069657
23729,-0.89782175
23730,-0.87078747
23731,-0.85090932
23732,-0.83938
23733,-0.82347748
23734,-0.80041882
23735,-0.77974555
23736,-0.76702353
23737,-0.76344546
23738,-0.76861378
23739,-0.78809437
23740,-0.79564807
23741,-0.79564807
23742,-0.77895042
23743,-0.76662597
23744,-0.76901135
23745,-0.80558714
23746,-0.85727033
23747,-0.88152167
23748,-0.86283621
23749,-0.80717739
23750,-0.72170135
23751,-0.60958859
23752,-0.50304171
23753,-0.44738289
23754,-0.44340726
23755,-0.4752123
23756,-0.57380792
23757,-0.68910119
23758,-0.73800143
23759,-0.74038681
23760,-0.71732816
23761,-0.68512556
23762,-0.67359623
23763,-0.67478892
23764,-0.68512556
23765,-0.70222076
23766,-0.7201111
23767,-0.72647211
23768,-0.72368917
23769,-0.70301589
23770,-0.66007909
23771,-0.61078128
23772,-0.58772262
23773,-0.59209582
23774,-0.63264724
23775,-0.69665488
23776,-0.74197706
23777,-0.76622841
23778,-0.77457723
23779,-0.77457723
23780,-0.76384303
23781,-0.73362824
23782,-0.68154749
23783,-0.60283002
23784,-0.51894423
23785,-0.46726104
23786,-0.46328541
23787,-0.48316356
23788,-0.4752123
23789,-0.43148037
23790,-0.34401651
23791,-0.28835769
23792,-0.29233332
23793,-0.34799214
23794,-0.45930978
23795,-0.5547249
23796,-0.58136162
23797,-0.57341036
23798,-0.52093204
23799,-0.41557785
23800,-0.28438206
23801,-0.14125939
23802,-0.037893011
23803,-0.010063601
23804,-0.018014861
23805,-0.089576199
23806,-0.26052828
23807,-0.39172407
23808,-0.40762659
23809,-0.35196777
23810,-0.29630895
23811,-0.30823584
23812,-0.41557785
23813,-0.48316356
23814,-0.49111482
23815,-0.49906608
23816,-0.55432733
23817,-0.64497169
23818,-0.69387194
23819,-0.70301589
23820,-0.67439136
23821,-0.63344237
23822,-0.65848884
23823,-0.68393287
23824,-0.69267925
23825,-0.69228169
23826,-0.65451321
23827,-0.59607145
23828,-0.5396175
23829,-0.47918793
23830,-0.3956997
23831,-0.30028458
23832,-0.2366745
23833,-0.22077199
23834,-0.24065013
23835,-0.32016273
23836,-0.42352911
23837,-0.51894423
23838,-0.58891531
23839,-0.63662287
23840,-0.66564497
23841,-0.68671581
23842,-0.7093769
23843,-0.73641118
23844,-0.76781866
23845,-0.80161151
23846,-0.82824823
23847,-0.83580193
23848,-0.83262142
23849,-0.81115302
23850,-0.77417967
23851,-0.73164043
23852,-0.68552312
23853,-0.64894732
23854,-0.63940581
23855,-0.64775463
23856,-0.6803548
23857,-0.71812328
23858,-0.74316975
23859,-0.75032589
23860,-0.73919412
23861,-0.71693059
23862,-0.69506463
23863,-0.69267925
23864,-0.71176228
23865,-0.72289404
23866,-0.73641118
23867,-0.73720631
23868,-0.70619639
23869,-0.67518648
23870,-0.64298388
23871,-0.60362514
23872,-0.55750784
23873,-0.49111482
23874,-0.35991903
23875,-0.093551829
23876,0.32388931
23877,0.91625816
23878,1.6795791
23879,2.6059009
23880,3.5361983
23881,3.9337612
23882,3.774736
23883,2.8166092
23884,1.2581623
23885,0.089327146
23886,-0.46726104
23887,-0.67081329
23888,-0.75112101
23889,-0.80121395
23890,-0.82546529
23891,-0.82626042
23892,-0.81194815
23893,-0.76901135
23894,-0.71573791
23895,-0.6835353
23896,-0.69745001
23897,-0.71295497
23898,-0.68711337
23899,-0.67359623
23900,-0.68711337
23901,-0.67836699
23902,-0.68234261
23903,-0.67359623
23904,-0.67001816
23905,-0.70142564
23906,-0.70699152
23907,-0.66246447
23908,-0.51894423
23909,-0.29630895
23910,0.009814548
23911,0.43918258
23912,1.0395027
23913,1.767043
23914,2.4945832
23915,3.098879
23916,3.496442
23917,3.6157109
23918,3.496442
23919,2.8921462
23920,1.9300438
23921,1.1309422
