Time,root.DiatomSizeReduction.d0.s0
35875,1.6641583
35876,1.7158492
35877,1.7682348
35878,1.8212944
35879,1.8212944
35880,1.8803109
35881,1.8790378
35882,1.8797749
35883,1.8476578
35884,1.791602
35885,1.736292
35886,1.6818044
35887,1.6236028
35888,1.5688943
35889,1.5129119
35890,1.4545965
35891,1.3962876
35892,1.3379866
35893,1.2853385
35894,1.2291178
35895,1.1709476
35896,1.1127885
35897,1.0546408
35898,0.99650745
35899,0.94505225
35900,0.88995214
35901,0.83200512
35902,0.77606591
35903,0.72760599
35904,0.66990272
35905,0.62085828
35906,0.56793834
35907,0.51053782
35908,0.45519122
35909,0.41064106
35910,0.35429214
35911,0.29733712
35912,0.24823292
35913,0.20162678
35914,0.14516839
35915,0.088794875
35916,0.047795623
35917,-0.0027418877
35918,-0.058453416
35919,-0.10889724
35920,-0.14578699
35921,-0.20066462
35922,-0.25538601
35923,-0.30995221
35924,-0.35467993
35925,-0.3906463
35926,-0.44410857
35927,-0.49729397
35928,-0.52956352
35929,-0.57083357
35930,-0.62256519
35931,-0.67399048
35932,-0.72506798
35933,-0.74678648
35934,-0.78840104
35935,-0.83740643
35936,-0.88595056
35937,-0.93027178
35938,-0.94226376
35939,-0.98445037
35940,-1.0296236
35941,-1.0552705
35942,-1.0694357
35943,-1.11133
35944,-1.1521912
35945,-1.1548789
35946,-1.1767735
35947,-1.2134599
35948,-1.2388396
35949,-1.2248478
35950,-1.2565197
35951,-1.2868377
35952,-1.3157376
35953,-1.3235869
35954,-1.3045837
35955,-1.3278018
35956,-1.3490202
35957,-1.3684993
35958,-1.3563956
35959,-1.3333251
35960,-1.3466958
35961,-1.357941
35962,-1.3670078
35963,-1.3341849
35964,-1.3085268
35965,-1.3115396
35966,-1.3126311
35967,-1.3114112
35968,-1.3081423
35969,-1.2662419
35970,-1.2256481
35971,-1.2170532
35972,-1.2066779
35973,-1.194094
35974,-1.1798099
35975,-1.1638612
35976,-1.1259356
35977,-1.0603697
35978,-1.0402691
35979,-1.0184332
35980,-0.99520431
35981,-0.97062474
35982,-0.9447373
35983,-0.91758494
35984,-0.8890566
35985,-0.85921811
35986,-0.82827316
35987,-0.79626286
35988,-0.76322766
35989,-0.7292072
35990,-0.69406316
35991,-0.65797415
35992,-0.62103788
35993,-0.58328862
35994,-0.54475961
35995,-0.50548304
35996,-0.46531237
35997,-0.42447532
35998,-0.38299928
35999,-0.34091066
36000,-0.29823491
36001,-0.25496123
36002,-0.21105245
36003,-0.16664189
36004,-0.12174996
36005,-0.07639629
36006,-0.030599732
36007,0.015674779
36008,0.031539526
36009,0.068188242
36010,0.11628681
36011,0.15636977
36012,0.1750897
36013,0.22479901
36014,0.27480429
36015,0.3066783
36016,0.34056213
36017,0.38613901
36018,0.41049914
36019,0.46277148
36020,0.49529617
36021,0.52376107
36022,0.55384808
36023,0.5855212
36024,0.61884351
36025,0.65396009
36026,0.69052397
36027,0.72849736
36028,0.76784252
36029,0.80253653
36030,0.78781739
36031,0.82511243
36032,0.83032383
36033,0.84566948
36034,0.89224794
36035,0.93996685
36036,0.98899905
36037,1.0391476
36038,1.0944258
36039,1.1498796
36040,1.2030036
36041,1.2612858
36042,1.3195777
36043,1.3778768
36044,1.4332335
36045,1.4868442
36046,1.5412951
36047,1.596611
36048,1.6528586
36049,1.6666935
36050,1.69666
36051,1.736574
36052,1.7371031
36053,1.7384142
36054,1.7405064
36055,1.7032797
36056,1.6483337
36057,1.594183
36058,1.5408527
36059,1.4885463
36060,1.437189
36061,1.381646
36062,1.3235644
36063,1.2672541
36064,1.2175513
36065,1.1596547
36066,1.1017766
36067,1.0495896
36068,0.99800203
36069,0.94212318
36070,0.89568755
36071,0.90480224
36072,0.8758045
36073,0.8627088
36074,0.85969627
36075,0.81900442
36076,0.77979683
36077,0.79180248
36078,0.7727513
36079,0.73744032
36080,0.70357032
36081,0.67117662
36082,0.64060781
36083,0.61171093
36084,0.58441782
36085,0.55876087
36086,0.52866681
36087,0.47737796
36088,0.45588625
36089,0.41174908
36090,0.37999431
36091,0.35037374
36092,0.30679626
36093,0.29175825
36094,0.24593173
36095,0.19872227
36096,0.15187649
36097,0.11704146
36098,0.10399579
36099,0.059051291
36100,0.014613835
36101,-0.02935513
36102,-0.072836894
36103,-0.11581205
36104,-0.15826051
36105,-0.20004461
36106,-0.2412057
36107,-0.28175701
36108,-0.32167404
36109,-0.36093152
36110,-0.39950334
36111,-0.43715928
36112,-0.47405302
36113,-0.51015455
36114,-0.56288597
36115,-0.63733169
36116,-0.67162593
36117,-0.7047958
36118,-0.73698224
36119,-0.76814772
36120,-0.79825411
36121,-0.82726273
36122,-0.85497461
36123,-0.88132833
36124,-0.94294626
36125,-0.99520431
36126,-1.0184332
36127,-1.0402691
36128,-1.0603697
36129,-1.0788695
36130,-1.1315033
36131,-1.1798099
36132,-1.194094
36133,-1.2066779
36134,-1.2170532
36135,-1.2256481
36136,-1.2662419
36137,-1.3081423
36138,-1.3114112
36139,-1.3126311
36140,-1.3115396
36141,-1.3515339
36142,-1.3741201
36143,-1.3670078
36144,-1.357941
36145,-1.3466958
36146,-1.3839664
36147,-1.3861846
36148,-1.3684993
36149,-1.3490202
36150,-1.3305972
36151,-1.3604907
36152,-1.3431543
36153,-1.3157376
36154,-1.2868377
36155,-1.266703
36156,-1.2834016
36157,-1.2490229
36158,-1.2134599
36159,-1.1767735
36160,-1.1548789
36161,-1.1521912
36162,-1.11133
36163,-1.0694357
36164,-1.0267413
36165,-1.0031321
36166,-0.98445037
36167,-0.93863121
36168,-0.89212998
36169,-0.8750529
36170,-0.83740643
36171,-0.78840104
36172,-0.74678648
36173,-0.72506798
36174,-0.67399048
36175,-0.62256519
36176,-0.57083357
36177,-0.52956352
36178,-0.49729397
36179,-0.44410857
36180,-0.3906463
36181,-0.35467993
36182,-0.30995221
36183,-0.25538601
36184,-0.20066462
36185,-0.14578699
36186,-0.10889724
36187,-0.058453416
36188,-0.0027418877
36189,0.053072005
36190,0.10726221
36191,0.14692719
36192,0.20162678
36193,0.25815602
36194,0.30802353
36195,0.35429214
36196,0.41129986
36197,0.46836731
36198,0.51514945
36199,0.56793834
36200,0.62537473
36201,0.6828455
36202,0.74034923
36203,0.78755776
36204,0.84310122
36205,0.90088408
36206,0.95868922
36207,1.0151517
36208,1.0643607
36209,1.121916
36210,1.1799487
36211,1.2379957
36212,1.2937991
36213,1.3454894
36214,1.4036914
36215,1.461904
36216,1.5201256
36217,1.5755949
36218,1.6282817
36219,1.6818044
36220,1.736292
36221,1.791602
36222,1.8476578
36223,1.8797749
36224,1.8797749
36225,1.8254063
36226,1.8250287
36227,1.8253264
36228,1.7816587
36229,1.7267245
36230,1.6709438
36231,1.6156691
36232,1.5608659
36233,1.5043199
36234,1.4483516
36235,1.3953731
36236,1.3388902
36237,1.2824117
36238,1.2259376
36239,1.1730117
36240,1.1184131
36241,1.0620308
36242,1.0056558
36243,0.95116544
36244,0.89969495
36245,0.84344655
36246,0.7872101
36247,0.73098744
36248,0.68142841
36249,0.62699973
36250,0.57095573
36251,0.52001913
36252,0.46892187
36253,0.41310973
36254,0.35996885
36255,0.3132917
36256,0.25777744
36257,0.20230674
36258,0.15839781
36259,0.10536565
36260,0.060408537
36261,0.010976475
36262,-0.043663736
36263,-0.091700547
36264,-0.13473047
36265,-0.18875491
36266,-0.242671
36267,-0.29646951
36268,-0.33153842
36269,-0.38230362
36270,-0.43522561
36271,-0.4735972
36272,-0.51628054
36273,-0.56810822
36274,-0.61970705
36275,-0.66497318
36276,-0.69405847
36277,-0.74420199
36278,-0.79398702
36279,-0.81686318
36280,-0.86000585
36281,-0.90782113
36282,-0.93548662
36283,-0.96563056
36284,-1.0110035
36285,-1.0452379
36286,-1.0593456
36287,-1.1017137
36288,-1.1432504
36289,-1.1838408
36290,-1.1874782
36291,-1.2152998
36292,-1.2517728
36293,-1.2620228
36294,-1.270112
36295,-1.3017658
36296,-1.3205937
36297,-1.3059453
36298,-1.3321433
36299,-1.3565347
36300,-1.3791518
36301,-1.3568512
36302,-1.3593506
36303,-1.375621
36304,-1.3627613
36305,-1.3407888
36306,-1.350593
36307,-1.3583656
36308,-1.3602663
36309,-1.307208
36310,-1.306256
36311,-1.3054503
36312,-1.3026237
36313,-1.2977871
36314,-1.2608304
36315,-1.220455
36316,-1.2101234
36317,-1.1979582
36318,-1.1839975
36319,-1.1677683
36320,-1.0965432
36321,-1.0727061
36322,-1.0525299
36323,-1.0308511
36324,-1.0077209
36325,-0.98319117
36326,-0.95731445
36327,-0.93014316
36328,-0.90172952
36329,-0.86939129
36330,-0.79120179
36331,-0.75772412
36332,-0.72553474
36333,-0.69236195
36334,-0.6582488
36335,-0.623237
36336,-0.58736684
36337,-0.55067714
36338,-0.51320526
36339,-0.47498707
36340,-0.43605694
36341,-0.39637213
36342,-0.35604765
36343,-0.31511291
36344,-0.27359597
36345,-0.23152357
36346,-0.18892118
36347,-0.14581304
36348,-0.10222224
36349,-0.058170706
36350,-0.015303552
36351,-0.0041508666
36352,0.039803349
36353,0.086106893
36354,0.13275987
36355,0.17974668
36356,0.21136057
36357,0.24145524
36358,0.28986126
36359,0.33289607
36360,0.35663144
36361,0.40626922
36362,0.45615136
36363,0.48346663
36364,0.5283923
36365,0.56307472
36366,0.59097407
36367,0.63045737
36368,0.6750213
36369,0.70638627
36370,0.73924092
36371,0.77354605
36372,0.80936474
36373,0.79601961
36374,0.8249221
36375,0.86445866
36376,0.87136798
36377,0.88626493
36378,0.92925226
36379,0.95680541
36380,0.95706305
36381,1.0032842
36382,1.0506096
36383,1.106501
36384,1.1560515
36385,1.2105078
36386,1.2667233
36387,1.3194363
36388,1.372262
36389,1.4286005
36390,1.4836879
36391,1.5349309
36392,1.5870164
36393,1.6399832
36394,1.6937554
36395,1.7482804
36396,1.7632362
36397,1.7625519
36398,1.7625519
36399,1.7409162
36400,1.6856833
36401,1.6311881
36402,1.577457
36403,1.5245437
36404,1.4725256
36405,1.4213641
36406,1.3663034
36407,1.3099738
36408,1.2572106
36409,1.2045628
36410,1.1483604
36411,1.0939455
36412,1.045604
36413,0.99830185
36414,0.95218534
36415,0.90721793
36416,0.90807242
36417,0.88177507
36418,0.87282085
36419,0.86023401
36420,0.8208513
36421,0.79780638
36422,0.80557623
36423,0.76986348
36424,0.73561889
36425,0.70293604
36426,0.67174812
36427,0.62494849
36428,0.58794032
36429,0.56023245
36430,0.52302324
36431,0.48088888
36432,0.45087512
36433,0.40424085
36434,0.38226374
36435,0.33336187
36436,0.31157605
36437,0.26960704
36438,0.22203127
36439,0.17476234
36440,0.14350549
36441,0.11750418
36442,0.071813857
36443,0.026504836
36444,-0.018405252
36445,-0.062874146
36446,-0.10687351
36447,-0.15040934
36448,-0.19345951
36449,-0.2360008
36450,-0.27800876
36451,-0.31945772
36452,-0.36032074
36453,-0.40056956
36454,-0.44017455
36455,-0.47910468
36456,-0.51723867
36457,-0.55462173
36458,-0.59121776
36459,-0.62698919
36460,-0.66189695
36461,-0.69590054
36462,-0.74598344
36463,-0.81275585
36464,-0.84458076
36465,-0.87532198
36466,-0.90485299
36467,-0.93312536
36468,-0.96014843
36469,-0.98586991
36470,-1.0424829
36471,-1.0906199
36472,-1.1128237
36473,-1.1334846
36474,-1.1525483
36475,-1.1699623
36476,-1.1856576
36477,-1.1994109
36478,-1.211363
36479,-1.2650554
36480,-1.2917894
36481,-1.2983831
36482,-1.3029824
36483,-1.3055701
36484,-1.3202839
36485,-1.3672339
36486,-1.3636119
36487,-1.3577451
36488,-1.3497287
36489,-1.3854942
36490,-1.3885342
36491,-1.3739921
36492,-1.3574937
36493,-1.3603369
36494,-1.3767774
36495,-1.3539548
36496,-1.3294041
36497,-1.3031706
36498,-1.3227608
36499,-1.2985269
36500,-1.2667087
36501,-1.2335674
36502,-1.1991798
36503,-1.1828515
36504,-1.1736603
36505,-1.1349449
36506,-1.0952745
36507,-1.0557941
36508,-1.0518927
36509,-1.0116509
36510,-0.96775087
36511,-0.92320261
36512,-0.89793774
36513,-0.86822211
36514,-0.82116047
36515,-0.7736297
36516,-0.73087363
36517,-0.70878123
36518,-0.65931052
36519,-0.60947993
36520,-0.55934076
36521,-0.5276944
36522,-0.48517596
36523,-0.43365624
36524,-0.38191655
36525,-0.33716849
36526,-0.30137183
36527,-0.24857683
36528,-0.19562576
36529,-0.14251431
36530,-0.089262907
36531,-0.050498578
36532,-0.0021295147
36533,0.051851638
36534,0.10593038
36535,0.15408805
36536,0.19715567
36537,0.2517976
36538,0.30650887
36539,0.36128869
36540,0.41613527
36541,0.45971276
36542,0.51154238
36543,0.5667887
36544,0.62207906
36545,0.67248189
36546,0.72024898
36547,0.77585047
36548,0.8314831
36549,0.8871455
36550,0.94283932
36551,0.98987672
36552,1.0438039
36553,1.0997231
36554,1.1556622
36555,1.2116203
36556,1.2675967
36557,1.3235907
36558,1.3783206
36559,1.42697
36560,1.483125
36561,1.539293
36562,1.589776
36563,1.639943
36564,1.6909541
36565,1.7427823
36566,1.7954008
36567,1.8308266
36568,1.8283458
36569,1.8283458
36570,1.6130595
36571,1.6103855
36572,1.6093525
36573,1.5676164
36574,1.5265402
36575,1.4849737
36576,1.4398107
36577,1.394655
36578,1.3495067
36579,1.3043661
36580,1.2592337
36581,1.2141096
36582,1.1689943
36583,1.1238881
36584,1.0787914
36585,1.0337047
36586,0.98862824
36587,0.94356263
36588,0.89850833
36589,0.85346583
36590,0.80329094
36591,0.75779011
36592,0.71269631
36593,0.66761411
36594,0.6232213
36595,0.58349468
36596,0.53855323
36597,0.49362919
36598,0.44872349
36599,0.40634225
36600,0.3662841
36601,0.32157583
36602,0.27689539
36603,0.23680334
36604,0.19631258
36605,0.15189876
36606,0.10752683
36607,0.063199381
36608,0.026786619
36609,-0.01481945
36610,-0.058767366
36611,-0.10264832
36612,-0.13496903
36613,-0.17780588
36614,-0.22116399
36615,-0.2644202
36616,-0.30756764
36617,-0.35059822
36618,-0.39350303
36619,-0.4362723
36620,-0.4737861
36621,-0.5051836
36622,-0.54703235
36623,-0.5886722
36624,-0.63008529
36625,-0.6712518
36626,-0.71214966
36627,-0.75275427
36628,-0.79303814
36629,-0.8329705
36630,-0.87251686
36631,-0.91163847
36632,-0.95029173
36633,-0.98842751
36634,-1.0259904
36635,-1.0629084
36636,-1.0990952
36637,-1.1344883
36638,-1.1689961
36639,-1.2025152
36640,-1.234929
36641,-1.266107
36642,-1.2959035
36643,-1.3241573
36644,-1.3506915
36645,-1.3753148
36646,-1.3978234
36647,-1.4180052
36648,-1.4356453
36649,-1.4505335
36650,-1.4624744
36651,-1.4712972
36652,-1.4768668
36653,-1.4790935
36654,-1.4779397
36655,-1.4734227
36656,-1.4235832
36657,-1.4127053
36658,-1.399454
36659,-1.3835226
36660,-1.3650881
36661,-1.3443361
36662,-1.3214542
36663,-1.2966264
36664,-1.2700293
36665,-1.2418289
36666,-1.2121797
36667,-1.1812232
36668,-1.1490883
36669,-1.1158917
36670,-1.081738
36671,-1.0467213
36672,-1.0109256
36673,-0.97442585
36674,-0.93728905
36675,-0.89957484
36676,-0.86133642
36677,-0.82262131
36678,-0.78346877
36679,-0.74390792
36680,-0.70398717
36681,-0.66373662
36682,-0.62318332
36683,-0.58235163
36684,-0.54126349
36685,-0.49993873
36686,-0.46470584
36687,-0.43309992
36688,-0.39075963
36689,-0.34826316
36690,-0.30562167
36691,-0.26284527
36692,-0.21994322
36693,-0.17692397
36694,-0.13379522
36695,-0.090564073
36696,-0.047237013
36697,-0.014701202
36698,0.02767819
36699,0.071501534
36700,0.11539198
36701,0.1593448
36702,0.20211989
36703,0.23730191
36704,0.28160708
36705,0.32595431
36706,0.36765751
36707,0.40608301
36708,0.45069557
36709,0.49533689
36710,0.54000553
36711,0.58072871
36712,0.62212066
36713,0.66698198
36714,0.71663028
36715,0.76371351
36716,0.80852021
36717,0.85334629
36718,0.8981909
36719,0.9430532
36720,0.98793244
36721,1.0328279
36722,1.0780725
36723,1.1294148
36724,1.1742625
36725,1.2191262
36726,1.2640054
36727,1.3088995
36728,1.3538079
36729,1.3964196
36730,1.4375179
36731,1.4799694
36732,1.5195637
36733,1.5598592
36734,1.6008329
36735,1.6142111
36736,1.6413838
36737,1.6519165
36738,1.6499404
36739,1.6485149
36740,1.6476406
36741,1.6473179
36742,1.6475469
36743,1.6049262
36744,1.60328
36745,1.5598265
36746,1.5169941
36747,1.4748051
36748,1.4322488
36749,1.3882188
36750,1.3474774
36751,1.3053664
36752,1.2602337
36753,1.2151095
36754,1.169994
36755,1.1248876
36756,1.0797907
36757,1.0347037
36758,0.98586432
36759,0.93926957
36760,0.89413508
36761,0.84900997
36762,0.80389467
36763,0.75878965
36764,0.7136954
36765,0.66861293
36766,0.62408089
36767,0.58449068
36768,0.53954886
36769,0.49462445
36770,0.44971835
36771,0.40483155
36772,0.35996513
36773,0.31823877
36774,0.27788521
36775,0.23323357
36776,0.18861305
36777,0.14402551
36778,0.10535399
36779,0.064181402
36780,0.0199002
36781,-0.024330766
36782,-0.068508208
36783,-0.10298496
36784,-0.14548708
36785,-0.18922178
36786,-0.2328734
36787,-0.2764348
36788,-0.31990165
36789,-0.36109147
36790,-0.39255445
36791,-0.43532675
36792,-0.47795296
36793,-0.52042117
36794,-0.56271821
36795,-0.59729176
36796,-0.62917015
36797,-0.6703421
36798,-0.71124588
36799,-0.75185692
36800,-0.79214781
36801,-0.83208784
36802,-0.8716426
36803,-0.91077342
36804,-0.9494368
36805,-0.98758372
36806,-1.0251589
36807,-1.0620998
36808,-1.0983089
36809,-1.1337206
36810,-1.1643128
36811,-1.1714266
36812,-1.2027506
36813,-1.2328057
36814,-1.2614538
36815,-1.2885441
36816,-1.3139134
36817,-1.3373881
36818,-1.3587858
36819,-1.3779196
36820,-1.394603
36821,-1.4086563
36822,-1.4199143
36823,-1.4282343
36824,-1.4335044
36825,-1.4356502
36826,-1.4346401
36827,-1.4304876
36828,-1.4232499
36829,-1.4129945
36830,-1.3998005
36831,-1.3839229
36832,-1.3655383
36833,-1.3448324
36834,-1.3219928
36835,-1.2972038
36836,-1.2706418
36837,-1.2424735
36838,-1.2128532
36839,-1.181923
36840,-1.1498119
36841,-1.1166367
36842,-1.0825024
36843,-1.0475034
36844,-1.0117236
36845,-0.97523844
36846,-0.93811484
36847,-0.90041264
36848,-0.86218518
36849,-0.82348006
36850,-0.78433982
36851,-0.7447919
36852,-0.70487823
36853,-0.66463419
36854,-0.6240869
36855,-0.58326076
36856,-0.54678512
36857,-0.51819075
36858,-0.47620482
36859,-0.43403666
36860,-0.3916998
36861,-0.34920652
36862,-0.306568
36863,-0.26379438
36864,-0.22089492
36865,-0.1869292
36866,-0.14783501
36867,-0.10432058
36868,-0.060721719
36869,-0.017043757
36870,0.026708415
36871,0.060031186
36872,0.10368557
36873,0.14784805
36874,0.19206056
36875,0.2349858
36876,0.27144787
36877,0.31596353
36878,0.36051304
36879,0.40509461
36880,0.44970654
36881,0.49434727
36882,0.53550044
36883,0.57628542
36884,0.62112675
36885,0.66598766
36886,0.71086721
36887,0.76062198
36888,0.80752715
36889,0.85235283
36890,0.89719704
36891,0.94205898
36892,0.98693785
36893,1.0318329
36894,1.0767439
36895,1.12167
36896,1.1666103
36897,1.2115642
36898,1.2565312
36899,1.3015108
36900,1.3447612
36901,1.3858091
36902,1.4288878
36903,1.4689757
36904,1.5097636
36905,1.551228
36906,1.5680902
36907,1.5927282
36908,1.6067532
36909,1.6052518
36910,1.604308
36911,1.6039223
36912,1.6040948
36913,1.6048255
36914,1.606114
36915,1.8301782
36916,1.8291595
36917,1.8299912
36918,1.7888933
36919,1.7388649
36920,1.6875193
36921,1.6352922
36922,1.583067
36923,1.5308438
36924,1.4786226
36925,1.4269961
36926,1.3779071
36927,1.3257424
36928,1.2735819
36929,1.2253288
36930,1.1740683
36931,1.1257674
36932,1.0795895
36933,1.0343311
36934,0.99002667
36935,0.94357305
36936,0.89432478
36937,0.85210384
36938,0.81014778
36939,0.75894753
36940,0.70778468
36941,0.6669655
36942,0.61838726
36943,0.5675477
36944,0.51675672
36945,0.46601674
36946,0.41533029
36947,0.36470011
36948,0.31412909
36949,0.26362034
36950,0.21317717
36951,0.16280543
36952,0.11251234
36953,0.062297251
36954,0.012164664
36955,-0.026738293
36956,-0.070147081
36957,-0.11964145
36958,-0.16901763
36959,-0.21826834
36960,-0.26285652
36961,-0.29546049
36962,-0.3438268
36963,-0.39200529
36964,-0.43997862
36965,-0.48774418
36966,-0.51753914
36967,-0.55729663
36968,-0.60374056
36969,-0.63687174
36970,-0.66718874
36971,-0.71196906
36972,-0.74969678
36973,-0.76831394
36974,-0.80960207
36975,-0.81982153
36976,-0.85904658
36977,-0.89910464
36978,-0.91110622
36979,-0.93762076
36980,-0.9520578
36981,-0.9681888
36982,-1.0023216
36983,-1.0354393
36984,-1.0581103
36985,-1.0514155
36986,-1.0801455
36987,-1.1074973
36988,-1.1334183
36989,-1.1578835
36990,-1.1808174
36991,-1.2021445
36992,-1.1934075
36993,-1.1855587
36994,-1.2009896
36995,-1.2145918
36996,-1.2263106
36997,-1.2360967
36998,-1.2439075
36999,-1.249558
37000,-1.2531105
37001,-1.2546056
37002,-1.2540373
37003,-1.2514089
37004,-1.2467328
37005,-1.2400302
37006,-1.2313309
37007,-1.2206727
37008,-1.2081003
37009,-1.1936647
37010,-1.1774224
37011,-1.1592947
37012,-1.1394703
37013,-1.1180467
37014,-1.0950927
37015,-1.1000556
37016,-1.0938214
37017,-1.0658053
37018,-1.0365248
37019,-1.0060497
37020,-0.98206145
37021,-0.98547433
37022,-0.95089684
37023,-0.91530983
37024,-0.91226916
37025,-0.88076202
37026,-0.84188655
37027,-0.82340618
37028,-0.79768021
37029,-0.76988999
37030,-0.74675461
37031,-0.70335495
37032,-0.66438526
37033,-0.64469453
37034,-0.59937849
37035,-0.55369472
37036,-0.52939284
37037,-0.48711119
37038,-0.439991
37039,-0.39263616
37040,-0.34506138
37041,-0.30629705
37042,-0.27120642
37043,-0.22259907
37044,-0.17383681
37045,-0.1249288
37046,-0.075881724
37047,-0.026694949
37048,0.02261248
37049,0.07203396
37050,0.12156334
37051,0.17119489
37052,0.22092326
37053,0.27074345
37054,0.32065079
37055,0.37064091
37056,0.42070973
37057,0.4708534
37058,0.52106998
37059,0.57135917
37060,0.62171242
37061,0.67212682
37062,0.71338939
37063,0.75894687
37064,0.80974118
37065,0.85559667
37066,0.89521027
37067,0.93829051
37068,0.9881503
37069,1.0300142
37070,1.0729275
37071,1.1243172
37072,1.1693704
37073,1.2142881
37074,1.2641319
37075,1.3126198
37076,1.3617944
37077,1.4138301
37078,1.4658726
37079,1.5168205
37080,1.5648521
37081,1.6169776
37082,1.6691076
37083,1.7212421
37084,1.7701071
37085,1.8190732
37086,1.8330007
37087,1.8619682
37088,1.8867598
37089,1.8646761
37090,1.8122524
37091,1.7604518
37092,1.7092964
37093,1.6587061
37094,1.6064462
37095,1.5541874
37096,1.5019298
37097,1.4516736
37098,1.4002951
37099,1.3480796
37100,1.2958664
37101,1.2450743
37102,1.1953485
37103,1.1441615
37104,1.0966118
37105,1.0499399
37106,1.0042425
37107,0.95953125
37108,0.9158103
37109,0.86618581
37110,0.8208137
37111,0.77334376
37112,0.72704826
37113,0.68221923
37114,0.63110977
37115,0.58250869
37116,0.54214171
37117,0.49137301
37118,0.44066046
37119,0.39000434
37120,0.33940622
37121,0.28886914
37122,0.23839634
37123,0.1879913
37124,0.13765773
37125,0.08739962
37126,0.03722125
37127,-0.012872783
37128,-0.06287754
37129,-0.1127877
37130,-0.16258813
37131,-0.19652469
37132,-0.24284533
37133,-0.29188545
37134,-0.34077805
37135,-0.38951337
37136,-0.42860173
37137,-0.46387628
37138,-0.51154323
37139,-0.55898199
37140,-0.60389735
37141,-0.62689753
37142,-0.67287275
37143,-0.71851189
37144,-0.74143893
37145,-0.77836143
37146,-0.82206236
37147,-0.84851015
37148,-0.87395501
37149,-0.90308684
37150,-0.91887725
37151,-0.95144958
37152,-0.95625925
37153,-0.99276929
37154,-1.0282886
37155,-1.0265239
37156,-1.0515946
37157,-1.0830046
37158,-1.0857587
37159,-1.0938214
37160,-1.120501
37161,-1.1457705
37162,-1.1571528
37163,-1.1394703
37164,-1.1592947
37165,-1.1774224
37166,-1.1936647
37167,-1.2081003
37168,-1.2206727
37169,-1.2313309
37170,-1.2400302
37171,-1.2467328
37172,-1.2514089
37173,-1.2540373
37174,-1.2546056
37175,-1.2531105
37176,-1.249558
37177,-1.2439075
37178,-1.2360967
37179,-1.2263106
37180,-1.2145918
37181,-1.2009896
37182,-1.1855587
37183,-1.1683586
37184,-1.1494522
37185,-1.1445182
37186,-1.1578835
37187,-1.1334183
37188,-1.1074973
37189,-1.0801455
37190,-1.0928153
37191,-1.0674762
37192,-1.0354393
37193,-1.0023216
37194,-0.99113082
37195,-0.97451427
37196,-0.93762076
37197,-0.91110622
37198,-0.89910464
37199,-0.86349238
37200,-0.85316503
37201,-0.81101664
37202,-0.76831394
37203,-0.74969678
37204,-0.71196906
37205,-0.66718874
37206,-0.63687174
37207,-0.60374056
37208,-0.55729663
37209,-0.51057331
37210,-0.46358891
37211,-0.41910804
37212,-0.39200529
37213,-0.3438268
37214,-0.29546049
37215,-0.24692542
37216,-0.19823173
37217,-0.16134658
37218,-0.11964145
37219,-0.070147081
37220,-0.020541303
37221,0.029169606
37222,0.078979814
37223,0.12888389
37224,0.1788768
37225,0.22895933
37226,0.27912331
37227,0.32936211
37228,0.37967199
37229,0.43004946
37230,0.48049121
37231,0.53099418
37232,0.58155547
37233,0.62850311
37234,0.66927315
37235,0.71896238
37236,0.75894753
37237,0.81014778
37238,0.85210384
37239,0.89432478
37240,0.94357305
37241,0.99002667
37242,1.0343311
37243,1.0824406
37244,1.1320809
37245,1.1797279
37246,1.2307619
37247,1.2782473
37248,1.3303454
37249,1.3824493
37250,1.4345584
37251,1.4833361
37252,1.5344221
37253,1.5866003
37254,1.6370336
37255,1.6875193
37256,1.7388649
37257,1.7888933
37258,1.8299912
37259,1.8299912
37260,1.6060216
37261,1.60508
37262,1.5837169
37263,1.5747357
37264,1.5352242
37265,1.4962929
37266,1.4546624
37267,1.4142367
37268,1.3714315
37269,1.3286343
37270,1.2858441
37271,1.2430618
37272,1.198283
37273,1.1538854
37274,1.1110779
37275,1.0682779
37276,1.0254857
37277,0.98109159
37278,0.93635546
37279,0.89353619
37280,0.85072509
37281,0.80792177
37282,0.76512828
37283,0.7223435
37284,0.67956828
37285,0.63680394
37286,0.59404952
37287,0.55543388
37288,0.5127755
37289,0.47013111
37290,0.42750449
37291,0.38489341
37292,0.3423001
37293,0.30241126
37294,0.26229761
37295,0.21986652
37296,0.17746104
37297,0.13508209
37298,0.092735762
37299,0.050418713
37300,0.01442294
37301,-0.027682777
37302,-0.069747293
37303,-0.11175945
37304,-0.15372286
37305,-0.19563312
37306,-0.23747985
37307,-0.2792679
37308,-0.32098462
37309,-0.36262708
37310,-0.40419587
37311,-0.44566795
37312,-0.48705206
37313,-0.52833484
37314,-0.56949926
37315,-0.61055064
37316,-0.65145942
37317,-0.69222272
37318,-0.73283428
37319,-0.77324602
37320,-0.81347298
37321,-0.85347622
37322,-0.89322238
37323,-0.93271282
37324,-0.97186583
37325,-1.0106787
37326,-1.049112
37327,-1.087051
37328,-1.1245111
37329,-1.1443618
37330,-1.1796911
37331,-1.2142364
37332,-1.2476995
37333,-1.2800865
37334,-1.3111954
37335,-1.3406737
37336,-1.3685218
37337,-1.3942314
37338,-1.4175938
37339,-1.438488
37340,-1.4559739
37341,-1.4703102
37342,-1.4809513
37343,-1.4874048
37344,-1.4900115
37345,-1.4880986
37346,-1.4820962
37347,-1.4723032
