Time,root.ItalyPowerDemand.d0.s0
4095,0.60063843
4096,0.64669377
4097,0.27825103
4098,0.18614035
4099,0.18614035
4100,0.48550007
4101,0.27825103
4102,-0.18230238
4103,-0.45863444
4104,-0.0032255405
4105,-0.62252939
4106,-1.0483008
4107,-1.2031267
4108,-1.3579527
4109,-1.2805397
4110,-0.9708878
4111,-1.5127787
4112,-1.0095943
4113,-0.041932031
4114,0.38383936
4115,0.61607831
4116,0.57737181
4117,0.19030691
4118,-0.11934501
4119,0.03548095
4120,-0.080638522
4121,-0.11934501
4122,0.42254585
4123,1.777273
4124,1.8159795
4125,1.5450341
4126,1.4289146
4127,0.57737181
4128,0.97425839
4129,0.2905683
4130,-0.3247528
4131,-0.52985984
4132,-0.80333586
4133,-0.94007389
4134,-1.9656091
4135,-1.281919
4136,-1.0768119
4137,-0.18801478
4138,0.63241335
4139,0.83752037
4140,0.63241335
4141,0.017092251
4142,-0.25638379
4143,-0.39312182
4144,-0.52985984
4145,-0.52985984
4146,-0.3247528
4147,0.017092251
4148,0.42730631
4149,0.90588938
4150,2.5467457
4151,1.8630556
4152,-0.11019751
4153,-0.68986666
4154,-1.3782238
4155,-1.7042877
4156,-1.5593704
4157,-1.5593704
4158,-1.1608479
4159,-0.11019751
4160,0.32455434
4161,1.0853701
4162,1.4838926
4163,1.2302874
4164,0.94045281
4165,0.21586638
4166,-0.14642683
4167,-0.14642683
4168,-0.11019751
4169,-0.21888548
4170,0.28832502
4171,1.5925806
4172,1.411434
4173,0.72307688
4174,0.14340773
4175,-0.54494937
4176,-0.82170091
4177,-1.2345361
4178,-1.3615624
4179,-1.6156148
4180,-1.6156148
4181,-1.4250755
4182,-1.0757534
4183,-0.21832633
4184,0.73437037
4185,0.98842283
4186,1.2107187
4187,1.0836925
4188,0.70261382
4189,0.16275235
4190,-0.15481321
4191,-0.091300101
4192,0.09923924
4193,1.0836925
4194,1.2107187
4195,1.337745
4196,0.92490972
4197,0.51207448
4198,0.035726126
4199,-0.47237878
4200,-0.86816171
4201,-1.2694029
4202,-1.5273437
4203,-1.5846639
4204,-1.5846639
4205,-1.4700235
4206,-1.0114622
4207,-0.5242407
4208,0.65082276
4209,1.3100047
4210,1.4819652
4211,1.3386648
4212,1.0520639
4213,0.67948284
4214,0.59350259
4215,0.82278327
4216,0.59350259
4217,0.42154209
4218,0.24958158
4219,0.13494124
4220,-0.0083591802
4221,0.62216267
4222,0.16360133
4223,-0.26629993
4224,-0.96976485
4225,-1.2823122
4226,-1.490677
4227,-1.615696
4228,-1.6365324
4229,-1.574023
4230,-1.1572932
4231,-0.032122918
4232,1.0097015
4233,1.0722109
4234,1.1138839
4235,0.94719199
4236,0.67631765
4237,0.38460683
4238,0.38460683
4239,0.50962575
4240,0.5929717
4241,0.48878927
4242,1.1972298
4243,1.0513744
4244,0.5929717
4245,0.32209737
4246,-0.2196513
4247,-0.36550672
4248,-0.46532339
4249,-0.91745947
4250,-1.3695955
4251,-1.5052363
4252,-1.5956636
4253,-1.5052363
4254,-1.2339547
4255,-0.10361452
4256,0.30330795
4257,1.2075801
4258,1.3884345
4259,1.2527937
4260,0.66501681
4261,0.25809434
4262,-0.28446896
4263,-0.14882812
4264,-0.10361452
4265,-0.37489617
4266,0.032026299
4267,1.1171529
4268,1.7049298
4269,1.1171529
4270,0.48416238
4271,0.077239907
4272,-0.80506393
4273,-1.1529148
4274,-1.3110288
4275,-1.5007656
4276,-1.5323884
4277,-1.43752
4278,-0.99480076
4279,-0.26747623
4280,0.5230939
4281,0.93419037
4282,1.2820412
4283,1.0606816
4284,0.68120793
4285,0.080374625
4286,-0.17260781
4287,-0.1093622
4288,-0.014493791
4289,0.58633951
4290,1.5034009
4291,1.6298921
4292,1.1239272
4293,0.58633951
4294,-0.20423062
4295,-0.48883586
4296,-0.13243129
4297,-0.91399301
4298,-1.2266177
4299,-1.4871382
4300,-1.5392424
4301,-1.4871382
4302,-1.0182012
4303,-0.39295186
4304,0.33650575
4305,1.4306921
4306,1.8996291
4307,1.5349003
4308,1.1180674
4309,0.70123455
4310,-0.23663952
4311,-0.1845354
4312,-0.13243129
4313,-0.34084774
4314,-0.1845354
4315,-0.028223055
4316,0.54492221
4317,1.3264839
4318,0.64913044
4319,-0.23663952
4320,-0.081477511
4321,-0.62234949
4322,-1.0384049
4323,-1.2464325
4324,-1.3296436
4325,-1.0800104
4326,-0.91358824
4327,-1.3712492
4328,-0.83037718
4329,0.0017335621
4330,0.75063322
4331,0.83384429
4332,0.75063322
4333,0.25136679
4334,-0.16468858
4335,-0.12308305
4336,-0.41432181
4337,-0.41432181
4338,-0.16468858
4339,1.7491661
4340,1.7907717
4341,1.7907717
4342,1.1666886
4343,0.70902768
4344,-1.0137094
4345,-1.3691659
4346,-1.507399
4347,-1.5468941
4348,-1.6653797
4349,-1.4284086
4350,-1.0532045
4351,-0.046077694
4352,0.68458294
4353,1.0795346
4354,1.0005443
4355,0.8623112
4356,0.68458294
4357,0.36862158
4358,0.348874
4359,0.46735951
4360,0.54634985
4361,1.1190298
4362,1.2375153
4363,1.0597871
4364,0.64508777
4365,0.32912641
4366,-0.14481562
4367,-0.65825283
4368,0.010431441
4369,-0.61545501
4370,-0.99098688
4371,-1.6168733
4372,-1.7420506
4373,-1.2413415
4374,-0.7406323
4375,-1.8672279
4376,-0.49027772
4377,0.5111406
4378,0.76149518
4379,1.3873816
4380,1.0118498
4381,1.0118498
4382,0.26078602
4383,0.26078602
4384,0.010431441
4385,-0.11474585
4386,0.26078602
4387,0.13560873
4388,0.13560873
4389,1.7629135
4390,1.2622043
4391,0.63631789
4392,0.27547177
4393,-0.61929368
4394,-1.215804
4395,-1.6631867
4396,-1.3649316
4397,-1.5140591
4398,-1.215804
4399,-0.61929368
4400,-0.072492568
4401,-0.32103853
4402,0.32518096
4403,0.77256369
4404,0.67314531
4405,0.17605339
4406,-0.42045691
4407,-0.27132934
4408,-0.32103853
4409,0.17605339
4410,1.5182016
4411,1.7170383
4412,1.6673291
4413,1.4187832
4414,0.7228545
4415,0.17605339
4416,-0.92038492
4417,-1.1828713
4418,-1.4857402
4419,-1.6068877
4420,-1.6876528
4421,-1.5059315
4422,-1.16268
4423,-0.21369083
4424,0.53338578
4425,1.0785498
4426,0.95740223
4427,0.81606341
4428,0.71510711
4429,0.35166444
4430,0.43242948
4431,0.3718557
4432,0.69491585
4433,1.0785498
4434,1.2400799
4435,1.2198886
4436,0.65453333
4437,0.31128192
4438,-0.23388209
4439,-0.45598595
4440,-0.99830116
4441,-1.2736946
4442,-1.4113913
4443,-1.5261386
4444,-1.5720375
4445,-1.4572902
4446,-1.2277957
4447,-0.58521102
4448,0.37866597
4449,1.1130484
4450,1.2048462
4451,1.0671495
4452,0.81470556
4453,0.37866597
4454,0.49341323
4455,0.63110994
4456,0.83765501
4457,0.72290775
4458,0.92945282
4459,1.2048462
4460,0.67700885
4461,0.14917145
4462,-0.17212088
4463,-0.37866595
4464,-0.96811603
4465,-1.3994791
4466,-1.4583013
4467,-1.5955532
4468,-1.5955532
4469,-1.3994791
4470,-1.1641901
4471,-0.22303434
4472,0.58086961
4473,1.0122327
4474,1.2083068
4475,1.0514475
4476,0.87498082
4477,0.5612622
4478,0.48283254
4479,0.62008443
4480,0.58086961
4481,0.93380306
4482,1.0514475
4483,0.97301789
4484,0.50243996
4485,0.12989911
4486,-0.18381951
4487,-0.57596778
4488,-0.88813553
4489,-1.1495266
4490,-1.505969
4491,-1.5534946
4492,-1.5534946
4493,-1.505969
4494,-1.2208151
4495,-0.79308424
4496,0.41881977
4497,0.8465506
4498,0.82278778
4499,0.75149931
4500,0.79902495
4501,0.20495436
4502,0.22871718
4503,0.58515954
4504,0.96536472
4505,0.96536472
4506,1.1792301
4507,1.3930956
4508,0.79902495
4509,0.53763389
4510,-0.056436704
4511,-0.27030212
4512,-0.65172771
4513,-1.3661828
4514,-1.4427316
4515,-1.4427316
4516,-1.4937641
4517,-1.4427316
4518,-1.4937641
4519,-0.80482524
4520,0.29237376
4521,1.0068289
4522,1.1854427
4523,1.210959
4524,1.0068289
4525,0.64960134
4526,0.70063385
4527,0.70063385
4528,1.3385402
4529,0.75166636
4530,0.57305257
4531,0.34340627
4532,-0.013821314
4533,0.26685751
4534,0.26685751
4535,-0.14140259
4536,0.40066425
4537,-0.40583411
4538,-0.96417915
4539,-0.90214082
4540,-1.3364091
4541,-1.1502941
4542,-0.77806414
4543,-1.4604858
4544,-1.2123325
4545,0.33862592
4546,0.95900929
4547,1.0830859
4548,0.95900929
4549,0.46270259
4550,0.27658758
4551,0.58677927
4552,-0.65398746
4553,-0.77806414
4554,-0.65398746
4555,-0.28175744
4556,0.83493262
4557,1.9516226
4558,1.5793926
4559,1.1451243
4560,1.1750734
4561,0.23501467
4562,-0.12654636
4563,-0.4881074
4564,-0.70504401
4565,-0.70504401
4566,-1.5727905
4567,-1.9343516
4568,-1.2112295
4569,-0.27117078
4570,0.6688879
4571,0.5242635
4572,0.4519513
4573,0.16270247
4574,-0.12654636
4575,-0.41579519
4576,-0.4881074
4577,-0.56041961
4578,-0.27117078
4579,0.090390257
4580,0.4519513
4581,0.5965757
4582,2.3320687
4583,2.1874443
4584,-0.91420779
4585,-1.0957526
4586,-1.4069722
4587,-1.4069722
4588,-1.4847772
4589,-1.4069722
4590,-1.5366471
4591,-0.65485807
4592,0.25286598
4593,1.1087201
4594,1.16059
4595,1.3161998
4596,1.16059
4597,0.74563045
4598,0.97904523
4599,0.9012403
4600,1.0827851
4601,0.71969548
4602,0.40847581
4603,0.25286598
4604,-0.084288667
4605,-0.21396353
4606,0.097256142
4607,0.019451224
4608,0.021728189
4609,-0.40493443
4610,-0.83159706
4611,-0.97381793
4612,-1.1634458
4613,-1.3056667
4614,-0.87900402
4615,-1.4004806
4616,-0.7841901
4617,0.021728189
4618,0.49579777
4619,0.6854256
4620,0.49579777
4621,0.069135147
4622,-0.26271356
4623,-0.45234139
4624,-0.59456226
4625,-0.54715531
4626,0.21135602
4627,1.7757857
4628,2.0602274
4629,1.7757857
4630,1.39653
4631,0.59061168
4632,-0.69159792
4633,-1.2853181
4634,-1.3885737
4635,-1.5950851
4636,-1.5434573
4637,-1.5176433
4638,-1.2853181
4639,-0.58834225
4640,0.52165629
4641,0.96049292
4642,0.98630684
4643,0.96049292
4644,0.6765398
4645,0.39258669
4646,0.28933101
4647,0.72816764
4648,0.49584237
4649,0.36677277
4650,1.2960739
4651,1.2186321
4652,1.1670043
4653,0.44421453
4654,-0.072063862
4655,-0.53671441
4656,-0.42981357
4657,-0.94558985
4658,-1.2984894
4659,-1.3799277
4660,-1.4613661
4661,-1.3527816
4662,-1.4885122
4663,-0.70127476
4664,0.46600839
4665,1.2532459
4666,1.3618303
4667,1.6332915
4668,1.4704148
4669,0.79176182
4670,0.7646157
4671,0.9003463
4672,0.6288851
4673,0.57459286
4674,0.16740107
4675,0.14025495
4676,-0.37552132
4677,-0.40266745
4678,-0.02262177
4679,-0.29408296
4680,-0.20376853
4681,-0.70436518
4682,-1.397499
4683,-1.4745139
4684,-1.6670511
4685,-1.5900362
4686,-1.0124247
4687,-0.70436518
4688,0.48936531
4689,1.2595141
4690,1.3750364
4691,0.98996197
4692,0.48936531
4693,0.1427984
4694,-0.24227596
4695,-0.24227596
4696,-0.20376853
4697,0.065783526
4698,1.2980215
4699,1.606081
4700,1.2595141
4701,0.64339506
4702,0.1427984
4703,-0.31929082
4704,0.9549031
4705,0.27722993
4706,-0.46204989
4707,-0.70847649
4708,-0.8316898
4709,-0.89329645
4710,-1.7557896
4711,-1.5709696
4712,-0.9549031
4713,0.27722993
4714,0.8316898
4715,0.89329645
4716,0.89329645
4717,0.27722993
4718,-0.27722993
4719,-0.21562328
4720,-0.46204989
4721,-0.58526319
4722,-0.58526319
4723,-0.21562328
4724,-0.030803328
4725,0.89329645
4726,2.1254295
4727,2.1254295
4728,-1.1357919
4729,-1.4564861
4730,-1.5967898
4731,-1.65692
4732,-1.5567031
4733,-1.4564861
4734,-0.9153147
4735,-0.37414325
4736,0.5278092
4737,0.96876372
4738,1.1291108
4739,0.94872033
4740,0.70819968
4741,0.46767903
4742,0.66811291
4743,0.54785258
4744,0.70819968
4745,0.76832984
4746,0.5278092
4747,1.2493711
4748,0.78837323
4749,0.50776581
4750,-0.053449039
4751,-0.31401309
4752,1.4048443
4753,0.79182131
4754,0.17879836
4755,-0.17150047
4756,-0.4342246
4757,-0.4342246
4758,-0.25907518
4759,-1.6602705
4760,-1.0472476
4761,-0.52179931
4762,0.0036489434
4763,0.26637307
4764,0.17879836
4765,-0.083925764
4766,-0.87209813
4767,-0.4342246
4768,-0.69694871
4769,-1.1348223
4770,-0.87209813
4771,-0.34664989
4772,0.26637307
4773,1.4048443
4774,2.2805914
4775,2.1930167
4776,-0.53437707
4777,-1.0919879
4778,-1.5380766
4779,-1.6124247
4780,-1.7239469
4781,-1.5009025
4782,-1.0176398
4783,-0.79459546
4784,0.39497435
4785,1.2499777
4786,1.2871517
4787,1.3614998
4788,1.1756295
4789,0.65519275
4790,0.76671492
4791,0.76671492
4792,0.76671492
4793,0.54367058
4794,0.20910407
4795,-0.088288387
4796,-0.12546244
4797,0.69236681
4798,0.13475596
4799,0.023233785
4800,0.87310195
4801,0.33234204
4802,-0.41120284
4803,-0.6815828
4804,-0.95196275
4805,-1.0195578
4806,-0.41120284
4807,-1.6279127
4808,-1.2899377
4809,-0.54639282
4810,0.12955707
4811,0.53512701
4812,0.53512701
4813,0.26474705
4814,-0.27601286
4815,-0.27601286
4816,-0.47879783
4817,-0.61398781
4818,-0.47879783
4819,-0.34360785
4820,0.67031698
4821,2.3601917
4822,2.0898117
4823,1.6166468
4824,-1.0865339
4825,-1.4191934
4826,-1.5300799
4827,-1.4376745
4828,-1.3822313
4829,-1.4376745
4830,-1.4007123
4831,-0.34729041
4832,0.61372608
4833,0.87246129
4834,0.90942346
4835,0.76157477
4836,0.59524499
4837,0.33650978
4838,0.41043413
4839,0.68765042
4840,0.83549911
4841,1.2605641
4842,1.2605641
4843,1.0572721
4844,0.72461259
4845,0.18866109
4846,-0.14399846
4847,-0.32880933
4848,-0.1734977
4849,-0.99804123
4850,-1.2041771
4851,-1.410313
4852,-1.5339945
4853,-1.4515402
4854,-1.0392684
4855,-0.66822382
4856,0.1563197
4857,1.2282263
4858,1.3106807
4859,1.3106807
4860,0.69227298
4861,0.23877405
4862,-0.21472488
4863,-0.1734977
4864,-0.25595205
4865,-0.29717923
4866,0.19754688
4867,1.9703155
4868,1.393135
4869,0.89840887
4870,0.28000123
4871,-0.25595205
4872,-0.17238814
4873,-0.7835824
4874,-1.1597019
4875,-1.3947767
4876,-1.4888065
4877,-1.4888065
4878,-1.3477617
4879,-0.17238814
4880,0.48582106
4881,1.3320901
4882,1.6611947
4883,1.42612
4884,0.8619406
4885,0.2037314
4886,-0.17238814
4887,-0.21940308
4888,-0.26641802
4889,-0.4544778
4890,-0.4544778
4891,0.39179118
4892,1.7552246
4893,1.0970154
4894,0.43880612
4895,-0.078358256
4896,-1.1578002
4897,-1.3178032
4898,-1.4778063
4899,-1.5666969
4900,-1.5666969
4901,-1.4600282
4902,-1.1222439
4903,-0.28667223
4904,0.35334016
4905,0.97557441
4906,1.0289088
4907,1.0822431
4908,0.90446192
4909,0.60223386
4910,0.60223386
4911,0.65556822
4912,0.83334944
4913,1.0289088
4914,1.0466869
4915,0.86890568
4916,0.46000889
4917,0.1400027
4918,-0.16222538
4919,-0.46445344
4920,-0.94694814
4921,-1.2333105
4922,-1.4676069
4923,-1.5977716
4924,-1.6498375
4925,-1.4676069
4926,-1.1552117
4927,-0.42628937
4928,0.45883054
4929,0.9013905
4930,1.109654
4931,0.9013905
4932,0.82329168
4933,0.4327976
4934,0.30263291
4935,0.58899524
4936,0.40676467
4937,0.97948932
4938,1.3179175
4939,1.2137858
4940,0.69312699
4941,0.32866585
4942,-0.087861164
4943,-0.42628937
4944,-0.56349014
4945,-0.76278771
4946,-1.5030358
4947,-1.4745647
4948,-1.5030358
4949,-1.5030358
4950,-1.7308045
4951,-0.73431663
4952,0.57535308
4953,1.2017169
4954,1.2017169
4955,1.3440723
4956,1.0593615
4957,0.68923741
4958,0.74617957
4959,0.91700605
4960,0.91700605
4961,0.71770849
4962,0.4045266
4963,0.20522903
4964,-0.022539612
4965,-0.16489501
4966,0.034402548
4967,-0.051010693
4968,1.0431286
4969,-0.034937331
4970,-0.75364793
4971,-0.39429263
4972,-0.99321813
4973,-0.75364793
4974,-0.51407773
4975,-1.2327883
4976,-0.51407773
4977,0.92334346
4978,1.522269
4979,1.522269
4980,1.0431286
4981,-0.034937331
4982,-0.87343303
4983,-1.4723585
4984,-0.39429263
4985,-0.75364793
4986,-0.63386283
4987,-0.39429263
4988,-0.63386283
4989,1.7618392
4990,1.2826988
4991,1.2826988
4992,-1.1148502
4993,-1.2294877
4994,-1.4587628
4995,-1.5504729
4996,-1.5046179
4997,-1.5275454
4998,-1.1607052
4999,-0.58751745
5000,0.37543798
5001,1.498886
5002,1.1091183
5003,0.94862575
5004,0.67349563
5005,0.32958296
5006,0.37543798
5007,0.51300305
5008,0.55885807
5009,0.44422051
5010,1.1779008
5011,1.1549733
5012,0.62764061
5013,0.51300305
5014,0.054452841
5015,-0.22067729
5016,-0.85666051
5017,-1.2034533
5018,-1.5007042
5019,-1.5254751
5020,-1.5007042
5021,-1.4263914
5022,-1.5007042
5023,-0.55940963
5024,0.65436481
5025,1.2488666
5026,1.2240957
5027,1.1993248
5028,0.95161568
5029,0.80299024
5030,1.0011575
5031,0.82776115
5032,0.82776115
5033,0.55528118
5034,0.28280119
5035,0.3075721
5036,-0.014449684
5037,-0.039220591
5038,0.23325938
5039,0.010321223
5040,-0.59915023
5041,-0.92595944
5042,-1.2527686
5043,-1.4978755
5044,-1.3889391
5045,-1.2527686
5046,-1.5523437
5047,-0.73532073
5048,0.62638432
5049,1.5523437
5050,1.6885142
5051,1.2527686
5052,1.089364
5053,0.59915022
5054,0.65361842
5055,0.84425713
5056,0.92595944
5057,0.65361842
5058,0.272341
5059,-2.4652778e-09
5060,-0.272341
5061,-0.35404332
5062,-0.1361705
5063,-0.1906387
5064,-0.98058699
5065,-1.2455562
5066,-1.5346136
5067,-1.7032304
5068,-1.5827898
5069,-1.5587017
5070,-1.1251157
5071,-0.18567922
5072,0.56105232
5073,1.1632552
5074,1.1873433
5075,1.115079
5076,0.72966912
5077,0.29608306
5078,0.41652363
5079,0.48878797
5080,0.46469986
5081,0.32017117
5082,0.58514043
5083,1.2836958
5084,0.94646214
5085,0.60922854
5086,0.0070256899
5087,-0.25794357
5088,-0.9284231
5089,-1.3455275
5090,-1.4772446
5091,-1.7187261
5092,-1.7187261
5093,-1.3455275
5094,-1.1259989
5095,0.015549942
5096,0.67413579
5097,1.2668631
5098,1.1790516
5099,1.0253816
5100,0.84975868
5101,0.4985129
5102,0.38874859
5103,0.45460718
5104,0.45460718
5105,0.38874859
5106,0.73999438
5107,1.2229573
5108,0.71804151
5109,0.41070145
5110,-0.16007295
5111,-0.46741301
5112,0.31561781
5113,-0.59701203
5114,-1.053327
5115,-1.2814844
5116,-1.0989584
5117,-1.2814844
5118,-0.55138054
5119,-1.3271159
5120,-0.59701203
5121,0.26998632
5122,0.63503826
5123,0.86319573
5124,0.68066976
5125,0.22435483
5126,-0.46011755
5127,-0.50574904
5128,-0.55138054
5129,-0.55138054
5130,-0.32322307
5131,1.7301941
5132,1.8670886
5133,1.8670886
5134,1.1369847
5135,0.58940677
5136,-1.1355205
5137,-1.3928062
5138,-1.5907183
5139,-1.6105095
5140,-1.6105095
5141,-1.3334326
5142,-1.1553117
5143,-0.027212901
5144,0.70506175
5145,1.0810947
5146,1.1602595
5147,0.90297382
5148,0.8436002
5149,0.46756727
5150,0.44777606
5151,0.40819364
5152,0.5665233
5153,0.40819364
5154,1.1602595
5155,1.1008859
5156,0.62589692
5157,0.46756727
5158,-0.10637773
5159,-0.38345462
5160,-0.030968151
5161,-0.59932495
5162,-1.0802423
5163,-1.3425608
5164,-1.47372
5165,-1.0802423
5166,-1.0802423
5167,-0.5556052
5168,-0.94908299
5169,-0.64304471
5170,0.10019111
5171,1.1057454
5172,0.9745862
5173,0.66854792
5174,-0.074687905
5175,-0.20584717
5176,-0.33700643
5177,-0.5556052
5178,0.36250964
5179,1.717822
5180,1.892701
5181,1.4555035
5182,1.1494652
5183,0.58110841
5184,0.80827891
5185,0.0076978914
5186,-0.60813367
5187,-0.79288313
5188,-0.9776326
5189,-1.1007989
5190,-1.8397968
5191,-1.9629631
5192,-0.85446629
5193,0.0076978914
5194,0.62352944
5195,0.86986207
5196,0.80827891
5197,0.31561367
5198,-0.17705157
5199,-0.23863473
5200,-0.17705157
5201,-0.17705157
5202,-0.17705157
5203,0.25403052
5204,0.62352944
5205,0.74669576
5206,2.1631084
5207,1.8551926
5208,-0.81884402
5209,-1.2746953
5210,-1.3506705
5211,-1.6039213
5212,-1.6039213
5213,-1.5785962
5214,-1.14807
5215,-0.7428688
5216,0.49805976
5217,1.0298863
5218,0.95391107
5219,0.77663556
5220,0.6500102
5221,0.16883382
5222,0.59936006
5223,0.52338484
5224,0.54870991
5225,0.42208455
5226,1.3844373
5227,1.4097624
5228,0.85261078
5229,0.54870991
5230,-0.0084416908
5231,-0.23636735
5232,-1.1294263
5233,-1.3954107
5234,-1.5646736
5235,-1.6130344
5236,-1.709756
5237,-1.5163128
5238,-0.91180267
5239,-0.25893181
5240,0.51484108
5241,1.288614
5242,1.1918924
5243,1.1435315
5244,0.9259079
5245,0.65992349
5246,0.7082843
5247,0.63574309
5248,0.7566451
5249,0.53902148
5250,0.29721745
5251,0.27303705
5252,0.39393906
5253,0.7324647
5254,0.15213503
5255,-0.1138494
5256,-0.83453801
5257,-1.484665
5258,-1.6596992
5259,-1.6096894
5260,-1.6346943
5261,-1.3096308
5262,-1.0345771
5263,-0.58448917
5264,0.69075994
5265,1.1908576
5266,1.1658527
5267,1.0158234
5268,0.79077947
5269,0.49072086
5270,0.51572575
5271,0.54073063
5272,0.54073063
5273,0.31568667
5274,0.34069156
5275,1.1658527
5276,0.96581366
5277,0.5907404
5278,0.11564759
5279,-0.28443056
5280,-0.98381213
5281,-1.0871899
5282,-1.4800256
5283,-1.5420523
5284,-1.5834034
5285,-1.3973234
5286,-1.2939455
5287,-0.32219416
5288,0.60820608
5289,1.1044196
5290,1.2698241
5291,1.0423929
5292,0.9183395
5293,0.40145047
5294,0.40145047
5295,0.50482828
5296,0.58753052
5297,1.0423929
5298,1.1457707
5299,0.95969062
5300,0.44280159
5301,0.1740193
5302,-0.34286972
5303,-0.5703009
5304,-0.96069078
5305,-1.3150439
5306,-1.4095381
5307,-1.6457736
5308,-1.6693971
5309,-1.4095381
5310,-1.1260556
5311,-0.44097282
5312,0.4330983
5313,1.0473104
5314,1.1181811
5315,1.0000634
5316,0.74020437
5317,0.2677335
5318,0.22048641
5319,0.40947476
5320,0.6457102
5321,0.90556918
5322,1.2599223
5323,1.2126752
5324,0.71658083
5325,0.38585122
5326,-0.1102432
5327,-0.27560801
5328,-0.6937758
5329,-1.1622076
5330,-1.3751311
5331,-1.4177158
5332,-1.5028852
5333,-1.4603005
5334,-1.0770381
5335,-0.7363605
5336,0.072748872
5337,0.88185825
5338,1.2225359
5339,1.6057982
5340,1.3077053
5341,0.88185825
5342,0.83927355
5343,0.92444295
5344,1.0521971
5345,0.71151943
5346,0.3282571
5347,0.11533357
5348,-0.35309817
5349,-0.52343698
5350,-0.012420536
5351,0.3708418
5352,-0.42980032
5353,-1.0146832
5354,-1.1741967
5355,-1.5198094
5356,-1.413467
5357,-1.4400526
5358,-1.546395
5359,-0.77541294
5360,0.42093845
5361,1.1653349
5362,1.4577763
5363,1.4046052
5364,1.1653349
5365,0.87289342
5366,0.9260646
5367,1.0324069
5368,0.79313666
5369,0.63362315
5370,0.23483935
5371,0.128497
5372,-0.2702868
5373,-0.11077328
5374,-0.16394445
5375,-0.37662914
5376,-0.60929763
5377,-0.97357522
5378,-1.1817339
5379,-1.4939718
5380,-1.5460115
5381,-1.4939718
5382,-1.6500908
5383,-0.55725798
5384,0.37945583
5385,1.0559714
5386,1.3161696
5387,1.3682093
5388,1.0039317
5389,1.0559714
5390,0.69169377
5391,0.89985239
5392,0.95189205
5393,0.43149549
5394,0.11925755
5395,-0.19298039
5396,-0.34909936
5397,0.84781274
5398,0.22333686
5399,-0.29705971
5400,-0.78336904
5401,-1.2859436
5402,-1.4458537
5403,-1.468698
5404,-1.6286081
5405,-1.5600752
5406,-1.2174107
5407,-0.48639318
5408,0.58728882
5409,1.2497735
5410,1.1583963
5411,1.3183064
5412,1.1127077
5413,0.70151031
5414,0.61013312
5415,0.7700432
5416,0.72435461
5417,0.47306733
5418,0.42737873
5419,0.42737873
5420,0.61013312
5421,0.40453443
5422,-0.12088441
5423,-0.57777037
5424,-0.38380847
5425,-0.7350908
5426,-1.2424986
5427,-1.5547496
5428,-1.4376555
5429,-1.28153
5430,-0.969279
5431,-0.69605943
5432,0.43585029
5433,1.56776
5434,1.4116346
5435,1.2164777
5436,0.90422672
5437,0.16263071
5438,-0.22768299
5439,-0.22768299
5440,-0.18865162
5441,-0.22768299
5442,-0.22768299
5443,1.6458228
5444,1.5287287
5445,0.90422672
5446,0.0065052251
5447,-0.38380847
5448,0.37346372
5449,-0.047622894
5450,-0.52886474
5451,-0.76948566
5452,-1.0101066
5453,-1.130417
5454,-1.7921246
5455,-1.8522798
5456,-0.70933043
5457,0.49377419
5458,0.9148608
5459,1.1554817
5460,0.9148608
5461,0.37346372
5462,0.43361896
5463,0.25315326
5464,-0.34839904
5465,-0.46870951
5466,-0.58901997
5467,-0.46870951
5468,0.31330849
5469,0.61408465
5470,1.997655
5471,1.8773445
5472,0.18444349
5473,-0.36130711
5474,-0.84641875
5475,-0.96769665
5476,-1.0889746
5477,-0.84641875
5478,-0.54322397
5479,-0.96769665
5480,-0.30066815
5481,0.48763826
5482,0.73019408
5483,0.73019408
5484,0.42699931
5485,-0.058112327
5486,-0.48258502
5487,-0.78577979
5488,-0.9070577
5489,-0.72514084
5490,-0.66450188
5491,-0.058112327
5492,0.79083304
5493,2.3068069
5494,2.185529
5495,1.7610563
5496,0.013716411
5497,-0.77634935
5498,-0.90802698
5499,-1.4347375
5500,-1.5664151
5501,-1.5005763
5502,-0.97386579
5503,-1.1055434
5504,-0.052122403
5505,1.1329763
5506,1.6596868
5507,1.593848
5508,1.4621703
5509,0.079555224
5510,-0.38131647
5511,-0.052122403
5512,-0.11796122
5513,-0.31547766
5514,-0.18380003
5515,0.27707167
5516,0.40874929
5517,1.593848
5518,0.86962098
5519,0.27707167
5520,-0.42461124
5521,-0.98492297
5522,-1.2300593
5523,-1.4401762
5524,-1.6502931
5525,-1.4401762
5526,-1.0199424
5527,-0.66974763
5528,-0.73978659
5529,0.065661523
5530,0.55593429
5531,0.7310317
5532,0.69601222
5533,0.38083687
5534,-0.17947486
5535,-0.07441641
5536,-0.039396927
5537,0.55593429
5538,1.5014603
5539,1.6765577
5540,1.5714993
5541,1.2213045
5542,0.7310317
5543,0.20573946
5544,-0.7225603
5545,-0.94529448
5546,-1.2634862
5547,-1.5816778
5548,-1.5816778
5549,-1.6771353
5550,-1.3271245
5551,-0.78619863
5552,0.61384479
5553,1.3775048
5554,1.4411432
5555,1.3456857
5556,1.0593132
5557,0.45474895
5558,0.7093023
5559,0.58202562
5560,0.83657897
5561,0.42292978
5562,0.13655727
5563,0.1047381
5564,-0.086176923
5565,0.7093023
5566,0.2001956
5567,-0.022538586
5568,0.35757055
5569,-7.2222217e-10
5570,-0.83433131
5571,-1.1919018
5572,-1.4898773
