Time,root.Coffee.d0.s0
3390,-1.0044794
3391,-1.0646076
3392,-1.0939009
3393,-1.1073536
3394,-1.1071963
3395,-1.1005293
3396,-1.1054245
3397,-1.1236059
3398,-1.1670907
3399,-1.2446719
3400,-1.3414287
3401,-1.463149
3402,-1.5587734
3403,-1.6404253
3404,-1.6998401
3405,-1.7392656
3406,-1.7670948
3407,-1.7850814
3408,-1.798762
3409,-1.8086015
3410,-1.8158314
3411,-1.8215127
3412,-1.8276237
3413,-1.8320294
3414,-1.8355128
3415,-1.8383013
3416,-1.8405764
3417,-1.8425275
3418,-1.8448918
3419,-1.8477627
3420,-1.8504647
3421,-1.85232
3422,-1.8544655
3423,-1.8562345
3424,-1.8583913
3425,-1.8608136
3426,-1.8623078
3427,-1.8637316
3428,-1.8652529
3429,-1.8665835
3430,-1.8681628
3431,-1.8698537
3432,-0.61427703
3433,-0.59355475
3434,-0.59201629
3435,-0.65801173
3436,-0.75773855
3437,-0.83896355
3438,-0.90983817
3439,-0.96518466
3440,-0.97911588
3441,-0.98882543
3442,-0.99106979
3443,-0.96586834
3444,-0.96893202
3445,-0.97856629
3446,-0.97717235
3447,-0.98415136
3448,-0.99829061
3449,-1.0057719
3450,-0.99197496
3451,-0.97875839
3452,-0.97956167
3453,-0.98906331
3454,-1.006294
3455,-1.0291997
3456,-1.0431756
3457,-1.0376779
3458,-1.0265168
3459,-1.0301903
3460,-1.0451982
3461,-1.0585046
3462,-1.0650583
3463,-1.0674404
3464,-1.0650936
3465,-1.0523615
3466,-1.0324319
3467,-1.0089176
3468,-0.99135154
3469,-0.95814326
3470,-0.91207209
3471,-0.87425639
3472,-0.83015736
3473,-0.78734433
3474,-0.73938562
3475,-0.67255637
3476,-0.60106203
3477,-0.5661646
3478,-0.56142904
3479,-0.5549296
3480,-0.53831216
3481,-0.4868608
3482,-0.45134826
3483,-0.39874308
3484,-0.28628846
3485,-0.18839183
3486,-0.093321914
3487,0.026097585
3488,0.19723673
3489,0.41127811
3490,0.50579272
3491,0.57349145
3492,0.64216044
3493,0.66971418
3494,0.66895533
3495,0.66059898
3496,0.72629012
3497,0.81343961
3498,0.93100557
3499,1.0094449
3500,0.99333153
3501,1.0202285
3502,1.1479875
3503,1.1717974
3504,1.1056165
3505,1.0573937
3506,1.0429054
3507,0.97197214
3508,0.89617793
3509,0.84470862
3510,0.77789744
3511,0.79927355
3512,0.94010148
3513,0.94882597
3514,0.83202952
3515,0.7643612
3516,0.67568502
3517,0.61186437
3518,0.56960518
3519,0.59388003
3520,0.65549258
3521,0.67793207
3522,0.71801175
3523,0.78126016
3524,0.69562691
3525,0.57184583
3526,0.50499078
3527,0.4799049
3528,0.46625263
3529,0.40864047
3530,0.38374445
3531,0.30425125
3532,0.23944429
3533,0.24113525
3534,0.22356877
3535,0.202216
3536,0.22417031
3537,0.22330464
3538,0.20585631
3539,0.19547273
3540,0.22068316
3541,0.28514328
3542,0.31677954
3543,0.41537072
3544,0.46747254
3545,0.49502247
3546,0.52788448
3547,0.54185889
3548,0.63274239
3549,0.66654177
3550,0.73228699
3551,0.76918203
3552,0.72332001
3553,0.72516783
3554,0.75743312
3555,0.77487449
3556,0.75528852
3557,0.67781627
3558,0.58113843
3559,0.52029585
3560,0.45739091
3561,0.41741501
3562,0.4111227
3563,0.38499364
3564,0.30310416
3565,0.23974905
3566,0.20124923
3567,0.19666245
3568,0.22123678
3569,0.20246229
3570,0.19339399
3571,0.21082515
3572,0.23303405
3573,0.31519878
3574,0.45165727
3575,0.59358852
3576,0.69430983
3577,0.79531592
3578,0.88758831
3579,0.93139325
3580,0.93754553
3581,0.92506144
3582,0.9892765
3583,1.0713846
3584,1.1430289
3585,1.0723125
3586,1.0143347
3587,1.0237046
3588,1.0374653
3589,1.0123654
3590,0.95379167
3591,0.89481665
3592,0.74679113
3593,0.64918983
3594,0.62340334
3595,0.55460363
3596,0.5442885
3597,0.53478248
3598,0.4459472
3599,0.37415102
3600,0.26993067
3601,0.18191415
3602,0.033864401
3603,-0.089438899
3604,-0.21751849
3605,-0.32699998
3606,-0.3867554
3607,-0.44047332
3608,-0.47471906
3609,-0.48514696
3610,-0.48303928
3611,-0.47621219
3612,-0.4671357
3613,-0.39695496
3614,-0.30139447
3615,-0.25602661
3616,-0.23755912
3617,-0.19887191
3618,-0.22132206
3619,-0.26308922
3620,-0.29552956
3621,-0.30085824
3622,-0.21419247
3623,-0.11905612
3624,-0.0098487519
3625,0.098337202
3626,0.19438264
3627,0.32485807
3628,0.4455446
3629,0.59675229
3630,0.72029616
3631,0.90808629
3632,1.0857253
3633,1.2115634
3634,1.2962558
3635,1.4076332
3636,1.5867637
3637,1.7423674
3638,1.7918691
3639,1.9587413
3640,1.9557708
3641,1.8574587
3642,1.8647199
3643,1.6629089
3644,1.5192021
3645,1.5175177
3646,1.5392089
3647,1.5446791
3648,1.5261914
3649,1.6711148
3650,1.7261321
3651,1.7282087
3652,1.7268454
3653,1.5081253
3654,1.2317211
3655,1.0279673
3656,0.83788412
3657,0.68332415
3658,0.65401336
3659,0.74938523
3660,0.90400074
3661,1.036868
3662,1.1382698
3663,1.351924
3664,1.399372
3665,1.1914527
3666,0.90754198
3667,0.53584833
3668,0.26417358
3669,0.060131925
3670,-0.17265084
3671,-0.38907762
3672,-0.59970411
3673,-0.74217698
3674,-0.89122919
3675,-0.99996933
3676,-1.0868652
3677,-1.145203
3678,-1.1769083
3679,-1.1942484
3680,-1.2066427
3681,-1.2103813
3682,-1.2087516
3683,-1.2211572
3684,-1.2633435
3685,-1.3309273
3686,-1.4021648
3687,-1.4874757
3688,-1.5573888
3689,-1.6160546
3690,-1.6592836
3691,-1.6890177
3692,-1.7102435
3693,-1.7242412
3694,-1.7351433
3695,-1.7416293
3696,-1.7467817
3697,-1.751761
3698,-1.7563144
3699,-1.7607493
3700,-1.7642376
3701,-1.7658462
3702,-1.7682133
3703,-1.7702954
3704,-1.7721002
3705,-1.7748764
3706,-1.7775568
3707,-1.7789038
3708,-1.7804295
3709,-1.7824147
3710,-1.7840349
3711,-1.7853651
3712,-1.7865642
3713,-1.7892147
3714,-1.791107
3715,-1.7918251
3716,-1.7933111
3717,-1.7945472
3718,-0.58432694
3719,-0.56087781
3720,-0.58063746
3721,-0.65223592
3722,-0.74986651
3723,-0.83602688
3724,-0.88269054
3725,-0.91703879
3726,-0.93241402
3727,-0.93592519
3728,-0.94930786
3729,-0.95465127
3730,-0.96022209
3731,-0.97704852
3732,-0.98262942
3733,-0.97528157
3734,-0.97096838
3735,-0.96639116
3736,-0.94998908
3737,-0.94051141
3738,-0.94617422
3739,-0.95796216
3740,-0.97125057
3741,-0.98649126
3742,-0.99948055
3743,-0.99730848
3744,-0.98511602
3745,-0.98691164
3746,-1.0071916
3747,-1.0327075
3748,-1.0434168
3749,-1.0243197
3750,-1.0085833
3751,-1.0149424
3752,-1.0050994
3753,-0.98248512
3754,-0.95951769
3755,-0.9339424
3756,-0.89041163
3757,-0.83217297
3758,-0.79630518
3759,-0.77479536
3760,-0.73773384
3761,-0.6877027
3762,-0.64264766
3763,-0.62557367
3764,-0.63250602
3765,-0.62030227
3766,-0.58314297
3767,-0.52127341
3768,-0.44907
3769,-0.38630079
3770,-0.31627495
3771,-0.20835994
3772,-0.04464269
3773,0.11118171
3774,0.26496141
3775,0.4275252
3776,0.51103851
3777,0.61583848
3778,0.71215789
3779,0.73084797
3780,0.73922755
3781,0.76483121
3782,0.88159987
3783,0.97518298
3784,0.98404808
3785,1.0080819
3786,1.1387871
3787,1.2371849
3788,1.2327625
3789,1.2335305
3790,1.2387584
3791,1.2441375
3792,1.1983139
3793,1.1434738
3794,1.0013281
3795,0.86624265
3796,0.86060898
3797,0.86535689
3798,0.91098362
3799,0.92919383
3800,0.81168996
3801,0.75482684
3802,0.67327359
3803,0.54125478
3804,0.55566844
3805,0.60576501
3806,0.56739277
3807,0.58115495
3808,0.5854114
3809,0.54429432
3810,0.49347168
3811,0.41745372
3812,0.37469965
3813,0.37946159
3814,0.31385205
3815,0.2514625
3816,0.22407663
3817,0.16955598
3818,0.13084069
3819,0.10862113
3820,0.10592129
3821,0.13409286
3822,0.17054028
3823,0.14985658
3824,0.14946594
3825,0.17511964
3826,0.15717468
3827,0.17742091
3828,0.2541631
3829,0.30921885
3830,0.34785009
3831,0.3907117
3832,0.4431701
3833,0.4804923
3834,0.49419103
3835,0.53780585
3836,0.58928194
3837,0.59546198
3838,0.58880481
3839,0.61131906
3840,0.61614095
3841,0.59905705
3842,0.58504623
3843,0.55510635
3844,0.47600995
3845,0.41105067
3846,0.39027164
3847,0.3505928
3848,0.29714536
3849,0.2517996
3850,0.24011202
3851,0.22545294
3852,0.20735805
3853,0.19407818
3854,0.17588383
3855,0.2013162
3856,0.22009505
3857,0.25627463
3858,0.31138498
3859,0.34571752
3860,0.42664417
3861,0.59373058
3862,0.76775421
3863,0.84199775
3864,0.95911236
3865,1.0598112
3866,1.0115944
3867,0.95266904
3868,1.039913
3869,1.1633556
3870,1.1840152
3871,1.1302578
3872,1.0887263
3873,1.073948
3874,1.0878262
3875,1.0850065
3876,1.0084135
3877,0.90570581
3878,0.81373757
3879,0.73924234
3880,0.68191431
3881,0.60854432
3882,0.56384896
3883,0.54673714
3884,0.4969708
3885,0.45667023
3886,0.33679782
3887,0.20385939
3888,0.080655796
3889,-0.03915484
3890,-0.17684805
3891,-0.27785939
3892,-0.36523378
3893,-0.43584229
3894,-0.45366095
3895,-0.44806099
3896,-0.43728358
3897,-0.44157542
3898,-0.45063514
3899,-0.39266799
3900,-0.34068793
3901,-0.3126956
3902,-0.29120546
3903,-0.27394462
3904,-0.27855875
3905,-0.29070378
3906,-0.28285593
3907,-0.26984909
3908,-0.18813385
3909,-0.095580336
3910,0.024142594
3911,0.12286547
3912,0.23162994
3913,0.37374708
3914,0.46112833
3915,0.63245975
3916,0.76679477
3917,0.98045454
3918,1.1400243
3919,1.2914282
3920,1.4440639
3921,1.6044669
3922,1.7989047
3923,1.9239187
3924,2.0212058
3925,2.1171407
3926,2.1771109
3927,2.1602473
3928,2.043563
3929,1.8917938
3930,1.7998625
3931,1.6395228
3932,1.547064
3933,1.643501
3934,1.6573366
3935,1.5664007
3936,1.5283266
3937,1.54522
3938,1.5469653
3939,1.4161947
3940,1.1306523
3941,0.87804843
3942,0.74718232
3943,0.63523128
3944,0.55595794
3945,0.632788
3946,0.71704125
3947,0.80717558
3948,0.9306249
3949,1.0899525
3950,1.1438971
3951,0.96168392
3952,0.6850928
3953,0.37158796
3954,0.11156168
3955,-0.086287538
3956,-0.26510865
3957,-0.42072287
3958,-0.61055523
3959,-0.75940809
3960,-0.89967865
3961,-1.0133741
3962,-1.1120411
3963,-1.1736058
3964,-1.2147259
3965,-1.2374824
3966,-1.2455389
3967,-1.2506003
3968,-1.256445
3969,-1.2729734
3970,-1.3081615
3971,-1.3620623
3972,-1.4249703
3973,-1.4969208
3974,-1.5541363
3975,-1.6014162
3976,-1.6354394
3977,-1.6583472
3978,-1.6741769
3979,-1.6846503
3980,-1.6930115
3981,-1.6997031
3982,-1.7048615
3983,-1.7085226
3984,-1.712672
3985,-1.7164736
3986,-1.7195552
3987,-1.721877
3988,-1.7239988
3989,-1.7256883
3990,-1.7274242
3991,-1.7300132
3992,-1.7324891
3993,-1.7337905
3994,-1.7352576
3995,-1.7369318
3996,-1.7390034
3997,-1.7411594
3998,-1.7427409
3999,-1.7439239
4000,-1.7449517
4001,-1.7461427
4002,-1.7473527
4003,-1.7482243
4004,-0.51973881
4005,-0.47788275
4006,-0.49268718
4007,-0.54664986
4008,-0.61995953
4009,-0.73531553
4010,-0.81836559
4011,-0.85881368
4012,-0.88165407
4013,-0.89001838
4014,-0.89391573
4015,-0.89494972
4016,-0.89164349
4017,-0.90922861
4018,-0.94661508
4019,-0.98214795
4020,-0.9938689
4021,-0.99364411
4022,-1.0050187
4023,-1.003651
4024,-0.99423152
4025,-1.0042822
4026,-1.0415388
4027,-1.0812552
4028,-1.115982
4029,-1.1274382
4030,-1.102813
4031,-1.0907762
4032,-1.1069408
4033,-1.1222267
4034,-1.1243753
4035,-1.1084805
4036,-1.0907268
4037,-1.0942234
4038,-1.0873448
4039,-1.0584987
4040,-1.0363628
4041,-1.0007961
4042,-0.94565155
4043,-0.87037529
4044,-0.79564702
4045,-0.75156268
4046,-0.67700044
4047,-0.57082656
4048,-0.50742604
4049,-0.49965177
4050,-0.50553744
4051,-0.52093095
4052,-0.51330287
4053,-0.48280419
4054,-0.46599017
4055,-0.40878265
4056,-0.35982262
4057,-0.25926854
4058,-0.092216728
4059,0.021707894
4060,0.13926518
4061,0.27099625
4062,0.37103793
4063,0.43932345
4064,0.51143573
4065,0.4973077
4066,0.53717794
4067,0.67942635
4068,0.69553746
4069,0.70636176
4070,0.75304967
4071,0.76900754
4072,0.77902275
4073,0.74233692
4074,0.77425421
4075,0.87155126
4076,0.90794159
4077,0.86691816
4078,0.84939849
4079,0.78284187
4080,0.68590194
4081,0.64188843
4082,0.5908413
4083,0.67153742
4084,0.71613714
4085,0.73096295
4086,0.77857031
4087,0.68948014
4088,0.60276458
4089,0.58113507
4090,0.5486901
4091,0.55434323
4092,0.61519321
4093,0.65226734
4094,0.71429119
4095,0.74779894
4096,0.73509846
4097,0.69131559
4098,0.65119954
4099,0.6199178
4100,0.58159361
4101,0.53135974
4102,0.51281264
4103,0.45829289
4104,0.33909795
4105,0.25811876
4106,0.23904469
4107,0.23289612
4108,0.2114072
4109,0.21093207
4110,0.23968991
4111,0.22952444
4112,0.19716928
4113,0.25186127
4114,0.3595444
4115,0.45416419
4116,0.51323057
4117,0.53187728
4118,0.57084777
4119,0.67457849
4120,0.71890279
4121,0.74771271
4122,0.81630197
4123,0.85398357
4124,0.8747758
4125,0.90391477
4126,0.93897406
4127,0.93787437
4128,0.92325209
4129,0.83632296
4130,0.71961812
4131,0.63804793
4132,0.54067814
4133,0.48009188
4134,0.44339196
4135,0.38483918
4136,0.38658982
4137,0.36982752
4138,0.32880265
4139,0.26634189
4140,0.24378493
4141,0.25316699
4142,0.20048842
4143,0.22229971
4144,0.27137858
4145,0.30116731
4146,0.38090886
4147,0.50004408
4148,0.64967775
4149,0.77935038
4150,0.84620166
4151,0.89628992
4152,0.86333792
4153,0.84499208
4154,0.9362286
4155,1.0026449
4156,1.0132887
4157,0.99487837
4158,1.0135897
4159,1.0713794
4160,1.0115746
4161,0.91933826
4162,0.85909002
4163,0.78314704
4164,0.72743814
4165,0.66075694
4166,0.57668436
4167,0.59559838
4168,0.6127571
4169,0.5811334
4170,0.5745189
4171,0.53587603
4172,0.43792863
4173,0.31499077
4174,0.1848528
4175,0.06060469
4176,-0.078674311
4177,-0.19493662
4178,-0.27315041
4179,-0.333708
4180,-0.3563168
4181,-0.35878862
4182,-0.33733159
4183,-0.32537857
4184,-0.34080731
4185,-0.25005859
4186,-0.12421535
4187,-0.074725245
4188,-0.066004646
4189,-0.032841119
4190,-0.066248185
4191,-0.096981692
4192,-0.11230103
4193,-0.12321133
4194,-0.054362051
4195,0.031796685
4196,0.17114042
4197,0.32918104
4198,0.32767609
4199,0.32490196
4200,0.43297602
4201,0.57440352
4202,0.66455551
4203,0.83296405
4204,0.97571364
4205,1.0929554
4206,1.167281
4207,1.238797
4208,1.3994329
4209,1.5113232
4210,1.5244182
4211,1.4795706
4212,1.4394364
4213,1.3959607
4214,1.4187667
4215,1.4448561
4216,1.3509802
4217,1.2828178
4218,1.3768843
4219,1.3896981
4220,1.4144624
4221,1.6770375
4222,1.6201117
4223,1.6659887
4224,1.8320826
4225,1.8242258
4226,1.6815023
4227,1.3661187
4228,1.1070131
4229,0.96164473
4230,0.95672927
4231,1.0007815
4232,1.1559375
4233,1.2854116
4234,1.3380279
4235,1.5427143
4236,1.6258492
4237,1.5911673
4238,1.3142132
4239,0.737238
4240,0.3143286
4241,0.081547888
4242,-0.1739613
4243,-0.40910478
4244,-0.62814181
4245,-0.79167586
4246,-0.95590207
4247,-1.0842884
4248,-1.1846736
4249,-1.2368222
4250,-1.2646269
4251,-1.2763662
4252,-1.2767657
4253,-1.2680517
4254,-1.260516
4255,-1.2717905
4256,-1.3066718
4257,-1.3692746
4258,-1.4441218
4259,-1.5372359
4260,-1.6144373
4261,-1.6794039
4262,-1.7252304
4263,-1.7553457
4264,-1.7767254
4265,-1.7903401
4266,-1.8005396
4267,-1.8080297
4268,-1.8146375
4269,-1.8206318
4270,-1.8255808
4271,-1.8285963
4272,-1.8320983
4273,-1.8357082
4274,-1.8373825
4275,-1.8388871
4276,-1.8415657
4277,-1.8444545
4278,-1.847031
4279,-1.8487664
4280,-1.850951
4281,-1.85381
4282,-1.8565163
4283,-1.858637
4284,-1.8608196
4285,-1.8630136
4286,-1.8646391
4287,-1.8663786
4288,-1.8678753
4289,-1.8686068
4290,-0.40727383
4291,-0.38262992
4292,-0.44092884
4293,-0.52708256
4294,-0.59484591
4295,-0.69076724
4296,-0.77191679
4297,-0.79735013
4298,-0.82758478
4299,-0.84397153
4300,-0.85457335
4301,-0.85666829
4302,-0.85052255
4303,-0.86269171
4304,-0.87542081
4305,-0.89727555
4306,-0.90475778
4307,-0.89757468
4308,-0.89358691
4309,-0.89440764
4310,-0.90743107
4311,-0.93228936
4312,-0.96256848
4313,-0.98720834
4314,-1.0069849
4315,-1.0218726
4316,-1.0132979
4317,-0.9913819
4318,-1.0049536
4319,-1.030145
4320,-1.0222198
4321,-0.99766014
4322,-0.989191
4323,-0.98768682
4324,-0.98473013
4325,-0.97138077
4326,-0.94951495
4327,-0.92007603
4328,-0.86499566
4329,-0.81567941
4330,-0.76115912
4331,-0.68959274
4332,-0.62700903
4333,-0.54791999
4334,-0.49227685
4335,-0.48455133
4336,-0.49225768
4337,-0.51374652
4338,-0.51308868
4339,-0.48036249
4340,-0.43872969
4341,-0.39048135
4342,-0.32013379
4343,-0.23236616
4344,-0.09180219
4345,0.065427596
4346,0.17134396
4347,0.34029616
4348,0.51025026
4349,0.55488601
4350,0.59263434
4351,0.60423938
4352,0.64558129
4353,0.69009113
4354,0.66012746
4355,0.71261748
4356,0.76356456
4357,0.88354846
4358,1.016597
4359,1.0248195
4360,1.111327
4361,1.1350141
4362,1.1600372
4363,1.183902
4364,1.106039
4365,0.94866577
4366,0.84685426
4367,0.83982356
4368,0.8368769
4369,0.84206477
4370,0.83314289
4371,0.89719635
4372,0.89317714
4373,0.82275487
4374,0.73317166
4375,0.68631835
4376,0.65742737
4377,0.60431813
4378,0.6574943
4379,0.74143315
4380,0.80413903
4381,0.77404002
4382,0.70528242
4383,0.64123615
4384,0.57923752
4385,0.55701928
4386,0.52286871
4387,0.49585245
4388,0.46987385
4389,0.42145664
4390,0.33550952
4391,0.25222656
4392,0.24188869
4393,0.25266238
4394,0.2471875
4395,0.22333274
4396,0.19293475
4397,0.19468924
4398,0.21162364
4399,0.27831639
4400,0.40501749
4401,0.52933394
4402,0.59028533
4403,0.59739253
4404,0.60573922
4405,0.61693659
4406,0.66150722
4407,0.71965627
4408,0.77066353
4409,0.81627197
4410,0.81510091
4411,0.8175893
4412,0.852766
4413,0.86454906
4414,0.86207055
4415,0.86113918
4416,0.76264517
4417,0.58664939
4418,0.49141165
4419,0.46042244
4420,0.39399423
4421,0.3294831
4422,0.27141894
4423,0.23496459
4424,0.25994714
4425,0.26327243
4426,0.20328549
4427,0.17047202
4428,0.16443198
4429,0.14408246
4430,0.19436855
4431,0.27489798
4432,0.36308541
4433,0.49821164
4434,0.61441901
4435,0.70639314
4436,0.77575993
4437,0.8303181
4438,0.83095363
4439,0.84104597
4440,0.89381806
4441,0.92999245
4442,0.9783167
4443,0.92027424
4444,0.87864175
4445,0.92961742
4446,0.94916178
4447,0.90427376
4448,0.80938185
4449,0.67329971
4450,0.56969837
4451,0.54943883
4452,0.56444776
4453,0.56137744
4454,0.5010297
4455,0.42066884
4456,0.39389976
4457,0.41577471
4458,0.31829965
4459,0.23452338
4460,0.11072089
4461,-0.036221777
4462,-0.1393885
4463,-0.24932766
4464,-0.34327936
4465,-0.40379942
4466,-0.39530947
4467,-0.39578361
4468,-0.40255441
4469,-0.38388961
4470,-0.40565422
4471,-0.35298409
4472,-0.25169912
4473,-0.19256586
4474,-0.14902691
4475,-0.11668997
4476,-0.17203414
4477,-0.23595734
4478,-0.29843102
4479,-0.32731885
4480,-0.20901968
4481,-0.093082241
4482,0.032817137
4483,0.10544558
4484,0.1768335
4485,0.26757115
4486,0.30810595
4487,0.39258303
4488,0.47703301
4489,0.6660371
4490,0.85071492
4491,0.97123584
4492,1.118299
4493,1.2847239
4494,1.4004946
4495,1.553084
4496,1.6314851
4497,1.5967152
4498,1.5956061
4499,1.5456086
4500,1.4093129
4501,1.313823
4502,1.1876143
4503,1.1375414
4504,1.2340757
4505,1.390712
4506,1.4032779
4507,1.4714115
4508,1.5208578
4509,1.8262565
4510,1.9937268
4511,1.7929727
4512,1.5527447
4513,1.2861609
4514,1.1067361
4515,0.93043321
4516,0.80236343
4517,0.93286845
4518,1.0979742
4519,1.147445
4520,1.2589919
4521,1.695094
4522,1.9097135
4523,1.5998169
4524,1.1715978
4525,0.74315306
4526,0.37700413
4527,0.086087769
4528,-0.16359254
4529,-0.37168317
4530,-0.58431536
4531,-0.74573203
4532,-0.91374015
4533,-1.0331069
4534,-1.1294763
4535,-1.1908127
4536,-1.2333586
4537,-1.236153
4538,-1.2215701
4539,-1.2113039
4540,-1.1986136
4541,-1.2099549
4542,-1.2429989
4543,-1.3073518
4544,-1.3981116
4545,-1.5153536
4546,-1.6096477
4547,-1.6898235
4548,-1.7481867
4549,-1.7865674
4550,-1.8152549
4551,-1.8346865
4552,-1.8466612
4553,-1.8553897
4554,-1.8648135
4555,-1.8716397
4556,-1.877582
4557,-1.8830678
4558,-1.8876112
4559,-1.8907737
4560,-1.8939634
4561,-1.897052
4562,-1.8998215
4563,-1.9035037
4564,-1.9072286
4565,-1.9095264
4566,-1.9122849
4567,-1.9152754
4568,-1.9178391
4569,-1.9209708
4570,-1.9240658
4571,-1.9268692
4572,-1.9293375
4573,-1.9309771
4574,-1.9328453
4575,-1.9341239
4576,-0.54327633
4577,-0.50546034
4578,-0.50130697
4579,-0.54671129
4580,-0.63468499
4581,-0.71180884
4582,-0.78801404
4583,-0.85518225
4584,-0.89254199
4585,-0.9071128
4586,-0.88818139
4587,-0.86759001
4588,-0.86377982
4589,-0.86816373
4590,-0.91614505
4591,-0.97108193
4592,-0.98124428
4593,-0.98951457
4594,-1.0078745
4595,-1.0063362
4596,-1.0047009
4597,-1.0259927
4598,-1.0548509
4599,-1.0813099
4600,-1.1007868
4601,-1.098959
4602,-1.0879175
4603,-1.0758465
4604,-1.0721559
4605,-1.089215
4606,-1.096547
4607,-1.0906176
4608,-1.0877201
4609,-1.0779942
4610,-1.0584602
4611,-1.0474026
4612,-1.0437387
4613,-1.0071276
4614,-0.94718087
4615,-0.89963249
4616,-0.85593733
4617,-0.78937826
4618,-0.66838468
4619,-0.55578729
4620,-0.49717012
4621,-0.47026724
4622,-0.47460002
4623,-0.45520558
4624,-0.4555688
4625,-0.47461614
4626,-0.45485305
4627,-0.40923298
4628,-0.36060492
4629,-0.27111337
4630,-0.17186632
4631,-0.059013947
4632,0.078722632
4633,0.2368026
4634,0.41707241
4635,0.45577851
4636,0.44960256
4637,0.46165676
4638,0.48582984
4639,0.56926642
4640,0.65199465
4641,0.6977932
4642,0.71656606
4643,0.78330133
4644,0.75936597
4645,0.80154236
4646,0.92704842
4647,0.90454887
4648,0.89023622
4649,0.82990969
4650,0.75129756
4651,0.61604494
4652,0.5570203
4653,0.56358185
4654,0.56153638
4655,0.65351281
4656,0.74414638
4657,0.7064568
4658,0.65359876
4659,0.68396042
4660,0.64635197
4661,0.55875678
4662,0.54302938
4663,0.55846853
4664,0.614203
4665,0.72355674
4666,0.75000902
4667,0.77993384
4668,0.74368807
4669,0.68210585
4670,0.72909765
4671,0.707713
4672,0.63863558
4673,0.55166248
4674,0.49989798
4675,0.45453515
4676,0.34855886
4677,0.24731173
4678,0.21987959
4679,0.20349118
4680,0.16763327
4681,0.1693905
4682,0.13589814
4683,0.12991905
4684,0.16696744
4685,0.22252117
4686,0.32958288
4687,0.42699446
4688,0.48857648
4689,0.57283776
4690,0.66494707
4691,0.71643174
4692,0.74991197
4693,0.83461564
4694,0.88435777
4695,0.88051924
4696,0.94633966
4697,1.0197544
4698,1.0151152
4699,0.97499904
4700,1.0054596
4701,0.93311295
4702,0.77075453
4703,0.66161079
4704,0.57616725
4705,0.46712836
4706,0.39206466
4707,0.38774031
4708,0.36629815
4709,0.30064624
4710,0.25456889
4711,0.21280367
4712,0.17156484
4713,0.17117657
4714,0.16538766
4715,0.19235133
4716,0.26278856
4717,0.31418461
4718,0.41206712
4719,0.54444947
4720,0.65624897
4721,0.73113316
4722,0.84529369
4723,0.97726221
4724,0.90424521
4725,0.83218785
4726,0.87337503
4727,0.93360247
4728,1.0394174
4729,1.075535
4730,1.0282863
4731,0.95387737
4732,0.94019102
4733,0.92154858
4734,0.83010542
4735,0.76635624
4736,0.69968679
4737,0.66814102
4738,0.64338199
4739,0.60714598
4740,0.56747963
4741,0.57872473
4742,0.53143257
4743,0.43472759
4744,0.32769761
4745,0.24971846
4746,0.15974457
4747,0.03743954
4748,-0.088849532
4749,-0.24425238
4750,-0.35100264
4751,-0.39423755
4752,-0.40482247
4753,-0.38379835
4754,-0.39557796
4755,-0.40847749
4756,-0.37375769
4757,-0.24907848
4758,-0.14688825
4759,-0.064440363
4760,-0.016627561
4761,-0.010105757
4762,-0.046162573
4763,-0.13696352
4764,-0.1979598
4765,-0.22773633
4766,-0.1534959
4767,-0.020018159
4768,0.13249091
4769,0.24010406
4770,0.25440952
4771,0.34178855
4772,0.43559973
4773,0.54429636
4774,0.65660304
4775,0.86732057
4776,1.0592223
4777,1.1936686
4778,1.305299
4779,1.4141138
4780,1.4526048
4781,1.527168
4782,1.7066685
4783,1.7875457
4784,1.779183
4785,1.6590941
4786,1.5167571
4787,1.4539613
4788,1.4533121
4789,1.3338973
4790,1.3138113
4791,1.5183793
4792,1.5135418
4793,1.5870895
4794,1.6326932
4795,1.7295907
4796,1.9077721
4797,1.763845
4798,1.4588408
4799,1.2175272
4800,1.0367111
4801,0.93689654
4802,0.90610256
4803,0.99085911
4804,1.1428086
4805,1.2763163
4806,1.4138636
4807,1.6407842
4808,1.6979027
4809,1.4463022
4810,1.0822626
4811,0.61025254
4812,0.21202416
4813,-0.063913258
4814,-0.33266622
4815,-0.55388599
4816,-0.76596056
4817,-0.91786232
4818,-1.053579
4819,-1.1493712
4820,-1.2296629
4821,-1.2804556
4822,-1.3040734
4823,-1.307454
4824,-1.3098826
4825,-1.3047109
4826,-1.2936223
4827,-1.304667
4828,-1.3313936
4829,-1.3806267
4830,-1.4473557
4831,-1.5259275
4832,-1.5914489
4833,-1.6443294
4834,-1.6822968
4835,-1.7088459
4836,-1.7269218
4837,-1.7383745
4838,-1.7480336
4839,-1.755076
4840,-1.7596992
4841,-1.7636854
4842,-1.7682782
4843,-1.7729197
4844,-1.7756639
4845,-1.7775705
4846,-1.7794356
4847,-1.7813984
4848,-1.7838403
4849,-1.7861679
4850,-1.788481
4851,-1.7902534
4852,-1.7927812
4853,-1.7953103
4854,-1.7972741
4855,-1.7993412
4856,-1.801837
4857,-1.8040305
4858,-1.8058287
4859,-1.8073076
4860,-1.8088298
4861,-1.8096394
4862,-0.55977161
4863,-0.51515581
4864,-0.50487576
4865,-0.56351049
4866,-0.65886079
4867,-0.74356717
4868,-0.82699006
4869,-0.88457833
4870,-0.90271497
4871,-0.90874414
4872,-0.90482096
4873,-0.89437569
4874,-0.89180433
