Time,root.ECGFiveDays.d0.s0
4875,-0.042749851
4876,-0.057993838
4877,-0.047831179
4878,-0.027505862
4879,-0.063075168
4880,-0.068156496
4881,-0.068156496
4882,-0.068156496
4883,-0.083400485
4884,-0.068156496
4885,-0.063075168
4886,-0.088481814
4887,-0.1037258
4888,-0.057993838
4889,-0.012261874
4890,0.079202054
4891,0.1046087
4892,0.16558465
4893,0.23164193
4894,0.29769921
4895,0.1046087
4896,0.027506649
4897,-0.0061518724
4898,0.032315009
4899,0.04674009
4900,0.051548451
4901,0.027506649
4902,0.03712337
4903,-0.0013435126
4904,0.013081568
4905,-0.0061518724
4906,-0.020576953
4907,-0.039810394
4908,-0.054235475
4909,-0.015768593
4910,-0.063852195
4911,-0.039810394
4912,-0.078277276
4913,-0.054235475
4914,-0.063852195
4915,-0.054235475
4916,-0.063852195
4917,-0.039810394
4918,-0.054235475
4919,-0.049427115
4920,-0.049427115
4921,-0.035002034
4922,-0.030193673
4923,-0.035002034
4924,-0.063852195
4925,-0.030193673
4926,-0.049427115
4927,-0.035002034
4928,0.065973532
4929,0.12848221
4930,0.18137417
4931,0.1669491
4932,0.15733237
4933,0.027506649
4934,-0.039810394
4935,-0.15521105
4936,-0.16482776
4937,-0.14078596
4938,-0.15521105
4939,-0.15040268
4940,-0.16963612
4941,-0.14078596
4942,-0.14078596
4943,-0.14078596
4944,-0.12636088
4945,-0.083085637
4946,-0.10712744
4947,0.1188655
4948,1.8835337
4949,0.6381684
4950,-1.9583462
4951,-4.5067771
4952,-5.5934665
4953,-4.0355578
4954,-2.3910986
4955,-1.1168831
4956,-0.42447922
4957,-0.17444448
4958,-0.063852195
4959,0.022698289
4960,0.056356811
4961,0.085206973
4962,0.10924877
4963,0.16214074
4964,0.20060762
4965,0.27273302
4966,0.34485843
4967,0.45064236
4968,0.57085136
4969,0.75356905
4970,0.97956198
4971,1.2824887
4972,1.5902237
4973,1.9508508
4974,2.2585858
4975,2.5182372
4976,2.6721048
4977,2.7346135
4978,2.4941954
4979,2.0662514
4980,1.4652064
4981,0.91224494
4982,0.50353432
4983,0.24869122
4984,0.051548451
4985,-0.010960233
4986,0.008273208
4987,-0.049427115
4988,-0.078277276
4989,-0.078277276
4990,-0.087893997
4991,-0.083085637
4992,-0.049427115
4993,-0.044618754
4994,-0.035002034
4995,-0.049427115
4996,-0.030193673
4997,-0.025385313
4998,-0.049427115
4999,-0.073468916
5000,-0.087893997
5001,-0.097510717
5002,-0.1119358
5003,-0.13116924
5004,-0.16482776
5005,-0.1600194
5006,-0.18886956
5007,-0.19367792
5008,-0.21291137
5009,-0.20810301
5010,-0.23214481
5011,-0.22733644
5012,-0.23695317
5013,-0.25618661
5014,-0.28022841
5015,-0.24176153
5016,-0.25137824
5017,-0.26099497
5018,-0.27061168
5019,-0.25618661
5020,-0.28984513
5021,-0.26580333
5022,-0.27542004
5023,-0.25618661
5024,-0.28984513
5025,-0.27542004
5026,-0.20329464
5027,-0.12636088
5028,-0.073468916
5029,-0.12155252
5030,-0.10231908
5031,-0.26099497
5032,1.9082519
5033,-0.16833524
5034,-0.19843004
5035,-0.16403599
5036,-0.086649346
5037,-0.16403599
5038,-0.090948604
5039,-0.069452315
5040,-0.082350088
5041,-0.086649346
5042,-0.069452315
5043,-0.065153057
5044,-0.095247861
5045,-0.12964193
5046,-0.13824044
5047,-0.11674415
5048,-0.13394118
5049,-0.13824044
5050,-0.10814564
5051,-0.15113821
5052,-0.16403599
5053,-0.17693376
5054,-0.14683896
5055,-0.16403599
5056,-0.15113821
5057,-0.16403599
5058,-0.14253969
5059,-0.13824044
5060,-0.13824044
5061,-0.099547119
5062,-0.15543747
5063,-0.12534266
5064,-0.12104341
5065,-0.13824044
5066,-0.10814564
5067,-0.026459738
5068,0.072423187
5069,0.072423187
5070,0.068123933
5071,0.15410908
5072,0.0036350664
5073,-0.073751573
5074,-0.19413079
5075,-0.21562708
5076,-0.18553227
5077,-0.23712337
5078,-0.20272931
5079,-0.22852486
5080,-0.21562708
5081,-0.18983153
5082,-0.17263451
5083,-0.17263451
5084,-0.15113821
5085,-0.10384638
5086,0.063824676
5087,1.5900611
5088,1.7964255
5089,-0.83472019
5090,-4.3945056
5091,-5.9680339
5092,-4.7943366
5093,-2.8080795
5094,-1.4065215
5095,-0.53807141
5096,-0.25861966
5097,-0.11674415
5098,-0.069452315
5099,0.029430614
5100,0.038029129
5101,0.085320966
5102,0.1326128
5103,0.17130612
5104,0.22719647
5105,0.27448831
5106,0.37337124
5107,0.48085267
5108,0.65712225
5109,0.86348661
5110,1.0741503
5111,1.353602
5112,1.6416523
5113,1.9125055
5114,2.1403662
5115,2.2478477
5116,2.2478477
5117,2.0801766
5118,1.7061412
5119,1.2289235
5120,0.79039923
5121,0.46365564
5122,0.27448831
5123,0.17130612
5124,0.081021703
5125,0.042328387
5126,0.033729872
5127,0.025131356
5128,0.025131356
5129,0.012233582
5130,0.029430614
5131,0.0079343244
5132,0.033729872
5133,0.01653284
5134,0.059525418
5135,0.038029129
5136,0.046627645
5137,0.059525418
5138,0.068123933
5139,0.020832097
5140,-0.0049634487
5141,0.01653284
5142,-0.00066419066
5143,-0.030758995
5144,-0.017861222
5145,-0.12534266
5146,-0.052255284
5147,-0.047956026
5148,-0.052255284
5149,-0.086649346
5150,-0.065153057
5151,-0.086649346
5152,-0.0608538
5153,-0.082350088
5154,-0.0608538
5155,-0.078050831
5156,-0.069452315
5157,-0.082350088
5158,-0.090948604
5159,-0.10384638
5160,-0.11244489
5161,-0.12104341
5162,-0.065153057
5163,0.0079343244
5164,0.063824676
5165,0.10681725
5166,0.11971503
5167,0.13691206
5168,0.25180526
5169,0.2166456
5170,0.17269601
5171,0.19906576
5172,0.17269601
5173,0.19906576
5174,0.17269601
5175,0.2166456
5176,0.2166456
5177,0.19906576
5178,0.11995651
5179,0.11995651
5180,0.18148592
5181,0.01447751
5182,0.18148592
5183,0.11116659
5184,0.10237668
5185,0.12874642
5186,0.076006927
5187,0.10237668
5188,0.13753634
5189,0.11995651
5190,0.04084726
5191,0.11995651
5192,0.11995651
5193,0.0056875937
5194,0.076006927
5195,0.09358676
5196,0.032057344
5197,0.09358676
5198,0.032057344
5199,-0.020682156
5200,0.04084726
5201,0.11116659
5202,0.26938509
5203,0.26059517
5204,0.22543551
5205,-0.064631739
5206,-0.31074941
5207,-0.29316958
5208,-0.33711915
5209,-0.23164016
5210,-0.01189224
5211,-0.10858133
5212,-0.099791405
5213,-0.14374099
5214,-0.073421656
5215,-0.11737124
5216,-0.073421656
5217,-0.082211573
5218,-0.064631739
5219,-0.038261989
5220,0.04084726
5221,1.0341078
5222,-0.98757294
5223,-4.7584472
5224,-6.4549011
5225,-4.5474892
5226,-3.0268336
5227,-1.7610857
5228,-0.85572424
5229,-0.11737124
5230,0.01447751
5231,0.084796843
5232,0.11116659
5233,0.26059517
5234,0.18148592
5235,0.19906576
5236,0.18148592
5237,0.24301534
5238,0.28696493
5239,0.26059517
5240,0.30454476
5241,0.12874642
5242,0.41881368
5243,0.49792292
5244,0.54187251
5245,0.57703217
5246,0.76162042
5247,0.89346918
5248,1.0956373
5249,1.332965
5250,1.5615029
5251,1.7900406
5252,2.0537382
5253,2.2031667
5254,2.1416373
5255,1.9746289
5256,1.5087633
5257,1.0341078
5258,0.57703217
5259,0.26938509
5260,0.076006927
5261,-0.064631739
5262,-0.064631739
5263,-0.099791405
5264,-0.10858133
5265,-0.047051906
5266,-0.14374099
5267,-0.047051906
5268,-0.082211573
5269,-0.01189224
5270,0.01447751
5271,-0.01189224
5272,-0.047051906
5273,0.0056875937
5274,-0.047051906
5275,-0.064631739
5276,-0.064631739
5277,-0.038261989
5278,-0.099791405
5279,-0.01189224
5280,-0.16132082
5281,-0.064631739
5282,-0.082211573
5283,-0.082211573
5284,-0.12616116
5285,-0.12616116
5286,-0.11737124
5287,-0.18769057
5288,-0.17890066
5289,-0.17890066
5290,-0.22285023
5291,-0.17890066
5292,-0.14374099
5293,-0.19648049
5294,-0.2580099
5295,-0.17011074
5296,-0.2052704
5297,-0.19648049
5298,-0.19648049
5299,-0.19648049
5300,-0.19648049
5301,-0.18769057
5302,-0.16132082
5303,-0.14374099
5304,0.14596545
5305,0.15629659
5306,0.1356343
5307,0.15113101
5308,0.1356343
5309,0.1356343
5310,0.10464085
5311,0.078812984
5312,0.037488393
5313,0.042653967
5314,0.032322819
5315,0.021991671
5316,-0.0038361977
5317,0.027157246
5318,-0.0090017719
5319,-0.019332919
5320,-0.029664067
5321,-0.014167345
5322,0.011660524
5323,-0.034829641
5324,-0.029664067
5325,-0.050326362
5326,-0.08648538
5327,-0.029664067
5328,-0.06065751
5329,-0.070988658
5330,-0.014167345
5331,-0.029664067
5332,-0.034829641
5333,0.089144132
5334,0.17179331
5335,0.17179331
5336,0.18212446
5337,0.30609824
5338,0.094309706
5339,0.042653967
5340,-0.091650954
5341,-0.19496243
5342,-0.13814112
5343,-0.23112145
5344,-0.22595588
5345,-0.18463128
5346,-0.2414526
5347,-0.20012801
5348,-0.16396898
5349,-0.17430013
5350,-0.1433067
5351,-0.19496243
5352,0.13046873
5353,1.7111343
5354,3.5294163
5355,1.4011999
5356,-3.6868904
5357,-6.5692806
5358,-5.3657019
5359,-3.2994724
5360,-1.7343035
5361,-0.72185096
5362,-0.41191653
5363,-0.18979686
5364,-0.16396898
5365,-0.11747882
5366,-0.076154232
5367,-0.065823084
5368,0.00649495
5369,0.0013293762
5370,0.094309706
5371,0.1356343
5372,0.13046873
5373,0.2337802
5374,0.43007201
5375,0.57470808
5376,0.68835071
5377,0.90530481
5378,1.1480868
5379,1.2978885
5380,1.4270277
5381,1.4993458
5382,1.5148426
5383,1.4218622
5384,1.194577
5385,0.84331792
5386,0.5902048
5387,0.36291955
5388,0.23894577
5389,0.083978558
5390,0.0013293762
5391,0.063316263
5392,0.058150689
5393,-0.014167345
5394,-0.024498494
5395,0.037488393
5396,0.0013293762
5397,0.089144132
5398,0.063316263
5399,0.083978558
5400,0.089144132
5401,0.114972
5402,0.073647411
5403,0.12530315
5404,0.042653967
5405,0.13046873
5406,0.099475279
5407,0.052985115
5408,-0.0090017719
5409,0.042653967
5410,-0.0038361977
5411,0.021991671
5412,-0.045160789
5413,-0.0090017719
5414,-0.06065751
5415,0.0013293762
5416,-0.039995215
5417,-0.029664067
5418,-0.08648538
5419,-0.050326362
5420,0.021991671
5421,-0.055491937
5422,-0.055491937
5423,-0.0090017719
5424,-0.024498494
5425,-0.014167345
5426,-0.034829641
5427,0.011660524
5428,0.094309706
5429,0.16146216
5430,0.16662774
5431,0.21311791
5432,0.29576709
5433,0.15629659
5434,0.063316263
5435,-0.045160789
5436,-0.11747882
5437,-0.076154232
5438,-0.17946571
5439,-0.15880342
5440,-0.065096695
5441,-0.10139663
5442,-0.089296649
5443,-0.12156325
5444,-0.14172989
5445,-0.12559658
5446,-0.13769656
5447,-0.13769656
5448,-0.16189651
5449,-0.15382986
5450,-0.17399649
5451,-0.14576321
5452,-0.15786319
5453,-0.17399649
5454,-0.17399649
5455,-0.19012979
5456,-0.18609647
5457,-0.17399649
5458,-0.19012979
5459,-0.18206314
5460,-0.17802982
5461,-0.21432975
5462,-0.2062631
5463,-0.19012979
5464,-0.19012979
5465,-0.21029643
5466,-0.19416312
5467,-0.2062631
5468,-0.19819644
5469,-0.22642972
5470,-0.24659636
5471,-0.21836307
5472,-0.12559658
5473,-0.077196671
5474,-0.044930065
5475,0.0075031706
5476,-0.024763436
5477,-0.057030042
5478,-0.14172989
5479,-0.28692961
5480,-0.28289629
5481,-0.21029643
5482,-0.3151629
5483,-0.32322955
5484,-0.3151629
5485,-0.31112957
5486,-0.30709625
5487,-0.29902959
5488,-0.29096294
5489,-0.27079631
5490,-0.25869633
5491,-0.15382986
5492,1.1650677
5493,1.6006668
5494,-1.0935948
5495,-3.9128895
5496,-5.5746198
5497,-4.0258226
5498,-2.1825927
5499,-1.0008283
5500,-0.46036262
5501,-0.26676298
5502,-0.13366324
5503,-0.085263324
5504,-0.04089674
5505,0.0034698444
5506,0.0276698
5507,0.07606971
5508,0.088169687
5509,0.16076955
5510,0.23336941
5511,0.2454694
5512,0.33016924
5513,0.42696906
5514,0.51973555
5515,0.62460202
5516,0.7778684
5517,0.99163468
5518,1.2417009
5519,1.5200003
5520,1.862833
5521,2.2096991
5522,2.5081652
5523,2.778398
5524,2.9316644
5525,2.8429312
5526,2.5283318
5527,1.9192997
5528,1.3627007
5529,0.74963512
5530,0.44713568
5531,0.20916946
5532,0.07606971
5533,-0.004596807
5534,-0.016696784
5535,-0.04089674
5536,-0.024763436
5537,0.0034698444
5538,0.019603148
5539,-0.004596807
5540,0.039769777
5541,0.039769777
5542,0.07606971
5543,0.059936406
5544,0.055903081
5545,0.043803103
5546,0.051869755
5547,0.0075031706
5548,-0.044930065
5549,-0.048963391
5550,-0.04089674
5551,-0.057030042
5552,-0.12156325
5553,-0.12559658
5554,-0.1134966
5555,-0.1134966
5556,-0.14979654
5557,-0.17802982
5558,-0.12559658
5559,-0.17399649
5560,-0.16189651
5561,-0.19012979
5562,-0.19012979
5563,-0.17802982
5564,-0.17399649
5565,-0.23449638
5566,-0.2062631
5567,-0.2062631
5568,-0.17399649
5569,-0.2062631
5570,-0.2062631
5571,-0.18206314
5572,-0.20222978
5573,-0.21836307
5574,-0.19416312
5575,-0.21836307
5576,-0.10367787
5577,-0.12479859
5578,-0.082557155
5579,-0.12479859
5580,-0.12057445
5581,-0.13324688
5582,-0.14591931
5583,-0.14169516
5584,-0.13747102
5585,-0.19238489
5586,-0.15014345
5587,-0.16704002
5588,-0.12902273
5589,-0.16281588
5590,-0.17126417
5591,-0.13747102
5592,-0.16281588
5593,-0.17126417
5594,-0.14591931
5595,-0.1839366
5596,-0.17126417
5597,-0.17126417
5598,-0.17126417
5599,-0.17126417
5600,-0.19660903
5601,-0.16281588
5602,-0.16281588
5603,-0.17971245
5604,-0.17126417
5605,-0.13747102
5606,-0.078333012
5607,-0.036091578
5608,0.010374001
5609,-0.02764329
5610,-0.036091578
5611,-0.23885046
5612,-0.27686775
5613,-0.28109189
5614,-0.27264361
5615,-0.28109189
5616,-0.30221262
5617,-0.3106609
5618,-0.29798847
5619,-0.29798847
5620,-0.29798847
5621,-0.28109189
5622,-0.28109189
5623,-0.35712649
5624,-0.26841947
5625,0.31873648
5626,1.3958931
5627,-0.74997183
5628,-2.7648883
5629,-4.7629081
5630,-4.3827352
5631,-2.5579053
5632,-1.2779898
5633,-0.55566122
5634,-0.26419533
5635,-0.14591931
5636,-0.078333012
5637,-0.019195004
5638,0.039943005
5639,0.048391292
5640,0.073736153
5641,0.090632727
5642,0.14977074
5643,0.19201217
5644,0.23847774
5645,0.30606404
5646,0.34830548
5647,0.50882293
5648,0.58908166
5649,0.74115082
5650,0.96080628
5651,1.1889101
5652,1.5226173
5653,1.8521005
5654,2.2364976
5655,2.570205
5656,2.9377054
5657,3.161585
5658,3.2756369
5659,3.0052917
5660,2.4772737
5661,1.7718419
5662,1.0917547
5663,0.61865066
5664,0.27227089
5665,0.065287866
5666,0.031494719
5667,-0.02764329
5668,-0.074108869
5669,-0.052988152
5670,-0.086781299
5671,-0.048764007
5672,-0.036091578
5673,-0.036091578
5674,0.006149857
5675,-0.036091578
5676,0.006149857
5677,-0.0022984295
5678,-0.0022984295
5679,-0.061436438
5680,-0.057212295
5681,-0.074108869
5682,-0.13747102
5683,-0.095229586
5684,-0.10790201
5685,-0.16281588
5686,-0.1543676
5687,-0.19660903
5688,-0.18816074
5689,-0.20928146
5690,-0.18816074
5691,-0.23040218
5692,-0.22195389
5693,-0.23040218
5694,-0.23040218
5695,-0.24729875
5696,-0.28109189
5697,-0.25574704
5698,-0.24729875
5699,-0.28954019
5700,-0.27264361
5701,-0.27264361
5702,-0.25997118
5703,-0.28109189
5704,-0.29798847
5705,-0.29798847
5706,-0.28531605
5707,-0.30643676
5708,-0.25574704
5709,-0.30643676
5710,-0.30643676
5711,-0.32333334
5712,0.40364641
5713,0.39603784
5714,0.38082067
5715,0.38082067
5716,0.31995202
5717,0.38082067
5718,0.35799492
5719,0.30473485
5720,0.33516918
5721,0.33516918
5722,0.30473485
5723,0.31234344
5724,0.2895177
5725,0.19821473
5726,0.24386621
5727,0.23625763
5728,0.29712628
5729,0.25147479
5730,0.24386621
5731,0.22864905
5732,0.21343188
5733,0.21343188
5734,0.22864905
5735,0.21343188
5736,0.18299756
5737,0.19821473
5738,0.19821473
5739,0.24386621
5740,0.1677804
5741,0.19821473
5742,0.22104047
5743,0.33516918
5744,0.38842925
5745,0.38082067
5746,0.47212364
5747,0.6090781
5748,0.38842925
5749,0.21343188
5750,0.13734608
5751,0.038434523
5752,-0.030042706
5753,-0.068085612
5754,-0.10612851
5755,-0.068085612
5756,-0.045259868
5757,-0.098519936
5758,-0.022434125
5759,-0.083302774
5760,0.015608779
5761,0.00039161763
5762,0.79168405
5763,3.0133897
5764,5.0753152
5765,0.92102992
5766,-4.8767088
5767,-5.8049557
5768,-4.1006335
5769,-2.2897913
5770,-0.88981237
5771,-0.38003744
5772,-0.2735173
5773,-0.090911354
5774,-0.014825545
5775,-0.0072169634
5776,0.0080001988
5777,0.046043104
5778,0.053651685
5779,0.10691175
5780,0.076477428
5781,0.11452033
5782,0.21343188
5783,0.23625763
5784,0.24386621
5785,0.28190912
5786,0.41125499
5787,0.48734081
5788,0.6090781
5789,0.74603256
5790,0.86776985
5791,0.98189854
5792,1.0884187
5793,1.1492874
5794,1.1264616
5795,0.96668141
5796,0.8069012
5797,0.54820946
5798,0.31995202
5799,0.13734608
5800,0.00039161763
5801,-0.030042706
5802,-0.090911354
5803,-0.10612851
5804,-0.15938858
5805,-0.14417143
5806,-0.12134568
5807,-0.098519936
5808,-0.083302774
5809,-0.083302774
5810,-0.075694192
5811,0.015608779
5812,-0.014825545
5813,-0.075694192
5814,-0.12895426
5815,-0.083302774
5816,-0.15178
5817,-0.22025723
5818,-0.15178
5819,-0.24308298
5820,-0.25069155
5821,-0.25830013
5822,-0.29634304
5823,-0.33438595
5824,-0.29634304
5825,-0.31916879
5826,-0.38003744
5827,-0.40286317
5828,-0.38764602
5829,-0.38764602
5830,-0.35721169
5831,-0.35721169
5832,-0.4332975
5833,-0.40286317
5834,-0.38764602
5835,-0.49416614
5836,-0.47894899
5837,-0.44851466
5838,-0.42568892
5839,-0.46373182
5840,-0.46373182
5841,-0.50177473
5842,-0.54742621
5843,-0.50938331
5844,-0.4332975
5845,-0.50938331
5846,-0.50938331
5847,-0.55503479
5848,-0.09197338
5849,-0.12749413
5850,-0.12749413
5851,-0.056452627
5852,-0.026006266
5853,-0.01585748
5854,0.0044400938
5855,-0.01585748
5856,0.019663273
5857,0.0044400938
5858,-0.020931874
5859,0.02981206
5860,-0.010783086
5861,-0.051378233
5862,-0.051378233
5863,-0.10212217
5864,-0.071675806
5865,-0.097047773
5866,-0.13256852
5867,-0.12749413
5868,-0.10212217
5869,-0.10212217
5870,-0.15794049
5871,-0.13764292
5872,-0.1477917
5873,-0.1477917
5874,-0.11734535
5875,-0.14271731
5876,-0.13764292
5877,-0.17823807
5878,-0.11227096
5879,-0.010783086
5880,0.065332813
5881,0.14652311
5882,0.16174628
5883,0.25815976
5884,0.17696946
5885,0.070407207
5886,-0.1528661
5887,-0.17316367
5888,-0.26450275
5889,-0.18838685
5890,-0.25942836
5891,-0.24927957
5892,-0.21375882
5893,-0.32539547
5894,-0.20361004
5895,-0.18331246
5896,-0.18838685
5897,-0.1528661
5898,0.080555993
5899,1.6130228
5900,3.6224825
5901,1.6282459
5902,-3.3649571
5903,-6.3994443
5904,-5.38964
5905,-3.3649571
5906,-1.7107048
5907,-0.71612376
5908,-0.35584183
5909,-0.23913078
5910,-0.19346125
5911,-0.12241974
5912,-0.056452627
5913,-0.066601413
5914,-0.010783086
5915,0.0095144867
5916,0.09070478
5917,0.19726704
5918,0.19726704
5919,0.26323415
5920,0.44083792
5921,0.57277215
5922,0.80111984
5923,0.97872365
5924,1.2070713
5925,1.410047
5926,1.5724276
5927,1.5876508
5928,1.5724276
5929,1.4963117
5930,1.2172201
5931,0.89245892
5932,0.65903683
5933,0.42054035
5934,0.27338294
5935,0.17189507
5936,0.085630387
5937,0.02981206
5938,0.070407207
5939,0.070407207
5940,0.06025842
5941,0.0754816
5942,0.095779173
5943,0.095779173
5944,0.10085357
5945,0.12622554
5946,0.12115114
5947,0.17189507
5948,0.15667189
5949,0.14144872
5950,0.13637432
5951,0.13129993
5952,0.10592796
5953,0.095779173
5954,0.0754816
5955,0.080555993
5956,0.095779173
5957,0.06025842
5958,0.02981206
5959,0.055184027
5960,0.019663273
5961,0.055184027
5962,0.024737667
5963,0.02981206
5964,0.055184027
5965,0.02981206
5966,0.024737667
5967,0.0095144867
5968,0.019663273
5969,-0.00063429978
5970,0.04503524
5971,0.17189507
5972,0.22263901
5973,0.27338294
5974,0.31397809
5975,0.38501959
5976,0.17696946
5977,-0.01585748
5978,-0.066601413
5979,-0.17823807
5980,-0.16301489
5981,-0.12749413
5982,-0.17316367
5983,-0.1477917
5984,0.95687335
5985,-0.110809
5986,-0.16018547
5987,-0.22602075
5988,-0.23425016
5989,-0.22602075
5990,-0.21367664
5991,-0.21367664
5992,-0.23425016
5993,-0.17664429
5994,-0.22602075
5995,-0.21779134
5996,-0.27128251
5997,-0.24247957
5998,-0.27951192
5999,-0.23836486
6000,-0.23425016
6001,-0.21367664
6002,-0.31242955
6003,-0.27951192
6004,-0.25070898
6005,-0.2671678
6006,-0.30420015
6007,-0.24247957
6008,-0.19721781
6009,-0.25893839
6010,-0.24659427
6011,-0.27128251
6012,-0.2671678
6013,-0.22602075
6014,-0.24659427
6015,-0.24247957
6016,-0.23013545
6017,-0.21779134
6018,-0.18487369
6019,-0.110809
6020,-0.110809
6021,-0.036744307
6022,-0.036744307
6023,-0.020285486
6024,-0.17664429
6025,-0.27128251
6026,-0.27128251
6027,-0.25893839
6028,-0.29597074
6029,-0.31654426
6030,-0.33711779
6031,-0.32477368
6032,-0.29185603
6033,-0.30008544
6034,-0.27128251
6035,-0.25070898
6036,-0.28774133
6037,-0.25893839
6038,0.41587326
6039,1.884823
6040,0.52697031
6041,-2.1681617
6042,-5.1595524
6043,-4.8632936
6044,-2.8594321
6045,-1.4398588
6046,-0.57577069
6047,-0.30420015
6048,-0.15195606
6049,-0.053203128
6050,-0.028514896
6051,0.012632156
6052,0.024976272
6053,0.090811558
6054,0.10315567
6055,0.090811558
6056,0.18956448
6057,0.25951447
6058,0.280088
6059,0.36238211
6060,0.46113502
6061,0.54754384
6062,0.72447616
6063,0.90140849
6064,1.1359467
6065,1.382829
6066,1.7202348
6067,2.0740995
6068,2.3991612
6069,2.7283376
6070,2.9217287
6071,2.9834494
6072,2.7612553
6073,2.2798347
6074,1.6338261
6075,1.0577673
6076,0.62160853
6077,0.34180857
6078,0.15664684
6079,0.033205682
6080,0.012632156
6081,-0.012056075
6082,-0.028514896
6083,-0.036744307
6084,-0.08612077
6085,0.012632156
6086,0.016746861
6087,0.016746861
6088,0.041435093
6089,0.045549798
6090,0.057893913
6091,0.045549798
6092,0.057893913
6093,0.016746861
6094,-0.0038266645
6095,-0.012056075
6096,-0.044973718
6097,-0.069661949
6098,-0.08612077
6099,-0.10257959
6100,-0.15195606
6101,-0.12726782
6102,-0.16430017
6103,-0.16018547
6104,-0.18487369
6105,-0.17664429
6106,-0.18487369
6107,-0.20544723
6108,-0.20956193
6109,-0.1931031
6110,-0.20133251
6111,-0.24247957
6112,-0.25070898
6113,-0.24247957
6114,-0.23425016
6115,-0.23425016
6116,-0.24247957
6117,-0.24247957
6118,-0.22602075
6119,-0.23425016
6120,0.12251218
6121,0.081244917
6122,0.11735377
6123,0.14314581
6124,0.10703696
6125,0.11735377
6126,0.10703696
6127,0.039977658
6128,0.091561732
6129,0.081244917
6130,0.05545288
6131,-0.0064480094
6132,-0.011606417
6133,-0.016764824
6134,-0.011606417
6135,-0.037398454
6136,-0.068348899
6137,-0.016764824
6138,-0.037398454
6139,-0.083824121
6140,-0.0064480094
6141,-0.068348899
6142,-0.037398454
6143,-0.10445775
6144,-0.032240046
6145,-0.052873676
6146,-0.058032084
6147,-0.073507306
6148,-0.078665713
6149,-0.078665713
6150,-0.11477456
6151,-0.078665713
6152,0.070928102
6153,0.096720135
6154,0.12767059
6155,0.13282899
6156,0.272106
6157,0.096720135
6158,-0.037398454
6159,-0.10445775
6160,-0.21794272
6161,-0.17151705
6162,-0.18183386
6163,-0.25920997
6164,-0.27468519
6165,-0.22825953
6166,-0.20246749
6167,-0.21794272
6168,-0.21794272
6169,-0.14056661
6170,-0.21278431
6171,0.060611288
6172,1.5926582
6173,3.6508628
6174,1.6081336
6175,-3.5296403
6176,-6.4389821
6177,-5.4021422
6178,-3.4213137
6179,-1.7499897
6180,-0.71830823
6181,-0.38817016
6182,-0.2798436
6183,-0.17151705
6184,-0.16120023
6185,-0.14572501
6186,-0.037398454
6187,-0.0012896019
6188,0.0038688056
6189,0.024502435
6190,0.091561732
6191,0.16377943
6192,0.28242281
6193,0.31337325
6194,0.47328388
6195,0.70025381
6196,0.86016444
6197,1.1541936
6198,1.3089459
6199,1.4688566
6200,1.5823415
6201,1.525599
6202,1.4017972
6203,1.2160946
6204,0.89111489
6205,0.58676885
6206,0.42685822
6207,0.22568032
6208,0.14830421
6209,0.065769694
6210,0.0038688056
6211,0.0090272129
6212,0.0090272129
6213,0.0090272129
6214,0.024502435
6215,0.019344027
6216,0.024502435
6217,0.086403325
6218,0.070928102
6219,0.1379874
6220,0.11219537
6221,0.11735377
6222,0.10187854
6223,0.11219537
6224,0.070928102
6225,0.070928102
6226,0.024502435
6227,0.060611288
6228,0.019344027
6229,-0.0012896019
6230,-0.016764824
6231,0.050294472
6232,-0.0012896019
6233,0.019344027
6234,-0.0064480094
6235,-0.011606417
6236,-0.032240046
6237,-0.042556862
6238,-0.011606417
6239,-0.021923232
6240,-0.027081639
6241,-0.011606417
6242,-0.016764824
6243,-0.021923232
6244,-0.037398454
6245,-0.0064480094
6246,-0.032240046
6247,-0.0064480094
6248,0.0090272129
6249,0.086403325
6250,0.18957148
6251,0.24631395
6252,0.272106
6253,0.38043255
6254,0.16893784
6255,0.096720135
6256,0.059952464
6257,0.13050221
6258,0.049873928
6259,0.070030999
6260,-0.020675819
6261,-0.00051874886
6262,-0.050911426
6263,0.019638322
6264,0.12042368
6265,-0.091225568
6266,-0.040832891
6267,-0.071068497
6268,0.039795392
6269,0.070030999
6270,0.049873928
6271,0.049873928
6272,-0.00051874886
6273,0.029716858
6274,0.029716858
6275,-0.050911426
6276,-0.010597284
6277,0.019638322
6278,-0.00051874886
6279,0.039795392
6280,0.029716858
6281,-0.010597284
6282,-0.040832891
6283,0.070030999
6284,0.12042368
6285,0.070030999
6286,-0.020675819
6287,0.029716858
6288,0.0095597861
6289,0.080109535
6290,0.23128757
6291,0.21113049
6292,0.23128757
6293,0.0095597861
6294,-0.15169678
6295,-0.40366016
6296,-0.23232506
6297,-0.32303188
6298,-0.13153971
6299,-0.12146117
6300,-0.050911426
6301,-0.050911426
6302,0.039795392
6303,-0.010597284
6304,0.0095597861
6305,0.09018807
6306,-0.010597284
6307,0.09018807
6308,-0.030754355
6309,0.80576409
6310,0.15065928
6311,-4.3242104
6312,-6.6624307
6313,-5.0397864
6314,-3.6590272
6315,-1.7340269
6316,-0.94790108
6317,-0.23232506
6318,-0.050911426
6319,-0.00051874886
6320,0.11034514
6321,0.15065928
6322,0.23128757
6323,0.20105196
6324,0.23128757
6325,0.29175878
6326,0.27160171
6327,0.30183731
6328,0.31191585
6329,0.31191585
6330,0.29175878
6331,0.42277974
