Time,root.CBF.d0.s0
10663,0.83480981
10664,0.39154294
10665,1.2649249
10666,0.59846769
10667,0.56023741
10668,0.54237769
10669,0.1561647
10670,0.65502116
10671,0.85481154
10672,0.64423662
10673,0.68539706
10674,0.38773053
10675,0.77881118
10676,0.34385467
10677,0.66331307
10678,0.82285594
10679,0.22855488
10680,0.90141613
10681,0.41798505
10682,0.7709645
10683,1.777281
10684,0.20159193
10685,1.4316187
10686,0.57899175
10687,0.50371068
10688,0.77459376
10689,0.91971739
10690,0.068221871
10691,0.60823555
10692,0.73055009
10693,0.35859837
10694,0.35684394
10695,0.36459932
10696,0.79816191
10697,0.098197194
10698,0.5099538
10699,0.81340755
10700,0.50596342
10701,0.77199834
10702,0.1485121
10703,0.5466553
10704,0.9752481
10705,0.12943532
10706,-0.26775578
10707,0.29717434
10708,0.29606526
10709,0.69956908
10710,0.35350786
10711,0.5865711
10712,-0.16953982
10713,1.0406442
10714,0.50392274
10715,0.30042618
10716,0.010004118
10717,0.48617289
10718,0.2542104
10719,0.40138962
10720,0.78518498
10721,0.19786689
10722,1.0340906
10723,0.12984194
10724,0.52832469
10725,0.72409345
10726,-0.053436347
10727,0.3641246
10728,0.81500889
10729,0.36983947
10730,0.66856235
10731,0.29383246
10732,0.34976656
10733,0.30492725
10734,-0.021651409
10735,0.18122495
10736,0.2977628
10737,0.60379691
10738,0.58326845
10739,0.33898035
10740,0.94931617
10741,0.68735291
10742,-0.013009954
10743,0.37797125
10744,-0.51519472
10745,0.59627256
10746,1.2676878
10747,-1.7990096
10748,-1.4009614
10749,-2.0435396
10750,-1.8412568
10751,-1.6434971
10752,-0.20397724
10753,-0.34298741
10754,-0.88583736
10755,-0.0057812616
10756,-1.4085067
10757,-0.5928759
10758,-1.0392861
10759,-0.1513567
10760,-0.12416355
10761,-0.18139526
10762,-0.32980307
10763,-0.6458419
10764,0.3051399
10765,-0.49130268
10766,-0.50267364
10767,-0.76968358
10768,-0.64172203
10769,-0.4598598
10770,-0.57452912
10771,-0.65264157
10772,-1.0314016
10773,-0.7944657
10774,1.0381759
10775,-0.51109238
10776,-0.43285752
10777,-0.84182071
10778,-0.37487901
10779,-0.5849213
10780,-0.98279087
10781,-0.6994475
10782,-0.068805987
10783,-0.29986888
10784,0.47095673
10785,-0.36818372
10786,0.49335208
10787,-0.081961739
10788,0.46892344
10789,-0.64544864
10790,0.77174057
10791,-0.29721082
10792,-0.52527855
10793,0.60186726
10794,0.032255504
10795,0.50698507
10796,1.1592655
10797,0.31879833
10798,1.6553736
10799,0.7924395
10800,0.16592622
10801,1.8247148
10802,1.0330094
10803,0.35291823
10804,0.61923827
10805,0.89670507
10806,-0.3257932
10807,0.7393178
10808,1.6035156
10809,1.3488447
10810,2.5103909
10811,1.7604268
10812,2.0733485
10813,1.6397075
10814,2.187572
10815,1.7356622
10816,1.1552695
10817,1.8677574
10818,1.7776792
10819,2.1883505
10820,1.8666421
10821,2.577045
10822,2.1856946
10823,1.9579935
10824,3.0426458
10825,-0.39610398
10826,-1.7422622
10827,0.50708586
10828,-0.57325609
10829,-0.82560924
10830,-0.51650582
10831,-0.80176341
10832,-0.45957588
10833,-0.43715959
10834,-0.24636257
10835,-0.80633565
10836,-0.58767465
10837,-1.0670367
10838,-0.53638261
10839,0.50659889
10840,-0.065150964
10841,-0.53857819
10842,-1.1240495
10843,1.0637083
10844,-0.48571049
10845,-0.32339315
10846,-0.44091352
10847,-0.96657404
10848,-0.75625923
10849,-0.80870525
10850,-0.3679446
10851,-0.67113785
10852,-1.2511201
10853,-0.39032564
10854,0.23207507
10855,-0.88105612
10856,-0.58706549
10857,-0.67252735
10858,0.70675566
10859,-0.64668607
10860,-0.78562558
10861,-0.76781857
10862,0.10154991
10863,-1.2165284
10864,0.22488167
10865,-1.4159135
10866,-0.74167681
10867,-0.53854787
10868,-0.78519475
10869,-0.33461059
10870,-0.98242906
10871,-0.05738225
10872,-0.29040818
10873,-0.39338154
10874,-0.7393608
10875,-0.34438473
10876,-0.22604057
10877,-1.6390074
10878,-0.5537674
10879,-0.41254729
10880,-1.3996156
10881,-1.2111219
10882,-1.8928139
10883,-1.2316516
10884,-1.546869
10885,-1.1847224
10886,-0.73076768
10887,-0.66854763
10888,-1.046604
10889,-1.3837089
10890,-0.67120744
10891,-1.5379238
10892,-0.75188784
10893,-1.4513727
10894,-1.0730397
10895,-1.3604313
10896,-1.1745448
10897,-1.143738
10898,-1.1421797
10899,-0.87446161
10900,-0.40345594
10901,-1.1980997
10902,-0.87839174
10903,-1.5597176
10904,-1.3719494
10905,-1.1777604
10906,-1.0559543
10907,-1.4748423
10908,-1.3674025
10909,-0.9283928
10910,0.99565719
10911,0.61011077
10912,0.89443473
10913,0.59960243
10914,0.54895684
10915,0.89886748
10916,0.37468734
10917,0.33766563
10918,0.93864029
10919,0.96756565
10920,1.2733249
10921,1.616372
10922,0.37026558
10923,0.81496858
10924,0.71178263
10925,0.8421454
10926,1.1718423
10927,0.54717133
10928,0.67068258
10929,0.57961528
10930,0.43663157
10931,0.95974754
10932,0.84227148
10933,1.0156465
10934,0.50738849
10935,1.0528892
10936,1.405342
10937,0.5704275
10938,0.47727944
10939,1.1499603
10940,0.43818809
10941,1.1276034
10942,0.76261497
10943,0.79870577
10944,0.70013403
10945,0.73429189
10946,0.84272753
10947,0.95328245
10948,0.77145534
10949,1.2592371
10950,1.0423869
10951,0.60113923
10952,0.72012253
10953,0.55417042
10954,1.0068715
10955,0.44798459
10956,0.32772975
10957,0.61247534
10958,0.48292603
10959,0.96305257
10960,0.18491193
10961,1.1127018
10962,0.83613051
10963,0.79900367
10964,0.20051406
10965,0.78489455
10966,0.60474563
10967,0.85062137
10968,0.90984849
10969,1.0321224
10970,0.17104722
10971,0.82701087
10972,0.54432606
10973,0.91456285
10974,0.76209301
10975,0.55795348
10976,0.75980802
10977,1.0206832
10978,0.76903222
10979,1.1042579
10980,0.62103273
10981,0.51897374
10982,0.61002078
10983,1.1799409
10984,0.85402825
10985,0.93891462
10986,0.8135516
10987,-1.0390533
10988,-1.5287055
10989,-1.1356637
10990,-0.48317048
10991,-1.4561425
10992,-1.0869965
10993,-0.63580263
10994,-1.4346253
10995,-0.99934321
10996,-1.4295333
10997,-1.0778021
10998,-0.97127131
10999,-1.1095921
11000,-1.2067561
11001,-1.2878865
11002,-1.3723224
11003,-1.0775778
11004,-1.4309867
11005,-1.0329923
11006,-1.953615
11007,-0.96875938
11008,-0.80918686
11009,-0.57426507
11010,-1.480349
11011,-0.49805354
11012,-1.0816311
11013,-0.48465942
11014,-0.12209108
11015,-0.70364672
11016,-0.53620963
11017,-0.92183669
11018,-0.70055221
11019,-0.36862941
11020,-1.2146026
11021,-0.81132556
11022,-0.64005623
11023,-0.10788744
11024,-0.74432034
11025,-0.065331015
11026,0.47346686
11027,1.8529437
11028,1.8991087
11029,1.8443897
11030,2.4650371
11031,1.8962096
11032,2.1507335
11033,2.7512028
11034,2.0666361
11035,1.7327824
11036,1.5284381
11037,1.3950295
11038,1.2247911
11039,0.81635369
11040,1.6742178
11041,0.9667143
11042,0.10262202
11043,1.8959847
11044,1.2908818
11045,1.1384787
11046,1.7724899
11047,1.3376307
11048,0.39148904
11049,0.67046698
11050,1.0549398
11051,1.1710097
11052,1.2009495
11053,1.2532572
11054,0.59724558
11055,1.2772151
11056,1.0523782
11057,0.20362889
11058,-0.5503164
11059,1.6272317
11060,1.043759
11061,1.0950844
11062,1.0022905
11063,0.27841395
11064,0.2241132
11065,0.23058959
11066,-0.060511086
11067,-0.2080461
11068,0.16419409
11069,0.30417631
11070,1.1510401
11071,-0.25386348
11072,-0.38169332
11073,0.325242
11074,-0.0083480837
11075,-0.22576944
11076,0.142196
11077,-0.0035267866
11078,-0.30756182
11079,-0.17541171
11080,-0.080564199
11081,-0.37988838
11082,-0.35657841
11083,-0.67168939
11084,0.88347874
11085,0.10008408
11086,-0.96552991
11087,-0.96234546
11088,-1.4851164
11089,-0.4335284
11090,-1.6910276
11091,-1.2391826
11092,-1.2048649
11093,-0.44783054
11094,-0.80283094
11095,-0.61694752
11096,-0.54069835
11097,-1.088795
11098,-0.40304917
11099,-1.0590056
11100,-0.61977218
11101,-0.44875871
11102,0.078572839
11103,-0.80497476
11104,-1.4646759
11105,-0.65368965
11106,-0.43332481
11107,-0.73556876
11108,0.1558705
11109,-0.59071251
11110,-0.31548203
11111,-0.05703368
11112,-0.38438124
11113,0.12672609
11114,-0.9877595
11115,-0.64085213
11116,-0.62676778
11117,-0.17421297
11118,-0.55382203
11119,-0.98884026
11120,-0.0070834648
11121,-0.50765004
11122,-1.589562
11123,-0.7381227
11124,-0.86133707
11125,-0.67242099
11126,-1.1520486
11127,-1.2088592
11128,-0.62515642
11129,-1.0942524
11130,-0.42929102
11131,-0.38407078
11132,-0.48996495
11133,-1.141492
11134,-1.6069083
11135,-0.62378226
11136,-1.9757464
11137,-1.8671234
11138,0.20408515
11139,-1.2432871
11140,-1.2010464
11141,-0.9956501
11142,-1.0530377
11143,-1.1063318
11144,-1.2276555
11145,-1.2606185
11146,-1.1023622
11147,-1.1941638
11148,-1.2634633
11149,-0.79436396
11150,-1.9176647
11151,-1.2688874
11152,-0.6430178
11153,-0.57641306
11154,-1.1506923
11155,-0.84437043
11156,1.0470503
11157,2.0412572
11158,1.60112
11159,2.1174136
11160,1.6289887
11161,1.3377294
11162,1.4861733
11163,1.7705584
11164,1.6667006
11165,1.3783754
11166,0.98346862
11167,1.6673561
11168,1.4290911
11169,2.0582006
11170,1.6141208
11171,2.2190396
11172,0.54169974
11173,1.1843994
11174,1.6398327
11175,1.3747501
11176,1.0120982
11177,0.18542928
11178,0.47243703
11179,1.087372
11180,0.24409589
11181,1.2179454
11182,0.86280242
11183,0.58000678
11184,0.12387832
11185,1.4546573
11186,1.0569927
11187,0.69904561
11188,1.3093255
11189,0.27579113
11190,0.15726501
11191,0.45764063
11192,-0.51140159
11193,0.61163314
11194,0.51401996
11195,0.70706193
11196,0.27248657
11197,1.4192489
11198,0.64369717
11199,0.79932102
11200,0.45515705
11201,0.90003054
11202,0.41782423
11203,0.42585086
11204,-0.010742991
11205,0.13386125
11206,0.39714765
11207,0.66943892
11208,-0.07936237
11209,0.25705051
11210,-0.42610309
11211,-0.053346131
11212,-0.030995196
11213,-0.26771186
11214,0.26779413
11215,0.62024045
11216,0.4258841
11217,0.13234429
11218,-0.11141551
11219,0.0141761
11220,-0.38869999
11221,0.65106075
11222,-0.48099979
11223,0.22226902
11224,-0.61618849
11225,0.2756119
11226,-0.47318121
11227,-0.33897094
11228,-0.33721201
11229,-0.13709027
11230,-0.072086851
11231,-1.1714989
11232,-0.80969181
11233,-0.4879616
11234,0.17162998
11235,-0.93831728
11236,-0.50319062
11237,-0.56307107
11238,-0.72470055
11239,-0.32088988
11240,-0.41604426
11241,-1.7748632
11242,-0.43905947
11243,-0.56148695
11244,-1.0059382
11245,-0.49548574
11246,-1.1784206
11247,-0.92939639
11248,-0.95780817
11249,-1.5525876
11250,-0.37081141
11251,-1.1202351
11252,-0.90866401
11253,-0.81856573
11254,-0.41850889
11255,-1.3566053
11256,-0.45814397
11257,-0.97870089
11258,-0.90749863
11259,-0.58115996
11260,-0.36658591
11261,-0.96798221
11262,-1.2484117
11263,-1.2393444
11264,-1.048797
11265,-1.1145221
11266,-0.530756
11267,-1.4397729
11268,-0.50465264
11269,-1.0133807
11270,-0.39253111
11271,-0.68083401
11272,0.32050076
11273,-0.12514508
11274,-0.63346236
11275,-0.70272477
11276,-1.495187
11277,-0.26780647
11278,-0.81882891
11279,-0.9389497
11280,-0.23776814
11281,2.5344298
11282,1.9585389
11283,2.6403507
11284,2.4198594
11285,1.9777972
11286,1.6444117
11287,1.6820133
11288,2.0405537
11289,1.1864677
11290,1.2193721
11291,1.3841055
11292,2.4509118
11293,1.974431
11294,1.6813799
11295,1.6337959
11296,2.5675643
11297,1.1185262
11298,0.64566543
11299,1.8508826
11300,1.4807541
11301,-0.10012651
11302,1.0166596
11303,0.9323806
11304,0.52764538
11305,0.5623288
11306,1.7118391
11307,0.42907235
11308,0.47653557
11309,0.86489725
11310,1.6430656
11311,1.0767524
11312,0.888492
11313,0.6413201
11314,0.070799684
11315,0.044661417
11316,0.35759322
11317,0.069916199
11318,0.38500049
11319,-0.24533817
11320,-0.68537628
11321,-0.55062268
11322,0.49990537
11323,0.41258777
11324,-0.184213
11325,-0.54661247
11326,0.25154174
11327,-0.3347342
11328,-0.43964027
11329,-0.95887781
11330,0.58017814
11331,-0.35155057
11332,-0.8409005
11333,-0.57935338
11334,-0.96598863
11335,-0.45942982
11336,-0.65419938
11337,-1.3186751
11338,-0.23477292
11339,-0.5892373
11340,0.030427779
11341,-0.34970935
11342,-1.0035726
11343,0.27096424
11344,-0.96422998
11345,-0.72253894
11346,-0.68889579
11347,-0.1836297
11348,-0.33544499
11349,-0.24856621
11350,-0.66530565
11351,-0.52599529
11352,-0.63794478
11353,-1.0753016
11354,-0.79126553
11355,-1.5816699
11356,-0.34151008
11357,-1.5051057
11358,-0.62522764
11359,-0.62262857
11360,-0.93693555
11361,-0.47773188
11362,-0.42290959
11363,-0.90856261
11364,-0.64234616
11365,0.051688171
11366,-0.16357023
11367,-0.50457951
11368,-1.5859447
11369,-0.61831671
11370,-0.25494129
11371,-0.49188166
11372,-0.84571059
11373,-0.0064804092
11374,-1.0830951
11375,0.029871011
11376,-0.20809892
11377,-0.96777593
11378,-0.749295
11379,-0.203671
11380,-0.55094858
11381,-0.57377976
11382,-0.75150389
11383,-0.43320993
11384,-0.091085134
11385,-0.73853262
11386,-0.85528245
11387,-0.22518506
11388,-0.49345347
11389,0.50026737
11390,-0.19276159
11391,0.092196163
11392,-0.39818104
11393,-0.54520108
11394,-0.82115713
11395,-0.77612014
11396,-1.4192809
11397,-1.1943637
11398,-1.1819862
11399,-0.51130767
11400,-1.0703695
11401,-0.98361173
11402,-1.1483475
11403,-0.95298606
11404,-1.2798123
11405,-0.38362032
11406,-1.8335724
11407,-0.97319485
11408,-1.0365315
11409,-0.59906892
11410,-0.4293322
11411,-1.4804849
11412,-1.0193525
11413,-0.55407816
11414,-1.4913346
11415,-1.6865868
11416,-1.4811931
11417,-0.79702858
11418,-0.59433809
11419,1.5176505
11420,1.9366731
11421,1.9538198
11422,1.5579468
11423,1.8169196
11424,1.4394719
11425,1.2178445
11426,1.3259009
11427,1.5952713
11428,0.71421965
11429,1.4939041
11430,1.7911251
11431,1.0955626
11432,1.7089993
11433,1.6917261
11434,0.92596622
11435,1.0296992
11436,0.97149542
11437,1.9983998
11438,1.235343
11439,1.5077181
11440,1.8347709
11441,1.3331028
11442,0.94093901
11443,0.4677376
11444,0.4052473
11445,1.6167244
11446,0.87952458
11447,0.58199862
11448,0.51276077
11449,0.78094843
11450,0.79943729
11451,0.86485264
11452,1.6397316
11453,0.93325936
11454,-0.075478515
11455,0.40460513
11456,0.6562372
11457,1.0147458
11458,1.0141172
11459,1.1548579
11460,0.68058451
11461,0.31542954
11462,-0.12870968
11463,0.9042634
11464,0.51545405
11465,0.032386138
11466,-0.071177594
11467,0.36882782
11468,0.68699075
11469,0.36843694
11470,-0.01444216
11471,0.096029581
11472,-0.40998257
11473,-0.22085333
11474,-0.56452306
11475,0.70420768
11476,0.3216632
11477,0.11260565
11478,-0.18084707
11479,0.34740852
11480,-0.87132727
11481,-0.32127508
11482,0.28002294
11483,-0.43848745
11484,0.13676017
11485,-0.57459948
11486,0.087249541
11487,-0.36189679
11488,-0.16842367
11489,-1.1229524
11490,-0.51854189
11491,0.12045376
11492,0.0015315683
11493,-0.74721427
11494,-0.43303101
11495,-0.67975182
11496,-0.37633275
11497,-0.5633232
11498,-0.85862698
11499,-1.1803288
11500,-0.47276352
11501,-0.41594814
11502,-0.010443441
11503,-0.57018595
11504,-1.3933441
11505,-1.3423618
11506,-1.0139759
11507,-1.4848855
11508,-1.5914614
11509,-0.38709814
11510,-0.51405336
11511,-0.72111096
11512,-1.397142
11513,-0.4664941
11514,-0.45905653
11515,-1.3189218
11516,-1.3666589
11517,-0.73384084
11518,-0.89097742
11519,-0.36626865
11520,-0.6070713
11521,-0.86146123
11522,-1.303215
11523,-1.8943467
11524,-0.98817162
11525,-0.80603364
11526,-0.66792791
11527,-0.6085148
11528,-0.77506226
11529,-1.4725249
11530,-1.0459025
11531,-1.074915
11532,-1.4568172
11533,-0.9272465
11534,-0.82942875
11535,-1.2326381
11536,-1.2427542
11537,-0.94475568
11538,-0.5564144
11539,-0.70901882
11540,-1.3630827
11541,-1.5529356
11542,-0.086081109
11543,-0.12265903
11544,-1.28257
11545,-1.4709405
11546,-1.7686615
11547,-1.2232768
11548,-1.4380514
11549,-1.1976195
11550,-0.46298717
11551,-0.50087107
11552,-1.613172
11553,-1.2410262
11554,-0.70442021
11555,-1.1363265
11556,-0.72287433
11557,-1.23207
11558,-0.66093671
11559,-0.72478779
11560,-0.9239402
11561,-0.26855635
11562,-0.81929932
11563,-1.1905872
11564,0.22456069
11565,0.079401555
11566,-1.051767
11567,0.028097016
11568,-0.64366046
11569,-0.16644542
11570,0.013202434
11571,-0.0068108862
11572,0.24680372
11573,0.39796315
11574,-0.55783741
11575,0.37660335
11576,0.11253258
11577,-0.62390723
11578,0.051007417
11579,-0.36230323
11580,0.22639517
11581,0.21130919
11582,-0.47756327
11583,0.29675053
11584,0.40627544
11585,-0.070808231
11586,0.053298548
11587,-0.25378443
11588,-0.099133717
11589,0.45581424
11590,-0.078817422
11591,0.86566742
11592,0.88940584
11593,-1.1035815
11594,-0.2812748
11595,-0.78309601
11596,-0.11195876
11597,0.064552841
11598,0.52690111
11599,0.78119851
11600,1.3717526
11601,0.84179409
11602,0.30882781
11603,0.32556324
11604,0.89109713
11605,0.7980242
11606,-0.53869368
11607,0.48603861
11608,1.0772157
11609,1.007768
11610,0.21766443
11611,0.71890202
11612,1.3476859
11613,0.848896
11614,1.5688311
11615,1.332887
11616,0.77404379
11617,0.10174763
11618,0.65765934
11619,1.420568
11620,0.26508054
11621,1.3295892
11622,0.15824831
11623,0.47434833
11624,1.838983
11625,1.1370529
11626,0.66166715
11627,1.1148677
11628,0.63472828
11629,0.84749577
11630,1.7040243
11631,0.81555941
11632,1.3913293
11633,0.8252371
11634,1.0665876
11635,1.279593
11636,0.53998291
11637,1.9272901
11638,2.4148168
11639,2.0012865
11640,1.2696085
11641,0.99258829
11642,1.2965025
11643,1.9985872
11644,1.6997825
11645,1.723365
11646,-1.339468
11647,-1.550044
11648,-1.4711201
11649,-1.3574682
11650,-1.5742363
11651,-1.1856851
11652,-1.5418692
11653,-1.6943929
11654,-1.4054172
11655,-1.6764487
11656,-0.7538925
11657,-1.1864848
11658,-1.2069687
11659,-1.8363696
11660,-1.0952645
11661,-1.2982858
11662,-1.54395
11663,-1.0974315
11664,-1.7732939
11665,-1.6268218
11666,-0.68406131
11667,-0.66815275
11668,-1.2985529
11669,-1.9484109
11670,-1.242328
11671,-1.0650955
11672,-0.88328017
11673,1.2400916
11674,1.4112961
11675,0.57201542
11676,0.25463778
11677,0.8507799
11678,1.5773558
11679,0.95025792
11680,0.56003008
11681,0.56656141
11682,1.1862703
11683,0.59563188
11684,0.57959296
11685,0.53975732
11686,1.2828699
11687,0.60601416
11688,0.14103006
11689,0.56538894
11690,0.86417526
11691,1.2000028
11692,0.63835496
11693,0.9670034
11694,0.74600631
11695,1.1690186
11696,0.53924168
11697,0.50992826
11698,0.75162816
11699,1.0320024
11700,0.80886099
11701,0.88921543
11702,0.8408692
11703,0.52247635
11704,1.0582111
11705,0.51045287
11706,0.20081494
11707,0.60035699
11708,0.49734944
11709,0.5946216
11710,1.2438185
11711,0.65543399
11712,0.34980097
11713,0.72481738
11714,0.66628571
11715,0.8409148
11716,1.0412279
11717,0.38553341
11718,0.83262643
11719,0.17700167
11720,1.0303351
11721,0.25384988
11722,0.68761715
11723,0.16969804
11724,0.6744381
11725,0.43743247
11726,0.96219337
11727,0.70624341
11728,0.65442885
11729,0.79452822
11730,0.70937741
11731,-0.071719769
11732,0.54061738
11733,0.35973033
11734,0.92685477
11735,0.16928358
11736,0.84103391
11737,0.78718075
11738,0.96557236
11739,0.82591784
11740,0.53419103
11741,0.81710337
11742,0.41231855
11743,0.68937145
11744,0.76028473
11745,0.24023389
11746,0.2747707
11747,0.85883387
11748,0.90582323
11749,0.4336603
11750,0.46995639
11751,0.95421776
11752,0.087805707
11753,1.2608914
11754,0.55122928
11755,0.69526399
11756,-1.246024
11757,-1.6056264
11758,-1.2198972
11759,-1.2151507
11760,-1.3647882
11761,-1.2182722
11762,-1.3977964
11763,-1.4283794
11764,-0.9268837
11765,-0.78742075
11766,-1.5310043
11767,-1.304028
11768,-0.87788763
11769,-1.3616615
11770,-1.1538976
11771,-0.69847532
11772,-1.5632457
11773,-1.4194169
11774,-1.2576663
11775,-1.0153972
11776,-0.60495432
11777,-0.29667905
11778,-1.0577238
11779,0.093219692
11780,-0.6849932
11781,-0.59565149
11782,-1.4413248
11783,-1.1392084
11784,-0.60009419
11785,-0.88644403
11786,-0.44222533
11787,-1.1690025
11788,-0.79323083
11789,-1.2710611
11790,-0.70539469
11791,-1.3284682
11792,-1.2409969
11793,2.2225583
11794,2.1142714
11795,1.6696308
11796,2.1904664
11797,1.5964514
11798,1.5490679
11799,1.2351026
11800,2.913332
11801,1.7164237
11802,1.9605369
11803,1.665899
11804,1.7256556
11805,1.3138366
11806,0.59990192
11807,1.3005987
11808,2.193179
11809,1.860077
11810,1.4845773
11811,0.98165378
11812,0.91931898
11813,1.2645477
11814,1.2828595
11815,1.479491
11816,0.69441978
11817,0.97413451
11818,0.48840823
11819,1.0493255
11820,0.46681751
11821,0.71459473
11822,1.1121694
11823,1.0916543
11824,0.62746425
11825,0.57693076
11826,1.2563546
11827,-0.19466226
11828,0.70096282
11829,0.032673576
11830,1.2526027
11831,0.17183385
11832,0.33956102
11833,-0.26561474
11834,0.65125724
11835,0.38983847
11836,0.26573391
11837,-0.078598017
11838,-0.23272732
11839,0.46291309
11840,-0.0055082906
11841,-0.44930355
11842,-0.096226831
11843,-0.16275589
11844,-0.90376166
11845,-0.55571495
11846,-0.21550171
11847,-0.41205934
11848,-1.0402562
11849,-0.13622847
11850,-0.89724561
11851,-0.24517399
11852,-0.80383252
11853,-0.45471996
11854,-0.65068573
11855,-1.0478892
11856,-0.50934197
11857,0.065513356
11858,0.14228074
11859,-1.1473207
11860,-0.18516824
11861,-0.42280593
11862,-0.70378615
11863,-1.4370507
11864,-1.2012113
11865,0.0086165528
11866,-0.63073969
11867,-0.87573109
11868,-0.94238008
11869,-0.49476202
11870,-1.2778428
11871,-0.31215562
11872,-0.33379704
11873,-0.21900753
11874,-0.11408046
11875,0.087886979
11876,-0.54947062
11877,-0.45251742
11878,0.60623005
11879,-0.87736371
11880,-1.1054022
11881,-0.81127073
11882,-1.9081709
11883,-0.97368609
11884,-0.043821597
11885,-0.72628394
11886,-1.0014338
11887,-1.0190966
11888,-0.055607839
11889,-0.81651508
11890,-0.52055284
11891,-0.23397661
11892,-0.63597058
11893,-0.87074912
11894,0.14974732
11895,-0.75025161
11896,-0.80917147
11897,0.49975613
11898,-1.5481325
11899,-1.2223734
11900,-0.013004322
11901,-0.076655158
11902,-0.56406498
11903,-0.71369551
11904,-1.4824601
11905,-1.1473295
11906,-2.05786
11907,-1.7584567
11908,-1.2421275
11909,-1.7855746
11910,-1.2595027
11911,-2.2837531
11912,-1.3651562
11913,-1.4401055
11914,-1.4707994
11915,-1.3334738
11916,-1.696552
11917,-1.4391324
11918,-1.6831344
11919,-1.5097682
11920,-1.6103523
11921,-1.7541354
11922,-1.3095586
11923,-1.8425662
11924,-2.495775
11925,-1.516967
11926,-1.1160333
11927,-1.9384815
11928,-1.923673
11929,0.68124485
11930,0.45429621
11931,0.90156482
11932,0.36440258
11933,0.32739313
11934,1.0159768
11935,0.96888772
11936,0.020440148
11937,1.2192841
11938,-0.30829892
11939,0.89062295
11940,0.96617441
11941,0.63207506
11942,0.082026233
11943,0.36012189
11944,0.16406066
11945,0.47494244
11946,0.56345427
11947,-0.058785435
11948,0.54979794
11949,-0.68824608
11950,0.30768062
11951,0.27753979
11952,0.54225859
11953,0.52258653
11954,0.623533
11955,0.53171977
11956,0.36795913
11957,0.7755012
11958,0.33122542
11959,1.0613622
11960,0.74787448
11961,0.90727201
11962,-0.1513468
11963,0.71319613
11964,0.73755167
11965,0.61240595
11966,-0.1955886
11967,0.35858334
11968,0.013070952
11969,0.22463379
11970,0.52390679
11971,1.4171673
11972,0.28377163
11973,0.11396498
11974,0.10591885
11975,1.3212177
11976,0.40960184
11977,0.19188208
11978,0.79209125
11979,0.52089853
11980,0.72058439
11981,0.27392979
11982,-0.26753743
11983,0.61290485
11984,0.23958772
11985,1.2545169
11986,0.76404213
11987,0.53678183
11988,-0.014932348
11989,0.16314843
11990,0.76037625
11991,0.40787248
11992,0.88899645
11993,0.89067767
11994,0.19464386
11995,0.5533286
11996,0.77061957
11997,1.1478465
11998,0.59165325
11999,0.33499925
12000,0.6313873
12001,0.94569281
12002,0.63837763
12003,0.70681676
12004,1.0298084
12005,1.1325973
12006,1.1884146
12007,0.58319419
12008,0.54100595
12009,0.29659896
12010,1.3605402
12011,0.46628462
12012,0.44469279
12013,0.37629767
12014,0.77231222
12015,0.537514
12016,0.27670083
12017,0.34019646
12018,-0.36508544
12019,0.036882705
12020,-0.075306131
12021,0.79319233
12022,0.4218006
12023,1.1712279
12024,0.041032605
12025,0.53402484
12026,-1.4695332
12027,-2.2240153
12028,-1.8064028
12029,-1.5191646
12030,-0.98329304
12031,-1.7559811
12032,-0.99759983
12033,-0.69036477
12034,-1.0503907
12035,-0.85267575
12036,-1.6639335
12037,-1.0339433
12038,-0.42284168
12039,-0.90090666
12040,-0.4340267
12041,-0.57914044
12042,-0.46160565
12043,-0.76902722
12044,-0.79810229
12045,0.053403177
12046,-0.66348384
12047,-0.9572155
12048,-0.22996009
12049,-0.42558726
12050,-1.2768265
12051,-1.0679122
12052,-0.81312802
12053,-1.0109932
12054,0.2398759
12055,-0.76710524
12056,-1.1357348
12057,2.8932561
12058,2.3235811
12059,1.9548643
12060,2.0677687
12061,1.2223896
12062,1.5418615
12063,1.743247
12064,1.2303073
12065,1.76173
12066,2.0538688
12067,0.90848861
12068,1.1626708
12069,1.5455406
12070,2.3380531
12071,1.8671411
12072,1.4274744
12073,1.4074479
12074,1.4672753
12075,1.8301333
12076,1.3468481
12077,1.1643651
12078,1.3718786
12079,1.2283238
12080,1.0229166
12081,0.39526087
12082,1.0445896
12083,1.2734432
12084,1.3744113
12085,0.66018966
12086,0.8738363
12087,1.3729736
12088,0.5063943
12089,0.6304266
12090,0.14082102
12091,1.2874881
12092,0.73218993
12093,-0.20539091
12094,0.32886273
12095,0.47782161
12096,-0.39627686
12097,-0.35448957
12098,0.058358828
12099,-0.43786553
12100,0.35353763
12101,0.42029032
12102,-0.17712873
12103,0.60910673
12104,0.21471423
12105,0.1977151
12106,-0.34829053
12107,-0.45041723
12108,-0.0030976436
12109,-0.31264294
12110,-0.00093613812
12111,-0.52439312
12112,-0.53805946
12113,-0.58903275
12114,-0.61517643
12115,-1.2878308
12116,-0.9995965
12117,-1.0997148
12118,-0.2491924
12119,-0.9623404
12120,-1.0107754
12121,0.11355755
12122,-0.47916281
12123,-0.52829551
12124,-0.75768696
12125,-0.99366096
12126,-0.44398894
12127,-0.92950835
12128,-0.37503416
12129,-1.2889611
12130,-0.7105764
12131,-0.82271466
12132,-0.59993539
12133,0.15033841
12134,-1.1071711
12135,-1.4809263
12136,-0.70392208
12137,-0.77055199
12138,-0.054231662
12139,-1.150646
12140,-0.90380003
