Time,root.DistalPhalanxTW.d0.s0
11578,-1.1376641
11579,-1.1376641
11580,-1.1376641
11581,-1.1376641
11582,-1.1376641
11583,-1.1376641
11584,-1.1376641
11585,-1.1376641
11586,-1.1376641
11587,-1.1376641
11588,-1.1376641
11589,-1.1376641
11590,-1.1376641
11591,-1.1376641
11592,-1.1376641
11593,-1.1376641
11594,-1.1376641
11595,-1.1376641
11596,-1.1376641
11597,-1.1376641
11598,-1.1376641
11599,-1.1376641
11600,-0.47899977
11601,-0.41009383
11602,-0.21470302
11603,-0.026620819
11604,0.20898086
11605,0.43759755
11606,0.66950447
11607,0.89882236
11608,1.1027354
11609,1.2969935
11610,1.36892
11611,1.4245571
11612,1.3972375
11613,1.2606392
11614,1.1131455
11615,0.9794059
11616,0.79617813
11617,0.54814372
11618,0.2842515
11619,0.046087758
11620,-0.22923934
11621,-0.38209995
11622,-0.45421521
11623,-0.43854619
11624,-0.29674289
11625,-0.11035974
11626,0.1104629
11627,0.34077864
11628,0.55693563
11629,0.78849195
11630,1.0201292
11631,1.273072
11632,1.4165473
11633,1.4341851
11634,1.3067293
11635,1.3367189
11636,1.3584021
11637,1.3794649
11638,1.3995029
11639,1.3705381
11640,1.4459166
11641,1.4494226
11642,1.3694863
11643,1.0930805
11644,0.84159402
11645,0.60076035
11646,0.336976
11647,0.076832483
11648,-0.16071097
11649,-0.38625319
11650,-1.0850214
11651,-1.0850214
11652,-1.0850214
11653,-1.0850214
11654,-1.0850214
11655,-1.0850214
11656,-1.0850214
11657,-1.0850214
11658,-1.0850214
11659,-1.0850214
11660,-1.0850214
11661,-1.0850214
11662,-1.0850214
11663,-1.0850214
11664,-1.0850214
11665,-1.0850214
11666,-1.0850214
11667,-1.0850214
11668,-1.0850214
11669,-1.0850214
11670,-1.0850214
11671,-1.0850214
11672,-1.0850214
11673,-1.0850214
11674,-1.0850214
11675,-1.0850214
11676,-1.0850214
11677,-1.0850214
11678,-1.0850214
11679,-1.0850214
11680,-0.45971693
11681,-0.38159535
11682,-0.2144465
11683,-0.018819989
11684,0.2198763
11685,0.46311919
11686,0.72725185
11687,0.97338244
11688,1.246639
11689,1.3232553
11690,1.3692742
11691,1.3674617
11692,1.3659257
11693,1.2435977
11694,1.103452
11695,0.98312076
11696,0.73053892
11697,0.56824387
11698,0.30377329
11699,0.11908318
11700,-0.059862235
11701,-0.27518042
11702,-0.468933
11703,-0.48450816
11704,-0.33004678
11705,-0.12769253
11706,0.077948778
11707,0.31461754
11708,0.55408184
11709,0.79244021
11710,1.0332869
11711,1.2503254
11712,1.3797498
11713,1.3598738
11714,1.3239926
11715,1.3163432
11716,1.3372023
11717,1.3897032
11718,1.3988271
11719,1.3507806
11720,1.4089341
11721,1.430899
11722,1.3070043
11723,1.1270144
11724,0.86576943
11725,0.6048624
11726,0.33286536
11727,0.066244366
11728,-0.16689156
11729,-0.39133366
11730,-1.0917245
11731,-1.0917245
11732,-1.0917245
11733,-1.0917245
11734,-1.0917245
11735,-1.0917245
11736,-1.0917245
11737,-1.0917245
11738,-1.0917245
11739,-1.0917245
11740,-1.0917245
11741,-1.0917245
11742,-1.0917245
11743,-1.0917245
11744,-1.0917245
11745,-1.0917245
11746,-1.0917245
11747,-1.0917245
11748,-1.0917245
11749,-1.0917245
11750,-1.0917245
11751,-1.0917245
11752,-1.0917245
11753,-1.0917245
11754,-1.0917245
11755,-1.0917245
11756,-1.0917245
11757,-1.0917245
11758,-1.0917245
11759,-1.0917245
11760,-0.94205646
11761,-0.87351851
11762,-0.61911495
11763,-0.33845786
11764,0.0011186206
11765,0.31276879
11766,0.54556548
11767,0.77799044
11768,0.99977458
11769,1.1994872
11770,1.2390301
11771,1.3308477
11772,1.4439934
11773,1.3543597
11774,1.2645402
11775,1.0636194
11776,0.99484915
11777,0.80159537
11778,0.5590872
11779,0.30454424
11780,-0.062679753
11781,-0.43733837
11782,-0.70001296
11783,-0.92295876
11784,-1.0341064
11785,-0.94228879
11786,-0.71107196
11787,-0.42423485
11788,-0.072437698
11789,0.26281741
11790,0.62567356
11791,0.96520358
11792,1.3358196
11793,1.3928804
11794,1.4580263
11795,1.3348438
11796,1.360865
11797,1.3851205
11798,1.4504522
11799,1.4762876
11800,1.449337
11801,1.4787967
11802,1.4136973
11803,1.0401074
11804,0.67042071
11805,0.28005645
11806,-0.091488923
11807,-0.47195584
11808,-0.73360817
11809,-0.94726069
11810,0.15961553
11811,0.1826164
11812,0.096421216
11813,-0.32010363
11814,-0.57473953
11815,-0.94767889
11816,-1.239999
11817,-1.5812948
11818,-1.8898921
11819,-1.7301081
11820,-1.429489
11821,-1.1207198
11822,-0.77398747
11823,-0.44003342
11824,-0.13874526
11825,0.086059208
11826,0.033598637
11827,-0.16913429
11828,-0.44835091
11829,-0.81905988
11830,-1.1866556
11831,-1.4879438
11832,-1.5286483
11833,-1.6042492
11834,-1.5071344
11835,-1.24288
11836,-0.93201971
11837,-0.550577
11838,-0.21332384
11839,0.069470701
11840,-0.47052889
11841,-0.37912256
11842,-0.19278811
11843,0.050855376
11844,0.30496817
11845,0.45928639
11846,0.61751058
11847,0.76686629
11848,1.0106058
11849,1.2202161
11850,1.395761
11851,1.4412881
11852,1.4427609
11853,1.342422
11854,1.1940268
11855,1.0278306
11856,0.83973522
11857,0.616358
11858,0.37764501
11859,0.12731013
11860,-0.10352687
11861,-0.2847067
11862,-0.44158622
11863,-0.46073192
11864,-0.32661594
11865,-0.11268351
11866,0.10365013
11867,0.35225614
11868,0.58059587
11869,0.83394028
11870,1.093752
11871,1.2859454
11872,1.3921752
11873,1.4399114
11874,1.316841
11875,1.3390283
11876,1.3913748
11877,1.3762311
11878,1.4341485
11879,1.4687901
11880,1.4890243
11881,1.350298
11882,1.1675814
11883,0.93722463
11884,0.71163829
11885,0.48822906
11886,0.2491959
11887,0.029020309
11888,-0.22012997
11889,-0.34857908
11890,-1.0908433
11891,-1.0908433
11892,-1.0908433
11893,-1.0908433
11894,-1.0908433
11895,-1.0908433
11896,-1.0908433
11897,-1.0908433
11898,-1.0908433
11899,-1.0908433
11900,-1.0908433
11901,-1.0908433
11902,-1.0908433
11903,-1.0908433
11904,-1.0908433
11905,-1.0908433
11906,-1.0908433
11907,-1.0908433
11908,-1.0908433
11909,-1.0908433
11910,-1.0908433
11911,-1.0908433
11912,-1.0908433
11913,-1.0908433
11914,-1.0908433
11915,-1.0908433
11916,-1.0908433
11917,-1.0908433
11918,-1.0908433
11919,-1.0908433
11920,-0.89983786
11921,-0.99831726
11922,-0.76591992
11923,-0.46960454
11924,-0.13966348
11925,0.19893255
11926,0.59273317
11927,0.86530589
11928,1.1040775
11929,1.366007
11930,1.4775273
11931,1.5665915
11932,1.5531412
11933,1.361738
11934,1.0601009
11935,0.96109523
11936,1.0465337
11937,0.89349299
11938,0.40630068
11939,0.2295173
11940,0.1017397
11941,-0.2369148
11942,-0.53919509
11943,-0.77825908
11944,-0.92977934
11945,-0.94276178
11946,-0.72252817
11947,-0.48901972
11948,-0.22521891
11949,0.12782153
11950,0.45764564
11951,0.7941364
11952,1.1300424
11953,1.4521472
11954,1.5185214
11955,1.3799251
11956,1.2865334
11957,1.2995158
11958,1.3069427
11959,1.3641356
11960,1.3534924
11961,1.4833752
11962,1.4250712
11963,1.160978
11964,0.8564755
11965,0.44875676
11966,0.10834788
11967,-0.1754529
11968,-0.50480917
11969,-0.79334678
11970,0.00057024775
11971,0.046242699
11972,0.05788011
11973,-0.22445868
11974,-0.55802547
11975,-0.89720629
11976,-1.2803052
11977,-1.5648837
11978,-1.7158718
11979,-1.6626789
11980,-1.41896
11981,-1.1191943
11982,-0.82007189
11983,-0.44516013
11984,-0.2244002
11985,0.097119822
11986,0.053435672
11987,-0.082236655
11988,-0.37428303
11989,-0.72486734
11990,-1.0700131
11991,-1.2758023
11992,-1.5702814
11993,-1.7132695
11994,-1.6544976
11995,-1.4052758
11996,-1.1193697
11997,-0.82124148
11998,-0.48533551
11999,-0.15562837
12000,-0.95265022
12001,-0.87870997
12002,-0.63398553
12003,-0.3199225
12004,-0.1312023
12005,0.027659418
12006,0.39553045
12007,0.46941841
12008,0.77856604
12009,1.0524692
12010,1.4089406
12011,1.5106477
12012,1.4840836
12013,1.3448312
12014,1.1756158
12015,1.0333827
12016,0.78625289
12017,0.56270653
12018,0.22469397
12019,-0.073890767
12020,-0.41964248
12021,-0.7461509
12022,-0.97994641
12023,-1.0371534
12024,-0.84351776
12025,-0.56046361
12026,-0.29497943
12027,0.027868584
12028,0.35840345
12029,0.69165749
12030,1.0282059
12031,1.3742191
12032,1.4597157
12033,1.4322627
12034,1.3716568
12035,1.2882517
12036,1.3158094
12037,1.4400541
12038,1.543696
12039,1.4169935
12040,1.4492051
12041,1.5607953
12042,1.5181254
12043,1.1702297
12044,0.80126057
12045,0.4218331
12046,0.065675373
12047,-0.27939655
12048,-0.58927626
12049,-0.79520037
12050,0.12439878
12051,0.056524352
12052,-0.19421362
12053,-0.49802751
12054,-0.75524963
12055,-1.1617641
12056,-1.3610995
12057,-1.6338208
12058,-1.7527161
12059,-1.4919852
12060,-1.2311027
12061,-0.96990643
12062,-0.75117089
12063,-0.65307194
12064,-0.45075595
12065,-0.16435514
12066,0.0028209329
12067,-0.11781567
12068,-0.31955646
12069,-0.73558801
12070,-0.97414204
12071,-1.3239725
12072,-1.5372174
12073,-1.5801592
12074,-1.5096598
12075,-1.2643601
12076,-1.0319242
12077,-0.69610789
12078,-0.41221708
12079,-0.066413076
12080,-0.56756626
12081,-0.47920118
12082,-0.28751957
12083,-0.068765244
12084,0.1909269
12085,0.42054461
12086,0.65876726
12087,0.88000873
12088,1.0913016
12089,1.2226343
12090,1.3409308
12091,1.383927
12092,1.3643443
12093,1.250536
12094,1.1228054
12095,0.94930571
12096,0.74827586
12097,0.59621702
12098,0.37337463
12099,0.15687875
12100,-0.065191761
12101,-0.30384323
12102,-0.49935562
12103,-0.55950449
12104,-0.44535315
12105,-0.22225348
12106,0.0055917858
12107,0.23938332
12108,0.48529611
12109,0.70808132
12110,0.93724163
12111,1.183183
12112,1.3971632
12113,1.5011372
12114,1.3582265
12115,1.3676891
12116,1.364087
12117,1.4564544
12118,1.5101424
12119,1.5689476
12120,1.6005658
12121,1.4883584
12122,1.322606
12123,1.0940175
12124,0.83924244
12125,0.59501633
12126,0.3352956
12127,0.051646832
12128,-0.21879434
12129,-0.46293469
12130,-1.0659956
12131,-1.0659956
12132,-1.0659956
12133,-1.0659956
12134,-1.0659956
12135,-1.0659956
12136,-1.0659956
12137,-1.0659956
12138,-1.0659956
12139,-1.0659956
12140,-1.0659956
12141,-1.0659956
12142,-1.0659956
12143,-1.0659956
12144,-1.0659956
12145,-1.0659956
12146,-1.0659956
12147,-1.0659956
12148,-1.0659956
12149,-1.0659956
12150,-1.0659956
12151,-1.0659956
12152,-1.0659956
12153,-1.0659956
12154,-1.0659956
12155,-1.0659956
12156,-1.0659956
12157,-1.0659956
12158,-1.0659956
12159,-1.0659956
12160,-0.83944197
12161,-0.73662683
12162,-0.5102875
12163,-0.23297204
12164,0.082376399
12165,0.43084604
12166,0.49961072
12167,0.93569559
12168,1.129312
12169,1.1208823
12170,1.1343565
12171,1.206639
12172,1.1791597
12173,1.0654591
12174,0.9872691
12175,0.80022387
12176,0.62260391
12177,0.50704474
12178,0.30513147
12179,0.18645267
12180,0.032462271
12181,-0.1413743
12182,-0.461369
12183,-0.57579979
12184,-0.64861335
12185,-0.52356253
12186,-0.28142591
12187,0.045471804
12188,0.37409527
12189,0.75993414
12190,1.0913454
12191,1.2995643
12192,1.0980493
12193,1.1536717
12194,1.2185866
12195,1.1027619
12196,1.1847352
12197,1.1856645
12198,1.3664041
12199,1.539245
12200,1.7343216
12201,1.7820454
12202,1.6521492
12203,1.2292066
12204,0.83022545
12205,0.48819419
12206,0.10129332
12207,-0.22036075
12208,-0.54301046
12209,-0.72129417
12210,0.087686413
12211,-0.1023457
12212,-0.41357888
12213,-0.6741678
12214,-0.97816608
12215,-1.2887355
12216,-1.5392354
12217,-1.810451
12218,-1.8442824
12219,-1.6231535
12220,-1.2599287
12221,-1.0500504
12222,-0.60381011
12223,-0.29211231
12224,-0.11681549
12225,0.079256766
12226,-0.17031388
12227,-0.43335868
12228,-0.82629969
12229,-1.1508743
12230,-1.445049
12231,-1.6892101
12232,-1.8633321
12233,-1.7511912
12234,-1.4859361
12235,-1.1655432
12236,-0.86804967
12237,-0.55535624
12238,-0.21710837
12239,0.025161002
12240,-1.0774596
12241,-0.90133122
12242,-0.67821508
12243,-0.37510333
12244,-0.048432997
12245,0.26982356
12246,0.37268739
12247,0.68248702
12248,0.87587448
12249,1.0484648
12250,1.3059264
12251,1.5284385
12252,1.5536367
12253,1.4966387
12254,1.3526552
12255,1.1971082
12256,1.0255103
12257,0.71635787
12258,0.59144562
12259,0.43330974
12260,0.11936794
12261,-0.043945649
12262,-0.17101527
12263,-0.48474133
12264,-0.80774412
12265,-0.96739017
12266,-0.95565403
12267,-0.73348714
12268,-0.41950219
12269,-0.07371748
12270,0.29687709
12271,0.65012633
12272,0.99616993
12273,1.3541223
12274,1.5238648
12275,1.4758416
12276,1.5409081
12277,1.538233
12278,1.5352127
12279,1.5891471
12280,1.6446781
12281,1.5500123
12282,1.375696
12283,1.0631781
12284,0.76804867
12285,0.37890064
12286,-0.0067524346
12287,-0.32690748
12288,-0.67031908
12289,-0.90728559
12290,-0.04856244
12291,-0.037128331
12292,-0.073501742
12293,-0.45988833
12294,-0.70242088
12295,-1.0068271
12296,-1.2834031
12297,-1.6133353
12298,-1.6647414
12299,-1.4729935
12300,-1.2168263
12301,-0.89615351
12302,-0.64529348
12303,-0.37493074
12304,-0.11311122
12305,0.043471349
12306,-0.086532311
12307,-0.27047045
12308,-0.6155648
12309,-0.91811563
12310,-1.2145395
12311,-1.4475364
12312,-1.556126
12313,-1.5259787
12314,-1.4060285
12315,-1.1783387
12316,-1.0275379
12317,-0.74026131
12318,-0.46161423
12319,-0.1874545
12320,-0.39385969
12321,-0.31935445
12322,-0.18222936
12323,0.056807339
12324,0.29596057
12325,0.55168346
12326,0.75921216
12327,0.9438556
12328,1.1245605
12329,1.2545544
12330,1.3254008
12331,1.3694467
12332,1.346142
12333,1.2296183
12334,1.107315
12335,0.93959084
12336,0.79722219
12337,0.58887783
12338,0.40052893
12339,0.14326792
12340,-0.0417484
12341,-0.23363962
12342,-0.37929423
12343,-0.43706668
12344,-0.31112787
12345,-0.13955839
12346,0.11155017
12347,0.33835189
12348,0.57673606
12349,0.8287535
12350,1.0616611
12351,1.2759947
12352,1.3710781
12353,1.3547648
12354,1.3009308
12355,1.3431124
12356,1.3668832
12357,1.3992768
12358,1.3985777
12359,1.3978785
12360,1.4659284
12361,1.3962472
12362,1.2359106
12363,1.0239307
12364,0.77205307
12365,0.5444823
12366,0.28270017
12367,0.041869002
12368,-0.19975453
12369,-0.34056176
12370,-1.1048174
12371,-1.1048174
12372,-1.1048174
12373,-1.1048174
12374,-1.1048174
12375,-1.1048174
12376,-1.1048174
12377,-1.1048174
12378,-1.1048174
12379,-1.1048174
12380,-1.1048174
12381,-1.1048174
12382,-1.1048174
12383,-1.1048174
12384,-1.1048174
12385,-1.1048174
12386,-1.1048174
12387,-1.1048174
12388,-1.1048174
12389,-1.1048174
12390,-1.1048174
12391,-1.1048174
12392,-1.1048174
12393,-1.1048174
12394,-1.1048174
12395,-1.1048174
12396,-1.1048174
12397,-1.1048174
12398,-1.1048174
12399,-1.1048174
12400,-0.41163962
12401,-0.38506005
12402,-0.2204669
12403,-0.028432285
12404,0.22435166
12405,0.48269618
12406,0.67890123
12407,0.91694964
12408,1.1420419
12409,1.2567566
12410,1.3805351
12411,1.4241857
12412,1.4104511
12413,1.26051
12414,1.1290023
12415,0.94811668
12416,0.65621406
12417,0.51147218
12418,0.29260777
12419,0.074605252
12420,-0.1360017
12421,-0.25827884
12422,-0.30921375
12423,-0.37580169
12424,-0.29278223
12425,-0.11295309
12426,0.079442956
12427,0.32719458
12428,0.56710578
12429,0.82339289
12430,1.0366411
12431,1.2357377
12432,1.4263265
12433,1.4485688
12434,1.3096934
12435,1.3169499
12436,1.3882644
12437,1.4256036
12438,1.3772266
12439,1.3974393
12440,1.4882158
12441,1.4220727
12442,1.2588975
12443,0.99663274
12444,0.72327465
12445,0.56705017
12446,0.32016044
12447,0.16029378
12448,-0.087124202
12449,-0.2674816
12450,-1.1000116
12451,-1.1000116
12452,-1.1000116
12453,-1.1000116
12454,-1.1000116
12455,-1.1000116
12456,-1.1000116
12457,-1.1000116
12458,-1.1000116
12459,-1.1000116
12460,-1.1000116
12461,-1.1000116
12462,-1.1000116
12463,-1.1000116
12464,-1.1000116
12465,-1.1000116
12466,-1.1000116
12467,-1.1000116
12468,-1.1000116
12469,-1.1000116
12470,-1.1000116
12471,-1.1000116
12472,-1.1000116
12473,-1.1000116
12474,-1.1000116
12475,-1.1000116
12476,-1.1000116
12477,-1.1000116
12478,-1.1000116
12479,-1.1000116
12480,-1.012459
12481,-0.99551505
12482,-0.74408032
12483,-0.51030053
12484,-0.17224997
12485,0.17652389
12486,0.46534205
12487,0.71239267
12488,0.98480004
12489,1.2583331
12490,1.4255218
12491,1.4819228
12492,1.5153368
12493,1.3485628
12494,1.2778838
12495,1.1003866
12496,0.87270897
12497,0.61979312
12498,0.35354721
12499,0.20087348
12500,-0.076214227
12501,-0.40454864
12502,-0.73803736
12503,-0.97525334
12504,-1.109265
12505,-0.98094084
12506,-0.6901676
12507,-0.45093729
12508,-0.093750673
12509,0.26539102
12510,0.62862059
12511,0.99451618
12512,1.3399723
12513,1.5190692
12514,1.6442534
12515,1.4608909
12516,1.3690615
12517,1.3990394
12518,1.4127249
12519,1.4852997
12520,1.5409305
12521,1.563562
12522,1.4100589
12523,1.0258567
12524,0.68063748
12525,0.32042939
12526,-0.034802145
12527,-0.38333902
12528,-0.69455171
12529,-0.90155287
12530,0.13185334
12531,-0.039363991
12532,-0.25051229
12533,-0.510656
12534,-0.77014801
12535,-1.1406647
12536,-1.461238
12537,-1.6747739
12538,-1.6436704
12539,-1.3876561
12540,-1.2022792
12541,-0.91517916
12542,-0.56190271
12543,-0.16608852
12544,0.027404845
12545,0.06087813
12546,0.0060174895
12547,-0.27397321
12548,-0.61137207
12549,-0.93550011
12550,-1.2086184
12551,-1.3856417
12552,-1.4300753
12553,-1.4967257
12554,-1.3278781
12555,-1.1067767
12556,-0.82346829
12557,-0.58311233
12558,-0.23801165
12559,0.032855362
12560,-0.95586923
12561,-0.81380812
12562,-0.6338243
12563,-0.37455589
12564,-0.0631495
12565,0.21684571
12566,0.54549386
12567,0.83090004
12568,1.0466055
12569,1.2623109
12570,1.3815359
12571,1.4267496
12572,1.4913145
12573,1.44954
12574,1.3540224
12575,1.1426733
12576,0.9526012
12577,0.77486432
12578,0.57649235
12579,0.34625063
12580,0.059010216
12581,-0.28096431
12582,-0.61259309
12583,-0.72782859
12584,-0.90001692
12585,-0.85741693
12586,-0.6541384
12587,-0.34993136
12588,-0.058976627
12589,0.2690754
12590,0.6136355
12591,0.9071123
12592,1.2476829
12593,1.4760904
12594,1.4579774
12595,1.39167
12596,1.4239524
12597,1.4996144
12598,1.4566935
12599,1.4590321
12600,1.5507436
12601,1.4895262
12602,1.3447137
12603,1.0719637
12604,0.67476122
12605,0.36569347
12606,0.038971254
12607,-0.2728937
12608,-0.62153496
12609,-0.81477109
12610,-0.10753787
12611,0.010494833
12612,-0.17315744
12613,-0.49364327
12614,-0.71210006
12615,-0.9831534
12616,-1.2066085
12617,-1.4850858
12618,-1.7070139
12619,-1.5962814
12620,-1.329456
12621,-1.1004065
12622,-0.841184
12623,-0.53202454
12624,-0.2908233
12625,-0.1041904
12626,-0.13606014
12627,-0.32448141
12628,-0.69132741
12629,-1.0123177
12630,-1.2345805
12631,-1.4731588
12632,-1.5182854
12633,-1.4823987
12634,-1.288782
12635,-1.162266
12636,-1.0086492
12637,-0.78239693
12638,-0.56692076
12639,-0.27005064
12640,-0.88391722
12641,-0.83112303
12642,-0.57539259
12643,-0.42211914
12644,-0.085631722
12645,0.27760988
12646,0.62211806
12647,0.78582949
12648,1.0376045
12649,1.2566921
12650,1.4299625
12651,1.628339
12652,1.3522271
12653,1.2386179
12654,1.3959567
12655,1.3651372
12656,1.1285797
12657,0.91449129
12658,0.79967354
12659,0.49993879
12660,0.20624708
12661,-0.13985427
12662,-0.50831486
12663,-0.6144526
12664,-0.79579872
12665,-0.87073241
12666,-0.81947645
12667,-0.70817465
12668,-0.42772269
12669,-0.10645274
12670,0.23849493
12671,0.58965046
12672,0.9448713
12673,1.0906734
12674,1.3497549
12675,1.3400861
12676,1.2999273
12677,1.3063
12678,1.2412549
12679,1.3501944
12680,1.347118
12681,1.4002967
12682,1.4344674
12683,1.3625552
12684,0.95822092
12685,0.57805881
12686,0.19718252
12687,-0.15952161
12688,-0.49589916
12689,-0.77080251
12690,0.066103503
12691,0.010892098
12692,-0.3118062
12693,-0.56484474
12694,-0.79118403
12695,-1.1785429
12696,-1.5457948
12697,-1.8573575
12698,-1.7901863
12699,-1.4881662
12700,-1.1927165
12701,-0.8668319
12702,-0.50084346
12703,-0.16831149
12704,0.098571105
12705,0.054237171
12706,-0.06338235
12707,-0.32724342
12708,-0.61159589
12709,-0.93352508
12710,-1.3123687
12711,-1.5344779
12712,-1.7383261
12713,-1.6668644
12714,-1.4674001
12715,-1.1724449
12716,-0.9197909
12717,-0.61719944
12718,-0.28351379
12719,-0.077830707
12720,-0.49139036
12721,-0.3969866
12722,-0.21344949
12723,0.019548237
12724,0.27446733
12725,0.52356582
12726,0.69841547
12727,0.94560272
12728,1.0829225
12729,1.2042285
12730,1.311953
12731,1.2931302
12732,1.2169411
12733,1.1372192
12734,0.94050608
12735,0.79701816
12736,0.63653178
12737,0.49536053
12738,0.22853961
12739,-0.01989284
12740,-0.26791988
12741,-0.42889855
12742,-0.53754974
12743,-0.43903392
12744,-0.24232082
12745,-0.062229738
12746,0.15333515
12747,0.41630462
12748,0.67362725
12749,0.92246511
12750,1.1555787
12751,1.422834
12752,1.570405
12753,1.5298925
12754,1.3836246
12755,1.3273877
12756,1.2970685
12757,1.3018176
12758,1.3414324
12759,1.5006736
12760,1.6252808
12761,1.5293422
12762,1.3354091
12763,1.0658662
12764,0.82244347
12765,0.57403997
12766,0.31590652
12767,0.038834403
12768,-0.19236792
12769,-0.39765264
12770,-1.0806609
12771,-1.0806609
12772,-1.0806609
12773,-1.0806609
12774,-1.0806609
12775,-1.0806609
12776,-1.0806609
12777,-1.0806609
12778,-1.0806609
12779,-1.0806609
12780,-1.0806609
12781,-1.0806609
12782,-1.0806609
12783,-1.0806609
12784,-1.0806609
12785,-1.0806609
12786,-1.0806609
12787,-1.0806609
12788,-1.0806609
12789,-1.0806609
12790,-1.0806609
12791,-1.0806609
12792,-1.0806609
12793,-1.0806609
12794,-1.0806609
12795,-1.0806609
12796,-1.0806609
12797,-1.0806609
12798,-1.0806609
12799,-1.0806609
12800,-0.50843231
12801,-0.40380821
12802,-0.2226501
12803,0.025617248
12804,0.16511605
12805,0.41666825
12806,0.6440599
12807,0.72148419
12808,0.87132874
12809,1.0358477
12810,1.2174356
12811,1.4114261
12812,1.4399153
12813,1.3759067
12814,1.2900094
12815,1.0889579
12816,0.91538261
12817,0.69431508
12818,0.47005479
12819,0.2734548
12820,0.030621277
12821,-0.1804382
12822,-0.33378251
12823,-0.46047959
12824,-0.41614943
12825,-0.27364207
12826,-0.021782873
12827,0.2806385
12828,0.52810766
12829,0.77969056
12830,1.0169982
12831,1.3123279
12832,1.407558
12833,1.4724261
12834,1.4226315
12835,1.4080492
12836,1.3733587
12837,1.3772882
12838,1.4771846
12839,1.4435686
12840,1.4664704
12841,1.405102
12842,1.2638226
12843,0.9931753
12844,0.75743337
12845,0.49353995
12846,0.25448247
12847,-0.0031175404
12848,-0.23253536
12849,-0.42382432
12850,-1.0846938
12851,-1.0846938
12852,-1.0846938
12853,-1.0846938
12854,-1.0846938
12855,-1.0846938
12856,-1.0846938
12857,-1.0846938
12858,-1.0846938
12859,-1.0846938
12860,-1.0846938
12861,-1.0846938
12862,-1.0846938
12863,-1.0846938
12864,-1.0846938
12865,-1.0846938
12866,-1.0846938
12867,-1.0846938
12868,-1.0846938
12869,-1.0846938
12870,-1.0846938
12871,-1.0846938
12872,-1.0846938
12873,-1.0846938
12874,-1.0846938
12875,-1.0846938
12876,-1.0846938
12877,-1.0846938
12878,-1.0846938
12879,-1.0846938
12880,-0.95592404
12881,-0.81573114
12882,-0.59843818
12883,-0.3062187
12884,0.019026417
12885,0.31704199
12886,0.59531463
12887,0.97598485
12888,1.1512562
12889,1.2601743
12890,1.4778899
12891,1.4682902
12892,1.4516264
12893,1.2494878
12894,1.0720429
12895,0.92599358
12896,0.74408092
12897,0.41799054
12898,0.29633305
12899,0.055795356
12900,-0.26099713
12901,-0.50219896
12902,-0.81718016
12903,-0.87061286
12904,-0.72933319
12905,-0.5966269
12906,-0.3287993
12907,-0.00029387982
12908,0.30635545
12909,0.66541108
12910,1.0158933
12911,1.3177126
12912,1.5335565
12913,1.6249053
12914,1.5342207
12915,1.4673845
12916,1.5220851
12917,1.6823832
12918,1.6278034
12919,1.5548089
12920,1.50681
12921,1.3160824
12922,0.97755462
12923,0.77354437
12924,0.45427647
12925,0.47897022
12926,0.1316879
12927,-0.25598593
12928,-0.61335104
12929,-0.86517903
12930,-0.33495764
12931,-0.53039451
12932,-0.59547976
12933,-0.76302296
12934,-0.98520637
12935,-1.1872846
12936,-1.3010268
12937,-1.4590668
12938,-1.4070228
12939,-1.3281658
12940,-1.0921321
12941,-0.87495993
12942,-0.65996125
12943,-0.45583024
12944,-0.16584467
12945,-0.013697335
12946,-0.20200985
12947,-0.39581657
12948,-0.64076171
12949,-0.82321776
12950,-1.0620649
12951,-1.2915417
12952,-1.4402597
12953,-1.4826134
12954,-1.4515681
12955,-1.2910527
12956,-1.1182749
12957,-0.94028668
12958,-0.65869336
12959,-0.50068956
12960,-0.44653031
12961,-0.4189226
12962,-0.21979461
12963,0.010801134
12964,0.24906103
12965,0.506761
12966,0.75679683
12967,0.93810707
12968,1.1725908
12969,1.3248948
12970,1.4215078
12971,1.3964455
12972,1.3827955
12973,1.2648963
12974,1.1409832
12975,0.9699944
12976,0.79878181
12977,0.59179388
12978,0.32964646
12979,0.2034118
12980,0.16260161
12981,0.018940794
12982,-0.19551549
12983,-0.41520241
12984,-0.45545317
12985,-0.40653129
12986,-0.25070294
12987,-0.036050864
12988,0.2175653
12989,0.45459445
12990,0.69257463
12991,0.94923966
12992,1.1889261
12993,1.4473813
12994,1.4758841
12995,1.3925295
12996,1.3756068
12997,1.3811452
12998,1.4238574
12999,1.4653109
13000,1.492583
13001,1.5278828
13002,1.4181792
13003,1.1902687
13004,0.9548619
13005,0.69042083
13006,0.40091744
13007,0.10506456
13008,-0.15677518
13009,-0.40532852
13010,-1.0826266
13011,-1.0826266
13012,-1.0826266
13013,-1.0826266
13014,-1.0826266
13015,-1.0826266
13016,-1.0826266
13017,-1.0826266
13018,-1.0826266
13019,-1.0826266
13020,-1.0826266
13021,-1.0826266
13022,-1.0826266
13023,-1.0826266
13024,-1.0826266
13025,-1.0826266
13026,-1.0826266
13027,-1.0826266
13028,-1.0826266
13029,-1.0826266
13030,-1.0826266
13031,-1.0826266
13032,-1.0826266
13033,-1.0826266
13034,-1.0826266
13035,-1.0826266
13036,-1.0826266
13037,-1.0826266
13038,-1.0826266
13039,-1.0826266
13040,-0.71843027
13041,-0.63345912
13042,-0.43135849
13043,-0.14303175
13044,0.10074396
13045,0.08249477
13046,0.41720269
13047,0.75191061
13048,1.0507476
