Time,root.Plane.d0.s0
6930,-0.65607973
6931,-0.83673966
6932,-1.0242402
6933,-1.2073715
6934,-1.3846917
6935,-1.4789484
6936,-1.5143219
6937,-1.4628175
6938,-1.3804065
6939,-1.2414164
6940,-1.2606644
6941,-1.2945333
6942,-1.2191133
6943,-1.0686042
6944,-0.89826945
6945,-0.69246518
6946,-0.47254978
6947,-0.24627754
6948,-0.040693919
6949,0.10052536
6950,0.22405353
6951,0.22741912
6952,0.21019681
6953,0.19338286
6954,0.044247924
6955,-0.15752462
6956,-0.36205243
6957,-0.56575785
6958,-0.75059691
6959,-0.9183777
6960,-1.0638136
6961,-1.2027247
6962,-1.3014297
6963,-1.1223712
6964,-0.93079953
6965,-0.67414278
6966,-0.51211693
6967,-0.24935796
6968,0.014422412
6969,0.27898174
6970,0.53503549
6971,0.73778862
6972,0.8499788
6973,0.77909904
6974,0.6513253
6975,0.5147434
6976,0.38672223
6977,0.26824599
6978,0.12759828
6979,0.29721064
6980,0.49405704
6981,0.6952197
6982,0.87752822
6983,0.79245023
6984,0.58602512
6985,0.378541
6986,0.17177486
6987,-0.033783994
6988,-0.21583646
6989,-0.32149526
6990,-0.37352392
6991,-0.26696606
6992,-0.2711185
6993,-0.12158977
6994,0.078441691
6995,0.22083453
6996,0.46970455
6997,0.71652961
6998,0.81573074
6999,0.62530727
7000,0.46887343
7001,0.43662975
7002,0.4122888
7003,0.26580308
7004,0.021195635
7005,-0.2589334
7006,-0.54787289
7007,-0.73267361
7008,-0.94431809
7009,-1.1542792
7010,-1.297933
7011,-1.1812683
7012,-1.0379732
7013,-0.88417661
7014,-0.72197243
7015,-0.52630944
7016,-0.33706545
7017,-0.14527669
7018,-0.081537039
7019,-0.042102817
7020,-0.059523135
7021,-0.11957493
7022,-0.27389569
7023,-0.48019673
7024,-0.67395484
7025,-0.8509563
7026,-1.0105346
7027,-1.1236044
7028,-1.182154
7029,-1.1502557
7030,-1.2754947
7031,-1.2991289
7032,-1.2701651
7033,-1.1110921
7034,-0.95230072
7035,-0.77726229
7036,-0.60589687
7037,-0.42580721
7038,-0.22535325
7039,-0.03517815
7040,0.16234068
7041,0.31523714
7042,0.28822399
7043,0.37514674
7044,0.58264604
7045,0.78491657
7046,0.98486738
7047,1.1889928
7048,1.3934591
7049,1.5982214
7050,1.8019521
7051,2.0062048
7052,2.2100339
7053,2.4146321
7054,2.6193869
7055,2.7384636
7056,2.822114
7057,2.6049711
7058,2.386717
7059,2.1684673
7060,1.9496227
7061,1.7310007
7062,1.5126325
7063,1.2928955
7064,1.073238
7065,0.85367298
7066,0.63421646
7067,0.44184519
7068,0.50194469
7069,0.37225168
7070,0.16765137
7071,-0.044954841
7072,-0.2603506
7073,-0.47231921
7074,-0.66121332
7075,-0.85082824
7076,-1.0423854
7077,-1.2275824
7078,-1.3732683
7079,-1.4040695
7080,-1.3833929
7081,-1.188925
7082,-1.1742394
7083,-1.2360607
7084,-1.2040689
7085,-1.055504
7086,-0.85843679
7087,-0.65711103
7088,-0.45671162
7089,-0.2089015
7090,-0.019254056
7091,0.096672581
7092,0.14624938
7093,0.10534538
7094,0.067733516
7095,-0.056483172
7096,-0.26838721
7097,-0.48897987
7098,-0.70190441
7099,-0.89855233
7100,-1.0767684
7101,-1.2320189
7102,-1.3735323
7103,-1.3403139
7104,-1.1562644
7105,-0.91015114
7106,-0.68284153
7107,-0.45017473
7108,-0.16178697
7109,0.1268195
7110,0.39458895
7111,0.56983469
7112,0.75134116
7113,0.69065178
7114,0.6582019
7115,0.54329588
7116,0.42071632
7117,0.29025313
7118,0.17666383
7119,0.34259087
7120,0.54077753
7121,0.75513812
7122,0.64486159
7123,0.4241922
7124,0.2068749
7125,-0.013492436
7126,-0.23371578
7127,-0.40711258
7128,-0.3220712
7129,-0.37737698
7130,-0.51896128
7131,-0.34914192
7132,-0.31314387
7133,-0.31079841
7134,-0.077988376
7135,0.17098831
7136,0.40175099
7137,0.63160464
7138,0.6967148
7139,0.49812213
7140,0.29659612
7141,0.35981612
7142,0.47552901
7143,0.60070972
7144,0.60670752
7145,0.47934946
7146,0.20434167
7147,-0.08171259
7148,-0.3905728
7149,-0.65283759
7150,-0.85228896
7151,-1.0928152
7152,-1.2725334
7153,-1.3364071
7154,-1.1809348
7155,-1.0140712
7156,-0.84921438
7157,-0.66214125
7158,-0.44820971
7159,-0.23755089
7160,-0.025576779
7161,0.11678708
7162,0.15140414
7163,0.16859629
7164,0.13498231
7165,0.03985326
7166,-0.1952955
7167,-0.39318811
7168,-0.59923404
7169,-0.80776912
7170,-0.99513577
7171,-1.1492128
7172,-1.1454632
7173,-1.1133258
7174,-1.231719
7175,-1.3449186
7176,-1.3569136
7177,-1.2692976
7178,-1.0883291
7179,-0.90823784
7180,-0.71376618
7181,-0.53357824
7182,-0.33592922
7183,-0.1241604
7184,0.088770256
7185,0.29389145
7186,0.34357283
7187,0.2944058
7188,0.5008518
7189,0.7205445
7190,0.93887286
7191,1.1587996
7192,1.3787823
7193,1.5965392
7194,1.8157336
7195,2.0343098
7196,2.2533085
7197,2.4722644
7198,2.691737
7199,2.8215989
7200,2.8281515
7201,2.6106852
7202,2.3939146
7203,2.1777069
7204,1.9614236
7205,1.7446979
7206,1.5281209
7207,1.3117143
7208,1.0955043
7209,0.87833085
7210,0.66247252
7211,0.44549561
7212,0.29582459
7213,0.32495877
7214,0.23912779
7215,0.031387062
7216,-0.17482424
7217,-0.3840656
7218,-0.58419295
7219,-0.76795125
7220,-0.95490287
7221,-1.1429503
7222,-1.3183509
7223,-1.3949714
7224,-1.397757
7225,-1.3658086
7226,-1.1770074
7227,-1.1955795
7228,-1.2088853
7229,-1.1233786
7230,-0.96210146
7231,-0.76089778
7232,-0.55557217
7233,-0.35408718
7234,-0.10602254
7235,0.073803342
7236,0.17939596
7237,0.17391591
7238,0.13661826
7239,0.10422198
7240,-0.077161238
7241,-0.28701601
7242,-0.50232554
7243,-0.71162214
7244,-0.8929632
7245,-1.055396
7246,-1.2068374
7247,-1.3444739
7248,-1.2227395
7249,-1.049485
7250,-0.78326411
7251,-0.61565634
7252,-0.32353687
7253,-0.030674175
7254,0.25292106
7255,0.48676396
7256,0.63281453
7257,0.61398689
7258,0.4706305
7259,0.35150886
7260,0.22654656
7261,0.21367487
7262,0.4237245
7263,0.60617927
7264,0.8221131
7265,0.7938309
7266,0.5860756
7267,0.36596085
7268,0.14927277
7269,-0.067183921
7270,-0.28707473
7271,-0.33015212
7272,-0.32375912
7273,-0.46250498
7274,-0.39853406
7275,-0.3111219
7276,-0.37437982
7277,-0.1375179
7278,0.10345251
7279,0.32855087
7280,0.55118215
7281,0.77809417
7282,0.74720621
7283,0.55164182
7284,0.35517505
7285,0.20371523
7286,0.31782503
7287,0.42676516
7288,0.54547392
7289,0.49799352
7290,0.30968004
7291,0.033724017
7292,-0.25008806
7293,-0.54325328
7294,-0.72350603
7295,-0.9953708
7296,-1.1835517
7297,-1.3264476
7298,-1.2144729
7299,-1.0597386
7300,-0.89446521
7301,-0.72082678
7302,-0.52198774
7303,-0.31103222
7304,-0.10313911
7305,0.034825402
7306,0.079351542
7307,0.11237608
7308,0.054097593
7309,-0.033637763
7310,-0.26904072
7311,-0.47889803
7312,-0.70572891
7313,-0.9128754
7314,-1.0943054
7315,-1.1905242
7316,-1.1536211
7317,-1.146032
7318,-1.3289328
7319,-1.3765653
7320,-1.37963
7321,-1.2683106
7322,-1.0914907
7323,-0.90725606
7324,-0.71731192
7325,-0.54279017
7326,-0.3416089
7327,-0.13444808
7328,0.078851075
7329,0.2794281
7330,0.30751188
7331,0.30795757
7332,0.52188019
7333,0.73812951
7334,0.954528
7335,1.1710531
7336,1.3876866
7337,1.6029152
7338,1.8184146
7339,2.0341509
7340,2.2489924
7341,2.4633528
7342,2.6777342
7343,2.8283828
7344,2.6524988
7345,2.4446266
7346,2.2390426
7347,2.0340932
7348,1.8292301
7349,1.6257955
7350,1.4221589
7351,1.2164979
7352,1.0132103
7353,0.80796159
7354,0.60459528
7355,0.39984996
7356,0.19513954
7357,-0.010770727
7358,-0.07232664
7359,0.012000763
7360,-0.028677299
7361,-0.21923219
7362,-0.40315437
7363,-0.57106444
7364,-0.73673695
7365,-0.88640536
7366,-1.0337921
7367,-1.1587522
7368,-1.2776557
7369,-1.3819117
7370,-1.4566515
7371,-1.5326219
7372,-1.5456975
7373,-1.5546565
7374,-1.5260341
7375,-1.4721128
7376,-1.4063149
7377,-1.3090607
7378,-1.2136428
7379,-1.0818495
7380,-0.93651147
7381,-0.78345606
7382,-0.61614756
7383,-0.45769202
7384,-0.27701319
7385,-0.10673939
7386,0.086416447
7387,0.2818391
7388,0.44834783
7389,0.60624326
7390,0.72679648
7391,0.78413838
7392,0.81913332
7393,0.69999254
7394,0.75071422
7395,0.70161399
7396,0.56887916
7397,0.42492325
7398,0.269129
7399,0.13748111
7400,0.013278858
7401,-0.13087302
7402,-0.32588363
7403,-0.24764756
7404,-0.16979294
7405,0.029489719
7406,0.22939365
7407,0.41767219
7408,0.61914208
7409,0.71956761
7410,0.53922646
7411,0.34624781
7412,0.1396431
7413,-0.0625844
7414,-0.26445867
7415,-0.46774749
7416,-0.44464776
7417,-0.39063434
7418,-0.19073169
7419,-0.18717971
7420,-0.36204572
7421,-0.47855636
7422,-0.41130734
7423,-0.33179553
7424,-0.14078867
7425,0.084143348
7426,0.30923244
7427,0.53499568
7428,0.75903064
7429,0.68982203
7430,0.51185804
7431,0.33390334
7432,0.13658338
7433,0.010315514
7434,0.14749169
7435,0.26220922
7436,0.38441297
7437,0.38701852
7438,0.32231939
7439,0.24475101
7440,0.36767202
7441,0.32255199
7442,0.25819688
7443,0.09733022
7444,-0.063597575
7445,-0.233224
7446,-0.39741816
7447,-0.57301489
7448,-0.72398646
7449,-0.86632012
7450,-1.0021255
7451,-1.1236583
7452,-1.2459699
7453,-1.3375707
7454,-1.4318783
7455,-1.4861183
7456,-1.5285619
7457,-1.5396879
7458,-1.5278554
7459,-1.4285373
7460,-1.3756798
7461,-1.3034587
7462,-1.2249956
7463,-1.150607
7464,-1.040865
7465,-0.90907669
7466,-0.76555166
7467,-0.61353631
7468,-0.4620478
7469,-0.28805498
7470,-0.10438627
7471,-0.042411044
7472,-0.075395092
7473,-0.0014918863
7474,0.19703408
7475,0.39946163
7476,0.60214882
7477,0.80222718
7478,1.0028425
7479,1.2114353
7480,1.4099724
7481,1.6099875
7482,1.8113703
7483,1.9200128
7484,2.0978109
7485,2.2970277
7486,2.4960493
7487,2.6532094
7488,2.8386702
7489,2.6740236
7490,2.4652442
7491,2.2494949
7492,2.0284152
7493,1.8004798
7494,1.5900363
7495,1.5177008
7496,1.355224
7497,1.1894932
7498,1.2067744
7499,1.0037862
7500,0.78982727
7501,0.62040254
7502,0.41766842
7503,0.24967454
7504,0.037768628
7505,-0.18775311
7506,-0.41405855
7507,-0.6007859
7508,-0.78058911
7509,-0.97403621
7510,-1.1599521
7511,-1.3359485
7512,-1.3752322
7513,-1.3669051
7514,-1.2609946
7515,-1.1735417
7516,-1.1894592
7517,-1.1781364
7518,-1.057309
7519,-0.89717275
7520,-0.72702516
7521,-0.54197469
7522,-0.35295212
7523,-0.13585223
7524,0.044557485
7525,0.1437869
7526,0.13541471
7527,0.095637996
7528,-0.015034407
7529,-0.26440792
7530,-0.5038426
7531,-0.7457817
7532,-0.93874362
7533,-1.1098447
7534,-1.2821598
7535,-1.349138
7536,-1.156038
7537,-0.9370186
7538,-0.70114022
7539,-0.52975416
7540,-0.27909623
7541,-0.030013905
7542,0.21903331
7543,0.44683437
7544,0.56870532
7545,0.49312384
7546,0.34592757
7547,0.21015411
7548,0.16128139
7549,0.38545441
7550,0.61068913
7551,0.73704167
7552,0.82156347
7553,0.61128077
7554,0.38529126
7555,0.15832781
7556,-0.06928165
7557,-0.29517842
7558,-0.43684919
7559,-0.3557693
7560,-0.42217444
7561,-0.54037769
7562,-0.37364866
7563,-0.36621689
7564,-0.4153471
7565,-0.15722805
7566,0.10266612
7567,0.33644873
7568,0.57015098
7569,0.77675902
7570,0.60669162
7571,0.41110097
7572,0.20084778
7573,0.22358511
7574,0.34226093
7575,0.46828467
7576,0.4873957
7577,0.47294751
7578,0.29628252
7579,0.2872475
7580,0.10935623
7581,-0.16861232
7582,-0.43070401
7583,-0.67449963
7584,-0.86347719
7585,-1.0943534
7586,-1.2964181
7587,-1.3352882
7588,-1.1789788
7589,-1.0065329
7590,-0.82926707
7591,-0.6287093
7592,-0.41879597
7593,-0.20644676
7594,-0.00078440696
7595,0.050761412
7596,0.091389929
7597,0.09879319
7598,0.013311822
7599,-0.18348679
7600,-0.38838153
7601,-0.58375981
7602,-0.7662718
7603,-0.93103982
7604,-1.0829101
7605,-1.1797265
7606,-1.1274364
7607,-1.1788143
7608,-1.3109557
7609,-1.3597471
7610,-1.3357815
7611,-1.2172706
7612,-1.0184808
7613,-0.81395849
7614,-0.60201012
7615,-0.40599426
7616,-0.1827052
7617,0.041677931
7618,0.26708524
7619,0.33986054
7620,0.27634732
7621,0.48951048
7622,0.72302817
7623,0.95639974
7624,1.188762
7625,1.4211439
7626,1.6574617
7627,1.8957113
7628,2.135471
7629,2.378563
7630,2.6263612
7631,2.8329076
7632,1.3014986
7633,1.1392253
7634,1.0153201
7635,0.82191512
7636,0.62627441
7637,0.53857942
7638,0.58248785
7639,0.65463757
7640,0.71975755
7641,0.79471185
7642,0.86245245
7643,0.82230215
7644,0.6379335
7645,0.41737597
7646,0.22618044
7647,0.024600495
7648,-0.16982335
7649,-0.3553217
7650,-0.53843215
7651,-0.72966372
7652,-0.91869472
7653,-1.1052913
7654,-1.2884982
7655,-1.4722179
7656,-1.6378357
7657,-1.7974379
7658,-1.8773804
7659,-1.7285253
7660,-1.5544614
7661,-1.3709793
7662,-1.1812345
7663,-0.99672812
7664,-0.8029734
7665,-0.60821807
7666,-0.41890199
7667,-0.22771237
7668,-0.16763841
7669,0.006188994
7670,-0.0069463493
7671,-0.073250202
7672,0.108635
7673,0.10480976
7674,0.047730668
7675,-0.023999899
7676,-0.11493905
7677,-0.2193076
7678,-0.37455537
7679,-0.50079045
7680,-0.64632685
7681,-0.76214319
7682,-0.83768898
7683,-0.89752975
7684,-0.92756551
7685,-0.95752773
7686,-0.90029538
7687,-0.73233141
7688,-0.5437789
7689,-0.37122871
7690,-0.18973904
7691,-0.010679528
7692,0.17506859
7693,0.35486235
7694,0.54703397
7695,0.73052493
7696,0.88735711
7697,0.91985933
7698,1.0267698
7699,1.2225913
7700,1.4178582
7701,1.6128621
7702,1.8082247
7703,2.0039109
7704,2.1999488
7705,2.3965418
7706,2.5757026
7707,2.4013807
7708,2.2102291
7709,2.0181471
7710,1.8276293
7711,1.6347851
7712,1.4423071
7713,1.2502484
7714,1.0586732
7715,0.91231029
7716,0.90003456
7717,0.7590429
7718,0.58152176
7719,0.40084447
7720,0.21610756
7721,0.032925077
7722,-0.14137682
7723,-0.31983231
7724,-0.48711131
7725,-0.66476435
7726,-0.82624963
7727,-0.87197854
7728,-0.84894356
7729,-0.82684783
7730,-0.78451867
7731,-0.69798847
7732,-0.60903058
7733,-0.48789106
7734,-0.3713869
7735,-0.24555784
7736,-0.18727715
7737,-0.10963354
7738,-0.061175012
7739,-0.068959874
7740,-0.18693442
7741,-0.12110958
7742,-0.19195757
7743,-0.3124915
7744,-0.43516707
7745,-0.6298161
7746,-0.82353436
7747,-1.0160035
7748,-1.2120708
7749,-1.4039211
7750,-1.5893835
7751,-1.7582695
7752,-1.7427487
7753,-1.6148115
7754,-1.4594367
7755,-1.2953491
7756,-1.1179889
7757,-0.93338084
7758,-0.74388677
7759,-0.5409323
7760,-0.35763631
7761,-0.15882622
7762,0.054143925
7763,0.24237287
7764,0.44934487
7765,0.65002504
7766,0.77097428
7767,0.7054489
7768,0.65007291
7769,0.60535406
7770,0.55422882
7771,0.54176861
7772,0.73513757
7773,0.93061428
7774,1.1250409
7775,1.3023264
7776,2.7217204
7777,2.5119207
7778,2.3044344
7779,2.0977347
7780,1.8917722
7781,1.6865804
7782,1.4812023
7783,1.2754929
7784,1.0696487
7785,0.865145
7786,0.66062246
7787,0.45542472
7788,0.25086387
7789,0.045408962
7790,-0.0043021406
7791,0.060477899
7792,-0.051559018
7793,-0.24839346
7794,-0.42294254
7795,-0.59212226
7796,-0.75179853
7797,-0.90518078
7798,-1.0485312
7799,-1.1733851
7800,-1.2819433
7801,-1.3717175
7802,-1.4553163
7803,-1.5180925
7804,-1.5140696
7805,-1.5116851
7806,-1.4836381
7807,-1.4309936
7808,-1.3554924
7809,-1.2594821
7810,-1.1453728
7811,-1.0156993
7812,-0.87269567
7813,-0.71843209
7814,-0.55464375
7815,-0.38282756
7816,-0.20423187
7817,-0.01988285
7818,0.16934145
7819,0.34632331
7820,0.51149606
7821,0.64984432
7822,0.70493445
7823,0.76337998
7824,0.66855368
7825,0.68117138
7826,0.6688467
7827,0.5761502
7828,0.44291191
7829,0.28253772
7830,0.14488073
7831,0.014259815
7832,-0.11636021
7833,-0.26649893
7834,-0.37344565
7835,-0.29565365
7836,-0.10493385
7837,0.093572902
7838,0.29284668
7839,0.48389282
7840,0.68869394
7841,0.6572422
7842,0.45289001
7843,0.24009006
7844,0.037405599
7845,-0.16490552
7846,-0.36677247
7847,-0.56755289
7848,-0.50862248
7849,-0.44016558
7850,-0.27665007
7851,-0.23869219
7852,-0.44223483
7853,-0.55684861
7854,-0.45222191
7855,-0.3737337
7856,-0.15246904
7857,0.070129005
7858,0.29017374
7859,0.50933499
7860,0.71584614
7861,0.65351097
7862,0.45821781
7863,0.28323564
7864,0.083787217
7865,-0.096570128
7866,0.013474244
7867,0.14196996
7868,0.26076576
7869,0.35009426
7870,0.3108862
7871,0.16999933
7872,0.31092762
7873,0.31598735
7874,0.26098866
7875,0.12784736
7876,-0.036513919
7877,-0.19808196
7878,-0.36627866
7879,-0.53044744
7880,-0.6833321
7881,-0.8363622
7882,-0.97267005
7883,-1.0916138
7884,-1.1980262
7885,-1.306204
7886,-1.3785544
7887,-1.4510005
7888,-1.4826124
7889,-1.498196
7890,-1.4789695
7891,-1.4265115
7892,-1.3663131
7893,-1.2970186
7894,-1.2051809
7895,-1.1109441
7896,-0.98906143
7897,-0.85556126
7898,-0.71616608
7899,-0.56904153
7900,-0.40892381
7901,-0.24265174
7902,-0.057677344
7903,0.013997845
7904,-0.03550493
7905,-0.034929055
7906,0.16677128
7907,0.36536254
7908,0.564756
7909,0.76786523
7910,0.97121434
7911,1.1776159
7912,1.3812392
7913,1.579875
7914,1.7840179
7915,1.9837813
7916,2.1862429
7917,2.3853276
7918,2.5854247
7919,2.722728
7920,2.4522678
7921,2.2488496
7922,2.051742
7923,1.8557991
7924,1.6597017
7925,1.5521394
7926,1.3569138
7927,1.1631714
7928,0.96794071
7929,0.77367057
7930,0.57940612
7931,0.38470862
7932,0.18981062
7933,-0.0045136393
7934,-0.19902616
7935,-0.39155662
7936,-0.42588705
7937,-0.60797634
7938,-0.79683657
7939,-0.95921309
7940,-1.1012548
7941,-1.2312832
7942,-1.3344079
7943,-1.4034022
7944,-1.4464185
7945,-1.4093208
7946,-1.3014367
7947,-1.1666341
7948,-0.98315746
7949,-1.0658518
7950,-1.1539479
7951,-1.2247094
7952,-1.2929169
7953,-1.2661677
7954,-1.2142987
7955,-1.1496908
7956,-1.0017375
7957,-0.84981027
7958,-0.6767426
7959,-0.49200841
7960,-0.30026105
7961,-0.10547936
7962,0.11028253
7963,0.21449413
7964,0.3232544
7965,0.43725222
7966,0.60057738
7967,0.71782806
7968,0.75251571
7969,0.62357942
7970,0.4788999
7971,0.35112299
7972,0.21785737
7973,0.091087812
7974,-0.014654722
7975,-0.12523415
7976,-0.22660222
7977,-0.31772589
7978,-0.39638172
7979,-0.44826045
7980,-0.50190965
7981,-0.37740974
7982,-0.18797215
7983,-0.014601015
7984,0.17128834
7985,0.35822012
7986,0.5492492
7987,0.73755917
7988,0.90766484
7989,0.94215033
7990,1.0328665
7991,1.226874
7992,1.4199353
7993,1.588564
7994,1.5909563
7995,1.4501165
7996,1.2618963
7997,1.0703774
7998,0.87871001
7999,0.68301913
8000,0.48913167
8001,0.31219398
8002,0.1185628
8003,-0.073228503
8004,-0.26243759
8005,-0.45289343
8006,-0.54461961
8007,-0.50113297
8008,-0.44377796
8009,-0.37938977
8010,-0.30750828
8011,-0.21376142
8012,-0.12529671
8013,-0.012197281
8014,0.10237959
8015,0.22348418
8016,0.34550861
8017,0.44569205
8018,0.40706141
8019,0.28697363
8020,0.12944887
8021,0.0083413662
8022,-0.17327714
8023,-0.34803488
8024,-0.5165895
8025,-0.6606309
8026,-0.81213041
8027,-0.95247437
8028,-1.0974058
8029,-1.2043011
8030,-1.2885169
8031,-1.3676098
8032,-1.3578665
8033,-1.2700472
8034,-1.1586818
8035,-1.0686957
8036,-1.0733805
8037,-1.2510901
8038,-1.3869994
8039,-1.3959333
8040,-1.3474594
8041,-1.2741908
8042,-1.1881345
8043,-1.0738267
8044,-0.91086543
8045,-0.73538026
8046,-0.55708846
8047,-0.40172425
8048,-0.33529087
8049,-0.13815501
8050,0.05446441
8051,0.24738674
8052,0.43228086
8053,0.62203952
8054,0.80864585
8055,0.9994203
8056,1.187313
8057,1.3818971
8058,1.5705831
8059,1.7585829
8060,1.9494549
8061,2.139531
8062,2.3299734
8063,2.4540514
8064,2.8376007
8065,2.6156066
8066,2.3948023
8067,2.1745336
8068,1.954274
8069,1.7336466
8070,1.5131603
8071,1.292836
8072,1.0726988
8073,0.85166608
8074,0.63185658
8075,0.41158745
8076,0.40791519
8077,0.39994419
8078,0.18852027
8079,-0.022967435
8080,-0.23746209
8081,-0.45085063
8082,-0.63502693
8083,-0.82980893
8084,-1.0188771
8085,-1.2089806
8086,-1.3201316
8087,-1.3510442
8088,-1.3319311
8089,-1.1296388
8090,-1.1418891
8091,-1.1906799
8092,-1.1337453
8093,-0.98924629
8094,-0.80239265
8095,-0.59105928
8096,-0.37824908
8097,-0.15542965
8098,0.033170768
8099,0.1424137
8100,0.18090223
8101,0.1538488
8102,0.12338956
8103,0.012902654
8104,-0.20529141
8105,-0.42196518
8106,-0.6367165
8107,-0.83876034
8108,-1.0253724
8109,-1.192671
8110,-1.3484552
8111,-1.3952352
8112,-1.220118
8113,-1.0051023
8114,-0.71045185
8115,-0.54281376
8116,-0.24428078
8117,0.054700959
8118,0.34348243
8119,0.55751994
8120,0.66616875
8121,0.58824319
8122,0.4714413
8123,0.33228122
8124,0.21702041
8125,0.22774929
8126,0.43594343
8127,0.64570424
8128,0.7626341
8129,0.55570209
8130,0.33541116
8131,0.11536572
8132,-0.10030783
8133,-0.32793519
8134,-0.38187195
8135,-0.36392472
8136,-0.45396037
8137,-0.49170473
8138,-0.3620599
8139,-0.37136243
8140,-0.26495059
8141,-0.02888467
8142,0.19853028
8143,0.41306947
8144,0.64926821
8145,0.86414325
8146,0.83625021
8147,0.65538184
8148,0.4442969
8149,0.23452235
8150,0.28566138
8151,0.40796979
8152,0.53979503
8153,0.55847871
8154,0.4217922
8155,0.17726775
8156,-0.11246732
8157,-0.40952995
8158,-0.70653616
8159,-0.87767715
8160,-1.1342445
8161,-1.3228698
8162,-1.3892884
8163,-1.239614
8164,-1.0772226
8165,-0.90486078
8166,-0.71473706
8167,-0.51030161
8168,-0.29395229
8169,-0.075985483
8170,0.037926807
8171,0.074198257
8172,0.095456861
8173,0.03430187
8174,-0.083749853
8175,-0.32784902
8176,-0.53051491
8177,-0.75344627
8178,-0.95453071
8179,-1.1103533
8180,-1.184256
8181,-1.1523189
8182,-1.1607472
8183,-1.3209962
8184,-1.3507011
8185,-1.3082234
8186,-1.1305439
8187,-0.94490619
8188,-0.75312474
8189,-0.56311153
8190,-0.37952803
8191,-0.16698052
8192,0.048041662
8193,0.26096067
8194,0.39183284
8195,0.3668756
8196,0.49568483
8197,0.71548563
8198,0.93546068
8199,1.1555831
8200,1.375832
8201,1.595814
8202,1.8138271
8203,2.0328131
8204,2.2510898
8205,2.4692534
8206,2.6872959
8207,2.83797
8208,2.5478744
8209,2.2813383
8210,2.0170445
8211,1.7536369
8212,1.4909983
8213,1.2292063
8214,0.99887825
8215,0.81916475
8216,0.97036611
8217,0.70849012
8218,0.44623723
8219,0.18434001
8220,-0.079337051
8221,-0.29911778
8222,-0.19826255
8223,-0.33706404
8224,-0.57235302
8225,-0.78717344
8226,-0.98923468
8227,-1.1639128
8228,-1.3241836
8229,-1.4510623
8230,-1.5327287
8231,-1.5118393
8232,-1.3013593
8233,-1.08578
8234,-0.85416103
8235,-0.61468489
8236,-0.36806994
8237,-0.11539221
8238,0.14034636
8239,0.40070565
8240,0.66251629
8241,0.92659437
8242,1.19344
8243,1.4042606
8244,1.5294363
8245,1.4610001
8246,1.202829
8247,0.94029317
8248,0.68326133
8249,0.42714935
8250,0.16615479
8251,-0.087916902
8252,-0.34718678
8253,-0.59807409
8254,-0.85436749
8255,-1.0998674
8256,-1.3504998
8257,-1.5858272
8258,-1.8114801
8259,-1.9587521
8260,-1.7299939
8261,-1.4180238
8262,-1.0770191
8263,-0.75133543
8264,-0.40542348
8265,-0.068639961
8266,0.27276292
8267,0.54212233
8268,0.67716263
8269,0.5644162
8270,0.38979034
8271,0.22090016
8272,0.056107566
8273,-0.049617622
8274,-0.24698048
8275,-0.18573154
8276,0.057755551
8277,0.31047317
8278,0.43705262
8279,0.16551394
8280,-0.098539656
8281,-0.36244439
8282,-0.35955233
8283,-0.14792821
8284,-0.11956497
8285,-0.33297348
8286,-0.34058868
8287,-0.19226636
8288,0.078837188
8289,0.35756533
8290,0.53823543
8291,0.31127119
8292,0.083798998
8293,0.23415533
8294,0.39786551
8295,0.57324414
8296,0.57312156
8297,0.3515048
8298,0.040966875
8299,-0.27058634
8300,-0.59685638
8301,-0.92284402
8302,-1.2484137
8303,-1.5389004
8304,-1.732036
8305,-1.7481685
8306,-1.5066663
8307,-1.2606828
8308,-1.0194237
8309,-0.76560468
8310,-0.50976844
8311,-0.25945785
8312,-0.00056861994
8313,0.25299862
8314,0.51368412
8315,0.76936497
8316,1.0311805
8317,1.2883136
8318,1.392158
8319,1.3050739
8320,1.1551147
8321,0.88443984
8322,0.61783692
8323,0.35319965
8324,0.091587169
8325,-0.16696791
8326,-0.41904651
8327,-0.66373375
8328,-0.90395088
8329,-1.1277778
8330,-1.3515453
8331,-1.3166669
8332,-1.2456426
8333,-1.1401143
8334,-1.0048998
8335,-0.84496252
8336,-0.66482273
8337,-0.46838366
8338,-0.23406864
8339,-0.16864538
8340,-0.25868431
8341,-0.015347049
8342,0.24011819
8343,0.50395919
8344,0.76437387
8345,1.0219847
8346,1.2749649
8347,1.5421001
8348,1.7991277
8349,2.0571975
8350,2.3137015
8351,2.5488839
8352,2.6319985
8353,2.4293083
8354,2.2263788
8355,2.0238785
8356,1.8214071
8357,1.6189915
8358,1.4179195
8359,1.2137936
8360,1.0097256
8361,0.80572383
8362,0.60361168
8363,0.39986837
8364,0.19834796
8365,-0.0050274683
8366,-0.21060094
8367,-0.20845027
8368,-0.17036883
8369,-0.21012292
8370,-0.39545905
8371,-0.57771352
8372,-0.742041
8373,-0.89501936
8374,-1.0439832
8375,-1.1717476
8376,-1.2915276
8377,-1.3968929
8378,-1.4829788
8379,-1.5507119
8380,-1.5945822
8381,-1.5964832
8382,-1.5900576
8383,-1.5453961
8384,-1.476972
8385,-1.391149
8386,-1.2961923
8387,-1.171826
8388,-1.0401434
8389,-0.89948453
8390,-0.73626251
8391,-0.56893585
8392,-0.39849709
8393,-0.21203473
8394,-0.039624486
8395,0.15173476
8396,0.3314823
8397,0.51460374
8398,0.6762684
8399,0.77257733
8400,0.82468262
8401,0.78116061
