Time,root.Worms.d0.s0
46848,-1.0522819
46849,-1.0209237
46850,-1.4233538
46851,-1.4547119
46852,-1.5644656
46853,-1.585371
46854,-1.6062765
46855,-1.6115029
46856,-1.5331074
46857,-1.4912965
46858,-1.4651647
46859,-1.4599383
46860,-1.4494856
46861,-1.5122019
46862,-1.5017492
46863,-1.5801447
46864,-1.6951247
46865,-1.8048783
46866,-1.8885001
46867,-1.9668956
46868,-2.0191592
46869,-2.1132338
46870,-2.1393656
46871,-2.1811765
46872,-2.2125347
46873,-2.2229874
46874,-2.2125347
46875,-2.2073083
46876,-2.2125347
46877,-2.2334402
46878,-2.2909302
46879,-2.2961565
46880,-2.3954574
46881,-2.4424947
46882,-2.5940593
46883,-2.5836065
46884,-2.5783802
46885,-2.5731538
46886,-2.5627011
46887,-2.5574747
46888,-2.5261165
46889,-2.4947584
46890,-2.4581738
46891,-2.4268156
46892,-2.3954574
46893,-2.3640993
46894,-2.3275147
46895,-2.2386665
46896,-2.1707238
46897,-2.1027811
46898,-2.0400647
46899,-2.1341392
46900,-2.2125347
46901,-2.2073083
46902,-2.1968556
46903,-2.1916292
46904,-2.1811765
46905,-2.1759502
46906,-2.1654974
46907,-2.1602711
46908,-2.1498183
46909,-2.144592
46910,-1.9668956
46911,-1.7839729
46912,-1.5801447
46913,-1.4912965
46914,-1.3972219
46915,-1.2038465
46916,-1.1359037
46917,-1.0731874
46918,-0.95820736
46919,-0.82754827
46920,-0.75437917
46921,-0.68643644
46922,-0.61326735
46923,-0.55577734
46924,-0.17947914
46925,-0.5191928
46926,-0.38330734
46927,0.13932905
46928,0.13410269
46929,0.10274451
46930,0.21249815
46931,0.2490827
46932,0.41632634
46933,0.42155271
46934,0.64105999
46935,0.58356999
46936,0.60970181
46937,0.64105999
46938,0.66719181
46939,0.69854999
46940,0.70377636
46941,0.65151272
46942,0.67241817
46943,0.6828709
46944,0.63060726
46945,0.7403609
46946,0.72990818
46947,0.72468181
46948,0.77171909
46949,0.81875636
46950,0.97032091
46951,0.76126636
46952,0.82920909
46953,0.98600001
46954,0.92851
46955,0.86579364
46956,0.80307727
46957,0.7403609
46958,0.67764454
46959,0.62015453
46960,0.58356999
46961,0.59924908
46962,0.68809726
46963,0.92328364
46964,0.88147273
46965,0.91283091
46966,0.91805728
46967,0.77694545
46968,0.77171909
46969,0.7403609
46970,0.67241817
46971,0.66719181
46972,0.65151272
46973,0.64105999
46974,0.65673908
46975,0.65151272
46976,0.63583363
46977,0.60970181
46978,0.64628635
46979,0.57311726
46980,0.56789089
46981,0.56789089
46982,0.58879635
46983,0.49994816
46984,0.58356999
46985,0.65673908
46986,0.37974179
46987,0.52607998
46988,0.51040089
46989,0.50517453
46990,0.46336362
46991,0.4947218
46992,0.47381634
46993,0.45813725
46994,0.43200543
46995,0.43200543
46996,0.37451543
46997,0.40064725
46998,0.41632634
46999,0.40587361
47000,0.44245816
47001,0.36928907
47002,0.43200543
47003,0.48426907
47004,0.52607998
47005,0.52085362
47006,0.56266453
47007,0.58356999
47008,0.94941546
47009,0.6253809
47010,0.83966182
47011,0.53653271
47012,0.59924908
47013,0.70377636
47014,0.70900272
47015,0.69332363
47016,0.75603999
47017,0.72468181
47018,0.75081363
47019,0.78217181
47020,0.81353
47021,0.83966182
47022,0.88669909
47023,0.77171909
47024,0.78217181
47025,0.69854999
47026,0.68809726
47027,0.67241817
47028,0.65673908
47029,0.63060726
47030,0.60447544
47031,0.57834362
47032,0.5522118
47033,0.52607998
47034,0.49994816
47035,0.46858998
47036,0.44245816
47037,0.41632634
47038,0.39019452
47039,0.3640627
47040,0.33793088
47041,0.31179906
47042,0.28566724
47043,0.25430906
47044,0.22817724
47045,0.20204542
47046,0.1759136
47047,0.14978178
47048,0.12364996
47049,0.097518143
47050,0.06615996
47051,0.04002814
47052,0.013896321
47053,-0.012235499
47054,-0.038367318
47055,-0.064499138
47056,-0.090630957
47057,-0.11676278
47058,-0.14812096
47059,-0.17425278
47060,-0.2003846
47061,-0.22651642
47062,-0.25264824
47063,-0.27878006
47064,-0.30491188
47065,-0.33627006
47066,-0.36240188
47067,-0.3885337
47068,-0.41466552
47069,-0.44079734
47070,-0.46692916
47071,-0.49306098
47072,-0.5191928
47073,-0.55055098
47074,-0.5766828
47075,-0.60281462
47076,-0.62894644
47077,-0.65507826
47078,-0.68121008
47079,-0.7073419
47080,-0.73870008
47081,-0.7648319
47082,-0.79096372
47083,-0.85890645
47084,-0.78051099
47085,-0.7648319
47086,-0.7648319
47087,-0.75960554
47088,-0.79096372
47089,-0.8223219
47090,-0.85368009
47091,-0.92684918
47092,-1.0052446
47093,-1.0836401
47094,-1.1620356
47095,-1.240431
47096,-1.3188265
47097,-1.3972219
47098,-1.470391
47099,-1.5487865
47100,-1.6271819
47101,-1.7055774
47102,-1.6480874
47103,-1.7369356
47104,-1.6898983
47105,-1.7055774
47106,-1.7160301
47107,-1.7108038
47108,-1.6846719
47109,-1.700351
47110,-1.6742192
47111,-1.6898983
47112,-1.6585401
47113,-1.6846719
47114,-1.6219556
47115,-1.6062765
47116,-1.527881
47117,-1.5487865
47118,-1.5383338
47119,-1.4547119
47120,-1.4547119
47121,-1.412901
47122,-1.3919956
47123,-1.355411
47124,-1.3136001
47125,-1.2874683
47126,-1.240431
47127,-1.2299783
47128,-1.2665628
47129,-1.2038465
47130,-1.067961
47131,-1.1515828
47132,-1.125451
47133,-1.0836401
47134,-1.0470556
47135,-0.99479191
47136,-0.77005826
47137,-0.62372008
47138,-0.58713553
47139,-0.52964552
47140,-0.46170279
47141,-0.34672279
47142,-0.28923279
47143,-0.21606369
47144,-0.17425278
47145,-0.13766823
47146,-0.048820046
47147,0.034801777
47148,0.12364996
47149,0.20727179
47150,0.29611997
47151,0.37974179
47152,0.38496816
47153,0.39019452
47154,0.39542089
47155,0.35360997
47156,0.31179906
47157,0.33793088
47158,0.34315725
47159,0.34315725
47160,0.33793088
47161,0.40587361
47162,0.38496816
47163,0.35883634
47164,0.35883634
47165,0.35360997
47166,0.34838361
47167,0.34838361
47168,0.35883634
47169,0.28566724
47170,0.27521452
47171,0.30134634
47172,0.33270452
47173,0.3640627
47174,0.36928907
47175,0.3640627
47176,0.35883634
47177,0.40587361
47178,0.45813725
47179,0.42677907
47180,0.54175907
47181,0.56266453
47182,0.61492817
47183,0.59924908
47184,0.67241817
47185,0.57834362
47186,0.53653271
47187,0.46336362
47188,0.44768452
47189,0.44245816
47190,0.4372318
47191,0.47904271
47192,0.49994816
47193,0.49994816
47194,0.4947218
47195,0.45813725
47196,0.47904271
47197,0.43200543
47198,0.42155271
47199,0.46858998
47200,0.47904271
47201,0.48949544
47202,0.48949544
47203,0.54175907
47204,0.48426907
47205,0.54698544
47206,0.51040089
47207,0.52607998
47208,0.53653271
47209,0.52085362
47210,0.4947218
47211,0.48949544
47212,0.42155271
47213,0.44245816
47214,0.47904271
47215,0.45813725
47216,0.41632634
47217,0.38496816
47218,0.46336362
47219,0.44245816
47220,0.42677907
47221,0.43200543
47222,0.4372318
47223,0.39019452
47224,0.3640627
47225,0.41109998
47226,0.37451543
47227,0.39542089
47228,0.34315725
47229,0.40587361
47230,0.38496816
47231,0.41109998
47232,0.39019452
47233,0.42677907
47234,0.41632634
47235,0.37451543
47236,0.38496816
47237,0.32747815
47238,0.33270452
47239,0.32225179
47240,0.32747815
47241,0.29089361
47242,0.33793088
47243,0.32747815
47244,0.37974179
47245,0.40064725
47246,0.52085362
47247,0.60970181
47248,0.65151272
47249,0.69332363
47250,0.76649272
47251,0.85534091
47252,0.79785091
47253,0.82398273
47254,0.86056727
47255,0.87624636
47256,0.88669909
47257,1.1741491
47258,1.1950546
47259,1.2473182
47260,1.38843
47261,1.4877309
47262,1.4250146
47263,1.5399946
47264,1.6654273
47265,1.7020119
47266,1.7647282
47267,1.7020119
47268,1.6445219
47269,1.50341
47270,1.4145618
47271,1.3936564
47272,1.3361664
47273,1.2891291
47274,1.2629973
47275,1.10098
47276,1.1114327
47277,1.1427909
47278,1.0591691
47279,1.1114327
47280,0.98600001
47281,0.98077364
47282,0.88147273
47283,0.86056727
47284,0.82920909
47285,0.79785091
47286,0.76126636
47287,0.72990818
47288,0.69332363
47289,0.66196544
47290,0.67241817
47291,0.66196544
47292,0.59924908
47293,0.58879635
47294,0.53653271
47295,0.50517453
47296,0.54175907
47297,0.48426907
47298,0.54175907
47299,0.54698544
47300,0.47381634
47301,0.45291089
47302,0.48426907
47303,0.47904271
47304,0.42155271
47305,0.47904271
47306,0.44245816
47307,0.41632634
47308,0.39542089
47309,0.39019452
47310,0.36928907
47311,0.39019452
47312,0.41632634
47313,0.42155271
47314,0.39019452
47315,0.3640627
47316,0.3640627
47317,0.22817724
47318,0.3065727
47319,0.26998815
47320,0.29611997
47321,0.26476179
47322,0.22295088
47323,0.2334036
47324,0.18636633
47325,0.15500815
47326,0.15500815
47327,0.076612688
47328,0.15500815
47329,0.21772451
47330,0.19681906
47331,0.19159269
47332,0.23862997
47333,0.22295088
47334,0.20727179
47335,0.23862997
47336,0.2490827
47337,0.25430906
47338,0.27521452
47339,0.24385633
47340,0.35883634
47341,0.39542089
47342,0.40064725
47343,0.37451543
47344,0.39019452
47345,0.39542089
47346,0.37451543
47347,0.27521452
47348,0.35883634
47349,0.37974179
47350,0.3640627
47351,0.27521452
47352,0.22817724
47353,0.21249815
47354,0.14455542
47355,0.060933596
47356,0.04002814
47357,0.060933596
47358,0.050480868
47359,0.055707232
47360,0.071386324
47361,0.092291779
47362,0.092291779
47363,0.045254504
47364,0.097518143
47365,-0.02791459
47366,-0.095857321
47367,-0.13244187
47368,-0.21606369
47369,-0.29968551
47370,-0.56623007
47371,-0.83800099
47372,-0.83800099
47373,-0.94775464
47374,-1.0209237
47375,-1.1881674
47376,-1.3501847
47377,-1.3972219
47378,-1.4442592
47379,-1.4912965
47380,-1.4651647
47381,-1.585371
47382,-1.6062765
47383,-1.4024483
47384,-1.3972219
47385,-1.4338065
47386,-1.4076747
47387,-1.4965228
47388,-1.4860701
47389,-1.4808438
47390,-1.470391
47391,-1.4599383
47392,-1.4494856
47393,-1.4390328
47394,-1.412901
47395,-1.3815428
47396,-1.355411
47397,-1.2874683
47398,-1.2822419
47399,-1.240431
47400,-1.2090728
47401,-1.1097719
47402,-1.1463565
47403,-1.1359037
47404,-1.0784137
47405,-1.1045456
47406,-1.1672619
47407,-1.0000183
47408,-1.0366028
47409,-1.0261501
47410,-1.0261501
47411,-0.96866009
47412,-0.91117009
47413,-0.85890645
47414,-0.84322736
47415,-0.80141645
47416,-0.74392644
47417,-0.73870008
47418,-0.75437917
47419,-0.69166281
47420,-0.71256826
47421,-0.71779463
47422,-0.70211553
47423,-0.74915281
47424,-0.73870008
47425,-0.77528463
47426,-0.84845372
47427,-0.93730191
47428,-0.92162282
47429,-1.0209237
47430,-1.0575083
47431,-1.0313765
47432,-1.0470556
47433,-1.0418292
47434,-1.0575083
47435,-1.1202246
47436,-1.1149983
47437,-1.1149983
47438,-1.0731874
47439,-1.0731874
47440,-1.0836401
47441,-1.010471
47442,-0.90071736
47443,-0.89026463
47444,-0.84845372
47445,-0.83800099
47446,-0.79619008
47447,-0.73347372
47448,-0.67598371
47449,-0.63939917
47450,-0.63939917
47451,-0.51396643
47452,-0.51396643
47453,-0.46692916
47454,-0.40421279
47455,-0.34149642
47456,-0.21606369
47457,-0.064499138
47458,-0.012235499
47459,-0.0017827708
47460,0.13932905
47461,0.081839052
47462,0.1184236
47463,0.35883634
47464,0.40064725
47465,0.44245816
47466,0.67241817
47467,0.90237818
47468,1.04349
47469,1.0382636
47470,1.0330373
47471,0.97554728
47472,0.91805728
47473,0.86056727
47474,0.80307727
47475,0.74558727
47476,0.68809726
47477,0.63060726
47478,0.57834362
47479,0.52085362
47480,0.46336362
47481,0.40587361
47482,0.34838361
47483,0.29089361
47484,0.2334036
47485,0.1759136
47486,0.1184236
47487,0.0034435931
47488,-0.11676278
47489,-0.1272155
47490,-0.15334732
47491,-0.15857369
47492,-0.12198914
47493,-0.14812096
47494,-0.085404593
47495,-0.11676278
47496,-0.11676278
47497,-0.10631005
47498,-0.1272155
47499,-0.10631005
47500,-0.10108368
47501,-0.085404593
47502,-0.017461863
47503,-0.080178229
47504,-0.14812096
47505,-0.13244187
47506,-0.14812096
47507,-0.11676278
47508,-0.10108368
47509,-0.11676278
47510,-0.090630957
47511,-0.069725502
47512,-0.069725502
47513,-0.064499138
47514,-0.0070091347
47515,0.060933596
47516,0.024349049
47517,0.045254504
47518,0.076612688
47519,0.055707232
47520,0.071386324
47521,0.076612688
47522,0.081839052
47523,0.013896321
47524,0.045254504
47525,0.20727179
47526,0.16546087
47527,0.27521452
47528,0.14978178
47529,0.19681906
47530,0.35360997
47531,0.2334036
47532,0.37974179
47533,0.45813725
47534,0.67241817
47535,0.71422908
47536,0.76126636
47537,0.80830363
47538,0.85011455
47539,0.89715182
47540,0.9441891
47541,0.98600001
47542,1.0330373
47543,1.0800746
47544,1.1218855
47545,1.1689227
47546,1.21596
47547,1.2577709
47548,1.2682237
47549,1.27345
47550,1.2839027
47551,1.2891291
47552,1.2943555
47553,1.3048082
47554,1.3100346
47555,1.3204873
47556,1.3257137
47557,1.3361664
47558,1.3413928
47559,1.3518455
47560,1.3570718
47561,1.3675246
47562,1.3727509
47563,1.3779773
47564,1.38843
47565,1.3936564
47566,1.4041091
47567,1.4093355
47568,1.4197882
47569,1.4250146
47570,1.4197882
47571,1.4145618
47572,1.4093355
47573,1.3988828
47574,1.3936564
47575,1.38843
47576,1.3832037
47577,1.3779773
47578,1.3675246
47579,1.3622982
47580,1.3570718
47581,1.3518455
47582,1.3466191
47583,1.3361664
47584,1.3936564
47585,1.4511464
47586,1.5086364
47587,1.5609
47588,1.61839
47589,1.4929573
47590,1.7072382
47591,1.73337
47592,1.8065391
47593,1.717691
47594,1.7490491
47595,1.5870319
47596,1.4720518
47597,1.4511464
47598,1.4354673
47599,1.4197882
47600,1.3727509
47601,1.3570718
47602,1.3413928
47603,1.33094
47604,1.2943555
47605,1.2629973
47606,1.2682237
47607,1.3152609
47608,1.2316391
47609,1.2316391
47610,1.2525446
47611,1.2368655
47612,1.2264127
47613,1.2525446
47614,1.2943555
47615,1.3466191
47616,1.38843
47617,1.44592
47618,1.4511464
47619,1.3988828
47620,1.4145618
47621,1.4197882
47622,1.4511464
47623,1.4981837
47624,1.4250146
47625,1.44592
47626,1.50341
47627,1.4511464
47628,1.4250146
47629,1.4668255
47630,1.4877309
47631,1.4877309
47632,1.4877309
47633,1.4877309
47634,1.4720518
47635,1.4511464
47636,1.4041091
47637,1.3257137
47638,1.2420918
47639,1.15847
47640,1.0748482
47641,0.99122637
47642,0.90760455
47643,0.82398273
47644,0.7403609
47645,0.64105999
47646,0.58879635
47647,0.77694545
47648,0.72990818
47649,0.6828709
47650,0.66196544
47651,0.66719181
47652,0.62015453
47653,0.56266453
47654,0.56266453
47655,0.52607998
47656,0.53653271
47657,0.49994816
47658,0.42155271
47659,0.54175907
47660,0.73513454
47661,0.69332363
47662,0.67241817
47663,0.65151272
47664,0.5522118
47665,0.46858998
47666,0.42155271
47667,0.45813725
47668,0.44768452
47669,0.4372318
47670,0.43200543
47671,0.44768452
47672,0.46858998
47673,0.41632634
47674,0.3640627
47675,0.40064725
47676,0.41109998
47677,0.43200543
47678,0.38496816
47679,0.35360997
47680,0.32747815
47681,0.29611997
47682,0.26476179
47683,0.2334036
47684,0.20727179
47685,0.1759136
47686,0.14455542
47687,0.1184236
47688,0.087065416
47689,0.055707232
47690,0.024349049
47691,-0.0017827708
47692,-0.033140954
47693,-0.064499138
47694,-0.095857321
47695,-0.12198914
47696,-0.15334732
47697,-0.18470551
47698,-0.21083733
47699,-0.24219551
47700,-0.45285691
47701,-0.48707824
47702,-0.48218948
47703,-0.43819062
47704,-0.41863557
47705,-0.42352433
47706,-0.43819062
47707,-0.43330186
47708,-0.38441424
47709,-0.33552661
47710,-0.33552661
47711,-0.34530414
47712,-0.36974795
47713,-0.34041538
47714,-0.27686147
47715,-0.17908622
47716,-0.12530984
47717,-0.056867168
47718,-0.051978406
47719,-0.017757071
47720,-0.032423357
47721,-0.047089644
47722,-0.03731212
47723,-0.012868309
47724,0.016464265
47725,0.060463125
47726,0.12401703
47727,0.26090237
47728,0.36356638
47729,0.47111915
47730,0.56889439
47731,0.78399993
47732,0.84266508
47733,1.0235493
47734,1.2582099
47735,1.3462076
47736,1.4830929
47737,1.5564244
47738,1.6541996
47739,1.6297558
47740,1.6590884
47741,1.605312
47742,1.5662019
47743,1.5466468
47744,1.5466468
47745,1.5564244
47746,1.5270918
47747,1.5710906
47748,1.624867
47749,1.6444221
47750,1.6150895
47751,1.624867
47752,1.6395333
47753,1.6688659
47754,1.7324198
47755,1.6346446
47756,1.6199783
47757,1.5710906
47758,1.5662019
47759,1.5466468
47760,1.5319805
47761,1.522203
47762,1.5075367
47763,1.4244278
47764,1.399984
47765,1.3462076
47766,1.3022087
47767,1.2484323
47768,1.2337661
47769,1.2190998
47770,1.1848784
47771,1.1457683
47772,1.1751009
47773,1.1702121
47774,1.1066582
47775,1.0871032
47776,1.0333268
47777,1.0431043
47778,1.1066582
47779,1.0919919
47780,1.0871032
47781,1.111547
47782,1.1213245
47783,1.0773257
47784,1.0333268
47785,1.0186605
47786,0.97955042
47787,0.95021785
47788,0.93555156
47789,0.95510661
47790,1.0186605
47791,1.0333268
47792,1.0382156
47793,1.0724369
47794,1.0479931
47795,1.028438
47796,1.028438
47797,1.0382156
47798,1.0724369
47799,1.0382156
47800,1.0626594
47801,1.0382156
47802,0.98932794
47803,0.95021785
47804,0.88666394
47805,0.82799879
47806,0.74488983
47807,0.7106685
47808,0.58844944
47809,0.62267078
47810,0.5297843
47811,0.5297843
47812,0.47600791
47813,0.51022925
47814,0.60800449
47815,0.64222583
47816,0.61778202
47817,0.64222583
47818,0.66666964
47819,0.73022355
47820,0.75955612
47821,0.82799879
47822,0.85733136
47823,0.94044032
47824,1.0235493
47825,1.0382156
47826,1.0871032
47827,1.194656
47828,1.2777649
47829,1.2777649
47830,1.3022087
47831,1.3755402
47832,1.3804289
47833,1.4390941
47834,1.4928704
47835,1.4782042
47836,1.4146503
47837,1.399984
47838,1.3315413
47839,1.3315413
47840,1.316875
47841,1.2826537
47842,1.2728762
47843,1.2386548
47844,1.2093222
47845,1.1213245
47846,1.131102
47847,1.0626594
47848,1.0431043
47849,0.98932794
47850,0.96977289
47851,0.87199765
47852,0.86710889
47853,0.8524426
47854,0.84755384
47855,0.8133325
47856,0.81822127
47857,0.72533478
47858,0.74000107
47859,0.73022355
47860,0.70089097
47861,0.66666964
47862,0.6324483
47863,0.6324483
47864,0.68622469
47865,0.70577974
47866,0.82799879
47867,0.86710889
47868,0.91110775
47869,0.96977289
47870,0.92088527
47871,0.97955042
47872,0.97466166
47873,1.008883
47874,1.0137718
47875,1.0186605
47876,1.1164358
47877,1.1995447
47878,1.2093222
47879,1.214211
47880,1.2630986
47881,1.2582099
47882,1.2337661
47883,1.2337661
47884,1.2337661
47885,1.2288773
47886,1.1604346
47887,1.1017695
47888,1.111547
47889,0.96977289
47890,0.92088527
47891,0.84266508
47892,0.76933364
47893,0.68622469
47894,0.57378316
47895,0.52489553
47896,0.43200905
47897,0.31956752
47898,0.26579114
47899,0.1924597
47900,0.11912827
47901,0.084906936
47902,0.080018173
47903,-0.071533455
47904,-0.13508736
47905,-0.21330756
47906,-0.27686147
47907,-0.36974795
47908,-0.38441424
47909,-0.43819062
47910,-0.50663329
47911,-0.53596586
47912,-0.59463101
47913,-0.66307368
47914,-0.66796244
47915,-0.68751749
47916,-0.69240625
47917,-0.66796244
47918,-0.76573769
47919,-0.80484779
47920,-0.96617694
47921,-0.86840169
47922,-0.86351293
47923,-0.9319556
47924,-0.93684436
47925,-1.0443971
47926,-1.107951
47927,-1.0443971
47928,-1.1128398
47929,-1.19106
47930,-1.2155038
47931,-1.1617274
47932,-1.1177286
47933,-1.0639522
47934,-1.0297308
47935,-0.95151065
47936,-0.9710657
47937,-0.90751179
47938,-0.83418036
47939,-0.79507026
47940,-0.74618264
47941,-0.77551521
47942,-0.77062645
47943,-0.73151635
47944,-0.60440853
47945,-0.58974225
47946,-0.5701872
47947,-0.55063215
47948,-0.52618834
47949,-0.5310771
47950,-0.45774567
47951,-0.42352433
47952,-0.389303
47953,-0.3501929
47954,-0.32574909
47955,-0.29641652
47956,-0.21330756
47957,-0.12530984
47958,-0.066644693
47959,-0.03731212
47960,0.036019314
47961,0.021353027
47962,0.0506856
47963,0.18268218
47964,0.09468446
47965,0.084906936
47966,0.089795698
47967,0.089795698
47968,0.089795698
47969,0.089795698
47970,0.084906936
47971,0.084906936
47972,0.084906936
47973,0.080018173
47974,0.080018173
47975,0.075129411
47976,0.18268218
47977,0.11912827
47978,0.20223723
47979,0.29023495
47980,0.34890009
47981,0.36845514
47982,0.41734277
47983,0.46623039
47984,0.48089667
47985,0.52000677
47986,0.59822697
47987,0.6715584
47988,0.80355498
47989,0.84755384
47990,0.92577403
47991,0.95021785
47992,0.98443918
47993,1.0137718
47994,1.0626594
47995,1.0479931
47996,1.0479931
47997,1.0822144
47998,1.1164358
47999,1.0968807
48000,1.1359908
48001,1.1359908
48002,1.1359908
48003,1.131102
48004,1.1164358
48005,1.131102
48006,1.1066582
48007,1.1262133
48008,1.131102
48009,1.1359908
48010,1.1555459
48011,1.2337661
48012,1.3364301
48013,1.4439828
48014,1.4733154
48015,1.502648
48016,1.5124255
48017,1.5173143
48018,1.502648
48019,1.5759794
48020,1.5906457
48021,1.6639771
48022,1.707976
48023,1.6933097
48024,1.7470861
48025,1.8057512
48026,1.8644164
48027,1.9524141
48028,2.0746332
48029,2.1870747
48030,2.2506286
48031,2.3190713
48032,2.2995162
48033,2.2310735
48034,2.2310735
48035,2.1430758
48036,2.099077
48037,2.0746332
48038,2.0208568
48039,2.0061905
48040,1.9524141
48041,1.8888602
48042,1.8644164
48043,1.81064
48044,1.7470861
48045,1.6688659
48046,1.6346446
48047,1.5906457
48048,1.5662019
48049,1.4635379
48050,1.4586491
48051,1.4293165
48052,1.3755402
48053,1.2924312
48054,1.2435436
48055,1.2239885
48056,1.1702121
48057,1.1457683
48058,1.1653234
48059,1.1213245
48060,1.1017695
48061,1.0871032
48062,1.0577706
48063,1.131102
48064,1.0333268
48065,0.95021785
48066,0.87688641
48067,0.8133325
48068,0.79377745
48069,0.72533478
48070,0.67644716
48071,0.55422811
48072,0.60800449
48073,0.61289325
48074,0.54445058
48075,0.51511801
48076,0.47111915
48077,0.46134163
48078,0.39778772
48079,0.36356638
48080,0.25601361
48081,0.26090237
48082,0.21201475
48083,0.22668104
48084,0.16801589
48085,0.14846084
48086,0.16801589
48087,0.14357208
48088,0.12401703
48089,0.1289058
48090,0.089795698
48091,0.060463125
48092,-0.0079795463
48093,-0.056867168
48094,-0.03731212
48095,-0.071533455
48096,-0.095977266
48097,-0.14975365
48098,-0.21819632
48099,-0.27197271
48100,-0.28663899
48101,-0.3110828
48102,-0.36485919
48103,-0.35508166
48104,-0.34530414
48105,-0.33552661
48106,-0.32574909
48107,-0.31597157
48108,-0.30619404
48109,-0.29641652
48110,-0.25730642
48111,-0.23286261
48112,-0.23775137
48113,-0.25730642
48114,-0.27197271
48115,-0.30619404
48116,-0.36485919
48117,-0.34530414
48118,-0.4284131
48119,-0.37463671
48120,-0.33063785
48121,-0.32574909
48122,-0.30619404
48123,-0.31597157
48124,-0.24752889
48125,-0.20353003
48126,-0.22308508
48127,-0.12042108
48128,-0.10086603
48129,-0.056867168
48130,-0.061755931
48131,-0.066644693
48132,-0.017757071
48133,0.0066867403
48134,-0.0079795463
48135,-0.066644693
48136,-0.076422217
48137,-0.11553231
48138,-0.086199742
48139,-0.13508736
48140,0.021353027
48141,0.036019314
48142,0.084906936
48143,0.14357208
48144,0.099573222
48145,0.19734847
48146,0.19734847
48147,0.14357208
48148,0.17779342
48149,0.1924597
48150,0.20712599
48151,0.22179228
48152,0.2315698
48153,0.24623609
48154,0.26090237
48155,0.28045742
48156,0.23645856
48157,0.22668104
48158,0.1924597
48159,0.12401703
48160,0.075129411
48161,0.0066867403
48162,-0.051978406
48163,-0.076422217
48164,-0.16441994
48165,-0.17419746
48166,-0.26219518
48167,-0.27686147
48168,-0.28663899
48169,-0.40396928
48170,-0.48218948
48171,-0.46752319
48172,-0.51152205
48173,-0.58974225
48174,-0.63374111
48175,-0.65329616
48176,-0.75596016
48177,-0.7901815
48178,-0.79507026
48179,-0.94662189
48180,-1.0150646
48181,-1.0541747
48182,-1.1128398
48183,-1.0932848
48184,-1.1323949
48185,-1.1323949
48186,-1.1812825
48187,-1.1959488
48188,-1.1861712
48189,-1.3377229
48190,-1.3426116
48191,-1.3866105
48192,-1.4452756
48193,-1.5723835
48194,-1.5674947
48195,-1.6946025
48196,-1.6750475
48197,-1.6897137
48198,-1.7386014
48199,-1.7777115
48200,-1.8314878
48201,-1.890153
48202,-1.8217103
48203,-1.8412654
48204,-1.8461541
48205,-1.8461541
48206,-1.8461541
48207,-1.8461541
48208,-1.8510429
48209,-1.8510429
48210,-1.8510429
48211,-1.8510429
48212,-1.807044
48213,-1.787489
48214,-1.7581564
48215,-1.6994913
48216,-1.6652699
48217,-1.7190463
48218,-1.7532677
48219,-1.8021553
48220,-1.8217103
48221,-1.8168216
48222,-1.8461541
48223,-1.9194856
48224,-1.9439294
48225,-1.973262
48226,-1.9439294
48227,-1.8999305
48228,-1.8950418
48229,-1.8754867
48230,-1.9292631
48231,-1.8803755
48232,-1.8852642
48233,-1.8852642
48234,-1.9145968
48235,-1.8803755
48236,-1.8510429
48237,-1.8754867
48238,-1.8754867
48239,-1.8803755
48240,-1.9145968
48241,-1.9194856
48242,-1.9048193
48243,-1.8999305
48244,-1.9292631
48245,-1.909708
48246,-1.909708
48247,-1.8559317
48248,-1.8314878
48249,-1.8608204
48250,-1.807044
48251,-1.7288238
48252,-1.7092688
48253,-1.6310486
48254,-1.5626059
48255,-1.5234958
48256,-1.5332734
48257,-1.5234958
48258,-1.5186071
48259,-1.5430509
48260,-1.5088295
48261,-1.5137183
48262,-1.4892745
48263,-1.4746082
48264,-1.4452756
48265,-1.4452756
48266,-1.396388
48267,-1.2986128
48268,-1.2155038
48269,-1.2008375
48270,-1.1128398
48271,-1.0248421
48272,-0.97595446
48273,-1.0003983
48274,-0.89773427
48275,-0.87817922
48276,-0.86351293
48277,-0.83418036
48278,-0.79507026
48279,-0.80973655
48280,-0.76573769
48281,-0.78040397
48282,-0.75596016
48283,-0.7510714
48284,-0.71685007
48285,-0.67773997
48286,-0.53596586
48287,-0.44307938
48288,-0.44307938
48289,-0.37952547
48290,-0.33552661
48291,-0.29152775
48292,-0.1301986
48293,-0.066644693
48294,0.036019314
48295,0.13868332
48296,0.15823837
48297,0.21690351
48298,0.2706799
48299,0.29023495
48300,0.30001247
48301,0.30979
48302,0.31956752
48303,0.32934505
48304,0.33912257
48305,0.34890009
48306,0.35378886
48307,0.34401133
48308,0.32934505
48309,0.36356638
48310,0.37334391
48311,0.38312143
48312,0.40267648
48313,0.38312143
48314,0.412454
48315,0.43200905
48316,0.4906742
48317,0.54933934
48318,0.58356068
48319,0.64222583
48320,0.73511231
48321,0.74000107
48322,0.75466736
48323,0.77911117
48324,0.77422241
48325,0.77911117
48326,0.75466736
48327,0.75466736
48328,0.7497786
48329,0.78399993
48330,0.80355498
48331,0.79866622
48332,0.75466736
48333,0.76933364
48334,0.74488983
48335,0.72044602
48336,0.74488983
48337,0.72044602
48338,0.65200335
48339,0.66666964
48340,0.5933382
48341,0.61778202
48342,0.57867192
48343,0.5297843
48344,0.47111915
48345,0.412454
